max_depth_XGB,reg_lambda_XGB,n_estimators_XGB,learning_rate_XGB,subsample_XGB,colsample_bytree_XGB,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2
9,9,100,0.1,0.9,0.9,16,0.1,5,0.368994384,0.631005616
9,9,100,0.1,0.9,0.9,16,0.01,5,0.369005058,0.630994942
5,5,100,0.1,0.9,0.9,48,1,5,0.369134879,0.630865121
7,7,100,0.1,0.9,0.9,48,0.1,5,0.369144525,0.630855475
9,9,100,0.1,0.9,0.9,16,1,5,0.36915454,0.63084546
7,7,100,0.1,0.9,0.9,48,0.01,5,0.369160405,0.630839595
7,7,100,0.1,0.9,0.9,48,1,5,0.369196156,0.630803844
9,9,100,0.1,0.9,0.9,48,0.1,5,0.369264809,0.630735191
9,9,100,0.1,0.9,0.9,48,0.01,5,0.369277816,0.630722184
9,9,100,0.1,0.9,0.9,48,1,5,0.369359308,0.630640692
5,5,100,0.1,0.9,0.9,80,0.01,5,0.369619548,0.630380452
5,5,100,0.1,0.9,0.9,80,0.1,5,0.369639497,0.630360503
5,5,100,0.1,0.7,0.7,16,0.01,5,0.369655459,0.630344541
5,5,100,0.1,0.7,0.7,16,0.1,5,0.369672059,0.630327941
7,7,100,0.1,0.7,0.7,16,0.01,5,0.369697255,0.630302745
7,7,100,0.1,0.7,0.7,16,1,5,0.369722392,0.630277608
7,7,100,0.1,0.7,0.7,16,0.1,5,0.369733838,0.630266162
5,5,100,0.1,0.9,0.9,80,1,5,0.369782271,0.630217729
9,9,100,0.1,0.7,0.7,16,0.01,5,0.369788283,0.630211717
9,9,100,0.1,0.7,0.7,16,0.1,5,0.369811863,0.630188137
5,5,100,0.1,0.7,0.7,16,1,5,0.369812438,0.630187562
5,5,100,0.1,0.9,0.9,16,0.01,5,0.369855457,0.630144543
7,7,100,0.1,0.9,0.9,80,0.1,5,0.369864888,0.630135112
7,7,100,0.1,0.9,0.9,80,0.01,5,0.369868379,0.630131621
9,9,100,0.1,0.7,0.7,16,1,5,0.369898669,0.630101331
5,5,100,0.1,0.9,0.9,16,0.1,5,0.369909872,0.630090128
5,5,100,0.1,0.9,0.9,16,1,5,0.369928542,0.630071458
7,7,100,0.1,0.9,0.9,80,1,5,0.369937883,0.630062117
3,3,100,0.1,0.9,0.9,112,0.1,5,0.369948485,0.630051515
3,3,100,0.1,0.9,0.9,112,0.01,5,0.369956418,0.630043582
9,9,100,0.1,0.9,0.9,80,0.1,5,0.369996896,0.630003104
9,9,100,0.1,0.9,0.9,80,0.01,5,0.370008551,0.629991449
9,9,100,0.1,0.9,0.9,80,1,5,0.370039024,0.629960976
7,7,100,0.1,0.7,0.7,48,1,5,0.370041173,0.629958827
5,5,100,0.1,0.7,0.7,48,0.01,5,0.370044134,0.629955866
5,5,100,0.1,0.7,0.7,48,0.1,5,0.37005901,0.62994099
7,7,100,0.1,0.7,0.7,48,0.1,5,0.370070749,0.629929251
7,7,100,0.1,0.7,0.7,48,0.01,5,0.370080564,0.629919436
5,5,100,0.1,0.7,0.7,48,1,5,0.370093119,0.629906881
9,9,100,0.1,0.7,0.7,48,0.01,5,0.370157892,0.629842108
9,9,100,0.1,0.7,0.7,48,0.1,5,0.37015827,0.62984173
9,9,100,0.1,0.7,0.7,48,1,5,0.37018635,0.62981365
3,3,100,0.1,0.9,0.9,144,0.01,5,0.370245765,0.629754235
3,3,100,0.1,0.9,0.9,144,0.1,5,0.370246231,0.629753769
3,3,100,0.1,0.9,0.9,16,1,5,0.37042819,0.62957181
5,5,100,0.1,0.9,0.9,112,0.01,5,0.37043493,0.62956507
3,3,100,0.1,0.9,0.9,16,0.1,5,0.370442688,0.629557312
3,3,100,0.1,0.9,0.9,48,1,5,0.370444542,0.629555458
3,3,100,0.1,0.9,0.9,80,0.1,5,0.370448054,0.629551946
5,5,100,0.1,0.9,0.9,112,0.1,5,0.370452276,0.629547724
3,3,100,0.1,0.9,0.9,80,0.01,5,0.370459714,0.629540286
3,3,100,0.1,0.9,0.9,48,0.1,5,0.370459891,0.629540109
3,3,100,0.1,0.9,0.9,16,0.01,5,0.370469124,0.629530876
3,3,100,0.1,0.9,0.9,48,0.01,5,0.370472126,0.629527874
3,3,100,0.1,0.9,0.9,80,1,5,0.370481219,0.629518781
5,5,100,0.1,0.9,0.9,112,1,5,0.37050203,0.62949797
5,5,100,0.1,0.7,0.7,80,0.1,5,0.370506105,0.629493895
5,5,100,0.1,0.7,0.7,80,0.01,5,0.370506599,0.629493401
7,7,100,0.1,0.9,0.9,112,0.1,5,0.370517592,0.629482408
7,7,100,0.1,0.9,0.9,112,0.01,5,0.370525507,0.629474493
5,5,100,0.1,0.7,0.7,80,1,5,0.370529856,0.629470144
7,7,100,0.1,0.9,0.9,112,1,5,0.370545423,0.629454577
7,7,100,0.1,0.7,0.7,80,0.01,5,0.370551451,0.629448549
7,7,100,0.1,0.7,0.7,80,0.1,5,0.370557691,0.629442309
9,9,100,0.1,0.9,0.9,112,0.1,5,0.37059886,0.62940114
9,9,100,0.1,0.9,0.9,112,0.01,5,0.370602122,0.629397878
9,9,100,0.1,0.7,0.7,80,0.01,5,0.37060596,0.62939404
7,7,100,0.1,0.7,0.7,80,1,5,0.370611802,0.629388198
9,9,100,0.1,0.9,0.9,112,1,5,0.370616884,0.629383116
9,9,100,0.1,0.7,0.7,80,0.1,5,0.370619585,0.629380415
7,7,100,0.1,0.5,0.5,16,0.01,5,0.370654228,0.629345772
7,7,100,0.1,0.5,0.5,16,0.1,5,0.370682516,0.629317484
9,9,100,0.1,0.7,0.7,80,1,5,0.370698501,0.629301499
3,3,100,0.1,0.9,0.9,112,1,5,0.370765414,0.629234586
5,5,100,0.1,0.5,0.5,16,1,5,0.370824379,0.629175621
7,7,100,0.1,0.5,0.5,16,1,5,0.370828999,0.629171001
5,5,100,0.1,0.5,0.5,16,0.01,5,0.370829299,0.629170701
9,9,100,0.1,0.5,0.5,16,0.1,5,0.370830584,0.629169416
3,3,100,0.1,0.7,0.7,48,1,5,0.370838999,0.629161001
3,3,100,0.1,0.7,0.7,48,0.01,5,0.370858315,0.629141685
9,9,100,0.1,0.5,0.5,16,0.01,5,0.370862009,0.629137991
7,7,100,0.1,0.5,0.5,48,0.01,5,0.370865237,0.629134763
5,5,100,0.1,0.5,0.5,48,1,5,0.370866808,0.629133192
5,5,100,0.1,0.5,0.5,16,0.1,5,0.370873875,0.629126125
7,7,100,0.1,0.5,0.5,48,0.1,5,0.370874121,0.629125879
9,9,100,0.1,0.5,0.5,16,1,5,0.370891945,0.629108055
5,5,100,0.1,0.5,0.5,48,0.1,5,0.37092465,0.62907535
5,5,100,0.1,0.5,0.5,48,0.01,5,0.370929879,0.629070121
3,3,100,0.1,0.7,0.7,16,1,5,0.370956841,0.629043159
7,7,100,0.1,0.5,0.5,48,1,5,0.370975525,0.629024475
3,3,100,0.1,0.7,0.7,80,0.01,5,0.370979057,0.629020943
3,3,100,0.1,0.7,0.7,80,0.1,5,0.370983746,0.629016254
3,3,100,0.1,0.7,0.7,80,1,5,0.37100262,0.62899738
3,3,100,0.1,0.7,0.7,16,0.1,5,0.371007203,0.628992797
3,3,100,0.1,0.7,0.7,16,0.01,5,0.37101127,0.62898873
9,9,100,0.1,0.5,0.5,48,0.01,5,0.371024564,0.628975436
9,9,100,0.1,0.5,0.5,48,0.1,5,0.371027047,0.628972953
5,5,100,0.1,0.9,0.9,144,0.01,5,0.371027554,0.628972446
5,5,100,0.1,0.9,0.9,144,0.1,5,0.371033171,0.628966829
3,3,100,0.1,0.9,0.9,144,1,5,0.371038255,0.628961745
7,7,100,0.1,0.9,0.9,144,0.01,5,0.371066532,0.628933468
7,7,100,0.1,0.9,0.9,144,0.1,5,0.371070438,0.628929562
5,5,100,0.1,0.9,0.9,144,1,5,0.371077324,0.628922676
7,7,100,0.1,0.9,0.9,144,1,5,0.371078932,0.628921068
9,9,100,0.1,0.5,0.5,48,1,5,0.371079073,0.628920927
5,5,100,0.1,0.7,0.7,112,1,5,0.371089799,0.628910201
9,9,100,0.1,0.9,0.9,144,0.1,5,0.371095424,0.628904576
9,9,100,0.1,0.9,0.9,144,0.01,5,0.37111013,0.62888987
5,5,100,0.1,0.7,0.7,112,0.01,5,0.371112578,0.628887422
5,5,100,0.1,0.7,0.7,112,0.1,5,0.371114556,0.628885444
9,9,100,0.1,0.9,0.9,144,1,5,0.371114946,0.628885054
3,3,100,0.1,0.7,0.7,112,0.01,5,0.37113573,0.62886427
7,7,100,0.1,0.7,0.7,112,1,5,0.371142132,0.628857868
7,7,100,0.1,0.7,0.7,112,0.1,5,0.371142484,0.628857516
3,3,100,0.1,0.7,0.7,112,0.1,5,0.371145091,0.628854909
7,7,100,0.1,0.7,0.7,112,0.01,5,0.371147893,0.628852107
9,9,100,0.1,0.7,0.7,112,0.01,5,0.371178199,0.628821801
9,9,100,0.1,0.7,0.7,112,0.1,5,0.371182594,0.628817406
3,3,100,0.1,0.7,0.7,112,1,5,0.371208691,0.628791309
3,3,100,0.1,0.5,0.5,48,0.01,5,0.371220966,0.628779034
9,9,100,0.1,0.7,0.7,112,1,5,0.371221542,0.628778458
3,3,100,0.1,0.5,0.5,48,0.1,5,0.371239154,0.628760846
3,3,100,0.1,0.5,0.5,48,1,5,0.371290793,0.628709207
5,5,100,0.1,0.5,0.5,80,1,5,0.371305006,0.628694994
3,3,100,0.1,0.5,0.5,80,0.01,5,0.371338877,0.628661123
7,7,100,0.1,0.5,0.5,80,0.01,5,0.371339054,0.628660946
7,7,100,0.1,0.5,0.5,80,0.1,5,0.371345101,0.628654899
3,3,100,0.1,0.5,0.5,80,0.1,5,0.371348785,0.628651215
5,5,100,0.1,0.5,0.5,80,0.1,5,0.371353156,0.628646844
5,5,100,0.1,0.5,0.5,80,0.01,5,0.37135352,0.62864648
3,3,100,0.1,0.5,0.5,80,1,5,0.371393184,0.628606816
7,7,100,0.1,0.5,0.5,80,1,5,0.371393486,0.628606514
9,9,100,0.1,0.5,0.5,80,0.1,5,0.371429212,0.628570788
7,7,200,0.05,0.9,0.9,16,0.01,5,0.371430635,0.628569365
7,7,200,0.05,0.9,0.9,16,0.1,5,0.371445044,0.628554956
9,9,100,0.1,0.5,0.5,80,0.01,5,0.3714461,0.6285539
9,9,100,0.1,0.5,0.5,80,1,5,0.371477409,0.628522591
3,3,100,0.1,0.5,0.5,16,0.01,5,0.371483951,0.628516049
7,7,200,0.05,0.9,0.9,16,1,5,0.371495547,0.628504453
3,3,100,0.1,0.5,0.5,16,0.1,5,0.371497763,0.628502237
5,5,200,0.05,0.9,0.9,48,0.01,5,0.371528488,0.628471512
5,5,200,0.05,0.9,0.9,16,0.01,5,0.371530275,0.628469725
5,5,200,0.05,0.9,0.9,48,0.1,5,0.371541363,0.628458637
9,9,200,0.05,0.9,0.9,16,0.1,5,0.371553819,0.628446181
5,5,200,0.05,0.9,0.9,16,0.1,5,0.371557878,0.628442122
3,3,100,0.1,0.5,0.5,16,1,5,0.371565466,0.628434534
9,9,200,0.05,0.9,0.9,16,0.01,5,0.37157169,0.62842831
5,5,200,0.05,0.9,0.9,16,1,5,0.371581523,0.628418477
5,5,200,0.05,0.9,0.9,48,1,5,0.371614109,0.628385891
7,7,200,0.05,0.9,0.9,48,0.1,5,0.371617475,0.628382525
9,9,200,0.05,0.9,0.9,16,1,5,0.371619073,0.628380927
7,7,200,0.05,0.9,0.9,48,0.01,5,0.371621643,0.628378357
7,7,200,0.05,0.9,0.9,48,1,5,0.371659481,0.628340519
9,9,200,0.05,0.9,0.9,48,0.01,5,0.37169751,0.62830249
9,9,200,0.05,0.9,0.9,48,0.1,5,0.371705831,0.628294169
9,9,200,0.05,0.9,0.9,48,1,5,0.371763884,0.628236116
5,5,100,0.1,0.5,0.5,112,1,5,0.371823246,0.628176754
3,3,100,0.1,0.5,0.5,112,0.01,5,0.371825794,0.628174206
5,5,100,0.1,0.5,0.5,112,0.01,5,0.371829868,0.628170132
5,5,100,0.1,0.5,0.5,112,0.1,5,0.371832369,0.628167631
3,3,100,0.1,0.7,0.7,144,0.01,5,0.371835775,0.628164225
3,3,100,0.1,0.7,0.7,144,0.1,5,0.37183911,0.62816089
3,3,100,0.1,0.5,0.5,112,1,5,0.371845958,0.628154042
7,7,100,0.1,0.5,0.5,112,0.01,5,0.371865185,0.628134815
7,7,100,0.1,0.5,0.5,112,0.1,5,0.371872291,0.628127709
5,5,100,0.1,0.7,0.7,144,1,5,0.371883857,0.628116143
5,5,100,0.1,0.7,0.7,144,0.01,5,0.37188645,0.62811355
5,5,100,0.1,0.7,0.7,144,0.1,5,0.371889058,0.628110942
5,5,200,0.05,0.9,0.9,80,0.01,5,0.371897553,0.628102447
5,5,200,0.05,0.9,0.9,80,0.1,5,0.371907161,0.628092839
3,3,100,0.1,0.7,0.7,144,1,5,0.371914562,0.628085438
7,7,100,0.1,0.7,0.7,144,0.01,5,0.371919104,0.628080896
7,7,100,0.1,0.5,0.5,112,1,5,0.371921858,0.628078142
7,7,100,0.1,0.7,0.7,144,0.1,5,0.371922391,0.628077609
9,9,100,0.1,0.7,0.7,144,0.01,5,0.371927534,0.628072466
9,9,100,0.1,0.7,0.7,144,0.1,5,0.371928972,0.628071028
7,7,100,0.1,0.7,0.7,144,1,5,0.371938533,0.628061467
9,9,100,0.1,0.5,0.5,112,0.1,5,0.371942661,0.628057339
9,9,100,0.1,0.7,0.7,144,1,5,0.371942968,0.628057032
5,5,200,0.05,0.9,0.9,80,1,5,0.371951415,0.628048585
3,3,100,0.1,0.7,0.7,48,0.1,5,0.371951984,0.628048016
9,9,100,0.1,0.5,0.5,112,0.01,5,0.371952403,0.628047597
9,9,100,0.1,0.5,0.5,112,1,5,0.371960904,0.628039096
7,7,200,0.05,0.9,0.9,80,0.1,5,0.371969978,0.628030022
7,7,200,0.05,0.9,0.9,80,0.01,5,0.371970083,0.628029917
7,7,200,0.05,0.7,0.7,16,0.01,5,0.371999348,0.628000652
7,7,200,0.05,0.7,0.7,16,1,5,0.372004947,0.627995053
7,7,200,0.05,0.7,0.7,16,0.1,5,0.37201486,0.62798514
7,7,200,0.05,0.9,0.9,80,1,5,0.37201751,0.62798249
5,5,200,0.05,0.7,0.7,16,0.01,5,0.372036761,0.627963239
9,9,200,0.05,0.7,0.7,16,0.01,5,0.372040995,0.627959005
5,5,200,0.05,0.7,0.7,16,0.1,5,0.372044367,0.627955633
9,9,200,0.05,0.9,0.9,80,0.01,5,0.372045103,0.627954897
9,9,200,0.05,0.7,0.7,16,0.1,5,0.372045548,0.627954452
9,9,200,0.05,0.9,0.9,80,0.1,5,0.372048952,0.627951048
5,5,200,0.05,0.7,0.7,16,1,5,0.372066527,0.627933473
9,9,200,0.05,0.7,0.7,16,1,5,0.372081871,0.627918129
9,9,200,0.05,0.9,0.9,80,1,5,0.372092199,0.627907801
5,5,200,0.05,0.7,0.7,48,0.01,5,0.372109122,0.627890878
5,5,200,0.05,0.7,0.7,48,0.1,5,0.372115606,0.627884394
7,7,200,0.05,0.7,0.7,48,1,5,0.372125221,0.627874779
7,7,200,0.05,0.7,0.7,48,0.1,5,0.372126141,0.627873859
5,5,200,0.05,0.7,0.7,48,1,5,0.372131581,0.627868419
7,7,200,0.05,0.7,0.7,48,0.01,5,0.372132917,0.627867083
9,9,200,0.05,0.7,0.7,48,0.01,5,0.372169265,0.627830735
9,9,200,0.05,0.7,0.7,48,0.1,5,0.372172362,0.627827638
9,9,200,0.05,0.7,0.7,48,1,5,0.372200916,0.627799084
3,3,100,0.1,0.5,0.5,144,0.01,5,0.372237585,0.627762415
3,3,100,0.1,0.5,0.5,144,0.1,5,0.372240764,0.627759236
5,5,100,0.1,0.5,0.5,144,0.01,5,0.372251368,0.627748632
5,5,100,0.1,0.5,0.5,144,0.1,5,0.372256037,0.627743963
5,5,200,0.05,0.9,0.9,112,0.01,5,0.372261467,0.627738533
3,3,100,0.1,0.5,0.5,144,1,5,0.372266454,0.627733546
5,5,200,0.05,0.9,0.9,112,0.1,5,0.372267485,0.627732515
5,5,100,0.1,0.5,0.5,144,1,5,0.372275862,0.627724138
5,5,200,0.05,0.9,0.9,112,1,5,0.372277933,0.627722067
7,7,200,0.05,0.9,0.9,112,0.01,5,0.372291519,0.627708481
7,7,200,0.05,0.9,0.9,112,0.1,5,0.372291773,0.627708227
7,7,200,0.05,0.9,0.9,112,1,5,0.372312659,0.627687341
7,7,100,0.1,0.5,0.5,144,0.01,5,0.372317668,0.627682332
7,7,100,0.1,0.5,0.5,144,0.1,5,0.372319005,0.627680995
3,3,200,0.05,0.9,0.9,16,1,5,0.372324403,0.627675597
7,7,200,0.05,0.5,0.5,16,0.1,5,0.372325143,0.627674857
9,9,100,0.1,0.5,0.5,144,1,5,0.372326871,0.627673129
7,7,200,0.05,0.5,0.5,16,0.01,5,0.372327971,0.627672029
9,9,100,0.1,0.5,0.5,144,0.1,5,0.37233051,0.62766949
9,9,200,0.05,0.9,0.9,112,0.01,5,0.372335372,0.627664628
9,9,200,0.05,0.9,0.9,112,0.1,5,0.37233849,0.62766151
3,3,200,0.05,0.9,0.9,80,0.1,5,0.37233913,0.62766087
9,9,100,0.1,0.5,0.5,144,0.01,5,0.372340752,0.627659248
7,7,100,0.1,0.5,0.5,144,1,5,0.372342098,0.627657902
3,3,200,0.05,0.9,0.9,80,0.01,5,0.372343335,0.627656665
3,3,200,0.05,0.9,0.9,80,1,5,0.372343437,0.627656563
3,3,200,0.05,0.9,0.9,16,0.1,5,0.372345995,0.627654005
3,3,200,0.05,0.9,0.9,48,1,5,0.372347609,0.627652391
5,5,200,0.05,0.5,0.5,16,0.01,5,0.372351291,0.627648709
3,3,200,0.05,0.9,0.9,16,0.01,5,0.372351689,0.627648311
9,9,200,0.05,0.9,0.9,112,1,5,0.372352865,0.627647135
3,3,200,0.05,0.9,0.9,48,0.1,5,0.372363637,0.627636363
5,5,200,0.05,0.5,0.5,16,0.1,5,0.372364206,0.627635794
3,3,200,0.05,0.9,0.9,48,0.01,5,0.372370043,0.627629957
5,5,200,0.05,0.7,0.7,80,0.01,5,0.372371685,0.627628315
7,7,200,0.05,0.5,0.5,16,1,5,0.372377104,0.627622896
5,5,200,0.05,0.5,0.5,16,1,5,0.372380332,0.627619668
5,5,200,0.05,0.7,0.7,80,0.1,5,0.372380355,0.627619645
9,9,200,0.05,0.5,0.5,16,0.1,5,0.372387357,0.627612643
5,5,200,0.05,0.7,0.7,80,1,5,0.372397264,0.627602736
9,9,200,0.05,0.5,0.5,16,0.01,5,0.372402754,0.627597246
7,7,200,0.05,0.7,0.7,80,0.1,5,0.372417223,0.627582777
7,7,200,0.05,0.7,0.7,80,0.01,5,0.372417603,0.627582397
9,9,200,0.05,0.7,0.7,80,0.01,5,0.372431225,0.627568775
9,9,200,0.05,0.7,0.7,80,0.1,5,0.372435078,0.627564922
7,7,200,0.05,0.7,0.7,80,1,5,0.372438727,0.627561273
5,5,200,0.05,0.5,0.5,48,0.1,5,0.372443885,0.627556115
3,3,200,0.05,0.9,0.9,112,0.1,5,0.372447258,0.627552742
3,3,200,0.05,0.9,0.9,112,0.01,5,0.372450277,0.627549723
9,9,200,0.05,0.5,0.5,16,1,5,0.372452051,0.627547949
5,5,200,0.05,0.5,0.5,48,0.01,5,0.37245218,0.62754782
3,3,200,0.05,0.9,0.9,112,1,5,0.372452486,0.627547514
7,7,200,0.05,0.5,0.5,48,0.01,5,0.372452604,0.627547396
5,5,200,0.05,0.5,0.5,48,1,5,0.372453168,0.627546832
7,7,200,0.05,0.5,0.5,48,0.1,5,0.372458631,0.627541369
9,9,200,0.05,0.7,0.7,80,1,5,0.372483869,0.627516131
7,7,200,0.05,0.5,0.5,48,1,5,0.372504938,0.627495062
3,3,200,0.05,0.7,0.7,48,0.01,5,0.372525084,0.627474916
3,3,200,0.05,0.7,0.7,48,0.1,5,0.372526705,0.627473295
9,9,200,0.05,0.5,0.5,48,0.01,5,0.372538056,0.627461944
9,9,200,0.05,0.5,0.5,48,0.1,5,0.372542016,0.627457984
3,3,200,0.05,0.7,0.7,48,1,5,0.372543992,0.627456008
3,3,200,0.05,0.7,0.7,16,0.1,5,0.372560117,0.627439883
3,3,200,0.05,0.7,0.7,16,0.01,5,0.372560529,0.627439471
3,3,200,0.05,0.7,0.7,16,1,5,0.372565813,0.627434187
9,9,200,0.05,0.5,0.5,48,1,5,0.372566012,0.627433988
3,3,200,0.05,0.9,0.9,144,0.01,5,0.372592752,0.627407248
3,3,200,0.05,0.9,0.9,144,0.1,5,0.372593939,0.627406061
5,5,200,0.05,0.9,0.9,144,0.01,5,0.372596512,0.627403488
3,3,200,0.05,0.9,0.9,144,1,5,0.372597254,0.627402746
3,3,200,0.05,0.7,0.7,80,0.01,5,0.372597724,0.627402276
5,5,200,0.05,0.9,0.9,144,0.1,5,0.372598721,0.627401279
3,3,200,0.05,0.7,0.7,80,0.1,5,0.372599662,0.627400338
7,7,200,0.05,0.9,0.9,144,0.01,5,0.372600458,0.627399542
7,7,200,0.05,0.9,0.9,144,0.1,5,0.372601786,0.627398214
5,5,200,0.05,0.9,0.9,144,1,5,0.372609646,0.627390354
3,3,200,0.05,0.5,0.5,48,0.01,5,0.372612614,0.627387386
3,3,200,0.05,0.7,0.7,80,1,5,0.372616183,0.627383817
3,3,200,0.05,0.5,0.5,48,0.1,5,0.372616757,0.627383243
7,7,200,0.05,0.9,0.9,144,1,5,0.372619753,0.627380247
9,9,200,0.05,0.9,0.9,144,0.1,5,0.372639195,0.627360805
9,9,200,0.05,0.9,0.9,144,0.01,5,0.372642322,0.627357678
3,3,200,0.05,0.5,0.5,48,1,5,0.372649433,0.627350567
9,9,200,0.05,0.9,0.9,144,1,5,0.372654941,0.627345059
5,5,200,0.05,0.7,0.7,112,1,5,0.372678996,0.627321004
5,5,200,0.05,0.7,0.7,112,0.01,5,0.372681363,0.627318637
5,5,200,0.05,0.7,0.7,112,0.1,5,0.372687714,0.627312286
7,7,200,0.05,0.7,0.7,112,0.1,5,0.372688527,0.627311473
7,7,200,0.05,0.7,0.7,112,0.01,5,0.372688825,0.627311175
3,3,200,0.05,0.7,0.7,112,0.1,5,0.372689925,0.627310075
3,3,200,0.05,0.7,0.7,112,0.01,5,0.372690691,0.627309309
7,7,200,0.05,0.7,0.7,112,1,5,0.372694505,0.627305495
9,9,200,0.05,0.7,0.7,112,0.1,5,0.37270555,0.62729445
9,9,200,0.05,0.7,0.7,112,0.01,5,0.372706519,0.627293481
3,3,200,0.05,0.7,0.7,112,1,5,0.372711726,0.627288274
3,3,200,0.05,0.5,0.5,80,0.01,5,0.372719932,0.627280068
9,9,200,0.05,0.7,0.7,112,1,5,0.372723731,0.627276269
3,3,200,0.05,0.5,0.5,80,0.1,5,0.372724108,0.627275892
5,5,200,0.05,0.5,0.5,80,0.1,5,0.372739999,0.627260001
5,5,200,0.05,0.5,0.5,80,0.01,5,0.372740976,0.627259024
3,3,200,0.05,0.5,0.5,80,1,5,0.37275179,0.62724821
5,5,200,0.05,0.5,0.5,80,1,5,0.372753215,0.627246785
3,3,200,0.05,0.5,0.5,16,0.01,5,0.372754429,0.627245571
7,7,200,0.05,0.5,0.5,80,0.01,5,0.372758084,0.627241916
7,7,200,0.05,0.5,0.5,80,0.1,5,0.372761606,0.627238394
3,3,200,0.05,0.5,0.5,16,0.1,5,0.372763952,0.627236048
3,3,200,0.05,0.5,0.5,16,1,5,0.372772843,0.627227157
7,7,200,0.05,0.5,0.5,80,1,5,0.37277598,0.62722402
9,9,200,0.05,0.5,0.5,80,0.01,5,0.372806687,0.627193313
9,9,200,0.05,0.5,0.5,80,0.1,5,0.372807283,0.627192717
9,9,200,0.05,0.5,0.5,80,1,5,0.372824652,0.627175348
3,3,100,0.1,0.5,0.5,112,0.1,5,0.372928492,0.627071508
3,3,200,0.05,0.5,0.5,112,0.01,5,0.372990648,0.627009352
3,3,200,0.05,0.7,0.7,144,0.01,5,0.372991846,0.627008154
3,3,200,0.05,0.7,0.7,144,0.1,5,0.372992607,0.627007393
3,3,200,0.05,0.5,0.5,112,0.1,5,0.372995025,0.627004975
5,5,200,0.05,0.7,0.7,144,0.01,5,0.373001705,0.626998295
3,3,200,0.05,0.5,0.5,112,1,5,0.373005535,0.626994465
5,5,200,0.05,0.7,0.7,144,0.1,5,0.373005631,0.626994369
5,5,200,0.05,0.5,0.5,112,0.01,5,0.37300766,0.62699234
5,5,200,0.05,0.5,0.5,112,0.1,5,0.373007712,0.626992288
5,5,200,0.05,0.7,0.7,144,1,5,0.37300831,0.62699169
5,5,200,0.05,0.5,0.5,112,1,5,0.373012253,0.626987747
3,3,200,0.05,0.7,0.7,144,1,5,0.373015701,0.626984299
7,7,200,0.05,0.7,0.7,144,0.01,5,0.373016312,0.626983688
7,7,200,0.05,0.7,0.7,144,0.1,5,0.373018662,0.626981338
7,7,200,0.05,0.5,0.5,112,0.01,5,0.373022439,0.626977561
7,7,200,0.05,0.5,0.5,112,0.1,5,0.373026003,0.626973997
9,9,200,0.05,0.7,0.7,144,0.01,5,0.373030193,0.626969807
9,9,200,0.05,0.7,0.7,144,0.1,5,0.373031641,0.626968359
7,7,200,0.05,0.7,0.7,144,1,5,0.373034349,0.626965651
9,9,200,0.05,0.7,0.7,144,1,5,0.373041313,0.626958687
7,7,200,0.05,0.5,0.5,112,1,5,0.373047469,0.626952531
9,9,200,0.05,0.5,0.5,112,0.1,5,0.373059161,0.626940839
9,9,200,0.05,0.5,0.5,112,0.01,5,0.373064709,0.626935291
9,9,200,0.05,0.5,0.5,112,1,5,0.37306965,0.62693035
3,3,200,0.05,0.5,0.5,144,0.01,5,0.373200871,0.626799129
3,3,200,0.05,0.5,0.5,144,0.1,5,0.373203044,0.626796956
3,3,200,0.05,0.5,0.5,144,1,5,0.373219163,0.626780837
5,5,200,0.05,0.5,0.5,144,0.01,5,0.373221305,0.626778695
5,5,200,0.05,0.5,0.5,144,0.1,5,0.373223556,0.626776444
5,5,200,0.05,0.5,0.5,144,1,5,0.373233423,0.626766577
7,7,200,0.05,0.5,0.5,144,0.01,5,0.373242537,0.626757463
7,7,200,0.05,0.5,0.5,144,0.1,5,0.373243815,0.626756185
9,9,200,0.05,0.5,0.5,144,0.1,5,0.37325891,0.62674109
7,7,200,0.05,0.5,0.5,144,1,5,0.373259773,0.626740227
9,9,200,0.05,0.5,0.5,144,1,5,0.373261589,0.626738411
9,9,200,0.05,0.5,0.5,144,0.01,5,0.373263526,0.626736474
