max_depth_XGBR,reg_lambda_XGBR,n_estimators_XGBR,learning_rate_XGBR,max_depth_XGBC,reg_lambda_XGBC,subsample_XGBR,colsample_bytree_XGBR,subsample_XGBC,colsample_bytree_XGBC,min_child_weight_XGBR,min_child_weight_XGBC,reg_alpha_XGBR,reg_alpha_XGBC,n_estimators_XGBC,learning_rate_XGBR,degree,mse,r2
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.1,0.1,100,0.1,10,0.27013363023614084,0.7298663697638592
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.1,0.1,200,0.05,10,0.2702335963628699,0.7297664036371301
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,100,0.1,10,0.27030214815565523,0.7296978518443448
7,7,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,0.01,0.01,100,0.1,10,0.2703507381969429,0.7296492618030571
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,100,0.1,10,0.27046924452072146,0.7295307554792785
9,9,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,0.01,0.01,100,0.1,10,0.2705810409978673,0.7294189590021327
5,5,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,0.01,0.01,100,0.1,10,0.27063408931816607,0.729365910681834
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.1,0.1,200,0.05,10,0.27069826337684233,0.7293017366231577
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.1,0.1,100,0.1,10,0.27097614110190366,0.7290238588980964
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.1,0.1,100,0.1,10,0.27101856545612285,0.7289814345438772
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,100,0.1,10,0.27101866787253526,0.7289813321274647
7,7,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,1.0,1.0,100,0.1,10,0.2711347613076233,0.7288652386923766
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,1.0,1.0,100,0.1,10,0.2711421321543717,0.7288578678456283
5,5,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,1.0,1.0,100,0.1,10,0.2713766471634808,0.7286233528365191
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,100,0.1,10,0.27148726946467944,0.7285127305353205
7,7,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,0.01,0.01,100,0.1,10,0.27150517910380123,0.7284948208961988
9,9,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,1.0,1.0,100,0.1,10,0.27156281072360616,0.7284371892763939
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,100,0.1,10,0.2715633284544835,0.7284366715455165
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.1,0.1,100,0.1,10,0.271644804535132,0.7283551954648679
5,5,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,0.01,0.01,100,0.1,10,0.2717111575912882,0.7282888424087117
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,1.0,1.0,100,0.1,10,0.27174228810170836,0.7282577118982916
9,9,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,0.01,0.01,100,0.1,10,0.27174421663118015,0.7282557833688199
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,1.0,1.0,100,0.1,10,0.27188406441085716,0.7281159355891429
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.01,0.01,100,0.1,10,0.27208749480905886,0.7279125051909412
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,1.0,1.0,100,0.1,10,0.27225208572060744,0.7277479142793926
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,1.0,1.0,100,0.1,10,0.2722641796239603,0.7277358203760397
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,200,0.05,10,0.2723036163250149,0.7276963836749851
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.01,0.01,100,0.1,10,0.2724332348525105,0.7275667651474895
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,1.0,1.0,100,0.1,10,0.272621833331789,0.727378166668211
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.01,0.01,100,0.1,10,0.2726443112199934,0.7273556887800066
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.01,0.01,100,0.1,10,0.27267260075913385,0.7273273992408662
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.01,0.01,200,0.05,10,0.27282684114880124,0.7271731588511987
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,0.01,0.01,200,0.05,10,0.2728474453135504,0.7271525546864497
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.01,0.01,100,0.1,10,0.2728929886140943,0.7271070113859057
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.01,0.01,100,0.1,10,0.2729444375749976,0.7270555624250024
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.01,0.01,200,0.05,10,0.27303630495523656,0.7269636950447634
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,0.1,0.1,200,0.05,10,0.2733051191252377,0.7266948808747623
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.01,0.01,200,0.05,10,0.2733401468137307,0.7266598531862694
7,7,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,1.0,1.0,100,0.1,10,0.2733478294675665,0.7266521705324335
5,5,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,1.0,1.0,100,0.1,10,0.27337383813485566,0.7266261618651444
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,200,0.05,10,0.27338290264769255,0.7266170973523074
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,1.0,1.0,100,0.1,10,0.27344965632863016,0.7265503436713698
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.1,0.1,100,0.1,10,0.2734522384364204,0.7265477615635796
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,100,0.1,10,0.27358542032379857,0.7264145796762014
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.1,0.1,100,0.1,10,0.2736033476133254,0.7263966523866746
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,0.01,0.01,200,0.05,10,0.2736422958828623,0.7263577041171376
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.01,0.01,100,0.1,10,0.27371185911258866,0.7262881408874113
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.1,0.1,100,0.1,10,0.2737333940770395,0.7262666059229606
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,100,0.1,10,0.27376307609575373,0.7262369239042463
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.1,0.1,100,0.1,10,0.27384854883114607,0.7261514511688539
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,1.0,1.0,100,0.1,10,0.2738789731202315,0.7261210268797684
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,200,0.05,10,0.2739168820716309,0.7260831179283691
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.1,0.1,100,0.1,10,0.2739266672476273,0.7260733327523727
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,1.0,1.0,100,0.1,10,0.27401738400600717,0.7259826159939928
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,200,0.05,10,0.27403516190860805,0.7259648380913919
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.1,0.1,100,0.1,10,0.27404505982949096,0.725954940170509
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,100,0.1,10,0.27407551604244496,0.725924483957555
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,0.01,0.01,200,0.05,10,0.2741445616812723,0.7258554383187277
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,0.1,0.1,200,0.05,10,0.27416247510350955,0.7258375248964904
9,9,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,1.0,1.0,100,0.1,10,0.27416789522834273,0.7258321047716573
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,200,0.05,10,0.27418054244821755,0.7258194575517825
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.1,0.1,200,0.05,10,0.27422490557884355,0.7257750944211565
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,100,0.1,10,0.2742536720348044,0.7257463279651957
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.1,0.1,200,0.05,10,0.2742713470482399,0.7257286529517601
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,100,0.1,10,0.2743569413406766,0.7256430586593234
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,200,0.05,10,0.2744040823004171,0.725595917699583
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,100,0.1,10,0.27440867838641575,0.7255913216135843
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,200,0.05,10,0.2744271030372057,0.7255728969627944
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.1,0.1,200,0.05,10,0.27447915042667453,0.7255208495733254
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,100,0.1,10,0.2745205330502732,0.7254794669497269
7,7,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,0.1,0.1,100,0.1,10,0.27459149603737637,0.7254085039626237
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,0.1,0.1,200,0.05,10,0.2746819347977604,0.7253180652022396
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,200,0.05,10,0.2746854670892447,0.7253145329107553
5,5,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,0.1,0.1,100,0.1,10,0.27469045148713506,0.7253095485128649
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.1,0.1,200,0.05,10,0.27476762598108045,0.7252323740189195
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,0.1,0.1,200,0.05,10,0.27477990207873987,0.7252200979212602
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,200,0.05,10,0.2748288269799615,0.7251711730200385
9,9,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,0.1,0.1,100,0.1,10,0.27488498150775886,0.7251150184922411
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.01,0.01,100,0.1,10,0.27489659388614746,0.7251034061138526
5,5,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,0.01,0.01,100,0.1,10,0.27498333896803523,0.7250166610319648
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.1,0.1,200,0.05,10,0.2750491590595513,0.7249508409404487
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,1.0,1.0,200,0.05,10,0.2750923521839555,0.7249076478160446
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.01,0.01,100,0.1,10,0.2752556797557364,0.7247443202442636
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,100,0.1,10,0.2752749834854923,0.7247250165145077
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,100,0.1,10,0.2753266301637058,0.7246733698362942
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.1,0.1,200,0.05,10,0.2753490822711063,0.7246509177288937
7,7,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,1.0,1.0,100,0.1,10,0.2753829769387265,0.7246170230612735
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.1,0.1,100,0.1,10,0.2753839808476126,0.7246160191523874
7,7,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,0.01,0.01,100,0.1,10,0.2753909542774621,0.7246090457225379
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,1.0,1.0,200,0.05,10,0.2755250111225906,0.7244749888774094
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.1,0.1,100,0.1,10,0.2756026013958567,0.7243973986041433
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.1,0.1,100,0.1,10,0.27561958643588597,0.7243804135641141
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,0.01,0.01,200,0.05,10,0.27564936179818794,0.7243506382018121
5,5,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,1.0,1.0,100,0.1,10,0.2756736903578631,0.7243263096421368
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,100,0.1,10,0.27570940185832987,0.7242905981416701
9,9,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,0.01,0.01,100,0.1,10,0.2757656507394897,0.7242343492605103
9,9,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,1.0,1.0,100,0.1,10,0.27582761841032905,0.724172381589671
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,100,0.1,10,0.27586465438531854,0.7241353456146815
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.1,0.1,100,0.1,10,0.27590215901536946,0.7240978409846306
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,1.0,1.0,100,0.1,10,0.2759166336458261,0.7240833663541739
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,200,0.05,10,0.27610849967027656,0.7238915003297235
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,100,0.1,10,0.27611567579549195,0.7238843242045081
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,1.0,1.0,200,0.05,10,0.27618556493530466,0.7238144350646953
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,1.0,1.0,100,0.1,10,0.2762598279779328,0.7237401720220672
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,200,0.05,10,0.27628051241824064,0.7237194875817594
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,1.0,1.0,100,0.1,10,0.27641105367545343,0.7235889463245466
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.01,0.01,100,0.1,10,0.2764239856861662,0.7235760143138338
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.1,0.1,200,0.05,10,0.2765872277612627,0.7234127722387373
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,0.01,0.01,200,0.05,10,0.27663771739777376,0.7233622826022262
7,7,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,0.1,0.1,100,0.1,10,0.276681497180947,0.723318502819053
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.01,0.01,100,0.1,10,0.2767017312125623,0.7232982687874376
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.1,0.1,100,0.1,10,0.2768456725612749,0.7231543274387251
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.01,0.01,100,0.1,10,0.27691764064564584,0.7230823593543542
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.1,0.1,200,0.05,10,0.2769462322695482,0.7230537677304518
5,5,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,0.1,0.1,100,0.1,10,0.2769482055569363,0.7230517944430637
9,9,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,0.1,0.1,100,0.1,10,0.2769599214472533,0.7230400785527467
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,200,0.05,10,0.27698291215731446,0.7230170878426856
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.01,0.01,200,0.05,10,0.27700237727774024,0.7229976227222598
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.1,0.1,200,0.05,10,0.27700392754058795,0.722996072459412
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.1,0.1,200,0.05,10,0.2770661071793079,0.7229338928206921
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.1,0.1,100,0.1,10,0.2771592207194028,0.7228407792805972
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.01,0.01,200,0.05,10,0.2775253793455618,0.7224746206544381
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,0.01,0.01,200,0.05,10,0.2775346310387483,0.7224653689612517
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.1,0.1,200,0.05,10,0.2777333158578474,0.7222666841421526
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,100,0.1,10,0.27806987305191494,0.7219301269480851
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.01,0.01,200,0.05,10,0.27809516920821986,0.7219048307917801
5,5,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,1.0,1.0,100,0.1,10,0.27809649531868863,0.7219035046813114
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.01,0.01,200,0.05,10,0.27824276421096417,0.7217572357890358
5,5,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,1.0,1.0,100,0.1,10,0.2782789742465296,0.7217210257534704
7,7,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,1.0,1.0,100,0.1,10,0.27828055133889856,0.7217194486611014
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,0.01,0.01,200,0.05,10,0.27834627804065865,0.7216537219593413
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,100,0.1,10,0.27836300316078033,0.7216369968392197
7,7,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,1.0,1.0,100,0.1,10,0.27837953312941494,0.721620466870585
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,200,0.05,10,0.27844424681822527,0.7215557531817747
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,200,0.05,10,0.2784922507488464,0.7215077492511536
5,5,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,1.0,1.0,100,0.1,10,0.27849803502707793,0.7215019649729221
9,9,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,1.0,1.0,100,0.1,10,0.2785554221434515,0.7214445778565485
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,0.01,0.01,200,0.05,10,0.2785657311660282,0.7214342688339719
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.1,0.1,200,0.05,10,0.2786038617934042,0.7213961382065959
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,100,0.1,10,0.27866159426015935,0.7213384057398406
9,9,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,1.0,1.0,100,0.1,10,0.27876473130516155,0.7212352686948384
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,200,0.05,10,0.27877741016425683,0.7212225898357432
7,7,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,1.0,1.0,100,0.1,10,0.2788239577445663,0.7211760422554336
7,7,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,0.01,0.01,100,0.1,10,0.27883180263631546,0.7211681973636845
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,200,0.05,10,0.27883628092864454,0.7211637190713555
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.1,0.1,200,0.05,10,0.2788768749712001,0.7211231250287999
5,5,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,0.01,0.01,100,0.1,10,0.2789224190493494,0.7210775809506507
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.01,0.01,200,0.05,10,0.2789324721318239,0.7210675278681761
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,1.0,1.0,200,0.05,10,0.2789929373325448,0.7210070626674552
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,0.1,0.1,200,0.05,10,0.27908165266019,0.72091834733981
9,9,100,0.1,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,0.01,0.01,100,0.1,10,0.27908199258030764,0.7209180074196924
9,9,100,0.1,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,1.0,1.0,100,0.1,10,0.2791692974090303,0.7208307025909697
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,1.0,1.0,100,0.1,10,0.2793037675852468,0.7206962324147532
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.01,0.01,200,0.05,10,0.279603023898151,0.7203969761018489
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,1.0,1.0,200,0.05,10,0.2798087856162341,0.7201912143837659
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.1,0.1,100,0.1,10,0.27989333464479105,0.720106665355209
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,1.0,1.0,100,0.1,10,0.2799572907649335,0.7200427092350665
5,5,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,200,0.05,10,0.27995932672481333,0.7200406732751867
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.01,0.01,100,0.1,10,0.27999984868077205,0.720000151319228
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,1.0,1.0,200,0.05,10,0.28018203156062904,0.719817968439371
5,5,200,0.05,48,48,0.7,0.7,0.7,0.7,5,5,0.01,0.01,200,0.05,10,0.28023513625260416,0.7197648637473959
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,1.0,1.0,100,0.1,10,0.28034755156230545,0.7196524484376945
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.01,0.01,200,0.05,10,0.28035895077686657,0.7196410492231334
7,7,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,200,0.05,10,0.28038374214937867,0.7196162578506213
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.1,0.1,200,0.05,10,0.28038846983035476,0.7196115301696453
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,1.0,1.0,200,0.05,10,0.2804895111250271,0.7195104888749728
7,7,200,0.05,48,48,0.7,0.7,0.7,0.7,5,5,0.01,0.01,200,0.05,10,0.2805238678801356,0.7194761321198644
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.01,0.01,100,0.1,10,0.28073628178266025,0.7192637182173398
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.01,0.01,200,0.05,10,0.2807487631690936,0.7192512368309064
5,5,200,0.05,48,48,0.7,0.7,0.7,0.7,5,5,0.1,0.1,200,0.05,10,0.2807680382990069,0.7192319617009931
9,9,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,200,0.05,10,0.2807702700445186,0.7192297299554814
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.1,0.1,100,0.1,10,0.28082800000012625,0.7191719999998738
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,3,3,1.0,1.0,200,0.05,10,0.2808348478650072,0.7191651521349929
5,5,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,200,0.05,10,0.2808577194665675,0.7191422805334324
9,9,200,0.05,48,48,0.7,0.7,0.7,0.7,5,5,0.01,0.01,200,0.05,10,0.2809006711545926,0.7190993288454074
7,7,200,0.05,48,48,0.7,0.7,0.7,0.7,5,5,0.1,0.1,200,0.05,10,0.2810751718819095,0.7189248281180904
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.1,0.1,100,0.1,10,0.28110847672707345,0.7188915232729265
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,5,5,0.01,0.01,100,0.1,10,0.28113050492900915,0.7188694950709908
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,7,7,1.0,1.0,200,0.05,10,0.28113177450082005,0.71886822549918
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.01,0.01,100,0.1,10,0.2811377809525674,0.7188622190474325
7,7,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,200,0.05,10,0.2811616735947002,0.7188383264052998
5,5,200,0.05,48,48,0.7,0.7,0.7,0.7,3,3,0.01,0.01,100,0.1,10,0.2811994534179102,0.7188005465820898
5,5,200,0.05,48,48,0.7,0.7,0.7,0.7,7,7,0.1,0.1,100,0.1,10,0.281243893104414,0.718756106895586
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,9,9,0.1,0.1,200,0.05,10,0.28137384834609264,0.7186261516539074
7,7,200,0.05,16,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,1.0,1.0,100,0.1,10,0.2814000565224547,0.7185999434775453
9,9,200,0.05,64,64,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,0.01,0.01,200,0.05,10,0.2814896871055876,0.7185103128944124
