max_depth_XGB,reg_lambda_XGB,n_estimators_XGB,learning_rate_XGB,penalty_逻辑回归,subsample_XGB,colsample_bytree_XGB,min_child_weight_XGB,reg_alpha_XGB,C_逻辑回归,degree,mse,r2
7,7,200,0.05,l2,0.5,0.5,16,1.0,10.0,10,0.17162756117577632,0.8283724388242237
9,9,200,0.05,l2,0.7,0.7,80,1.0,10.0,10,0.17162880645101464,0.8283711935489854
3,3,200,0.05,l2,0.7,0.7,80,1.0,10.0,10,0.17162895798717637,0.8283710420128236
3,3,200,0.05,l1,0.5,0.5,80,1.0,10.0,10,0.17163153888354482,0.8283684611164552
7,7,200,0.05,l1,0.5,0.5,80,1.0,10.0,10,0.17163877189151647,0.8283612281084836
9,9,200,0.05,l1,0.5,0.5,80,1.0,10.0,10,0.17165821186986205,0.8283417881301379
9,9,200,0.05,l2,0.7,0.7,144,1.0,10.0,10,0.17166667287050738,0.8283333271294926
9,9,100,0.1,l2,0.7,0.7,48,0.1,1.0,10,0.17168036958539573,0.8283196304146043
7,7,200,0.05,l2,0.7,0.7,144,1.0,10.0,10,0.17168108752767972,0.8283189124723203
9,9,200,0.05,l2,0.7,0.7,112,1.0,10.0,10,0.17169302743652137,0.8283069725634786
3,3,200,0.05,l2,0.7,0.7,112,1.0,10.0,10,0.17169463746720706,0.828305362532793
3,3,200,0.05,l2,0.7,0.7,144,1.0,10.0,10,0.17170101637369786,0.8282989836263022
7,7,200,0.05,l2,0.7,0.7,112,1.0,10.0,10,0.1717020829995443,0.8282979170004557
9,9,200,0.05,l2,0.5,0.5,16,1.0,10.0,10,0.17170474987072434,0.8282952501292756
5,5,200,0.05,l2,0.7,0.7,144,1.0,10.0,10,0.1717065480826177,0.8282934519173824
5,5,200,0.05,l2,0.7,0.7,112,1.0,10.0,10,0.17170832556168672,0.8282916744383133
5,5,200,0.05,l2,0.5,0.5,48,1.0,10.0,10,0.17172874969520163,0.8282712503047984
7,7,200,0.05,l2,0.5,0.5,48,1.0,10.0,10,0.17176713107490313,0.8282328689250968
9,9,200,0.05,l2,0.5,0.5,48,1.0,10.0,10,0.17180136773002236,0.8281986322699777
3,3,200,0.05,l2,0.5,0.5,16,1.0,10.0,10,0.17182255685838982,0.8281774431416102
3,3,200,0.05,l2,0.5,0.5,144,1.0,10.0,10,0.17184167964474875,0.8281583203552513
5,5,200,0.05,l2,0.5,0.5,144,1.0,10.0,10,0.1718453655070709,0.8281546344929291
7,7,200,0.05,l2,0.5,0.5,144,1.0,10.0,10,0.17185397580417267,0.8281460241958274
3,3,200,0.05,l2,0.5,0.5,48,1.0,10.0,10,0.17185758973994772,0.8281424102600523
5,5,200,0.05,l2,0.5,0.5,80,1.0,10.0,10,0.1718732229747525,0.8281267770252475
9,9,200,0.05,l2,0.5,0.5,144,1.0,10.0,10,0.17187979376934512,0.8281202062306549
3,3,200,0.05,l2,0.5,0.5,112,1.0,10.0,10,0.17188156033024735,0.8281184396697526
5,5,100,0.1,l2,0.7,0.7,80,0.1,1.0,10,0.1718948384398668,0.8281051615601331
3,3,200,0.05,l2,0.5,0.5,80,1.0,10.0,10,0.17189648419344863,0.8281035158065514
3,3,100,0.1,l2,0.7,0.7,48,0.1,1.0,10,0.1718969841154324,0.8281030158845676
5,5,200,0.05,l2,0.5,0.5,112,1.0,10.0,10,0.1719040267846298,0.8280959732153702
7,7,200,0.05,l2,0.5,0.5,80,1.0,10.0,10,0.17191364317060467,0.8280863568293954
7,7,200,0.05,l2,0.5,0.5,112,1.0,10.0,10,0.17192441019936097,0.828075589800639
3,3,100,0.1,l2,0.7,0.7,16,0.1,1.0,10,0.1719333270526018,0.8280666729473982
3,3,100,0.1,l2,0.7,0.7,80,0.1,1.0,10,0.1719362605852616,0.8280637394147384
9,9,200,0.05,l2,0.5,0.5,80,1.0,10.0,10,0.17193663646402246,0.8280633635359775
9,9,200,0.05,l2,0.5,0.5,112,1.0,10.0,10,0.17195317999791673,0.8280468200020833
7,7,100,0.1,l2,0.7,0.7,80,0.1,1.0,10,0.17202372883361508,0.827976271166385
9,9,100,0.1,l2,0.7,0.7,80,0.1,1.0,10,0.17203694138493225,0.8279630586150677
3,3,100,0.1,l2,0.7,0.7,112,0.1,1.0,10,0.17204444405086686,0.8279555559491332
5,5,100,0.1,l2,0.7,0.7,112,0.1,1.0,10,0.17207834744377307,0.827921652556227
9,9,100,0.1,l2,0.7,0.7,112,0.1,1.0,10,0.17213970554975405,0.827860294450246
7,7,100,0.1,l2,0.7,0.7,112,0.1,1.0,10,0.17214312369296758,0.8278568763070324
5,5,100,0.1,l1,0.7,0.7,112,0.1,1.0,10,0.17215262772503798,0.827847372274962
3,3,100,0.1,l2,0.7,0.7,144,0.1,1.0,10,0.17220757098522738,0.8277924290147727
7,7,100,0.1,l2,0.5,0.5,16,0.1,1.0,10,0.17222759195560916,0.8277724080443909
7,7,100,0.1,l1,0.7,0.7,112,0.1,1.0,10,0.17222938320910391,0.827770616790896
9,9,100,0.1,l2,0.5,0.5,16,0.1,1.0,10,0.1722475003408534,0.8277524996591465
9,9,100,0.1,l2,0.7,0.7,144,0.1,1.0,10,0.1722614266107981,0.8277385733892019
5,5,100,0.1,l2,0.7,0.7,144,0.1,1.0,10,0.17226345558626555,0.8277365444137345
7,7,100,0.1,l2,0.7,0.7,144,0.1,1.0,10,0.17231061712842521,0.8276893828715748
3,3,100,0.1,l1,0.7,0.7,144,0.1,1.0,10,0.1723322209729599,0.8276677790270401
9,9,100,0.1,l1,0.7,0.7,144,0.1,1.0,10,0.17238587939272523,0.8276141206072748
5,5,100,0.1,l1,0.7,0.7,144,0.1,1.0,10,0.1723924650215049,0.827607534978495
7,7,100,0.1,l1,0.7,0.7,144,0.1,1.0,10,0.17243692951259842,0.8275630704874015
5,5,100,0.1,l2,0.5,0.5,16,0.1,1.0,10,0.1725104477663081,0.8274895522336919
7,7,100,0.1,l2,0.5,0.5,48,0.1,1.0,10,0.17270922300898522,0.8272907769910147
5,5,100,0.1,l2,0.5,0.5,48,0.1,1.0,10,0.1727161756485458,0.8272838243514542
3,3,100,0.1,l2,0.5,0.5,16,0.1,1.0,10,0.1727380053321255,0.8272619946678745
3,3,100,0.1,l2,0.5,0.5,144,0.1,1.0,10,0.1727461372699268,0.8272538627300732
5,5,100,0.1,l2,0.5,0.5,144,0.1,1.0,10,0.17276792136291244,0.8272320786370876
9,9,200,0.05,l2,0.9,0.9,16,0.1,1.0,10,0.17277267780291936,0.8272273221970806
9,9,100,0.1,l2,0.5,0.5,48,0.1,1.0,10,0.17277906253600095,0.827220937463999
5,5,100,0.1,l2,0.5,0.5,80,0.1,1.0,10,0.1727977653373847,0.8272022346626153
5,5,100,0.1,l1,0.5,0.5,80,0.1,1.0,10,0.17279932110580845,0.8272006788941916
7,7,100,0.1,l2,0.5,0.5,80,0.1,1.0,10,0.1728038696806509,0.8271961303193491
7,7,100,0.1,l2,0.5,0.5,144,0.1,1.0,10,0.17280668756572534,0.8271933124342746
3,3,100,0.1,l1,0.5,0.5,80,0.1,1.0,10,0.17280894433711372,0.8271910556628863
3,3,100,0.1,l1,0.5,0.5,144,0.1,1.0,10,0.17281655446379107,0.8271834455362089
7,7,200,0.05,l2,0.9,0.9,16,0.1,1.0,10,0.17281724877902033,0.8271827512209797
7,7,100,0.1,l1,0.5,0.5,80,0.1,1.0,10,0.1728189682519807,0.8271810317480193
3,3,100,0.1,l2,0.5,0.5,80,0.1,1.0,10,0.17282505386830457,0.8271749461316954
5,5,100,0.1,l1,0.5,0.5,144,0.1,1.0,10,0.1728413448422678,0.8271586551577322
3,3,100,0.1,l1,0.5,0.5,16,0.1,1.0,10,0.17285122402154268,0.8271487759784573
3,3,100,0.1,l2,0.5,0.5,112,0.1,1.0,10,0.17285960586458904,0.827140394135411
9,9,100,0.1,l2,0.5,0.5,144,0.1,1.0,10,0.17286543152368938,0.8271345684763106
7,7,100,0.1,l1,0.5,0.5,144,0.1,1.0,10,0.1728815682804819,0.8271184317195182
3,3,100,0.1,l2,0.5,0.5,48,0.1,1.0,10,0.17288417504960693,0.827115824950393
3,3,100,0.1,l1,0.5,0.5,112,0.1,1.0,10,0.17288502344284995,0.82711497655715
5,5,100,0.1,l2,0.5,0.5,112,0.1,1.0,10,0.1728869098851329,0.8271130901148671
9,9,200,0.05,l1,0.9,0.9,16,0.1,1.0,10,0.17289656229839548,0.8271034377016045
7,7,100,0.1,l2,0.5,0.5,112,0.1,1.0,10,0.17291381322128518,0.8270861867787148
5,5,100,0.1,l1,0.5,0.5,112,0.1,1.0,10,0.17292747726244687,0.8270725227375532
9,9,100,0.1,l1,0.5,0.5,144,0.1,1.0,10,0.1729430158757771,0.8270569841242229
7,7,200,0.05,l1,0.9,0.9,16,0.1,1.0,10,0.17294427168837076,0.8270557283116292
9,9,100,0.1,l2,0.5,0.5,80,0.1,1.0,10,0.17294662468736335,0.8270533753126367
5,5,200,0.05,l2,0.9,0.9,16,0.1,1.0,10,0.1729488447662755,0.8270511552337245
9,9,100,0.1,l1,0.5,0.5,80,0.1,1.0,10,0.17295576609742602,0.827044233902574
9,9,100,0.1,l2,0.5,0.5,112,0.1,1.0,10,0.17296081521606277,0.8270391847839372
7,7,100,0.1,l1,0.5,0.5,112,0.1,1.0,10,0.1729646371939432,0.8270353628060568
9,9,100,0.1,l1,0.5,0.5,112,0.1,1.0,10,0.17302044289048316,0.8269795571095169
5,5,200,0.05,l1,0.9,0.9,16,0.1,1.0,10,0.1730620508510749,0.826937949148925
5,5,200,0.05,l2,0.9,0.9,48,0.1,1.0,10,0.17308072130788063,0.8269192786921193
7,7,200,0.05,l2,0.9,0.9,48,0.1,1.0,10,0.1731361364687478,0.8268638635312522
9,9,200,0.05,l2,0.9,0.9,48,0.1,1.0,10,0.17314611084345888,0.8268538891565411
7,7,200,0.05,l2,0.9,0.9,144,0.1,1.0,10,0.17316868600328378,0.8268313139967163
9,9,200,0.05,l2,0.9,0.9,144,0.1,1.0,10,0.17317334680160942,0.8268266531983905
7,7,200,0.05,l2,0.9,0.9,112,0.1,1.0,10,0.17318614163114793,0.826813858368852
9,9,200,0.05,l2,0.9,0.9,112,0.1,1.0,10,0.17318776966282703,0.826812230337173
5,5,200,0.05,l2,0.9,0.9,112,0.1,1.0,10,0.1731977341827056,0.8268022658172944
5,5,200,0.05,l2,0.9,0.9,80,0.1,1.0,10,0.17320820416226407,0.826791795837736
5,5,200,0.05,l2,0.9,0.9,144,0.1,1.0,10,0.17322818842298204,0.826771811577018
7,7,200,0.05,l2,0.9,0.9,80,0.1,1.0,10,0.1732419909445194,0.8267580090554806
9,9,200,0.05,l2,0.9,0.9,80,0.1,1.0,10,0.17324401201643994,0.8267559879835601
3,3,200,0.05,l2,0.9,0.9,144,0.1,1.0,10,0.17326184744213038,0.8267381525578696
7,7,200,0.05,l1,0.9,0.9,48,0.1,1.0,10,0.17331632469546712,0.8266836753045329
9,9,200,0.05,l1,0.9,0.9,48,0.1,1.0,10,0.17332961832210084,0.8266703816778992
7,7,200,0.05,l1,0.9,0.9,144,0.1,1.0,10,0.1733395481424198,0.8266604518575802
9,9,200,0.05,l1,0.9,0.9,144,0.1,1.0,10,0.17334517244963657,0.8266548275503635
3,3,200,0.05,l2,0.9,0.9,16,0.1,1.0,10,0.1733614707791747,0.8266385292208254
5,5,200,0.05,l2,0.7,0.7,16,0.1,1.0,10,0.17337041427060648,0.8266295857293935
3,3,200,0.05,l2,0.9,0.9,112,0.1,1.0,10,0.1733752801817361,0.8266247198182639
7,7,200,0.05,l1,0.9,0.9,112,0.1,1.0,10,0.17337906273756273,0.8266209372624372
9,9,200,0.05,l1,0.9,0.9,112,0.1,1.0,10,0.17338356628518212,0.8266164337148179
7,7,200,0.05,l2,0.7,0.7,16,0.1,1.0,10,0.17338468096757143,0.8266153190324286
5,5,200,0.05,l1,0.9,0.9,112,0.1,1.0,10,0.17338858677427307,0.826611413225727
5,5,200,0.05,l1,0.9,0.9,144,0.1,1.0,10,0.1733887950903025,0.8266112049096975
5,5,200,0.05,l1,0.9,0.9,80,0.1,1.0,10,0.17339663284936735,0.8266033671506327
3,3,200,0.05,l1,0.9,0.9,144,0.1,1.0,10,0.17341509143172032,0.8265849085682797
9,9,200,0.05,l1,0.9,0.9,80,0.1,1.0,10,0.17343658376969548,0.8265634162303045
7,7,200,0.05,l1,0.9,0.9,80,0.1,1.0,10,0.17343687291180257,0.8265631270881975
3,3,200,0.05,l2,0.9,0.9,80,0.1,1.0,10,0.17343934186236742,0.8265606581376326
9,9,200,0.05,l2,0.7,0.7,16,0.1,1.0,10,0.1734425627553126,0.8265574372446873
3,3,200,0.05,l2,0.9,0.9,48,0.1,1.0,10,0.17344583282820084,0.8265541671717992
3,3,200,0.05,l1,0.9,0.9,16,0.1,1.0,10,0.17350435260888827,0.8264956473911117
5,5,200,0.05,l1,0.7,0.7,16,0.1,1.0,10,0.17352010258879394,0.8264798974112061
7,7,200,0.05,l1,0.7,0.7,16,0.1,1.0,10,0.1735237580300664,0.8264762419699336
3,3,200,0.05,l1,0.9,0.9,112,0.1,1.0,10,0.17356431092692734,0.8264356890730726
9,9,200,0.05,l1,0.7,0.7,16,0.1,1.0,10,0.17357624260134188,0.8264237573986581
5,5,200,0.05,l2,0.7,0.7,48,0.1,1.0,10,0.17358135036996963,0.8264186496300303
3,3,200,0.05,l1,0.9,0.9,48,0.1,1.0,10,0.17360566007252612,0.8263943399274739
3,3,200,0.05,l1,0.9,0.9,80,0.1,1.0,10,0.1736166731259854,0.8263833268740146
7,7,200,0.05,l2,0.7,0.7,48,0.1,1.0,10,0.17363217656598787,0.8263678234340122
9,9,200,0.05,l2,0.7,0.7,48,0.1,1.0,10,0.17368587113492898,0.826314128865071
5,5,200,0.05,l1,0.7,0.7,48,0.1,1.0,10,0.17373235961672723,0.8262676403832727
7,7,200,0.05,l1,0.7,0.7,48,0.1,1.0,10,0.17377956835868297,0.8262204316413171
5,5,200,0.05,l2,0.7,0.7,80,0.1,1.0,10,0.17378205514830253,0.8262179448516975
7,7,200,0.05,l2,0.5,0.5,16,0.1,1.0,10,0.17380480783396457,0.8261951921660354
9,9,200,0.05,l2,0.7,0.7,80,0.1,1.0,10,0.17382495733604872,0.8261750426639513
7,7,200,0.05,l2,0.7,0.7,80,0.1,1.0,10,0.173825281125187,0.826174718874813
9,9,200,0.05,l1,0.7,0.7,48,0.1,1.0,10,0.1738315835045133,0.8261684164954867
3,3,200,0.05,l2,0.7,0.7,16,0.1,1.0,10,0.17383888372684284,0.8261611162731571
3,3,200,0.05,l2,0.7,0.7,80,0.1,1.0,10,0.17384719635806073,0.8261528036419392
3,3,200,0.05,l2,0.7,0.7,48,0.1,1.0,10,0.17386176201712983,0.8261382379828701
9,9,200,0.05,l2,0.5,0.5,16,0.1,1.0,10,0.17386380319895556,0.8261361968010444
3,3,200,0.05,l2,0.7,0.7,112,0.1,1.0,10,0.1739113559261221,0.8260886440738779
5,5,200,0.05,l2,0.5,0.5,16,0.1,1.0,10,0.17391519194791188,0.8260848080520882
7,7,200,0.05,l1,0.5,0.5,16,0.1,1.0,10,0.17392372873669293,0.8260762712633071
5,5,200,0.05,l2,0.7,0.7,112,0.1,1.0,10,0.17393050077539124,0.8260694992246087
9,9,200,0.05,l2,0.7,0.7,112,0.1,1.0,10,0.1739312786353248,0.8260687213646752
5,5,200,0.05,l1,0.7,0.7,80,0.1,1.0,10,0.17393788661927606,0.826062113380724
7,7,200,0.05,l2,0.7,0.7,112,0.1,1.0,10,0.17394478037363634,0.8260552196263636
9,9,200,0.05,l2,0.7,0.7,144,0.1,1.0,10,0.17394597402055176,0.8260540259794482
3,3,200,0.05,l2,0.7,0.7,144,0.1,1.0,10,0.17395545802991047,0.8260445419700895
7,7,200,0.05,l2,0.7,0.7,144,0.1,1.0,10,0.17395998846200006,0.826040011538
7,7,200,0.05,l2,0.5,0.5,48,0.1,1.0,10,0.17396204380582536,0.8260379561941746
5,5,200,0.05,l2,0.7,0.7,144,0.1,1.0,10,0.17396693696253374,0.8260330630374663
5,5,200,0.05,l2,0.5,0.5,48,0.1,1.0,10,0.17397018477937595,0.826029815220624
9,9,200,0.05,l1,0.7,0.7,80,0.1,1.0,10,0.17397658881673791,0.8260234111832621
7,7,200,0.05,l1,0.7,0.7,80,0.1,1.0,10,0.17397798991928617,0.8260220100807139
9,9,200,0.05,l1,0.5,0.5,16,0.1,1.0,10,0.17398196029527624,0.8260180397047238
3,3,200,0.05,l1,0.7,0.7,80,0.1,1.0,10,0.17400913911863214,0.8259908608813679
9,9,200,0.05,l2,0.5,0.5,48,0.1,1.0,10,0.1740123199687702,0.8259876800312298
3,3,200,0.05,l1,0.7,0.7,16,0.1,1.0,10,0.1740148052565582,0.8259851947434418
3,3,200,0.05,l1,0.7,0.7,48,0.1,1.0,10,0.1740256735968771,0.825974326403123
5,5,200,0.05,l1,0.5,0.5,16,0.1,1.0,10,0.17403946394276515,0.8259605360572349
3,3,200,0.05,l1,0.7,0.7,112,0.1,1.0,10,0.17406815344658996,0.82593184655341
9,9,200,0.05,l1,0.7,0.7,112,0.1,1.0,10,0.17408115606157534,0.8259188439384246
7,7,200,0.05,l1,0.5,0.5,48,0.1,1.0,10,0.1740828725108373,0.8259171274891627
5,5,200,0.05,l1,0.7,0.7,112,0.1,1.0,10,0.17408566816819931,0.8259143318318007
9,9,200,0.05,l1,0.7,0.7,144,1.0,10.0,10,0.17409027009399575,0.8259097299060043
5,5,200,0.05,l1,0.5,0.5,48,0.1,1.0,10,0.17409473041443388,0.8259052695855661
7,7,200,0.05,l1,0.7,0.7,112,0.1,1.0,10,0.17409599870335926,0.8259040012966408
9,9,200,0.05,l1,0.7,0.7,144,0.1,1.0,10,0.174098005717568,0.8259019942824319
7,7,200,0.05,l1,0.7,0.7,144,1.0,10.0,10,0.17409812722453866,0.8259018727754613
3,3,200,0.05,l1,0.7,0.7,144,0.1,1.0,10,0.17410207496103772,0.8258979250389623
7,7,200,0.05,l1,0.7,0.7,144,0.1,1.0,10,0.17411144609358728,0.8258885539064127
3,3,200,0.05,l2,0.5,0.5,48,0.1,1.0,10,0.17411193607280534,0.8258880639271946
3,3,200,0.05,l2,0.5,0.5,16,0.1,1.0,10,0.17411359269004806,0.8258864073099519
5,5,200,0.05,l1,0.7,0.7,144,0.1,1.0,10,0.17411940287554697,0.825880597124453
5,5,200,0.05,l1,0.7,0.7,144,1.0,10.0,10,0.1741224911566607,0.8258775088433393
5,5,200,0.05,l2,0.5,0.5,80,0.1,1.0,10,0.1741270135137939,0.8258729864862061
7,7,200,0.05,l2,0.5,0.5,80,0.1,1.0,10,0.17413333194091032,0.8258666680590897
9,9,200,0.05,l1,0.5,0.5,48,0.1,1.0,10,0.17413535137468375,0.8258646486253163
3,3,200,0.05,l2,0.5,0.5,80,0.1,1.0,10,0.17416145855324347,0.8258385414467565
9,9,200,0.05,l2,0.5,0.5,80,0.1,1.0,10,0.17418056293781137,0.8258194370621886
5,5,200,0.05,l2,0.5,0.5,112,0.1,1.0,10,0.17422073406642946,0.8257792659335705
3,3,200,0.05,l2,0.5,0.5,112,0.1,1.0,10,0.1742283210633254,0.8257716789366746
7,7,200,0.05,l2,0.5,0.5,112,0.1,1.0,10,0.17423013190691966,0.8257698680930803
3,3,200,0.05,l1,0.5,0.5,48,0.1,1.0,10,0.17424324341683708,0.8257567565831629
3,3,200,0.05,l1,0.5,0.5,16,0.1,1.0,10,0.17424893699786495,0.8257510630021351
5,5,200,0.05,l1,0.5,0.5,80,0.1,1.0,10,0.17425155229456785,0.8257484477054322
3,3,200,0.05,l2,0.5,0.5,144,0.1,1.0,10,0.1742563546955439,0.8257436453044561
7,7,200,0.05,l1,0.5,0.5,80,0.1,1.0,10,0.17425805572911948,0.8257419442708805
5,5,200,0.05,l2,0.5,0.5,144,0.1,1.0,10,0.17425981338526078,0.8257401866147392
9,9,200,0.05,l2,0.5,0.5,112,0.1,1.0,10,0.17426630748067454,0.8257336925193255
7,7,200,0.05,l2,0.5,0.5,144,0.1,1.0,10,0.17427266562707502,0.825727334372925
3,3,200,0.05,l1,0.5,0.5,80,0.1,1.0,10,0.17427431212563674,0.8257256878743633
9,9,200,0.05,l2,0.5,0.5,144,0.1,1.0,10,0.17429779964560305,0.825702200354397
9,9,200,0.05,l1,0.5,0.5,80,0.1,1.0,10,0.1743045276260669,0.8256954723739331
5,5,200,0.05,l1,0.5,0.5,112,0.1,1.0,10,0.1743265974395957,0.8256734025604043
3,3,200,0.05,l1,0.5,0.5,112,0.1,1.0,10,0.17433097484858875,0.8256690251514113
7,7,200,0.05,l1,0.5,0.5,112,0.1,1.0,10,0.17433763718526135,0.8256623628147386
3,3,200,0.05,l1,0.5,0.5,144,0.1,1.0,10,0.17435771478574066,0.8256422852142593
5,5,200,0.05,l1,0.5,0.5,144,0.1,1.0,10,0.17436206955879544,0.8256379304412046
3,3,200,0.05,l1,0.5,0.5,112,1.0,10.0,10,0.17436315682000675,0.8256368431799932
7,7,200,0.05,l1,0.5,0.5,144,0.1,1.0,10,0.17437359405603703,0.825626405943963
9,9,200,0.05,l1,0.5,0.5,112,0.1,1.0,10,0.17437512776288652,0.8256248722371134
5,5,200,0.05,l1,0.5,0.5,112,1.0,10.0,10,0.17438300779066743,0.8256169922093326
9,9,200,0.05,l1,0.5,0.5,144,0.1,1.0,10,0.17439649522093298,0.8256035047790671
7,7,200,0.05,l1,0.5,0.5,112,1.0,10.0,10,0.1744066261161692,0.8255933738838308
3,3,200,0.05,l1,0.5,0.5,144,1.0,10.0,10,0.17441161566019892,0.8255883843398011
5,5,200,0.05,l1,0.5,0.5,144,1.0,10.0,10,0.17442175989662853,0.8255782401033714
9,9,200,0.05,l1,0.5,0.5,112,1.0,10.0,10,0.1744366294514091,0.825563370548591
7,7,200,0.05,l1,0.5,0.5,144,1.0,10.0,10,0.1744369554953151,0.8255630445046849
9,9,200,0.05,l1,0.5,0.5,144,1.0,10.0,10,0.17445537274767875,0.8255446272523213
9,9,100,0.1,l2,0.9,0.9,16,0.01,0.1,10,0.17501783992844885,0.8249821600715511
7,7,100,0.1,l2,0.9,0.9,16,0.01,0.1,10,0.17512420434138518,0.8248757956586148
5,5,100,0.1,l2,0.9,0.9,16,0.01,0.1,10,0.17531671354399608,0.8246832864560039
5,5,100,0.1,l2,0.9,0.9,48,0.01,0.1,10,0.17550335233605674,0.8244966476639433
9,9,100,0.1,l2,0.9,0.9,48,0.01,0.1,10,0.17564537747968081,0.8243546225203192
7,7,100,0.1,l2,0.9,0.9,48,0.01,0.1,10,0.17572619677600726,0.8242738032239927
5,5,100,0.1,l2,0.9,0.9,80,0.01,0.1,10,0.17572687547705837,0.8242731245229417
7,7,100,0.1,l2,0.9,0.9,80,0.01,0.1,10,0.1758973637502354,0.8241026362497645
5,5,100,0.1,l2,0.7,0.7,16,0.01,0.1,10,0.17602678162579,0.82397321837421
7,7,100,0.1,l2,0.7,0.7,16,0.01,0.1,10,0.1760458865879139,0.8239541134120861
9,9,100,0.1,l2,0.9,0.9,112,0.01,0.1,10,0.1760536569929696,0.8239463430070304
7,7,100,0.1,l2,0.9,0.9,112,0.01,0.1,10,0.1761172702171047,0.8238827297828953
5,5,100,0.1,l2,0.9,0.9,112,0.01,0.1,10,0.17616903649164659,0.8238309635083534
9,9,100,0.1,l2,0.7,0.7,16,0.01,0.1,10,0.17625540493628433,0.8237445950637157
3,3,100,0.1,l2,0.9,0.9,16,0.01,0.1,10,0.17658621986882092,0.823413780131179
9,9,100,0.1,l2,0.9,0.9,144,0.01,0.1,10,0.17660326434826287,0.8233967356517371
5,5,100,0.1,l2,0.7,0.7,48,0.01,0.1,10,0.1766364931215338,0.8233635068784662
7,7,100,0.1,l2,0.9,0.9,144,0.01,0.1,10,0.17664127016694525,0.8233587298330547
3,3,100,0.1,l2,0.9,0.9,112,0.01,0.1,10,0.17671666943383874,0.8232833305661613
5,5,100,0.1,l2,0.9,0.9,144,0.01,0.1,10,0.1767335543316554,0.8232664456683446
3,3,100,0.1,l2,0.9,0.9,80,0.01,0.1,10,0.17675291085969183,0.8232470891403082
3,3,100,0.1,l2,0.9,0.9,48,0.01,0.1,10,0.17675895229876187,0.8232410477012382
7,7,100,0.1,l2,0.7,0.7,48,0.01,0.1,10,0.17682633743027532,0.8231736625697247
3,3,100,0.1,l2,0.9,0.9,144,0.01,0.1,10,0.17688035564727322,0.8231196443527268
9,9,100,0.1,l2,0.7,0.7,48,0.01,0.1,10,0.1769768335967301,0.8230231664032699
9,9,100,0.1,l2,0.9,0.9,80,0.01,0.1,10,0.17720769534705785,0.8227923046529422
5,5,100,0.1,l2,0.7,0.7,80,0.01,0.1,10,0.17731017308769698,0.8226898269123031
7,7,100,0.1,l2,0.7,0.7,80,0.01,0.1,10,0.17745975799868902,0.822540242001311
9,9,100,0.1,l2,0.7,0.7,80,0.01,0.1,10,0.17747080667806087,0.8225291933219392
3,3,100,0.1,l2,0.7,0.7,48,0.01,0.1,10,0.1775853098115684,0.8224146901884316
3,3,100,0.1,l2,0.7,0.7,16,0.01,0.1,10,0.177642171040893,0.822357828959107
3,3,100,0.1,l2,0.7,0.7,80,0.01,0.1,10,0.17764741405965423,0.8223525859403458
3,3,100,0.1,l2,0.7,0.7,112,0.01,0.1,10,0.1778549282193402,0.8221450717806598
5,5,100,0.1,l2,0.7,0.7,112,0.01,0.1,10,0.177870246319152,0.8221297536808481
9,9,100,0.1,l2,0.7,0.7,112,0.01,0.1,10,0.177877974645144,0.822122025354856
7,7,100,0.1,l2,0.5,0.5,16,0.01,0.1,10,0.17800407213095526,0.8219959278690447
9,9,100,0.1,l2,0.5,0.5,16,0.01,0.1,10,0.17822402430104967,0.8217759756989503
3,3,100,0.1,l2,0.7,0.7,144,0.01,0.1,10,0.17830897750263486,0.8216910224973651
7,7,100,0.1,l2,0.5,0.5,48,0.01,0.1,10,0.1783390336369463,0.8216609663630536
5,5,100,0.1,l2,0.5,0.5,16,0.01,0.1,10,0.1783659695941419,0.8216340304058581
5,5,100,0.1,l2,0.7,0.7,144,0.01,0.1,10,0.17839187543485832,0.8216081245651417
7,7,100,0.1,l2,0.7,0.7,144,0.01,0.1,10,0.17841805507968828,0.8215819449203117
9,9,100,0.1,l2,0.5,0.5,48,0.01,0.1,10,0.1784721016133574,0.8215278983866426
5,5,100,0.1,l2,0.5,0.5,48,0.01,0.1,10,0.17847815494802766,0.8215218450519723
7,7,200,0.05,l2,0.9,0.9,16,0.01,0.1,10,0.1787582728814543,0.8212417271185457
3,3,100,0.1,l2,0.5,0.5,16,0.01,0.1,10,0.1787638935324741,0.8212361064675259
9,9,200,0.05,l2,0.9,0.9,16,0.01,0.1,10,0.17878155475042892,0.8212184452495711
3,3,100,0.1,l2,0.5,0.5,48,0.01,0.1,10,0.17878181641200866,0.8212181835879914
5,5,200,0.05,l2,0.9,0.9,16,0.01,0.1,10,0.1788969476658903,0.8211030523341097
5,5,200,0.05,l2,0.9,0.9,48,0.01,0.1,10,0.1790803968795219,0.8209196031204781
7,7,200,0.05,l2,0.9,0.9,48,0.01,0.1,10,0.17913420971370977,0.8208657902862903
9,9,200,0.05,l2,0.9,0.9,48,0.01,0.1,10,0.17913943234520585,0.8208605676547942
7,7,100,0.1,l2,0.7,0.7,112,0.01,0.1,10,0.17918156547404418,0.8208184345259558
5,5,200,0.05,l2,0.9,0.9,112,0.01,0.1,10,0.17944285088324438,0.8205571491167556
7,7,200,0.05,l2,0.7,0.7,16,0.01,0.1,10,0.17958063639891161,0.8204193636010884
5,5,200,0.05,l2,0.7,0.7,16,0.01,0.1,10,0.17963794314817078,0.8203620568518293
7,7,200,0.05,l2,0.9,0.9,144,0.01,0.1,10,0.17966170632450698,0.820338293675493
