num_leaves_LGB,min_child_samples_LGB,max_depth_random,max_depth_LGB,n_estimators_random,learning_rate_LGB,num_iterations_LGB,reg_lambda_LGB,min_samples_split_random,max_features_random,max_samples_random,subsample_LGB,colsample_bytree_LGB,min_samples_leaf_random,max_bin_LGB,reg_alpha_LGB,degree,mse,r2
18,18,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,5,80,1,10,0.216309357,0.783690643
18,18,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,7,112,1,10,0.216436929,0.783563071
18,18,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,3,48,0.1,10,0.216517589,0.783482411
18,18,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,9,144,0.01,10,0.216564002,0.783435998
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,7,112,0.1,10,0.216634408,0.783365592
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,7,112,0.01,10,0.216739832,0.783260168
18,18,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.216754222,0.783245778
18,18,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.216755651,0.783244349
18,18,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,7,112,0.1,10,0.216770458,0.783229542
18,18,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,3,48,0.01,10,0.216983486,0.783016514
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,5,80,0.01,10,0.217108886,0.782891114
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,7,112,0.01,10,0.217327366,0.782672634
18,18,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,7,112,1,10,0.217733444,0.782266556
18,18,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,9,144,0.01,10,0.217784354,0.782215646
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,5,80,0.1,10,0.217917559,0.782082441
18,18,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,9,144,0.1,10,0.217986872,0.782013128
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,7,112,0.1,10,0.218281866,0.781718134
18,18,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,9,144,0.01,10,0.218300392,0.781699608
18,18,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,3,48,0.1,10,0.218475869,0.781524131
18,18,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,3,48,0.01,10,0.218558419,0.781441581
18,18,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,9,144,1,10,0.218563484,0.781436516
18,18,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,3,48,1,10,0.218695764,0.781304236
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,5,80,0.01,10,0.218771254,0.781228746
18,18,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,3,48,1,10,0.218841436,0.781158564
18,18,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,9,144,0.1,10,0.218947266,0.781052734
18,18,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,5,80,1,10,0.219291572,0.780708428
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,9,144,0.01,10,0.219648169,0.780351831
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,5,80,0.1,10,0.219649034,0.780350966
18,18,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,9,144,0.1,10,0.220156771,0.779843229
18,18,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,3,48,1,10,0.220238664,0.779761336
18,18,1,1,50,0.2,100,1,16,0.5,0.5,0.9,0.9,9,144,1,10,0.220465844,0.779534156
18,18,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,5,80,1,10,0.220544811,0.779455189
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,9,144,0.1,10,0.22060594,0.77939406
18,18,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,7,112,1,10,0.221380425,0.778619575
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,5,80,0.01,10,0.221779477,0.778220523
18,18,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,7,112,1,10,0.221972512,0.778027488
18,18,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.222051749,0.777948251
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,5,80,1,10,0.222257909,0.777742091
18,18,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,9,144,1,10,0.222299755,0.777700245
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,5,80,0.01,10,0.222331634,0.777668366
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,5,80,0.1,10,0.222441456,0.777558544
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,5,80,0.01,10,0.222682212,0.777317788
18,18,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,3,48,0.01,10,0.222959894,0.777040106
18,18,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,3,48,0.01,10,0.222979765,0.777020235
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,9,144,0.01,10,0.223124197,0.776875803
18,18,1,1,50,0.2,100,5,80,0.5,0.5,0.9,0.9,9,144,1,10,0.223239671,0.776760329
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,0.01,10,0.223409315,0.776590685
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,0.1,10,0.223562874,0.776437126
18,18,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.223667852,0.776332148
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,5,80,0.1,10,0.223748736,0.776251264
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,5,80,1,10,0.223755484,0.776244516
18,18,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,3,48,1,10,0.223757703,0.776242297
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,7,112,0.1,10,0.22393105,0.77606895
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,7,112,0.1,10,0.224115529,0.775884471
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,7,112,0.01,10,0.224150024,0.775849976
18,18,1,1,50,0.2,100,3,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.224243008,0.775756992
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,7,112,0.01,10,0.22425211,0.77574789
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,0.1,10,0.224288929,0.775711071
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,0.01,10,0.224436193,0.775563807
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,9,144,1,10,0.2244876,0.7755124
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,7,112,1,10,0.224549776,0.775450224
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,5,80,0.01,10,0.224676775,0.775323225
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,5,80,0.1,10,0.224774186,0.775225814
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,9,144,0.01,10,0.224985328,0.775014672
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,5,80,1,10,0.225027721,0.774972279
18,18,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,3,48,0.1,10,0.22530883,0.77469117
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,7,112,0.1,10,0.225598879,0.774401121
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,5,80,0.01,10,0.225635609,0.774364391
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,7,112,0.01,10,0.225914707,0.774085293
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,3,48,0.1,10,0.225931225,0.774068775
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,5,80,1,10,0.225970908,0.774029092
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,9,144,0.01,10,0.226083073,0.773916927
18,18,1,1,50,0.2,100,3,48,0.5,0.5,0.9,0.9,9,144,1,10,0.226110846,0.773889154
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,5,80,0.1,10,0.2262521,0.7737479
18,18,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,9,144,1,10,0.226261661,0.773738339
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,5,80,0.01,10,0.22628051,0.77371949
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,5,80,0.1,10,0.226303985,0.773696015
18,18,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,3,48,1,10,0.22632741,0.77367259
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,9,144,0.1,10,0.226436656,0.773563344
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,7,112,0.1,10,0.226654658,0.773345342
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,9,144,1,10,0.226771469,0.773228531
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,7,112,0.01,10,0.226807717,0.773192283
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,5,80,0.1,10,0.226853803,0.773146197
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,9,144,0.1,10,0.226877553,0.773122447
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,7,112,0.1,10,0.226883745,0.773116255
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,7,112,1,10,0.226934577,0.773065423
18,18,1,1,50,0.2,100,1,16,0.7,0.7,0.7,0.7,3,48,1,10,0.227282314,0.772717686
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,9,144,0.01,10,0.22728918,0.77271082
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,3,48,0.1,10,0.227323767,0.772676233
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,5,80,1,10,0.227412276,0.772587724
18,18,1,1,50,0.2,100,5,80,0.7,0.7,0.7,0.7,7,112,1,10,0.227465354,0.772534646
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,9,144,0.1,10,0.227475026,0.772524974
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,3,48,0.01,10,0.227495958,0.772504042
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,7,112,0.01,10,0.227515825,0.772484175
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,9,144,0.1,10,0.227522115,0.772477885
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,3,48,0.01,10,0.227540869,0.772459131
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,7,112,0.1,10,0.227598035,0.772401965
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,7,112,0.01,10,0.227721256,0.772278744
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,7,112,0.01,10,0.227945642,0.772054358
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,3,48,0.1,10,0.228004069,0.771995931
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,3,48,0.01,10,0.228007323,0.771992677
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,9,144,0.1,10,0.228029315,0.771970685
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,7,112,1,10,0.228063992,0.771936008
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,7,112,0.1,10,0.228253403,0.771746597
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,5,80,0.01,10,0.228596208,0.771403792
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,9,144,0.01,10,0.228679674,0.771320326
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,5,80,0.1,10,0.228685889,0.771314111
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,9,144,0.01,10,0.228837994,0.771162006
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,5,80,1,10,0.228927809,0.771072191
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,5,80,0.1,10,0.229524359,0.770475641
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,9,144,0.01,10,0.229576388,0.770423612
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,1,10,0.229701254,0.770298746
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,7,112,1,10,0.229740111,0.770259889
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,9,144,0.1,10,0.229778747,0.770221253
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,5,80,0.1,10,0.229897296,0.770102704
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,5,80,0.01,10,0.229902116,0.770097884
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,9,144,1,10,0.230017007,0.769982993
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,7,112,0.01,10,0.230187288,0.769812712
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,9,144,0.1,10,0.230336951,0.769663049
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,3,48,0.1,10,0.230380636,0.769619364
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,3,48,0.01,10,0.230392732,0.769607268
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.230490634,0.769509366
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.230569659,0.769430341
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,5,80,0.01,10,0.230675267,0.769324733
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,9,144,1,10,0.230719401,0.769280599
18,18,1,1,50,0.2,100,3,48,0.9,0.9,0.5,0.5,3,48,1,10,0.230841873,0.769158127
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.230930174,0.769069826
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,9,144,0.01,10,0.230969506,0.769030494
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,5,80,1,10,0.231016931,0.768983069
18,18,1,1,100,0.1,200,1,16,0.5,0.5,0.9,0.9,3,48,1,10,0.231044937,0.768955063
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,9,144,1,10,0.231146615,0.768853385
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,7,112,1,10,0.231171673,0.768828327
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.231264659,0.768735341
18,18,1,1,50,0.2,100,1,16,0.9,0.9,0.5,0.5,3,48,1,10,0.231326112,0.768673888
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,5,80,1,10,0.231427535,0.768572465
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,9,144,0.1,10,0.231509508,0.768490492
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,9,144,0.1,10,0.231621101,0.768378899
18,18,1,1,100,0.1,200,1,16,0.7,0.7,0.7,0.7,3,48,1,10,0.231916093,0.768083907
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,3,48,1,10,0.232069632,0.767930368
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,3,48,1,10,0.232192713,0.767807287
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,3,48,0.01,10,0.232210405,0.767789595
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,9,144,0.01,10,0.23222448,0.76777552
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,9,144,1,10,0.232260308,0.767739692
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,3,48,0.1,10,0.232469586,0.767530414
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,9,144,0.01,10,0.232554555,0.767445445
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,7,112,1,10,0.23256787,0.76743213
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,7,112,0.01,10,0.232642251,0.767357749
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,9,144,0.1,10,0.232701434,0.767298566
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,3,48,0.1,10,0.232706045,0.767293955
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,7,112,0.1,10,0.232776408,0.767223592
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,3,48,0.01,10,0.232833061,0.767166939
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.232877738,0.767122262
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,5,80,1,10,0.232892961,0.767107039
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,9,144,1,10,0.233104852,0.766895148
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,7,112,0.1,10,0.233391113,0.766608887
18,18,1,1,100,0.1,200,3,48,0.5,0.5,0.9,0.9,7,112,1,10,0.233589985,0.766410015
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,3,48,0.01,10,0.233760815,0.766239185
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,9,144,1,10,0.233806477,0.766193523
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,3,48,0.01,10,0.233929301,0.766070699
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,9,144,0.01,10,0.234114857,0.765885143
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,5,80,1,10,0.23413005,0.76586995
18,18,1,1,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,1,10,0.234154713,0.765845287
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,3,48,0.01,10,0.234253648,0.765746352
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,9,144,0.1,10,0.234276277,0.765723723
18,18,1,1,100,0.1,200,1,16,0.9,0.9,0.5,0.5,3,48,1,10,0.234606719,0.765393281
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,9,144,1,10,0.235098747,0.764901253
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,3,48,0.1,10,0.235151297,0.764848703
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,3,48,0.1,10,0.235297739,0.764702261
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,3,48,1,10,0.235651557,0.764348443
18,18,1,1,100,0.1,200,3,48,0.7,0.7,0.7,0.7,7,112,1,10,0.235680917,0.764319083
18,18,1,1,100,0.1,200,5,80,0.5,0.5,0.9,0.9,3,48,1,10,0.236143886,0.763856114
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,5,80,1,10,0.236514177,0.763485823
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,3,48,0.01,10,0.236867856,0.763132144
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,7,112,1,10,0.237065166,0.762934834
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,9,144,1,10,0.237700764,0.762299236
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,3,48,1,10,0.237933551,0.762066449
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,3,48,0.1,10,0.238054662,0.761945338
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,9,144,1,10,0.238289651,0.761710349
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,9,144,1,10,0.238310254,0.761689746
18,18,1,1,100,0.1,200,3,48,0.9,0.9,0.5,0.5,7,112,1,10,0.238677662,0.761322338
18,18,1,1,100,0.1,200,5,80,0.7,0.7,0.7,0.7,3,48,1,10,0.238756266,0.761243734
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,7,112,1,10,0.239164436,0.760835564
18,18,1,1,100,0.1,200,5,80,0.9,0.9,0.5,0.5,3,48,1,10,0.240275892,0.759724108
10,10,5,5,100,0.1,200,1,16,0.9,0.9,0.5,0.5,5,80,1,5,0.338085584,0.661914416
14,14,3,3,100,0.1,200,3,48,0.9,0.9,0.5,0.5,5,80,1,5,0.33978903,0.66021097
10,10,5,5,50,0.2,100,5,80,0.9,0.9,0.5,0.5,9,144,1,5,0.339921964,0.660078036
14,14,3,3,100,0.1,200,1,16,0.9,0.9,0.5,0.5,7,112,1,5,0.34057704,0.65942296
10,10,5,5,100,0.1,200,1,16,0.9,0.9,0.5,0.5,7,112,0.01,5,0.341159905,0.658840095
10,10,5,5,50,0.2,100,5,80,0.7,0.7,0.7,0.7,7,112,0.01,5,0.341325791,0.658674209
10,10,5,5,100,0.1,200,5,80,0.9,0.9,0.5,0.5,5,80,0.1,5,0.341563496,0.658436504
10,10,5,5,100,0.1,200,3,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.341884142,0.658115858
14,14,3,3,100,0.1,200,3,48,0.9,0.9,0.5,0.5,7,112,1,5,0.342411037,0.657588963
10,10,5,5,100,0.1,200,1,16,0.7,0.7,0.7,0.7,5,80,1,5,0.342568612,0.657431388
14,14,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,7,112,0.01,5,0.342616129,0.657383871
10,10,5,5,50,0.2,100,1,16,0.7,0.7,0.7,0.7,5,80,1,5,0.342629673,0.657370327
10,10,5,5,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,1,5,0.342688394,0.657311606
14,14,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,5,80,0.01,5,0.342886667,0.657113333
14,14,3,3,50,0.2,100,1,16,0.7,0.7,0.7,0.7,7,112,1,5,0.343502343,0.656497657
10,10,5,5,50,0.2,100,1,16,0.9,0.9,0.5,0.5,5,80,0.1,5,0.343531692,0.656468308
14,14,3,3,100,0.1,200,1,16,0.5,0.5,0.9,0.9,7,112,1,5,0.343665934,0.656334066
10,10,5,5,100,0.1,200,3,48,0.9,0.9,0.5,0.5,5,80,0.01,5,0.343673186,0.656326814
14,14,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,9,144,1,5,0.343781831,0.656218169
14,14,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,7,112,0.01,5,0.343862029,0.656137971
10,10,5,5,100,0.1,200,1,16,0.9,0.9,0.5,0.5,5,80,0.01,5,0.34386557,0.65613443
10,10,5,5,100,0.1,200,3,48,0.7,0.7,0.7,0.7,5,80,1,5,0.343875584,0.656124416
14,14,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,7,112,1,5,0.343944466,0.656055534
10,10,5,5,50,0.2,100,1,16,0.9,0.9,0.5,0.5,7,112,0.1,5,0.34396679,0.65603321
10,10,5,5,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,0.1,5,0.343967239,0.656032761
10,10,5,5,100,0.1,200,5,80,0.5,0.5,0.9,0.9,5,80,1,5,0.344095095,0.655904905
10,10,5,5,50,0.2,100,5,80,0.5,0.5,0.9,0.9,5,80,0.01,5,0.344245005,0.655754995
10,10,5,5,100,0.1,200,3,48,0.5,0.5,0.9,0.9,5,80,1,5,0.344287808,0.655712192
10,10,5,5,50,0.2,100,3,48,0.9,0.9,0.5,0.5,5,80,0.1,5,0.344311143,0.655688857
10,10,5,5,100,0.1,200,1,16,0.9,0.9,0.5,0.5,9,144,0.01,5,0.34431745,0.65568255
10,10,5,5,100,0.1,200,3,48,0.7,0.7,0.7,0.7,7,112,1,5,0.344369037,0.655630963
14,14,3,3,50,0.2,100,5,80,0.7,0.7,0.7,0.7,5,80,0.01,5,0.344457397,0.655542603
10,10,5,5,50,0.2,100,3,48,0.9,0.9,0.5,0.5,5,80,0.01,5,0.344487367,0.655512633
14,14,3,3,50,0.2,100,5,80,0.9,0.9,0.5,0.5,7,112,1,5,0.344488521,0.655511479
14,14,3,3,100,0.1,200,5,80,0.7,0.7,0.7,0.7,7,112,0.1,5,0.344540227,0.655459773
14,14,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,7,112,0.1,5,0.344546158,0.655453842
10,10,5,5,50,0.2,100,5,80,0.5,0.5,0.9,0.9,5,80,0.1,5,0.344673626,0.655326374
10,10,5,5,100,0.1,200,1,16,0.9,0.9,0.5,0.5,5,80,0.1,5,0.344882443,0.655117557
10,10,5,5,50,0.2,100,1,16,0.9,0.9,0.5,0.5,7,112,1,5,0.344958022,0.655041978
14,14,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,5,80,1,5,0.344985684,0.655014316
14,14,3,3,100,0.1,200,3,48,0.5,0.5,0.9,0.9,7,112,1,5,0.34500636,0.65499364
10,10,5,5,100,0.1,200,1,16,0.5,0.5,0.9,0.9,5,80,0.1,5,0.345044513,0.654955487
14,14,3,3,50,0.2,100,3,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.345054606,0.654945394
14,14,3,3,50,0.2,100,3,48,0.9,0.9,0.5,0.5,5,80,1,5,0.345118096,0.654881904
14,14,3,3,100,0.1,200,3,48,0.9,0.9,0.5,0.5,5,80,0.1,5,0.345127068,0.654872932
14,14,3,3,50,0.2,100,5,80,0.5,0.5,0.9,0.9,3,48,0.01,5,0.345147466,0.654852534
14,14,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,5,80,1,5,0.345415143,0.654584857
10,10,5,5,100,0.1,200,3,48,0.7,0.7,0.7,0.7,7,112,0.01,5,0.345418302,0.654581698
10,10,5,5,100,0.1,200,5,80,0.7,0.7,0.7,0.7,5,80,0.1,5,0.345431485,0.654568515
10,10,5,5,100,0.1,200,5,80,0.9,0.9,0.5,0.5,5,80,0.01,5,0.345453569,0.654546431
10,10,5,5,50,0.2,100,5,80,0.9,0.9,0.5,0.5,5,80,1,5,0.34564039,0.65435961
14,14,3,3,100,0.1,200,5,80,0.9,0.9,0.5,0.5,7,112,1,5,0.345703319,0.654296681
14,14,3,3,100,0.1,200,3,48,0.9,0.9,0.5,0.5,7,112,0.01,5,0.345724575,0.654275425
10,10,5,5,100,0.1,200,5,80,0.9,0.9,0.5,0.5,7,112,0.01,5,0.345777794,0.654222206
14,14,3,3,50,0.2,100,1,16,0.9,0.9,0.5,0.5,9,144,1,5,0.345838043,0.654161957
10,10,5,5,100,0.1,200,3,48,0.7,0.7,0.7,0.7,5,80,0.1,5,0.34585261,0.65414739
10,10,5,5,50,0.2,100,5,80,0.7,0.7,0.7,0.7,9,144,1,5,0.345873765,0.654126235
10,10,5,5,50,0.2,100,3,48,0.5,0.5,0.9,0.9,5,80,0.01,5,0.345910598,0.654089402
