max_depth_LGB,num_iterations_LGB,learning_rate_LGB,num_leaves_LGB,min_child_samples_LGB,reg_lambda_LGB,subsample_LGB,colsample_bytree_LGB,max_bin_LGB,reg_alpha_LGB,degree,mse,r2,mse_y,auc_t
5,200,0.1,64,64,10,0.5,0.5,80,1,5,0.304037291,0.695962709,1.084440625,0.504037149
9,200,0.1,64,64,10,0.7,0.7,144,1,5,0.304046446,0.695953554,1.101839113,0.504037149
9,100,0.2,32,32,5,0.7,0.7,144,0.1,5,0.304052885,0.695947115,1.133692382,0.504037149
7,200,0.1,96,96,15,0.9,0.9,16,0.1,5,0.30406029,0.69593971,1.076107133,0.504037149
5,200,0.1,128,128,20,0.7,0.7,48,0.01,5,0.304070874,0.695929126,1.078691443,0.504037149
5,200,0.1,64,64,10,0.7,0.7,48,0.01,5,0.30408674,0.69591326,1.087284177,0.504037149
5,100,0.2,96,96,15,0.7,0.7,112,0.1,5,0.304110539,0.695889461,1.077486118,0.504037149
7,100,0.2,64,64,10,0.7,0.7,16,0.01,5,0.304124135,0.695875865,1.088166265,0.504037149
5,100,0.2,128,128,20,0.5,0.5,144,1,5,0.304127448,0.695872552,1.075150941,0.504037149
5,200,0.1,128,128,20,0.9,0.9,48,0.01,5,0.304132938,0.695867062,1.081250763,0.504037149
5,100,0.2,64,64,10,0.5,0.5,112,1,5,0.304147966,0.695852034,1.085815584,0.504037149
5,100,0.2,128,128,20,0.7,0.7,112,0.1,5,0.30415519,0.69584481,1.075553263,0.504037149
5,100,0.2,128,128,20,0.7,0.7,16,0.01,5,0.304167062,0.695832938,1.073555593,0.504037149
5,200,0.1,128,128,20,0.9,0.9,112,0.1,5,0.304188785,0.695811215,1.077974463,0.504037149
9,200,0.1,64,64,10,0.7,0.7,48,0.01,5,0.304195686,0.695804314,1.109122171,0.504037149
7,100,0.2,64,64,10,0.7,0.7,144,0.1,5,0.304199133,0.695800867,1.100430253,0.504037149
9,100,0.2,96,96,15,0.5,0.5,48,1,5,0.304215415,0.695784585,1.087455044,0.504037149
7,200,0.1,96,96,15,0.9,0.9,16,0.01,5,0.304236256,0.695763744,1.076518057,0.504037149
5,200,0.1,128,128,20,0.9,0.9,48,1,5,0.304236788,0.695763212,1.083425978,0.504037149
5,200,0.1,128,128,20,0.9,0.9,144,0.01,5,0.304238768,0.695761232,1.076897841,0.504037149
9,200,0.1,96,96,15,0.9,0.9,16,0.01,5,0.304239196,0.695760804,1.075387711,0.504037149
7,200,0.1,32,32,5,0.9,0.9,112,0.01,5,0.3042579,0.6957421,1.123923253,0.504037149
9,100,0.2,32,32,5,0.7,0.7,112,1,5,0.304261969,0.695738031,1.133078467,0.504037149
5,200,0.1,96,96,15,0.5,0.5,144,1,5,0.304281313,0.695718687,1.076585526,0.504037149
7,200,0.1,128,128,20,0.5,0.5,80,0.1,5,0.304310221,0.695689779,1.079589897,0.504037149
9,200,0.1,128,128,20,0.5,0.5,80,0.1,5,0.304310221,0.695689779,1.076557328,0.504037149
7,200,0.1,64,64,10,0.7,0.7,48,0.01,5,0.304324476,0.695675524,1.104130604,0.504037149
5,200,0.1,32,32,5,0.9,0.9,80,1,5,0.304328578,0.695671422,1.107124366,0.504037149
7,200,0.1,128,128,20,0.7,0.7,112,0.01,5,0.304329274,0.695670726,1.075216132,0.504037149
9,200,0.1,128,128,20,0.7,0.7,112,0.01,5,0.304329274,0.695670726,1.077789088,0.504037149
5,100,0.2,64,64,10,0.7,0.7,80,0.1,5,0.304330366,0.695669634,1.078297394,0.504037149
5,200,0.1,64,64,10,0.7,0.7,48,0.1,5,0.30433943,0.69566057,1.087363332,0.504037149
9,100,0.2,96,96,15,0.5,0.5,80,1,5,0.304352901,0.695647099,1.083142906,0.504037149
5,200,0.1,64,64,10,0.7,0.7,144,1,5,0.304353021,0.695646979,1.081519255,0.504037149
5,100,0.2,64,64,10,0.9,0.9,80,1,5,0.304360102,0.695639898,1.094692444,0.504037149
7,100,0.2,32,32,5,0.5,0.5,80,1,5,0.304369553,0.695630447,1.112994597,0.504037149
7,200,0.1,128,128,20,0.5,0.5,144,0.1,5,0.304370856,0.695629144,1.076543511,0.504037149
9,200,0.1,128,128,20,0.5,0.5,144,0.1,5,0.304370856,0.695629144,1.077454792,0.504037149
7,100,0.2,128,128,20,0.9,0.9,16,0.01,5,0.304380771,0.695619229,1.074913005,0.504037149
9,100,0.2,128,128,20,0.9,0.9,16,0.01,5,0.304380771,0.695619229,1.078522442,0.504037149
5,200,0.1,128,128,20,0.5,0.5,144,0.1,5,0.304393602,0.695606398,1.074367431,0.504037149
9,100,0.2,64,64,10,0.9,0.9,144,1,5,0.304398686,0.695601314,1.117035652,0.504037149
5,100,0.2,32,32,5,0.7,0.7,48,1,5,0.304413869,0.695586131,1.114361892,0.504037149
9,200,0.1,32,32,5,0.9,0.9,112,0.1,5,0.30446643,0.69553357,1.140730717,0.504037149
5,200,0.1,128,128,20,0.9,0.9,48,0.1,5,0.304466918,0.695533082,1.082216243,0.504037149
7,200,0.1,128,128,20,0.7,0.7,112,1,5,0.304469463,0.695530537,1.076773457,0.504037149
5,100,0.2,96,96,15,0.7,0.7,16,0.1,5,0.304470199,0.695529801,1.069704792,0.504037149
7,200,0.1,64,64,10,0.5,0.5,16,0.1,5,0.304470333,0.695529667,1.086495662,0.504037149
7,200,0.1,128,128,20,0.5,0.5,48,0.01,5,0.304473408,0.695526592,1.078469873,0.504037149
9,200,0.1,128,128,20,0.5,0.5,48,0.01,5,0.304473408,0.695526592,1.079177299,0.504037149
9,200,0.1,128,128,20,0.9,0.9,48,1,5,0.304474456,0.695525544,1.085685765,0.504037149
7,200,0.1,128,128,20,0.9,0.9,48,1,5,0.304474456,0.695525544,1.082962244,0.504037149
5,100,0.2,96,96,15,0.7,0.7,112,0.01,5,0.304478785,0.695521215,1.078615501,0.504037149
5,100,0.2,96,96,15,0.9,0.9,16,0.1,5,0.304480898,0.695519102,1.072596026,0.504037149
5,100,0.2,128,128,20,0.9,0.9,16,1,5,0.304482873,0.695517127,1.075444963,0.504037149
5,200,0.1,32,32,5,0.5,0.5,144,0.1,5,0.304488755,0.695511245,1.097137162,0.504037149
7,100,0.2,96,96,15,0.9,0.9,144,0.1,5,0.304489044,0.695510956,1.093382437,0.504037149
9,200,0.1,64,64,10,0.5,0.5,112,0.01,5,0.30450196,0.69549804,1.09946497,0.504037149
7,100,0.2,32,32,5,0.5,0.5,80,0.01,5,0.304505142,0.695494858,1.121743082,0.504037149
5,200,0.1,64,64,10,0.9,0.9,48,0.1,5,0.304505216,0.695494784,1.0918944,0.504037149
5,200,0.1,64,64,10,0.5,0.5,112,1,5,0.304505499,0.695494501,1.082410281,0.504037149
9,200,0.1,64,64,10,0.9,0.9,16,0.01,5,0.304509299,0.695490701,1.100981792,0.504037149
7,100,0.2,32,32,5,0.5,0.5,144,0.1,5,0.304532311,0.695467689,1.112893003,0.504037149
9,100,0.2,64,64,10,0.9,0.9,80,1,5,0.304539808,0.695460192,1.110218095,0.504037149
5,100,0.2,64,64,10,0.9,0.9,80,0.01,5,0.304554501,0.695445499,1.094965836,0.504037149
9,100,0.2,64,64,10,0.9,0.9,16,0.1,5,0.304557065,0.695442935,1.103124284,0.504037149
7,200,0.1,64,64,10,0.7,0.7,144,1,5,0.304588695,0.695411305,1.090984667,0.504037149
7,100,0.2,96,96,15,0.5,0.5,80,0.01,5,0.30462374,0.69537626,1.087620656,0.504037149
7,100,0.2,32,32,5,0.5,0.5,16,1,5,0.304643121,0.695356879,1.100962029,0.504037149
7,100,0.2,64,64,10,0.9,0.9,80,0.01,5,0.304645445,0.695354555,1.113081763,0.504037149
5,100,0.2,128,128,20,0.9,0.9,80,0.1,5,0.304666942,0.695333058,1.076993164,0.504037149
5,200,0.1,64,64,10,0.9,0.9,80,1,5,0.304671344,0.695328656,1.087874335,0.504037149
9,100,0.2,32,32,5,0.7,0.7,48,1,5,0.304672255,0.695327745,1.14467001,0.504037149
5,100,0.2,128,128,20,0.9,0.9,112,0.1,5,0.304674973,0.695325027,1.078540903,0.504037149
5,100,0.2,96,96,15,0.5,0.5,80,0.1,5,0.304679803,0.695320197,1.079619747,0.504037149
9,200,0.1,128,128,20,0.5,0.5,80,1,5,0.304704946,0.695295054,1.075266995,0.504037149
7,200,0.1,128,128,20,0.5,0.5,80,1,5,0.304704946,0.695295054,1.077107304,0.504037149
7,100,0.2,32,32,5,0.5,0.5,48,0.1,5,0.304755348,0.695244652,1.118351428,0.504037149
7,200,0.1,128,128,20,0.9,0.9,80,1,5,0.30475538,0.69524462,1.078540304,0.504037149
9,200,0.1,128,128,20,0.9,0.9,80,1,5,0.30475538,0.69524462,1.077160034,0.504037149
5,200,0.1,64,64,10,0.5,0.5,80,0.01,5,0.304785158,0.695214842,1.088420392,0.504037149
5,200,0.1,96,96,15,0.5,0.5,16,0.01,5,0.304796409,0.695203591,1.071483214,0.504037149
7,100,0.2,128,128,20,0.5,0.5,16,1,5,0.304811119,0.695188881,1.067791546,0.504037149
9,100,0.2,128,128,20,0.5,0.5,16,1,5,0.304811119,0.695188881,1.068633633,0.504037149
9,200,0.1,32,32,5,0.7,0.7,16,0.1,5,0.304818863,0.695181137,1.129597054,0.504037149
9,200,0.1,128,128,20,0.7,0.7,48,1,5,0.304821395,0.695178605,1.080360065,0.504037149
7,200,0.1,128,128,20,0.7,0.7,48,1,5,0.304821395,0.695178605,1.077594525,0.504037149
7,200,0.1,96,96,15,0.7,0.7,80,0.01,5,0.304822431,0.695177569,1.07886225,0.504037149
5,200,0.1,32,32,5,0.7,0.7,16,1,5,0.304832644,0.695167356,1.098309517,0.504037149
5,100,0.2,32,32,5,0.9,0.9,112,1,5,0.304844839,0.695155161,1.107490761,0.504037149
9,200,0.1,32,32,5,0.9,0.9,80,0.1,5,0.304850405,0.695149595,1.139678346,0.504037149
5,200,0.1,64,64,10,0.5,0.5,112,0.1,5,0.304861756,0.695138244,1.084417038,0.504037149
7,200,0.1,64,64,10,0.9,0.9,48,1,5,0.304863211,0.695136789,1.108482796,0.504037149
5,100,0.2,32,32,5,0.9,0.9,80,0.1,5,0.304866926,0.695133074,1.107563957,0.504037149
9,100,0.2,128,128,20,0.9,0.9,112,0.1,5,0.30488354,0.69511646,1.07968597,0.504037149
7,100,0.2,128,128,20,0.9,0.9,112,0.1,5,0.30488354,0.69511646,1.083466021,0.504037149
7,200,0.1,32,32,5,0.9,0.9,48,0.01,5,0.304890692,0.695109308,1.133989947,0.504037149
7,200,0.1,96,96,15,0.9,0.9,112,1,5,0.304900883,0.695099117,1.083961223,0.504037149
7,200,0.1,128,128,20,0.7,0.7,16,0.1,5,0.304907577,0.695092423,1.075172948,0.504037149
9,200,0.1,128,128,20,0.7,0.7,16,0.1,5,0.304907577,0.695092423,1.07626462,0.504037149
7,200,0.1,96,96,15,0.5,0.5,16,1,5,0.304911397,0.695088603,1.075274039,0.504037149
7,100,0.2,32,32,5,0.7,0.7,144,1,5,0.304923578,0.695076422,1.120458052,0.504037149
9,100,0.2,32,32,5,0.9,0.9,16,1,5,0.304925185,0.695074815,1.146522738,0.504037149
5,200,0.1,32,32,5,0.9,0.9,48,0.01,5,0.304952942,0.695047058,1.111147139,0.504037149
9,100,0.2,96,96,15,0.7,0.7,80,1,5,0.304955201,0.695044799,1.075515877,0.504037149
7,200,0.1,96,96,15,0.5,0.5,48,1,5,0.304985424,0.695014576,1.081076738,0.504037149
7,200,0.1,64,64,10,0.9,0.9,144,0.01,5,0.304988349,0.695011651,1.107986891,0.504037149
7,200,0.1,32,32,5,0.7,0.7,112,0.01,5,0.304990463,0.695009537,1.117196936,0.504037149
5,100,0.2,64,64,10,0.9,0.9,48,0.1,5,0.30499852,0.69500148,1.089238767,0.504037149
5,200,0.1,64,64,10,0.5,0.5,112,0.01,5,0.305014459,0.694985541,1.084277253,0.504037149
5,200,0.1,32,32,5,0.7,0.7,16,0.1,5,0.305033544,0.694966456,1.090481161,0.504037149
7,200,0.1,96,96,15,0.7,0.7,16,1,5,0.305050045,0.694949955,1.071736889,0.504037149
7,100,0.2,128,128,20,0.7,0.7,48,1,5,0.305068822,0.694931178,1.081516714,0.504037149
9,100,0.2,128,128,20,0.7,0.7,48,1,5,0.305068822,0.694931178,1.080273853,0.504037149
7,200,0.1,96,96,15,0.7,0.7,80,1,5,0.305095424,0.694904576,1.076684359,0.504037149
5,200,0.1,32,32,5,0.9,0.9,144,0.1,5,0.305096682,0.694903318,1.10684047,0.504037149
7,100,0.2,64,64,10,0.9,0.9,48,1,5,0.305098088,0.694901912,1.111220524,0.504037149
7,200,0.1,64,64,10,0.9,0.9,16,0.01,5,0.30510574,0.69489426,1.087458799,0.504037149
5,100,0.2,128,128,20,0.5,0.5,112,0.01,5,0.305106806,0.694893194,1.078060134,0.504037149
9,200,0.1,32,32,5,0.9,0.9,16,1,5,0.305138354,0.694861646,1.139451049,0.504037149
9,100,0.2,64,64,10,0.9,0.9,144,0.01,5,0.305139319,0.694860681,1.113272245,0.504037149
5,100,0.2,64,64,10,0.7,0.7,112,0.01,5,0.305142815,0.694857185,1.091547466,0.504037149
5,200,0.1,128,128,20,0.5,0.5,80,0.1,5,0.305145344,0.694854656,1.072415065,0.504037149
9,100,0.2,32,32,5,0.9,0.9,112,0.1,5,0.305160212,0.694839788,1.148437993,0.504037149
5,100,0.2,96,96,15,0.7,0.7,144,0.1,5,0.305161247,0.694838753,1.077805452,0.504037149
7,100,0.2,32,32,5,0.7,0.7,16,1,5,0.305168582,0.694831418,1.120594066,0.504037149
9,100,0.2,32,32,5,0.9,0.9,48,0.1,5,0.305179192,0.694820808,1.159751895,0.504037149
5,100,0.2,96,96,15,0.5,0.5,16,1,5,0.305199474,0.694800526,1.072378315,0.504037149
7,100,0.2,64,64,10,0.7,0.7,112,0.1,5,0.3052293,0.6947707,1.095063238,0.504037149
9,200,0.1,32,32,5,0.7,0.7,48,0.01,5,0.305230687,0.694769313,1.139902493,0.504037149
9,100,0.2,96,96,15,0.7,0.7,16,0.1,5,0.305231705,0.694768295,1.07513227,0.504037149
7,100,0.2,32,32,5,0.5,0.5,48,1,5,0.305274302,0.694725698,1.120478009,0.504037149
5,200,0.1,128,128,20,0.7,0.7,112,0.01,5,0.305277712,0.694722288,1.077634062,0.504037149
9,200,0.1,96,96,15,0.9,0.9,16,0.1,5,0.305302654,0.694697346,1.076954081,0.504037149
9,200,0.1,64,64,10,0.7,0.7,144,0.01,5,0.305335847,0.694664153,1.102075173,0.504037149
9,200,0.1,64,64,10,0.9,0.9,112,0.1,5,0.305338124,0.694661876,1.110810754,0.504037149
5,100,0.2,64,64,10,0.9,0.9,16,0.01,5,0.305352904,0.694647096,1.082808393,0.504037149
5,200,0.1,32,32,5,0.7,0.7,144,0.01,5,0.305354234,0.694645766,1.100401486,0.504037149
7,100,0.2,96,96,15,0.9,0.9,112,1,5,0.305358217,0.694641783,1.091609992,0.504037149
5,200,0.1,128,128,20,0.5,0.5,48,1,5,0.305367691,0.694632309,1.075387922,0.504037149
9,200,0.1,64,64,10,0.9,0.9,144,0.1,5,0.305368867,0.694631133,1.110785047,0.504037149
7,100,0.2,32,32,5,0.7,0.7,16,0.01,5,0.305385077,0.694614923,1.123896311,0.504037149
9,100,0.2,64,64,10,0.7,0.7,16,1,5,0.305418092,0.694581908,1.094020652,0.504037149
7,200,0.1,128,128,20,0.5,0.5,48,0.1,5,0.305425376,0.694574624,1.08069503,0.504037149
9,200,0.1,128,128,20,0.5,0.5,48,0.1,5,0.305425376,0.694574624,1.079576491,0.504037149
9,200,0.1,32,32,5,0.7,0.7,112,0.01,5,0.305427232,0.694572768,1.1278818,0.504037149
7,100,0.2,32,32,5,0.9,0.9,16,1,5,0.305436284,0.694563716,1.131770932,0.504037149
5,200,0.1,32,32,5,0.9,0.9,112,0.1,5,0.305458786,0.694541214,1.109953582,0.504037149
5,200,0.1,64,64,10,0.7,0.7,80,0.01,5,0.305460611,0.694539389,1.083614741,0.504037149
5,200,0.1,96,96,15,0.9,0.9,80,0.1,5,0.305464597,0.694535403,1.076174557,0.504037149
9,100,0.2,64,64,10,0.9,0.9,16,0.01,5,0.305487758,0.694512242,1.103413097,0.504037149
9,200,0.1,32,32,5,0.9,0.9,48,0.1,5,0.30550388,0.69449612,1.143839268,0.504037149
5,100,0.2,64,64,10,0.9,0.9,112,0.1,5,0.305519167,0.694480833,1.090793142,0.504037149
9,200,0.1,96,96,15,0.7,0.7,80,1,5,0.305543057,0.694456943,1.081319836,0.504037149
7,100,0.2,32,32,5,0.7,0.7,48,0.1,5,0.305546423,0.694453577,1.137728144,0.504037149
9,200,0.1,128,128,20,0.5,0.5,80,0.01,5,0.305578033,0.694421967,1.077794087,0.504037149
7,200,0.1,128,128,20,0.5,0.5,80,0.01,5,0.305578033,0.694421967,1.0789552,0.504037149
5,200,0.1,128,128,20,0.5,0.5,112,0.01,5,0.305579161,0.694420839,1.074513385,0.504037149
7,200,0.1,128,128,20,0.5,0.5,112,0.1,5,0.305579805,0.694420195,1.078031108,0.504037149
9,200,0.1,128,128,20,0.5,0.5,112,0.1,5,0.305579805,0.694420195,1.076273782,0.504037149
9,200,0.1,64,64,10,0.5,0.5,16,0.01,5,0.30559754,0.69440246,1.087478333,0.504037149
5,100,0.2,96,96,15,0.9,0.9,80,1,5,0.305603823,0.694396177,1.078663784,0.504037149
9,200,0.1,96,96,15,0.5,0.5,16,1,5,0.305604819,0.694395181,1.07482352,0.504037149
5,200,0.1,32,32,5,0.9,0.9,112,0.01,5,0.305607382,0.694392618,1.108520263,0.504037149
5,100,0.2,128,128,20,0.7,0.7,16,1,5,0.305617338,0.694382662,1.073138459,0.504037149
9,100,0.2,64,64,10,0.7,0.7,80,1,5,0.305624976,0.694375024,1.098477045,0.504037149
7,200,0.1,32,32,5,0.5,0.5,112,0.1,5,0.30563513,0.69436487,1.107855448,0.504037149
5,100,0.2,64,64,10,0.7,0.7,16,0.1,5,0.305640138,0.694359862,1.083973596,0.504037149
9,100,0.2,128,128,20,0.5,0.5,16,0.1,5,0.305653064,0.694346936,1.065726444,0.504037149
7,100,0.2,128,128,20,0.5,0.5,16,0.1,5,0.305653064,0.694346936,1.068371061,0.504037149
5,200,0.1,64,64,10,0.7,0.7,112,1,5,0.305693693,0.694306307,1.080225063,0.504037149
7,200,0.1,32,32,5,0.9,0.9,144,0.01,5,0.305714466,0.694285534,1.120450676,0.504037149
9,200,0.1,96,96,15,0.9,0.9,16,1,5,0.305723968,0.694276032,1.07539158,0.504037149
9,200,0.1,96,96,15,0.9,0.9,80,0.01,5,0.30573447,0.69426553,1.088874493,0.504037149
7,100,0.2,32,32,5,0.9,0.9,48,0.01,5,0.305743297,0.694256703,1.148080998,0.504037149
5,100,0.2,32,32,5,0.7,0.7,16,0.1,5,0.305746198,0.694253802,1.097003841,0.504037149
5,100,0.2,128,128,20,0.9,0.9,80,1,5,0.305749183,0.694250817,1.077102046,0.504037149
9,100,0.2,32,32,5,0.9,0.9,80,0.01,5,0.305761595,0.694238405,1.139273733,0.504037149
9,200,0.1,96,96,15,0.5,0.5,80,1,5,0.305770293,0.694229707,1.084072175,0.504037149
5,200,0.1,128,128,20,0.7,0.7,144,0.01,5,0.305796374,0.694203626,1.074013234,0.504037149
5,200,0.1,128,128,20,0.5,0.5,112,0.1,5,0.30580103,0.69419897,1.0734735,0.504037149
5,100,0.2,128,128,20,0.5,0.5,16,0.1,5,0.305802045,0.694197955,1.06702244,0.504037149
5,100,0.2,96,96,15,0.7,0.7,16,0.01,5,0.305805352,0.694194648,1.075516657,0.504037149
5,100,0.2,64,64,10,0.9,0.9,144,1,5,0.305811803,0.694188197,1.087661623,0.504037149
7,200,0.1,32,32,5,0.9,0.9,48,0.1,5,0.305815767,0.694184233,1.132405758,0.504037149
5,200,0.1,96,96,15,0.5,0.5,16,1,5,0.305845977,0.694154023,1.07442629,0.504037149
5,100,0.2,96,96,15,0.9,0.9,16,0.01,5,0.305856094,0.694143906,1.073397869,0.504037149
7,100,0.2,128,128,20,0.7,0.7,112,1,5,0.305861809,0.694138191,1.077826926,0.504037149
9,100,0.2,128,128,20,0.7,0.7,112,1,5,0.305861809,0.694138191,1.076193744,0.504037149
9,200,0.1,32,32,5,0.9,0.9,16,0.01,5,0.305863592,0.694136408,1.146570728,0.504037149
5,200,0.1,64,64,10,0.5,0.5,16,0.01,5,0.305874163,0.694125837,1.08077168,0.504037149
7,100,0.2,32,32,5,0.9,0.9,48,0.1,5,0.305876406,0.694123594,1.140953925,0.504037149
5,200,0.1,32,32,5,0.5,0.5,16,1,5,0.305876853,0.694123147,1.089656821,0.504037149
5,200,0.1,128,128,20,0.5,0.5,112,1,5,0.305886744,0.694113256,1.076317748,0.504037149
7,200,0.1,128,128,20,0.9,0.9,16,0.1,5,0.305888535,0.694111465,1.074465504,0.504037149
9,200,0.1,128,128,20,0.9,0.9,16,0.1,5,0.305888535,0.694111465,1.075156251,0.504037149
5,100,0.2,64,64,10,0.7,0.7,16,1,5,0.305901451,0.694098549,1.079385726,0.504037149
9,200,0.1,32,32,5,0.5,0.5,144,0.1,5,0.305905621,0.694094379,1.118945136,0.504037149
7,100,0.2,64,64,10,0.7,0.7,80,0.1,5,0.305916928,0.694083072,1.102560732,0.504037149
5,200,0.1,32,32,5,0.5,0.5,80,1,5,0.30592004,0.69407996,1.092994064,0.504037149
5,100,0.2,128,128,20,0.7,0.7,144,0.1,5,0.30593623,0.69406377,1.073759247,0.504037149
7,200,0.1,64,64,10,0.7,0.7,80,0.01,5,0.305950327,0.694049673,1.094275301,0.504037149
5,100,0.2,64,64,10,0.9,0.9,16,0.1,5,0.305952784,0.694047216,1.084646679,0.504037149
9,100,0.2,128,128,20,0.9,0.9,16,1,5,0.305958362,0.694041638,1.075337238,0.504037149
7,100,0.2,128,128,20,0.9,0.9,16,1,5,0.305958362,0.694041638,1.077361917,0.504037149
9,200,0.1,128,128,20,0.5,0.5,144,1,5,0.305965533,0.694034467,1.076757058,0.504037149
7,200,0.1,128,128,20,0.5,0.5,144,1,5,0.305965533,0.694034467,1.076665181,0.504037149
7,200,0.1,64,64,10,0.5,0.5,80,0.1,5,0.305983306,0.694016694,1.093717407,0.504037149
5,100,0.2,96,96,15,0.9,0.9,80,0.01,5,0.305992643,0.694007357,1.07701345,0.504037149
5,100,0.2,32,32,5,0.5,0.5,48,0.01,5,0.305994209,0.694005791,1.100676125,0.504037149
5,100,0.2,96,96,15,0.5,0.5,16,0.01,5,0.306003062,0.693996938,1.077356984,0.504037149
7,100,0.2,32,32,5,0.9,0.9,112,1,5,0.3060061,0.6939939,1.127899725,0.504037149
9,200,0.1,64,64,10,0.5,0.5,80,0.1,5,0.306046227,0.693953773,1.099084664,0.504037149
9,200,0.1,64,64,10,0.7,0.7,80,1,5,0.306065519,0.693934481,1.094132694,0.504037149
5,200,0.1,128,128,20,0.9,0.9,16,0.1,5,0.306075073,0.693924927,1.074554998,0.504037149
9,100,0.2,96,96,15,0.9,0.9,16,1,5,0.306076321,0.693923679,1.07627324,0.504037149
7,100,0.2,128,128,20,0.7,0.7,80,0.01,5,0.306080016,0.693919984,1.077409133,0.504037149
9,100,0.2,128,128,20,0.7,0.7,80,0.01,5,0.306080016,0.693919984,1.079599118,0.504037149
5,200,0.1,32,32,5,0.9,0.9,16,1,5,0.30608866,0.69391134,1.102280099,0.504037149
9,200,0.1,32,32,5,0.7,0.7,144,1,5,0.306114884,0.693885116,1.13756838,0.504037149
5,100,0.2,64,64,10,0.7,0.7,48,0.1,5,0.306116247,0.693883753,1.089759381,0.504037149
5,100,0.2,128,128,20,0.5,0.5,112,0.1,5,0.306124961,0.693875039,1.076091583,0.504037149
5,100,0.2,128,128,20,0.5,0.5,144,0.01,5,0.306153661,0.693846339,1.074058121,0.504037149
9,200,0.1,64,64,10,0.5,0.5,112,0.1,5,0.306171667,0.693828333,1.09714629,0.504037149
7,100,0.2,32,32,5,0.7,0.7,112,1,5,0.306237265,0.693762735,1.123154173,0.504037149
9,100,0.2,96,96,15,0.5,0.5,80,0.01,5,0.306257988,0.693742012,1.085146334,0.504037149
9,200,0.1,128,128,20,0.9,0.9,80,0.1,5,0.306282523,0.693717477,1.081560656,0.504037149
7,200,0.1,128,128,20,0.9,0.9,80,0.1,5,0.306282523,0.693717477,1.077088974,0.504037149
9,100,0.2,128,128,20,0.7,0.7,80,1,5,0.306285977,0.693714023,1.078098406,0.504037149
7,100,0.2,128,128,20,0.7,0.7,80,1,5,0.306285977,0.693714023,1.076662309,0.504037149
5,200,0.1,128,128,20,0.9,0.9,112,1,5,0.30628828,0.69371172,1.078026757,0.504037149
7,100,0.2,64,64,10,0.5,0.5,112,0.1,5,0.306291412,0.693708588,1.098623097,0.504037149
5,200,0.1,96,96,15,0.7,0.7,80,0.1,5,0.306295728,0.693704272,1.073336164,0.504037149
9,200,0.1,32,32,5,0.7,0.7,112,0.1,5,0.306300729,0.693699271,1.128201539,0.504037149
5,100,0.2,32,32,5,0.9,0.9,144,0.01,5,0.30630782,0.69369218,1.108651875,0.504037149
7,100,0.2,96,96,15,0.7,0.7,80,1,5,0.306315479,0.693684521,1.077877883,0.504037149
5,100,0.2,96,96,15,0.9,0.9,144,0.1,5,0.306333253,0.693666747,1.086283333,0.504037149
5,100,0.2,128,128,20,0.7,0.7,112,1,5,0.306336943,0.693663057,1.07357069,0.504037149
9,200,0.1,32,32,5,0.9,0.9,112,1,5,0.306341615,0.693658385,1.14611765,0.504037149
7,200,0.1,96,96,15,0.7,0.7,80,0.1,5,0.306350072,0.693649928,1.078654803,0.504037149
5,100,0.2,96,96,15,0.5,0.5,80,0.01,5,0.306350621,0.693649379,1.080580672,0.504037149
9,200,0.1,96,96,15,0.9,0.9,144,1,5,0.306354402,0.693645598,1.090254083,0.504037149
5,200,0.1,64,64,10,0.5,0.5,80,0.1,5,0.306377099,0.693622901,1.087036003,0.504037149
9,200,0.1,128,128,20,0.9,0.9,144,1,5,0.306379268,0.693620732,1.081870824,0.504037149
7,200,0.1,128,128,20,0.9,0.9,144,1,5,0.306379268,0.693620732,1.080827275,0.504037149
5,200,0.1,128,128,20,0.7,0.7,144,1,5,0.306398359,0.693601641,1.074449268,0.504037149
5,100,0.2,64,64,10,0.7,0.7,112,0.1,5,0.306408157,0.693591843,1.084432217,0.504037149
5,100,0.2,64,64,10,0.9,0.9,112,0.01,5,0.306446726,0.693553274,1.096187335,0.504037149
7,100,0.2,32,32,5,0.5,0.5,112,0.1,5,0.306467799,0.693532201,1.108072921,0.504037149
9,100,0.2,32,32,5,0.5,0.5,112,1,5,0.306513641,0.693486359,1.121829768,0.504037149
5,200,0.1,32,32,5,0.9,0.9,16,0.01,5,0.306518975,0.693481025,1.104950188,0.504037149
9,200,0.1,96,96,15,0.5,0.5,80,0.01,5,0.306546732,0.693453268,1.082861785,0.504037149
7,100,0.2,64,64,10,0.9,0.9,48,0.01,5,0.306609372,0.693390628,1.11400278,0.504037149
5,200,0.1,32,32,5,0.9,0.9,80,0.1,5,0.306626229,0.693373771,1.105387784,0.504037149
7,200,0.1,64,64,10,0.9,0.9,80,0.01,5,0.306657536,0.693342464,1.099402961,0.504037149
9,200,0.1,32,32,5,0.7,0.7,16,0.01,5,0.306664822,0.693335178,1.138590077,0.504037149
5,200,0.1,96,96,15,0.7,0.7,80,1,5,0.306670194,0.693329806,1.074839177,0.504037149
5,200,0.1,64,64,10,0.9,0.9,80,0.1,5,0.306670578,0.693329422,1.091904471,0.504037149
5,200,0.1,96,96,15,0.5,0.5,80,0.1,5,0.306692794,0.693307206,1.077543947,0.504037149
5,200,0.1,64,64,10,0.5,0.5,144,1,5,0.306695336,0.693304664,1.087250351,0.504037149
