max_depth_LGB,num_iterations_LGB,learning_rate_LGB,num_leaves_LGB,min_child_samples_LGB,reg_lambda_LGB,subsample_LGB,colsample_bytree_LGB,max_bin_LGB,reg_alpha_LGB,degree,mse,r2,mse_y,auc_t
9,100,0.2,128,128,20,0.5,0.5,16,0.01,10,0.103327849,0.896672151,1.06884614,0.504037149
7,100,0.2,128,128,20,0.5,0.5,16,0.01,10,0.103327849,0.896672151,1.068081561,0.504037149
9,200,0.1,96,96,15,0.7,0.7,80,1,10,0.103360978,0.896639022,1.081319836,0.504037149
5,200,0.1,64,64,10,0.7,0.7,112,1,10,0.103376378,0.896623622,1.080225063,0.504037149
9,100,0.2,96,96,15,0.5,0.5,80,0.01,10,0.103410559,0.896589441,1.085146334,0.504037149
5,200,0.1,128,128,20,0.5,0.5,112,1,10,0.103420633,0.896579367,1.076317748,0.504037149
7,100,0.2,32,32,5,0.7,0.7,144,0.1,10,0.103436224,0.896563776,1.118975545,0.504037149
9,100,0.2,128,128,20,0.5,0.5,80,1,10,0.103460585,0.896539415,1.076335145,0.504037149
5,100,0.2,96,96,15,0.7,0.7,144,0.1,10,0.103471674,0.896528326,1.077805452,0.504037149
7,100,0.2,32,32,5,0.5,0.5,112,0.01,10,0.10349451,0.89650549,1.114716846,0.504037149
5,200,0.1,128,128,20,0.9,0.9,48,1,10,0.10349474,0.89650526,1.083425978,0.504037149
9,200,0.1,64,64,10,0.9,0.9,144,0.01,10,0.103520099,0.896479901,1.113165655,0.504037149
7,200,0.1,32,32,5,0.5,0.5,112,0.1,10,0.103525664,0.896474336,1.107855448,0.504037149
7,100,0.2,64,64,10,0.9,0.9,112,0.1,10,0.103525772,0.896474228,1.100260146,0.504037149
7,200,0.1,64,64,10,0.9,0.9,80,0.01,10,0.10353098,0.89646902,1.099402961,0.504037149
5,100,0.2,64,64,10,0.9,0.9,80,0.01,10,0.103534164,0.896465836,1.094965836,0.504037149
5,100,0.2,64,64,10,0.7,0.7,48,0.1,10,0.103543707,0.896456293,1.089759381,0.504037149
5,200,0.1,64,64,10,0.9,0.9,80,0.1,10,0.103548363,0.896451637,1.091904471,0.504037149
5,200,0.1,128,128,20,0.9,0.9,144,0.01,10,0.103553945,0.896446055,1.076897841,0.504037149
9,200,0.1,32,32,5,0.5,0.5,80,0.01,10,0.103562919,0.896437081,1.118998635,0.504037149
5,200,0.1,96,96,15,0.7,0.7,144,1,10,0.103581093,0.896418907,1.075811691,0.504037149
9,200,0.1,64,64,10,0.7,0.7,144,1,10,0.103610268,0.896389732,1.101839113,0.504037149
9,200,0.1,96,96,15,0.9,0.9,16,0.1,10,0.103617687,0.896382313,1.076954081,0.504037149
5,200,0.1,128,128,20,0.5,0.5,80,0.1,10,0.103655009,0.896344991,1.072415065,0.504037149
5,100,0.2,64,64,10,0.7,0.7,80,0.1,10,0.103672819,0.896327181,1.078297394,0.504037149
5,200,0.1,32,32,5,0.9,0.9,80,0.01,10,0.103684732,0.896315268,1.11273142,0.504037149
7,200,0.1,32,32,5,0.7,0.7,80,0.01,10,0.103690731,0.896309269,1.120962277,0.504037149
5,100,0.2,64,64,10,0.9,0.9,80,1,10,0.10369769,0.89630231,1.094692444,0.504037149
5,200,0.1,128,128,20,0.5,0.5,144,0.01,10,0.103701117,0.896298883,1.073038018,0.504037149
7,100,0.2,64,64,10,0.9,0.9,112,1,10,0.103721775,0.896278225,1.1047808,0.504037149
7,200,0.1,96,96,15,0.7,0.7,144,1,10,0.103756432,0.896243568,1.084365833,0.504037149
7,100,0.2,128,128,20,0.5,0.5,80,0.01,10,0.103758803,0.896241197,1.080460285,0.504037149
9,100,0.2,128,128,20,0.5,0.5,80,0.01,10,0.103758803,0.896241197,1.08122191,0.504037149
5,200,0.1,32,32,5,0.9,0.9,112,0.01,10,0.103780384,0.896219616,1.108520263,0.504037149
5,100,0.2,64,64,10,0.7,0.7,80,1,10,0.103800393,0.896199607,1.081330837,0.504037149
5,200,0.1,64,64,10,0.7,0.7,80,1,10,0.103834088,0.896165912,1.085919102,0.504037149
9,200,0.1,64,64,10,0.9,0.9,80,1,10,0.103837914,0.896162086,1.108999719,0.504037149
9,200,0.1,32,32,5,0.9,0.9,16,0.1,10,0.103843776,0.896156224,1.141627923,0.504037149
7,200,0.1,32,32,5,0.9,0.9,144,0.1,10,0.103850308,0.896149692,1.124599648,0.504037149
7,200,0.1,96,96,15,0.9,0.9,144,0.01,10,0.103855827,0.896144173,1.094044141,0.504037149
7,200,0.1,32,32,5,0.9,0.9,80,0.1,10,0.103882716,0.896117284,1.124058785,0.504037149
7,100,0.2,64,64,10,0.9,0.9,112,0.01,10,0.103890449,0.896109551,1.103153508,0.504037149
5,200,0.1,96,96,15,0.9,0.9,144,0.01,10,0.10394468,0.89605532,1.078545581,0.504037149
9,200,0.1,96,96,15,0.9,0.9,48,1,10,0.103969582,0.896030418,1.090475317,0.504037149
9,100,0.2,128,128,20,0.7,0.7,16,1,10,0.103976202,0.896023798,1.074120309,0.504037149
9,100,0.2,32,32,5,0.9,0.9,80,0.1,10,0.103998571,0.896001429,1.137821652,0.504037149
5,100,0.2,64,64,10,0.9,0.9,112,0.1,10,0.104008105,0.895991895,1.090793142,0.504037149
5,100,0.2,64,64,10,0.9,0.9,144,0.1,10,0.104045898,0.895954102,1.092615991,0.504037149
5,200,0.1,128,128,20,0.5,0.5,48,1,10,0.104050981,0.895949019,1.075387922,0.504037149
9,200,0.1,64,64,10,0.9,0.9,48,0.01,10,0.104057025,0.895942975,1.116539055,0.504037149
7,100,0.2,96,96,15,0.9,0.9,144,0.01,10,0.104089082,0.895910918,1.091398844,0.504037149
5,100,0.2,64,64,10,0.7,0.7,144,0.1,10,0.10412066,0.89587934,1.089800643,0.504037149
7,200,0.1,128,128,20,0.5,0.5,48,1,10,0.104123359,0.895876641,1.07879139,0.504037149
9,200,0.1,128,128,20,0.5,0.5,48,1,10,0.104123359,0.895876641,1.078976978,0.504037149
5,100,0.2,64,64,10,0.9,0.9,144,1,10,0.104124631,0.895875369,1.087661623,0.504037149
5,100,0.2,96,96,15,0.5,0.5,80,0.01,10,0.104143969,0.895856031,1.080580672,0.504037149
9,100,0.2,128,128,20,0.7,0.7,80,1,10,0.104145054,0.895854946,1.078098406,0.504037149
9,200,0.1,32,32,5,0.9,0.9,80,1,10,0.104254966,0.895745034,1.138230573,0.504037149
5,100,0.2,32,32,5,0.9,0.9,80,0.01,10,0.104262516,0.895737484,1.115322981,0.504037149
9,100,0.2,64,64,10,0.9,0.9,16,1,10,0.104302403,0.895697597,1.097150318,0.504037149
9,100,0.2,64,64,10,0.5,0.5,80,0.01,10,0.104302484,0.895697516,1.103386702,0.504037149
9,200,0.1,32,32,5,0.7,0.7,16,0.01,10,0.104325121,0.895674879,1.138590077,0.504037149
9,100,0.2,64,64,10,0.9,0.9,16,0.1,10,0.104343548,0.895656452,1.103124284,0.504037149
9,100,0.2,64,64,10,0.7,0.7,48,0.01,10,0.104363402,0.895636598,1.11227686,0.504037149
5,100,0.2,96,96,15,0.7,0.7,112,0.1,10,0.10437677,0.89562323,1.077486118,0.504037149
7,200,0.1,96,96,15,0.9,0.9,112,0.1,10,0.104438292,0.895561708,1.087783904,0.504037149
5,200,0.1,32,32,5,0.9,0.9,16,0.1,10,0.10445877,0.89554123,1.102493787,0.504037149
9,100,0.2,64,64,10,0.5,0.5,48,0.01,10,0.104460176,0.895539824,1.106367731,0.504037149
5,100,0.2,64,64,10,0.7,0.7,48,0.01,10,0.104460238,0.895539762,1.088545764,0.504037149
9,100,0.2,96,96,15,0.5,0.5,16,0.1,10,0.104461485,0.895538515,1.079881772,0.504037149
5,200,0.1,64,64,10,0.7,0.7,144,1,10,0.104481322,0.895518678,1.081519255,0.504037149
5,200,0.1,128,128,20,0.7,0.7,16,0.1,10,0.104519332,0.895480668,1.074302584,0.504037149
5,200,0.1,32,32,5,0.5,0.5,144,1,10,0.104526579,0.895473421,1.091761737,0.504037149
9,200,0.1,32,32,5,0.7,0.7,144,0.1,10,0.104533426,0.895466574,1.131160666,0.504037149
5,200,0.1,64,64,10,0.7,0.7,112,0.1,10,0.104538295,0.895461705,1.082116982,0.504037149
9,200,0.1,32,32,5,0.9,0.9,16,1,10,0.104553999,0.895446001,1.139451049,0.504037149
5,200,0.1,64,64,10,0.7,0.7,48,1,10,0.104554981,0.895445019,1.090597063,0.504037149
9,200,0.1,128,128,20,0.9,0.9,48,1,10,0.104579039,0.895420961,1.085685765,0.504037149
7,200,0.1,128,128,20,0.9,0.9,48,1,10,0.104579039,0.895420961,1.082962244,0.504037149
7,100,0.2,32,32,5,0.5,0.5,144,0.1,10,0.104587592,0.895412408,1.112893003,0.504037149
9,100,0.2,96,96,15,0.7,0.7,48,1,10,0.104589671,0.895410329,1.083726327,0.504037149
9,200,0.1,96,96,15,0.7,0.7,112,0.01,10,0.104619762,0.895380238,1.08296777,0.504037149
5,100,0.2,64,64,10,0.5,0.5,144,1,10,0.104625897,0.895374103,1.08661849,0.504037149
9,100,0.2,96,96,15,0.9,0.9,144,0.1,10,0.10463799,0.89536201,1.096180341,0.504037149
5,200,0.1,64,64,10,0.5,0.5,144,0.1,10,0.10465627,0.89534373,1.086427348,0.504037149
7,200,0.1,96,96,15,0.9,0.9,112,0.01,10,0.104658175,0.895341825,1.089531588,0.504037149
7,200,0.1,96,96,15,0.9,0.9,16,0.1,10,0.104667488,0.895332512,1.076107133,0.504037149
5,100,0.2,32,32,5,0.7,0.7,80,0.1,10,0.104685688,0.895314312,1.108950116,0.504037149
9,200,0.1,64,64,10,0.9,0.9,16,1,10,0.104718475,0.895281525,1.09636695,0.504037149
5,200,0.1,128,128,20,0.5,0.5,80,1,10,0.104720807,0.895279193,1.073439336,0.504037149
5,200,0.1,128,128,20,0.5,0.5,144,1,10,0.104734244,0.895265756,1.073464929,0.504037149
7,200,0.1,64,64,10,0.9,0.9,16,0.01,10,0.10474438,0.89525562,1.087458799,0.504037149
9,200,0.1,96,96,15,0.7,0.7,16,1,10,0.104745342,0.895254658,1.07717654,0.504037149
9,100,0.2,32,32,5,0.5,0.5,112,0.1,10,0.104750025,0.895249975,1.122920737,0.504037149
7,100,0.2,128,128,20,0.5,0.5,144,1,10,0.104756166,0.895243834,1.078610938,0.504037149
9,100,0.2,128,128,20,0.5,0.5,144,1,10,0.104756166,0.895243834,1.074476173,0.504037149
7,200,0.1,96,96,15,0.7,0.7,112,0.01,10,0.104770503,0.895229497,1.079697642,0.504037149
7,200,0.1,64,64,10,0.7,0.7,80,0.01,10,0.104770782,0.895229218,1.094275301,0.504037149
9,100,0.2,32,32,5,0.5,0.5,48,0.01,10,0.104772825,0.895227175,1.127183155,0.504037149
9,100,0.2,32,32,5,0.9,0.9,16,0.1,10,0.104774485,0.895225515,1.143776774,0.504037149
7,100,0.2,32,32,5,0.7,0.7,112,0.1,10,0.104784736,0.895215264,1.124626757,0.504037149
5,200,0.1,96,96,15,0.9,0.9,80,0.01,10,0.104845699,0.895154301,1.075519756,0.504037149
5,100,0.2,32,32,5,0.7,0.7,112,0.1,10,0.1048608,0.8951392,1.099143693,0.504037149
9,100,0.2,32,32,5,0.7,0.7,112,0.01,10,0.104870913,0.895129087,1.142523609,0.504037149
5,100,0.2,32,32,5,0.5,0.5,112,0.01,10,0.104871343,0.895128657,1.096254489,0.504037149
9,200,0.1,96,96,15,0.7,0.7,80,0.1,10,0.104882838,0.895117162,1.080888866,0.504037149
9,100,0.2,128,128,20,0.5,0.5,16,0.1,10,0.104887176,0.895112824,1.065726444,0.504037149
7,100,0.2,128,128,20,0.5,0.5,16,0.1,10,0.104887176,0.895112824,1.068371061,0.504037149
7,200,0.1,64,64,10,0.7,0.7,80,0.1,10,0.104896889,0.895103111,1.095334047,0.504037149
7,100,0.2,96,96,15,0.7,0.7,16,0.01,10,0.104898689,0.895101311,1.076695131,0.504037149
7,100,0.2,96,96,15,0.7,0.7,112,0.1,10,0.104902886,0.895097114,1.083871248,0.504037149
5,200,0.1,32,32,5,0.7,0.7,16,0.01,10,0.104929206,0.895070794,1.098826104,0.504037149
9,200,0.1,128,128,20,0.9,0.9,144,0.01,10,0.104950677,0.895049323,1.079932292,0.504037149
7,200,0.1,128,128,20,0.9,0.9,144,0.01,10,0.104950677,0.895049323,1.081457239,0.504037149
7,100,0.2,32,32,5,0.5,0.5,112,1,10,0.104963156,0.895036844,1.112631225,0.504037149
7,100,0.2,32,32,5,0.7,0.7,144,0.01,10,0.104985201,0.895014799,1.131788414,0.504037149
7,200,0.1,128,128,20,0.7,0.7,16,0.1,10,0.104986642,0.895013358,1.075172948,0.504037149
9,200,0.1,128,128,20,0.7,0.7,16,0.1,10,0.104986642,0.895013358,1.07626462,0.504037149
5,200,0.1,96,96,15,0.7,0.7,80,0.1,10,0.104989626,0.895010374,1.073336164,0.504037149
9,200,0.1,128,128,20,0.9,0.9,80,1,10,0.104991509,0.895008491,1.077160034,0.504037149
7,200,0.1,128,128,20,0.9,0.9,80,1,10,0.104991509,0.895008491,1.078540304,0.504037149
5,100,0.2,128,128,20,0.5,0.5,112,0.1,10,0.105024469,0.894975531,1.076091583,0.504037149
9,100,0.2,32,32,5,0.7,0.7,144,0.01,10,0.105104052,0.894895948,1.14458476,0.504037149
5,100,0.2,96,96,15,0.7,0.7,112,1,10,0.105104428,0.894895572,1.078963907,0.504037149
5,200,0.1,64,64,10,0.9,0.9,144,1,10,0.10510574,0.89489426,1.090887154,0.504037149
7,100,0.2,32,32,5,0.7,0.7,16,1,10,0.105111185,0.894888815,1.120594066,0.504037149
7,200,0.1,96,96,15,0.9,0.9,80,1,10,0.105150338,0.894849662,1.083655225,0.504037149
5,200,0.1,64,64,10,0.5,0.5,112,0.1,10,0.105159352,0.894840648,1.084417038,0.504037149
9,100,0.2,32,32,5,0.7,0.7,48,0.1,10,0.105161297,0.894838703,1.137880127,0.504037149
5,100,0.2,32,32,5,0.9,0.9,16,0.1,10,0.105239124,0.894760876,1.106266371,0.504037149
7,100,0.2,32,32,5,0.5,0.5,16,0.1,10,0.105240537,0.894759463,1.105322101,0.504037149
5,100,0.2,64,64,10,0.9,0.9,16,0.1,10,0.105241981,0.894758019,1.084646679,0.504037149
5,100,0.2,128,128,20,0.9,0.9,16,0.01,10,0.105246474,0.894753526,1.073974199,0.504037149
5,100,0.2,96,96,15,0.9,0.9,16,1,10,0.105289544,0.894710456,1.075219006,0.504037149
5,200,0.1,96,96,15,0.9,0.9,80,1,10,0.105326668,0.894673332,1.07504216,0.504037149
9,200,0.1,128,128,20,0.9,0.9,48,0.1,10,0.10536369,0.89463631,1.08698428,0.504037149
7,200,0.1,128,128,20,0.9,0.9,48,0.1,10,0.10536369,0.89463631,1.083656694,0.504037149
7,200,0.1,96,96,15,0.9,0.9,16,1,10,0.105383793,0.894616207,1.075150036,0.504037149
5,200,0.1,64,64,10,0.7,0.7,144,0.01,10,0.105386401,0.894613599,1.085827309,0.504037149
7,100,0.2,96,96,15,0.7,0.7,112,1,10,0.105415585,0.894584415,1.084617702,0.504037149
5,100,0.2,128,128,20,0.9,0.9,48,0.01,10,0.105446927,0.894553073,1.080528921,0.504037149
5,100,0.2,96,96,15,0.5,0.5,144,1,10,0.105452121,0.894547879,1.078519661,0.504037149
5,100,0.2,96,96,15,0.9,0.9,48,1,10,0.10547751,0.89452249,1.084656617,0.504037149
7,200,0.1,32,32,5,0.7,0.7,144,0.1,10,0.105491568,0.894508432,1.115101458,0.504037149
7,100,0.2,64,64,10,0.7,0.7,16,1,10,0.105502064,0.894497936,1.088754318,0.504037149
7,200,0.1,64,64,10,0.7,0.7,144,1,10,0.105504497,0.894495503,1.090984667,0.504037149
5,200,0.1,128,128,20,0.9,0.9,80,0.1,10,0.105512941,0.894487059,1.075068904,0.504037149
7,100,0.2,64,64,10,0.7,0.7,48,0.01,10,0.105523776,0.894476224,1.098300146,0.504037149
9,100,0.2,96,96,15,0.9,0.9,112,0.01,10,0.105533733,0.894466267,1.093782034,0.504037149
7,200,0.1,96,96,15,0.9,0.9,80,0.1,10,0.105539471,0.894460529,1.083586666,0.504037149
9,200,0.1,64,64,10,0.7,0.7,16,1,10,0.105541694,0.894458306,1.091011341,0.504037149
9,200,0.1,64,64,10,0.9,0.9,48,1,10,0.105549045,0.894450955,1.109977253,0.504037149
5,200,0.1,96,96,15,0.9,0.9,112,0.1,10,0.105568406,0.894431594,1.078934601,0.504037149
5,200,0.1,64,64,10,0.9,0.9,48,0.01,10,0.105573044,0.894426956,1.091602067,0.504037149
5,100,0.2,32,32,5,0.7,0.7,112,1,10,0.105586179,0.894413821,1.104303655,0.504037149
9,100,0.2,64,64,10,0.9,0.9,144,0.01,10,0.105624675,0.894375325,1.113272245,0.504037149
5,200,0.1,96,96,15,0.9,0.9,144,1,10,0.105647806,0.894352194,1.081117168,0.504037149
7,100,0.2,64,64,10,0.9,0.9,16,1,10,0.105651444,0.894348556,1.09084607,0.504037149
7,200,0.1,128,128,20,0.9,0.9,144,0.1,10,0.105689024,0.894310976,1.07863238,0.504037149
9,200,0.1,128,128,20,0.9,0.9,144,0.1,10,0.105689024,0.894310976,1.078733932,0.504037149
9,100,0.2,96,96,15,0.9,0.9,16,0.1,10,0.105703221,0.894296779,1.078710903,0.504037149
9,100,0.2,64,64,10,0.7,0.7,144,0.01,10,0.105703845,0.894296155,1.105493452,0.504037149
9,200,0.1,64,64,10,0.9,0.9,16,0.01,10,0.105712501,0.894287499,1.100981792,0.504037149
7,100,0.2,64,64,10,0.5,0.5,16,1,10,0.105749147,0.894250853,1.087948492,0.504037149
7,200,0.1,64,64,10,0.9,0.9,80,0.1,10,0.105763377,0.894236623,1.105800987,0.504037149
5,100,0.2,64,64,10,0.9,0.9,48,0.01,10,0.105789642,0.894210358,1.092472392,0.504037149
7,100,0.2,64,64,10,0.7,0.7,144,0.01,10,0.105806188,0.894193812,1.094286824,0.504037149
9,100,0.2,96,96,15,0.9,0.9,144,0.01,10,0.105839283,0.894160717,1.093189785,0.504037149
5,200,0.1,96,96,15,0.7,0.7,144,0.1,10,0.105855326,0.894144674,1.080035114,0.504037149
7,100,0.2,64,64,10,0.7,0.7,48,1,10,0.105857293,0.894142707,1.106034312,0.504037149
9,100,0.2,96,96,15,0.5,0.5,80,0.1,10,0.105875689,0.894124311,1.088040839,0.504037149
5,200,0.1,64,64,10,0.7,0.7,80,0.01,10,0.105881067,0.894118933,1.083614741,0.504037149
9,100,0.2,32,32,5,0.9,0.9,144,0.1,10,0.105882592,0.894117408,1.140780554,0.504037149
5,100,0.2,64,64,10,0.7,0.7,144,0.01,10,0.105884634,0.894115366,1.08875204,0.504037149
7,100,0.2,96,96,15,0.5,0.5,16,1,10,0.105885061,0.894114939,1.075111251,0.504037149
9,200,0.1,96,96,15,0.9,0.9,80,1,10,0.105886273,0.894113727,1.084230083,0.504037149
5,100,0.2,128,128,20,0.7,0.7,80,0.01,10,0.105902253,0.894097747,1.072555139,0.504037149
9,100,0.2,128,128,20,0.9,0.9,48,0.01,10,0.105903038,0.894096962,1.090932131,0.504037149
7,100,0.2,128,128,20,0.9,0.9,48,0.01,10,0.105903038,0.894096962,1.085504545,0.504037149
7,100,0.2,64,64,10,0.9,0.9,80,0.1,10,0.105903643,0.894096357,1.108955412,0.504037149
9,200,0.1,96,96,15,0.7,0.7,16,0.1,10,0.105940653,0.894059347,1.075631984,0.504037149
9,100,0.2,128,128,20,0.7,0.7,112,0.1,10,0.105941506,0.894058494,1.077892133,0.504037149
7,200,0.1,96,96,15,0.9,0.9,144,0.1,10,0.105947967,0.894052033,1.088433312,0.504037149
7,200,0.1,32,32,5,0.9,0.9,112,1,10,0.105957065,0.894042935,1.126200462,0.504037149
5,100,0.2,128,128,20,0.5,0.5,80,1,10,0.105975207,0.894024793,1.071800651,0.504037149
9,100,0.2,32,32,5,0.5,0.5,16,0.01,10,0.106008754,0.893991246,1.108478172,0.504037149
9,100,0.2,64,64,10,0.5,0.5,112,0.1,10,0.106009864,0.893990136,1.100868987,0.504037149
5,200,0.1,32,32,5,0.7,0.7,48,0.1,10,0.106020687,0.893979313,1.103996481,0.504037149
5,100,0.2,32,32,5,0.7,0.7,144,1,10,0.106021993,0.893978007,1.101333087,0.504037149
5,100,0.2,128,128,20,0.7,0.7,112,0.01,10,0.106055424,0.893944576,1.07805789,0.504037149
7,200,0.1,128,128,20,0.9,0.9,80,0.1,10,0.106097099,0.893902901,1.077088974,0.504037149
9,200,0.1,128,128,20,0.9,0.9,80,0.1,10,0.106097099,0.893902901,1.081560656,0.504037149
5,100,0.2,96,96,15,0.9,0.9,16,0.01,10,0.106108769,0.893891231,1.073397869,0.504037149
7,100,0.2,32,32,5,0.9,0.9,80,0.1,10,0.106120849,0.893879151,1.135091543,0.504037149
7,200,0.1,32,32,5,0.7,0.7,80,1,10,0.106137812,0.893862188,1.115863304,0.504037149
9,200,0.1,32,32,5,0.7,0.7,80,1,10,0.1061487,0.8938513,1.131067592,0.504037149
9,100,0.2,64,64,10,0.9,0.9,144,1,10,0.106165091,0.893834909,1.117035652,0.504037149
5,200,0.1,32,32,5,0.9,0.9,144,0.1,10,0.106193044,0.893806956,1.10684047,0.504037149
5,200,0.1,64,64,10,0.7,0.7,48,0.1,10,0.106201307,0.893798693,1.087363332,0.504037149
5,200,0.1,128,128,20,0.7,0.7,144,1,10,0.106205726,0.893794274,1.074449268,0.504037149
7,100,0.2,96,96,15,0.7,0.7,144,0.01,10,0.106226364,0.893773636,1.08222761,0.504037149
9,100,0.2,32,32,5,0.5,0.5,48,0.1,10,0.106264997,0.893735003,1.127971364,0.504037149
7,200,0.1,64,64,10,0.9,0.9,112,0.1,10,0.106318634,0.893681366,1.105487546,0.504037149
5,200,0.1,32,32,5,0.7,0.7,48,1,10,0.10632288,0.89367712,1.104594607,0.504037149
9,200,0.1,128,128,20,0.7,0.7,144,0.1,10,0.106342041,0.893657959,1.078135101,0.504037149
7,200,0.1,128,128,20,0.7,0.7,144,0.1,10,0.106342041,0.893657959,1.076656757,0.504037149
9,200,0.1,96,96,15,0.7,0.7,16,0.01,10,0.106352799,0.893647201,1.075894209,0.504037149
7,100,0.2,32,32,5,0.9,0.9,144,1,10,0.106357374,0.893642626,1.134739745,0.504037149
9,100,0.2,32,32,5,0.5,0.5,112,0.01,10,0.106375843,0.893624157,1.130671068,0.504037149
7,200,0.1,96,96,15,0.7,0.7,16,0.01,10,0.106403296,0.893596704,1.076754459,0.504037149
5,100,0.2,128,128,20,0.5,0.5,80,0.1,10,0.106415967,0.893584033,1.077299251,0.504037149
9,100,0.2,32,32,5,0.7,0.7,80,1,10,0.106416887,0.893583113,1.136445362,0.504037149
9,100,0.2,96,96,15,0.9,0.9,48,0.01,10,0.106421914,0.893578086,1.088271607,0.504037149
7,100,0.2,32,32,5,0.5,0.5,80,0.01,10,0.10642608,0.89357392,1.121743082,0.504037149
5,200,0.1,32,32,5,0.5,0.5,80,1,10,0.106436414,0.893563586,1.092994064,0.504037149
5,200,0.1,128,128,20,0.5,0.5,112,0.01,10,0.106455852,0.893544148,1.074513385,0.504037149
5,100,0.2,64,64,10,0.9,0.9,48,1,10,0.106490522,0.893509478,1.090334662,0.504037149
5,200,0.1,128,128,20,0.9,0.9,48,0.01,10,0.106508471,0.893491529,1.081250763,0.504037149
9,100,0.2,32,32,5,0.5,0.5,48,1,10,0.10652489,0.89347511,1.125940147,0.504037149
9,200,0.1,64,64,10,0.9,0.9,48,0.1,10,0.106538784,0.893461216,1.115726034,0.504037149
5,100,0.2,32,32,5,0.9,0.9,144,0.01,10,0.106565986,0.893434014,1.108651875,0.504037149
9,100,0.2,32,32,5,0.7,0.7,80,0.1,10,0.106609564,0.893390436,1.141805707,0.504037149
7,200,0.1,96,96,15,0.7,0.7,80,0.01,10,0.10662119,0.89337881,1.07886225,0.504037149
7,100,0.2,32,32,5,0.9,0.9,16,0.01,10,0.106624755,0.893375245,1.138572231,0.504037149
5,100,0.2,32,32,5,0.9,0.9,16,0.01,10,0.106634312,0.893365688,1.106275031,0.504037149
7,100,0.2,64,64,10,0.5,0.5,80,0.1,10,0.106657612,0.893342388,1.100705668,0.504037149
9,100,0.2,96,96,15,0.7,0.7,16,1,10,0.10666486,0.89333514,1.078363653,0.504037149
9,100,0.2,96,96,15,0.7,0.7,16,0.01,10,0.106709936,0.893290064,1.078064473,0.504037149
9,200,0.1,128,128,20,0.5,0.5,112,0.01,10,0.10671742,0.89328258,1.075576667,0.504037149
7,200,0.1,128,128,20,0.5,0.5,112,0.01,10,0.10671742,0.89328258,1.076590387,0.504037149
5,100,0.2,128,128,20,0.7,0.7,48,0.01,10,0.106814071,0.893185929,1.07699333,0.504037149
5,200,0.1,32,32,5,0.7,0.7,144,0.1,10,0.106829938,0.893170062,1.100041685,0.504037149
7,100,0.2,96,96,15,0.5,0.5,144,1,10,0.106832427,0.893167573,1.084155348,0.504037149
9,200,0.1,96,96,15,0.9,0.9,80,0.01,10,0.106832646,0.893167354,1.088874493,0.504037149
7,100,0.2,32,32,5,0.7,0.7,80,0.01,10,0.106894393,0.893105607,1.125378615,0.504037149
7,100,0.2,96,96,15,0.9,0.9,112,1,10,0.106957605,0.893042395,1.091609992,0.504037149
9,100,0.2,32,32,5,0.9,0.9,144,1,10,0.106962568,0.893037432,1.141751521,0.504037149
7,100,0.2,96,96,15,0.7,0.7,16,1,10,0.106994313,0.893005687,1.0737977,0.504037149
9,100,0.2,128,128,20,0.5,0.5,80,0.1,10,0.106996986,0.893003014,1.076521985,0.504037149
7,100,0.2,128,128,20,0.5,0.5,80,0.1,10,0.106996986,0.893003014,1.082534166,0.504037149
7,100,0.2,96,96,15,0.9,0.9,144,0.1,10,0.107001518,0.892998482,1.093382437,0.504037149
5,100,0.2,32,32,5,0.5,0.5,80,0.01,10,0.107001791,0.892998209,1.095170834,0.504037149
5,100,0.2,32,32,5,0.5,0.5,16,0.1,10,0.107049979,0.892950021,1.099522591,0.504037149
5,200,0.1,64,64,10,0.9,0.9,16,0.1,10,0.10706989,0.89293011,1.076629489,0.504037149
5,100,0.2,96,96,15,0.7,0.7,16,0.01,10,0.107079068,0.892920932,1.075516657,0.504037149
5,100,0.2,128,128,20,0.9,0.9,16,0.1,10,0.107093605,0.892906395,1.07512037,0.504037149
5,200,0.1,96,96,15,0.7,0.7,144,0.01,10,0.107139735,0.892860265,1.078151661,0.504037149
7,100,0.2,96,96,15,0.5,0.5,16,0.1,10,0.107162734,0.892837266,1.075672643,0.504037149
5,200,0.1,128,128,20,0.5,0.5,112,0.1,10,0.107183792,0.892816208,1.0734735,0.504037149
9,100,0.2,32,32,5,0.7,0.7,144,1,10,0.107211921,0.892788079,1.1390776,0.504037149
9,100,0.2,32,32,5,0.7,0.7,112,1,10,0.107289044,0.892710956,1.133078467,0.504037149
9,100,0.2,32,32,5,0.9,0.9,112,0.01,10,0.107293488,0.892706512,1.144120376,0.504037149
5,100,0.2,128,128,20,0.5,0.5,80,0.01,10,0.107298674,0.892701326,1.075269576,0.504037149
5,200,0.1,64,64,10,0.9,0.9,144,0.01,10,0.107313529,0.892686471,1.090968474,0.504037149
9,200,0.1,32,32,5,0.5,0.5,80,1,10,0.107334952,0.892665048,1.117749162,0.504037149
5,200,0.1,32,32,5,0.9,0.9,80,1,10,0.10734555,0.89265445,1.107124366,0.504037149
9,200,0.1,96,96,15,0.9,0.9,144,1,10,0.107355353,0.892644647,1.090254083,0.504037149
7,100,0.2,96,96,15,0.9,0.9,112,0.01,10,0.10739405,0.89260595,1.088130459,0.504037149
5,100,0.2,128,128,20,0.7,0.7,112,1,10,0.107406587,0.892593413,1.07357069,0.504037149
7,100,0.2,128,128,20,0.9,0.9,16,1,10,0.107426275,0.892573725,1.077361917,0.504037149
