max_depth_XGB,reg_lambda_XGB,n_estimators_XGB,n_estimators_random,learning_rate_XGB,min_samples_split_random,min_samples_leaf_random,subsample_XGB,colsample_bytree_XGB,max_features_random,max_samples_random,max_depth_random,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2
7,7,100,100,0.1,48,48,0.7,0.7,0.7,0.7,9,144,1,10,0.51100652,0.48899348
9,9,100,100,0.1,48,48,0.7,0.7,0.7,0.7,9,144,0.01,10,0.511010179,0.488989821
9,9,100,100,0.1,48,48,0.7,0.7,0.7,0.7,9,144,0.1,10,0.511016622,0.488983378
7,7,200,200,0.05,48,48,0.7,0.7,0.7,0.7,7,112,1,10,0.511025504,0.488974496
9,9,100,100,0.1,48,48,0.7,0.7,0.7,0.7,9,144,1,10,0.511042378,0.488957622
9,9,200,200,0.05,48,48,0.7,0.7,0.7,0.7,7,112,0.1,10,0.511066901,0.488933099
9,9,200,200,0.05,48,48,0.7,0.7,0.7,0.7,7,112,0.01,10,0.511068703,0.488931297
3,3,200,200,0.05,48,48,0.7,0.7,0.7,0.7,5,80,1,10,0.511071686,0.488928314
9,9,200,200,0.05,48,48,0.7,0.7,0.7,0.7,7,112,1,10,0.511114398,0.488885602
3,3,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,0.01,10,0.51176923,0.48823077
3,3,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,0.1,10,0.511771895,0.488228105
5,5,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,0.01,10,0.511829922,0.488170078
3,3,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,1,10,0.511830623,0.488169377
5,5,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,0.1,10,0.511838945,0.488161055
5,5,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,1,10,0.511861221,0.488138779
7,7,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,0.01,10,0.511896161,0.488103839
7,7,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,0.1,10,0.511901643,0.488098357
7,7,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,1,10,0.511946828,0.488053172
9,9,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,0.01,10,0.511974673,0.488025327
9,9,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,0.1,10,0.511978865,0.488021135
9,9,200,200,0.05,48,48,0.7,0.7,0.7,0.7,9,144,1,10,0.512010257,0.487989743
5,5,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.01,10,0.512284008,0.487715992
5,5,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.1,10,0.512294928,0.487705072
5,5,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,1,10,0.512412193,0.487587807
7,7,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.01,10,0.512465658,0.487534342
7,7,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.1,10,0.512468672,0.487531328
7,7,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,1,10,0.5125622,0.4874378
9,9,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.01,10,0.512632792,0.487367208
9,9,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.1,10,0.512644676,0.487355324
9,9,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,1,10,0.512755744,0.487244256
3,3,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.1,10,0.51357246,0.48642754
3,3,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.01,10,0.513576424,0.486423576
3,3,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,1,10,0.51358927,0.48641073
5,5,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,0.01,5,0.516617558,0.483382442
5,5,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,0.1,5,0.51662447,0.48337553
5,5,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,1,5,0.516762397,0.483237603
7,7,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,0.01,5,0.516843327,0.483156673
7,7,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,0.1,5,0.516850827,0.483149173
7,7,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,1,5,0.516930735,0.483069265
9,9,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,0.01,5,0.517041007,0.482958993
9,9,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,0.1,5,0.5170664,0.4829336
9,9,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,1,5,0.517220768,0.482779232
3,3,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,0.01,5,0.517385967,0.482614033
3,3,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,0.1,5,0.517404997,0.482595003
3,3,100,100,0.1,16,16,0.7,0.7,0.7,0.7,5,80,1,5,0.517493947,0.482506053
5,5,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,0.01,5,0.52141738,0.47858262
5,5,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,0.1,5,0.521434181,0.478565819
5,5,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,1,5,0.521486767,0.478513233
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,1,10,0.521504193,0.478495807
7,7,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,0.01,5,0.521539316,0.478460684
7,7,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,0.1,5,0.521543135,0.478456865
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.521552769,0.478447231
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.521579246,0.478420754
7,7,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,1,5,0.521594854,0.478405146
9,9,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,0.01,5,0.521640353,0.478359647
9,9,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,0.1,5,0.521649702,0.478350298
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.521660503,0.478339497
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.521699135,0.478300865
9,9,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,1,5,0.521734113,0.478265887
3,3,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,0.01,5,0.521774779,0.478225221
3,3,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,0.1,5,0.521780081,0.478219919
3,3,200,200,0.05,16,16,0.7,0.7,0.7,0.7,5,80,1,5,0.521839729,0.478160271
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,1,10,0.52196908,0.47803092
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.522122583,0.477877417
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.522170187,0.477829813
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.522192878,0.477807122
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.52222051,0.47777949
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,1,10,0.522331202,0.477668798
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,1,10,0.522359452,0.477640548
5,5,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,1,10,0.522434023,0.477565977
5,5,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.1,10,0.522493146,0.477506854
5,5,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.01,10,0.522512466,0.477487534
7,7,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.01,10,0.522588916,0.477411084
7,7,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.1,10,0.522627652,0.477372348
7,7,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,1,10,0.52288789,0.47711211
3,3,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.01,10,0.52306256,0.47693744
3,3,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.1,10,0.523110354,0.476889646
9,9,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.01,10,0.523113573,0.476886427
9,9,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.1,10,0.523147848,0.476852152
3,3,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,0.01,5,0.523210779,0.476789221
3,3,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,0.1,5,0.523226418,0.476773582
5,5,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,0.01,5,0.523247131,0.476752869
5,5,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,0.1,5,0.52325546,0.47674454
3,3,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,1,10,0.523271558,0.476728442
9,9,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,1,10,0.52327895,0.47672105
5,5,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,1,5,0.523281264,0.476718736
7,7,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,0.01,5,0.523339869,0.476660131
7,7,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,0.1,5,0.523345358,0.476654642
7,7,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,1,5,0.523352299,0.476647701
3,3,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,1,5,0.523372785,0.476627215
9,9,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,0.01,5,0.523414352,0.476585648
9,9,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,0.1,5,0.52341791,0.47658209
9,9,100,100,0.1,32,32,0.7,0.7,0.7,0.7,7,112,1,5,0.523513875,0.476486125
5,5,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,0.01,5,0.524289554,0.475710446
5,5,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,0.1,5,0.524295005,0.475704995
5,5,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,1,10,0.524387049,0.475612951
5,5,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,1,5,0.52443488,0.47556512
5,5,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.1,10,0.524437318,0.475562682
5,5,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.01,10,0.524465738,0.475534262
7,7,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,0.01,5,0.524520747,0.475479253
7,7,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,0.1,5,0.524526993,0.475473007
7,7,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.01,10,0.524548228,0.475451772
7,7,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.1,10,0.524586864,0.475413136
7,7,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,1,5,0.524613522,0.475386478
9,9,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,0.01,5,0.524723708,0.475276292
3,3,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,0.01,5,0.52474358,0.47525642
3,3,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,0.1,5,0.524749493,0.475250507
9,9,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,0.1,5,0.524749834,0.475250166
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,0.01,5,0.524817981,0.475182019
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,0.1,5,0.524829622,0.475170378
5,5,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,0.01,5,0.524858662,0.475141338
7,7,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,1,10,0.524863705,0.475136295
5,5,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,0.1,5,0.524864449,0.475135551
5,5,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,1,5,0.524879373,0.475120627
3,3,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,1,5,0.524881259,0.475118741
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,0.01,5,0.524885739,0.475114261
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,0.1,5,0.524898162,0.475101838
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,1,5,0.524902448,0.475097552
9,9,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,1,5,0.524912595,0.475087405
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,1,5,0.524917711,0.475082289
7,7,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,0.01,5,0.524953035,0.475046965
7,7,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,0.1,5,0.524969416,0.475030584
9,9,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,0.01,5,0.52500186,0.47499814
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,0.01,5,0.525002904,0.474997096
9,9,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,0.1,5,0.525006894,0.474993106
3,3,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.01,10,0.525007404,0.474992596
7,7,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,1,5,0.525009604,0.474990396
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,0.1,5,0.525014985,0.474985015
9,9,100,100,0.1,32,32,0.7,0.7,0.7,0.7,9,144,1,5,0.525029182,0.474970818
3,3,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.1,10,0.52505647,0.47494353
3,3,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,0.01,5,0.525065683,0.474934317
3,3,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,0.1,5,0.525084916,0.474915084
9,9,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.01,10,0.525093309,0.474906691
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,1,5,0.525102798,0.474897202
9,9,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.1,10,0.525118315,0.474881685
3,3,100,100,0.1,32,32,0.7,0.7,0.7,0.7,5,80,1,5,0.525169227,0.474830773
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,0.1,5,0.525209835,0.474790165
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,0.01,5,0.525222112,0.474777888
3,3,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,1,10,0.52522395,0.47477605
9,9,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,1,10,0.525262747,0.474737253
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,5,80,1,5,0.525304024,0.474695976
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,0.01,5,0.525992264,0.474007736
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.525997924,0.474002076
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,1,5,0.526069067,0.473930933
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,0.01,5,0.526118502,0.473881498
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.526123737,0.473876263
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,1,5,0.526171229,0.473828771
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,0.01,5,0.526272658,0.473727342
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.526286184,0.473713816
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,1,5,0.52639255,0.47360745
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.526440853,0.473559147
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,0.01,5,0.526455473,0.473544527
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,7,112,1,5,0.526506871,0.473493129
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,0.01,5,0.526669179,0.473330821
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,0.1,5,0.526677307,0.473322693
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,1,5,0.526735253,0.473264747
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,0.01,5,0.526741645,0.473258355
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,0.1,5,0.526744406,0.473255594
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,1,5,0.526775767,0.473224233
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,0.01,5,0.526822078,0.473177922
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,0.1,5,0.52682831,0.47317169
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,1,5,0.526865394,0.473134606
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,0.01,5,0.526923397,0.473076603
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,0.1,5,0.526927977,0.473072023
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,0.01,5,0.52696353,0.47303647
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.526968192,0.473031808
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,5,80,1,5,0.526968432,0.473031568
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,1,5,0.527006888,0.472993112
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,0.01,5,0.52703361,0.47296639
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.527033794,0.472966206
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,1,5,0.52705569,0.47294431
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,0.01,5,0.527076869,0.472923131
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,0.1,5,0.527081744,0.472918256
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,0.01,5,0.527097961,0.472902039
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.527103253,0.472896747
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,1,5,0.527113305,0.472886695
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,0.1,5,0.527132972,0.472867028
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,0.01,5,0.52713386,0.47286614
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,1,5,0.527161221,0.472838779
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,0.1,5,0.52718703,0.47281297
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,0.01,5,0.527194814,0.472805186
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,1,5,0.52719883,0.47280117
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,7,112,1,5,0.527219764,0.472780236
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,0.01,5,0.527287128,0.472712872
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,0.1,5,0.527291304,0.472708696
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,1,5,0.527358383,0.472641617
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,0.1,5,0.527371652,0.472628348
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.01,10,0.527372078,0.472627922
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,0.01,5,0.527383301,0.472616699
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,9,144,1,5,0.52738511,0.47261489
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.1,10,0.527411472,0.472588528
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,0.01,5,0.527551202,0.472448798
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,0.1,5,0.527554865,0.472445135
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,1,5,0.527571952,0.472428048
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,1,10,0.52758657,0.47241343
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,0.01,5,0.527590269,0.472409731
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,0.1,5,0.527591933,0.472408067
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,1,5,0.527611603,0.472388397
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,0.01,5,0.527647507,0.472352493
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,0.1,5,0.527650406,0.472349594
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.01,10,0.527668225,0.472331775
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.1,10,0.527679232,0.472320768
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,1,5,0.527681944,0.472318056
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,1,10,0.527683751,0.472316249
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,0.1,5,0.527695374,0.472304626
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,0.01,5,0.527698048,0.472301952
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,9,144,1,5,0.527712014,0.472287986
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.01,10,0.527831748,0.472168252
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.1,10,0.527840661,0.472159339
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,1,10,0.527883769,0.472116231
3,3,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.1,10,0.528307794,0.471692206
3,3,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.01,10,0.528310508,0.471689492
3,3,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,1,10,0.528339475,0.471660525
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.528907674,0.471092326
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.528917489,0.471082511
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,1,10,0.528982861,0.471017139
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.529095535,0.470904465
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.529114075,0.470885925
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.01,10,0.529196943,0.470803057
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.1,10,0.52921094,0.47078906
3,3,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,1,10,0.529216024,0.470783976
3,3,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.01,10,0.52922362,0.47077638
3,3,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.1,10,0.529225936,0.470774064
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,1,10,0.529238761,0.470761239
3,3,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,0.01,5,0.529295534,0.470704466
3,3,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,0.1,5,0.529297623,0.470702377
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.529315931,0.470684069
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,1,10,0.529326336,0.470673664
5,5,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,0.01,5,0.529327664,0.470672336
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.529337163,0.470662837
5,5,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,0.1,5,0.529338157,0.470661843
5,5,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,1,5,0.529344017,0.470655983
3,3,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,1,5,0.529350512,0.470649488
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.01,10,0.529362243,0.470637757
7,7,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,0.01,5,0.529367291,0.470632709
7,7,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,0.1,5,0.529373132,0.470626868
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.1,10,0.529373674,0.470626326
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,1,10,0.529387175,0.470612825
7,7,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,1,5,0.529399263,0.470600737
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.01,10,0.529401153,0.470598847
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.1,10,0.52940976,0.47059024
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.1,10,0.529425057,0.470574943
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.01,10,0.529431953,0.470568047
9,9,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,0.1,5,0.529432681,0.470567319
9,9,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,0.01,5,0.529433822,0.470566178
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,1,10,0.529436807,0.470563193
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,1,10,0.529453077,0.470546923
9,9,200,200,0.05,32,32,0.7,0.7,0.7,0.7,7,112,1,5,0.529466518,0.470533482
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,1,10,0.529491598,0.470508402
3,3,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,0.01,5,0.529835399,0.470164601
3,3,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,0.1,5,0.529837574,0.470162426
5,5,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,0.01,5,0.529879741,0.470120259
3,3,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,1,5,0.529884238,0.470115762
5,5,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,0.1,5,0.529888094,0.470111906
5,5,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,1,5,0.529898082,0.470101918
7,7,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,0.01,5,0.529919429,0.470080571
7,7,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,0.1,5,0.529923044,0.470076956
7,7,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,1,5,0.529957372,0.470042628
9,9,200,200,0.05,32,32,0.7,0.7,0.7,0.7,9,144,0.01,5,0.529965146,0.470034854
