max_depth_XGB,reg_lambda_XGB,n_estimators_XGB,n_estimators_random,learning_rate_XGB,min_samples_split_random,min_samples_leaf_random,subsample_XGB,colsample_bytree_XGB,max_features_random,max_samples_random,max_depth_random,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2
9,9,100,100,0.1,48,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.552327963,0.447672037
9,9,100,100,0.1,48,48,0.7,0.7,0.7,0.7,3,48,1,10,0.552427812,0.447572188
3,3,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.1,5,0.552834604,0.447165396
3,3,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,0.01,5,0.552835298,0.447164702
3,3,200,200,0.05,16,16,0.9,0.9,0.5,0.5,5,80,1,5,0.552862933,0.447137067
5,5,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,0.01,10,0.553217061,0.446782939
5,5,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.553231107,0.446768893
5,5,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,1,10,0.553356276,0.446643724
7,7,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.553441496,0.446558504
7,7,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,0.01,10,0.553453989,0.446546011
7,7,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,1,10,0.553527907,0.446472093
9,9,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,0.01,10,0.553682583,0.446317417
9,9,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.553682605,0.446317395
9,9,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,1,10,0.553776292,0.446223708
3,3,100,100,0.1,16,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.553811365,0.446188635
3,3,100,100,0.1,16,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.553845302,0.446154698
3,3,100,100,0.1,16,16,0.7,0.7,0.7,0.7,3,48,1,10,0.553896801,0.446103199
3,3,100,100,0.1,48,48,0.7,0.7,0.7,0.7,3,48,0.01,10,0.554073416,0.445926584
3,3,100,100,0.1,48,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.554106186,0.445893814
3,3,100,100,0.1,48,48,0.7,0.7,0.7,0.7,3,48,1,10,0.55416859,0.44583141
5,5,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.55428201,0.44571799
5,5,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.554297459,0.445702541
5,5,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,1,10,0.554423096,0.445576904
7,7,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.554506587,0.445493413
7,7,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.554517181,0.445482819
3,3,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,0.01,10,0.55454957,0.44545043
3,3,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,0.1,10,0.554553936,0.445446064
7,7,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,1,10,0.55459176,0.44540824
3,3,200,200,0.05,48,48,0.7,0.7,0.7,0.7,3,48,1,10,0.554632566,0.445367434
9,9,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.554746638,0.445253362
9,9,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.554746913,0.445253087
9,9,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,1,10,0.554842825,0.445157175
3,3,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,0.01,10,0.555639997,0.444360003
3,3,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,0.1,10,0.55564461,0.44435539
3,3,200,200,0.05,16,16,0.7,0.7,0.7,0.7,3,48,1,10,0.555718501,0.444281499
5,5,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,0.01,10,0.558211242,0.441788758
5,5,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,0.1,10,0.558252123,0.441747877
5,5,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,1,10,0.558576267,0.441423733
7,7,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,0.1,10,0.558711644,0.441288356
7,7,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,0.01,10,0.558724855,0.441275145
7,7,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,1,10,0.55884726,0.44115274
9,9,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,0.01,10,0.55918032,0.44081968
9,9,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,0.1,10,0.559186925,0.440813075
9,9,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,1,10,0.559293563,0.440706437
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,1,5,0.560083774,0.439916226
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.1,5,0.560091177,0.439908823
5,5,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.01,5,0.560112626,0.439887374
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.01,5,0.560211355,0.439788645
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.1,5,0.560242955,0.439757045
5,5,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,1,5,0.560434381,0.439565619
5,5,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.1,5,0.560444421,0.439555579
5,5,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.01,5,0.560465951,0.439534049
7,7,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,1,5,0.560482066,0.439517934
7,7,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.01,5,0.560560191,0.439439809
7,7,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.1,5,0.560591681,0.439408319
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.01,5,0.560611677,0.439388323
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.1,5,0.560657206,0.439342794
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.01,5,0.560666408,0.439333592
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,0.1,5,0.560682029,0.439317971
3,3,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,1,5,0.560796237,0.439203763
7,7,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,1,5,0.560829784,0.439170216
9,9,100,100,0.1,48,48,0.5,0.5,0.9,0.9,3,48,1,5,0.560843446,0.439156554
3,3,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,0.01,10,0.560959806,0.439040194
3,3,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.01,5,0.560963465,0.439036535
3,3,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,0.1,10,0.560995094,0.439004906
3,3,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.1,5,0.561008829,0.438991171
9,9,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.01,5,0.561014749,0.438985251
9,9,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,0.1,5,0.561030023,0.438969977
3,3,100,100,0.1,64,64,0.7,0.7,0.7,0.7,3,48,1,10,0.561060013,0.438939987
3,3,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,1,5,0.561149484,0.438850516
9,9,100,100,0.1,32,32,0.5,0.5,0.9,0.9,3,48,1,5,0.561191236,0.438808764
5,5,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,0.01,10,0.562220162,0.437779838
5,5,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,0.1,10,0.562233583,0.437766417
5,5,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,1,10,0.562369522,0.437630478
7,7,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,0.1,10,0.562461643,0.437538357
7,7,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,0.01,10,0.562472273,0.437527727
7,7,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,1,10,0.562551454,0.437448546
9,9,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,0.1,10,0.56271425,0.43728575
9,9,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,0.01,10,0.562714962,0.437285038
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.01,5,0.56278225,0.43721775
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.1,5,0.562814517,0.437185483
9,9,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,1,10,0.562816164,0.437183836
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,1,5,0.562966893,0.437033107
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.01,5,0.563040497,0.436959503
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.1,5,0.563047146,0.436952854
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,1,5,0.563077176,0.436922824
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.01,5,0.563204662,0.436795338
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.1,5,0.563213397,0.436786603
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,1,5,0.56324109,0.43675891
3,3,100,100,0.1,32,32,0.9,0.9,0.5,0.5,7,112,0.01,5,0.56357733,0.43642267
3,3,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,0.01,10,0.563590128,0.436409872
3,3,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,0.1,10,0.563595259,0.436404741
5,5,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,1,5,0.563661223,0.436338777
5,5,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.1,5,0.563665661,0.436334339
3,3,200,200,0.05,64,64,0.7,0.7,0.7,0.7,3,48,1,10,0.563675554,0.436324446
5,5,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.01,5,0.563687836,0.436312164
7,7,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.01,5,0.563791176,0.436208824
7,7,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.1,5,0.563822544,0.436177456
7,7,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,1,5,0.56406349,0.43593651
3,3,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.01,5,0.56418437,0.43581563
3,3,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.1,5,0.564230099,0.435769901
9,9,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.01,5,0.564249477,0.435750523
9,9,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,0.1,5,0.564264151,0.435735849
3,3,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,1,5,0.564372466,0.435627534
9,9,100,100,0.1,64,64,0.5,0.5,0.9,0.9,3,48,1,5,0.56442868,0.43557132
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.01,5,0.564468514,0.435531486
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.1,5,0.564480919,0.435519081
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,1,5,0.56457903,0.43542097
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,1,5,0.564654409,0.435345591
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.01,5,0.564656437,0.435343563
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.1,5,0.564666805,0.435333195
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.1,5,0.564687295,0.435312705
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,0.01,5,0.564695758,0.435304242
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,0.01,5,0.564699462,0.435300538
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,0.1,5,0.564735291,0.435264709
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,9,144,1,5,0.564741831,0.435258169
5,5,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,1,5,0.565080523,0.434919477
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,0.01,5,0.565305245,0.434694755
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,0.1,5,0.565310231,0.434689769
7,7,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,1,5,0.565488662,0.434511338
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,0.01,5,0.565652924,0.434347076
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,0.1,5,0.565652943,0.434347057
9,9,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,1,5,0.56582307,0.43417693
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.1,5,0.566425756,0.433574244
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.01,5,0.566434645,0.433565355
5,5,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,1,5,0.566506324,0.433493676
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.01,5,0.566599936,0.433400064
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.1,5,0.566617547,0.433382453
7,7,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,1,5,0.566736967,0.433263033
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.01,5,0.566765444,0.433234556
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.1,5,0.566782609,0.433217391
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.01,5,0.566841108,0.433158892
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,0.1,5,0.566850112,0.433149888
3,3,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,1,5,0.566869122,0.433130878
5,5,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,0.1,5,0.566924469,0.433075531
5,5,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,0.01,5,0.566933343,0.433066657
9,9,200,200,0.05,48,48,0.5,0.5,0.9,0.9,3,48,1,5,0.566933873,0.433066127
5,5,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,1,5,0.567004007,0.432995993
7,7,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,0.01,5,0.567097147,0.432902853
7,7,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,0.1,5,0.567115085,0.432884915
3,3,100,100,0.1,32,32,0.9,0.9,0.5,0.5,5,80,0.01,5,0.567130631,0.432869369
7,7,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,1,5,0.56723413,0.43276587
3,3,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,0.01,5,0.567265571,0.432734429
3,3,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,0.1,5,0.567282802,0.432717198
9,9,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,0.01,5,0.567338246,0.432661754
9,9,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,0.1,5,0.56734701,0.43265299
3,3,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,1,5,0.567369393,0.432630607
9,9,200,200,0.05,32,32,0.5,0.5,0.9,0.9,3,48,1,5,0.567430457,0.432569543
5,5,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,1,5,0.568473251,0.431526749
5,5,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,0.1,5,0.568480054,0.431519946
5,5,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,0.01,5,0.5685024,0.4314976
7,7,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,0.01,5,0.568602447,0.431397553
7,7,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,0.1,5,0.568635467,0.431364533
5,5,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,0.01,10,0.568861129,0.431138871
7,7,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,1,5,0.568883352,0.431116648
5,5,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,0.1,10,0.568903653,0.431096347
3,3,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,0.01,5,0.569016253,0.430983747
3,3,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,0.1,5,0.569062123,0.430937877
9,9,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,0.01,5,0.569072088,0.430927912
9,9,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,0.1,5,0.56908806,0.43091194
3,3,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,1,5,0.569209368,0.430790632
9,9,100,100,0.1,16,16,0.5,0.5,0.9,0.9,3,48,1,5,0.56925389,0.43074611
5,5,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,1,10,0.56930354,0.43069646
7,7,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,0.01,10,0.569528731,0.430471269
7,7,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,0.1,10,0.569538313,0.430461687
7,7,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,1,10,0.569728871,0.430271129
9,9,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,0.1,10,0.569951206,0.430048794
9,9,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,0.01,10,0.569956039,0.430043961
9,9,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,1,10,0.570218947,0.429781053
5,5,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,0.1,5,0.57128905,0.42871095
5,5,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,0.01,5,0.571297998,0.428702002
5,5,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,1,5,0.571372624,0.428627376
7,7,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,0.01,5,0.571467973,0.428532027
7,7,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,0.1,5,0.571485801,0.428514199
5,5,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,0.01,5,0.571569065,0.428430935
5,5,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,0.1,5,0.571581397,0.428418603
7,7,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,1,5,0.571608077,0.428391923
5,5,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,1,5,0.571627653,0.428372347
3,3,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,0.01,5,0.571630916,0.428369084
3,3,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,0.1,5,0.571648182,0.428351818
7,7,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,0.01,5,0.571677186,0.428322814
7,7,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,0.1,5,0.571678814,0.428321186
9,9,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,0.01,5,0.571714041,0.428285959
7,7,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,1,5,0.571716601,0.428283399
9,9,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,0.1,5,0.571723039,0.428276961
3,3,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,1,5,0.571738141,0.428261859
9,9,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,0.01,5,0.571784203,0.428215797
9,9,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,0.1,5,0.571792547,0.428207453
9,9,200,200,0.05,64,64,0.5,0.5,0.9,0.9,3,48,1,5,0.57180879,0.42819121
9,9,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,1,5,0.571821423,0.428178577
3,3,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,0.01,10,0.571956942,0.428043058
3,3,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,0.1,10,0.571964901,0.428035099
3,3,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,0.1,5,0.571996713,0.428003287
3,3,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,0.01,5,0.571999804,0.428000196
3,3,200,200,0.05,32,32,0.9,0.9,0.5,0.5,7,112,1,5,0.572021921,0.427978079
3,3,100,100,0.1,48,48,0.9,0.9,0.5,0.5,5,80,1,10,0.572043167,0.427956833
5,5,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,0.01,10,0.57206425,0.42793575
5,5,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,0.1,10,0.572105015,0.427894985
5,5,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,1,10,0.572304219,0.427695781
3,3,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,0.01,5,0.572414065,0.427585935
7,7,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,0.01,10,0.572415799,0.427584201
3,3,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,0.1,5,0.572417479,0.427582521
7,7,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,0.1,10,0.57242911,0.42757089
7,7,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,1,10,0.572441944,0.427558056
3,3,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,1,5,0.572449448,0.427550552
5,5,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,0.01,5,0.572477214,0.427522786
5,5,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,0.1,5,0.572484933,0.427515067
5,5,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,1,5,0.572513441,0.427486559
7,7,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,0.01,5,0.572539941,0.427460059
7,7,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,0.1,5,0.572544376,0.427455624
7,7,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,1,5,0.572565035,0.427434965
9,9,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,0.1,5,0.572607461,0.427392539
9,9,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,0.01,5,0.572608724,0.427391276
9,9,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,0.01,10,0.57261819,0.42738181
9,9,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,0.1,10,0.572633435,0.427366565
9,9,200,200,0.05,32,32,0.9,0.9,0.5,0.5,9,144,1,5,0.57264,0.42736
9,9,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,1,10,0.572687917,0.427312083
3,3,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,0.1,10,0.573123896,0.426876104
3,3,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,0.01,10,0.573124451,0.426875549
3,3,100,100,0.1,48,48,0.9,0.9,0.5,0.5,7,112,1,10,0.573161984,0.426838016
5,5,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,0.01,10,0.574205367,0.425794633
3,3,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,1,10,0.574215409,0.425784591
5,5,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,0.1,10,0.574219026,0.425780974
3,3,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,0.01,10,0.574221019,0.425778981
3,3,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,0.1,10,0.57422524,0.42577476
5,5,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,1,10,0.574352649,0.425647351
7,7,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,1,10,0.5744358,0.4255642
7,7,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,0.01,10,0.574445229,0.425554771
7,7,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,0.1,10,0.574455557,0.425544443
9,9,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,0.1,10,0.574492489,0.425507511
9,9,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,0.01,10,0.57449788,0.42550212
9,9,100,100,0.1,48,48,0.9,0.9,0.5,0.5,9,144,1,10,0.574576372,0.425423628
5,5,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,0.01,5,0.574938421,0.425061579
5,5,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,0.1,5,0.574950229,0.425049771
5,5,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,1,5,0.575064866,0.424935134
7,7,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,0.01,5,0.575142496,0.424857504
7,7,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,0.1,5,0.57514577,0.42485423
7,7,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,1,5,0.575243609,0.424756391
9,9,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,0.01,5,0.575324414,0.424675586
9,9,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,0.1,5,0.575338196,0.424661804
9,9,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,1,5,0.575443605,0.424556395
5,5,200,200,0.05,16,16,0.5,0.5,0.9,0.9,3,48,0.1,5,0.57619916,0.42380084
5,5,200,200,0.05,16,16,0.5,0.5,0.9,0.9,3,48,0.01,5,0.576208212,0.423791788
3,3,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,0.1,5,0.576212433,0.423787567
3,3,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,0.01,5,0.57621251,0.42378749
5,5,100,100,0.1,64,64,0.7,0.7,0.7,0.7,5,80,0.01,5,0.576222598,0.423777402
5,5,100,100,0.1,64,64,0.7,0.7,0.7,0.7,5,80,0.1,5,0.576226202,0.423773798
3,3,200,200,0.05,32,32,0.9,0.9,0.5,0.5,5,80,1,5,0.576244824,0.423755176
5,5,200,200,0.05,16,16,0.5,0.5,0.9,0.9,3,48,1,5,0.576283042,0.423716958
7,7,200,200,0.05,16,16,0.5,0.5,0.9,0.9,3,48,0.01,5,0.576378432,0.423621568
5,5,100,100,0.1,64,64,0.7,0.7,0.7,0.7,5,80,1,5,0.576393888,0.423606112
7,7,200,200,0.05,16,16,0.5,0.5,0.9,0.9,3,48,0.1,5,0.576396891,0.423603109
7,7,100,100,0.1,64,64,0.7,0.7,0.7,0.7,5,80,0.01,5,0.576509733,0.423490267
7,7,100,100,0.1,64,64,0.7,0.7,0.7,0.7,5,80,0.1,5,0.576517989,0.423482011
7,7,200,200,0.05,16,16,0.5,0.5,0.9,0.9,3,48,1,5,0.576519704,0.423480296
3,3,200,200,0.05,16,16,0.5,0.5,0.9,0.9,3,48,0.01,5,0.576556318,0.423443682
3,3,200,200,0.05,16,16,0.5,0.5,0.9,0.9,3,48,0.1,5,0.576574092,0.423425908
9,9,200,200,0.05,16,16,0.5,0.5,0.9,0.9,3,48,0.01,5,0.576627003,0.423372997
7,7,100,100,0.1,64,64,0.7,0.7,0.7,0.7,5,80,1,5,0.576631846,0.423368154
