max_depth_XGB,reg_lambda_XGB,reg_lambda_LGB,learning_rate_XGB,n_estimators_XGB,num_leaves_LGB,min_child_samples_LGB,subsample_XGB,colsample_bytree_XGB,subsample_LGB,colsample_bytree_LGB,max_depth_LGB,min_child_weight_XGB,max_bin_LGB,reg_alpha_XGB,reg_alpha_LGB,learning_rate_XGB,num_iterations_LGB,degree,mse,r2
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,10,0.194558709,0.805441291
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,10,0.194583018,0.805416982
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.194587961,0.805412039
5,5,1.5625,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.194623348,0.805376652
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,10,0.194629396,0.805370604
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,10,0.19464419,0.80535581
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,10,0.194690314,0.805309686
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,10,0.194705826,0.805294174
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,10,0.194723361,0.805276639
5,5,1.5625,0.1,100,96,96,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,10,0.19476185,0.80523815
5,5,1.5625,0.1,100,128,128,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.194786107,0.805213893
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,5,80,80,1,1,0.05,200,10,0.194793027,0.805206973
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,10,0.194847385,0.805152615
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.1,100,10,0.194895846,0.805104154
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,10,0.194902122,0.805097878
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,10,0.194934746,0.805065254
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,10,0.194944421,0.805055579
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,10,0.195004404,0.804995596
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,10,0.19507636,0.80492364
5,5,1.5625,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,10,0.195098667,0.804901333
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,10,0.195111762,0.804888238
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,10,0.195118117,0.804881883
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,10,0.195130542,0.804869458
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,10,0.19516121,0.80483879
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,10,0.195187352,0.804812648
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,10,0.195188144,0.804811856
5,5,1.5625,0.1,100,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,10,0.195191325,0.804808675
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,10,0.195192707,0.804807293
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,10,0.195207019,0.804792981
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,10,0.19524866,0.80475134
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.1,100,10,0.195276483,0.804723517
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,10,0.195280478,0.804719522
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,10,0.195295958,0.804704042
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,10,0.195306064,0.804693936
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.195331432,0.804668568
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,10,0.195354744,0.804645256
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,10,0.195396173,0.804603827
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.1,100,10,0.195429347,0.804570653
5,5,1.5625,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,10,0.195440613,0.804559387
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,10,0.195452742,0.804547258
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,10,0.195484376,0.804515624
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,10,0.195489579,0.804510421
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,10,0.195505707,0.804494293
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,10,0.195507467,0.804492533
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,10,0.195536178,0.804463822
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,10,0.195547778,0.804452222
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,10,0.195559541,0.804440459
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,10,0.195594308,0.804405692
5,5,1.5625,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,10,0.195607436,0.804392564
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,10,0.195619848,0.804380152
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,10,0.195677353,0.804322647
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,10,0.195677995,0.804322005
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,10,0.195705701,0.804294299
5,5,1.5625,0.1,100,64,64,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,10,0.1957086,0.8042914
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,10,0.195747307,0.804252693
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,10,0.195759442,0.804240558
7,7,2.1875,0.1,100,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,10,0.19576209,0.80423791
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,10,0.195804813,0.804195187
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,10,0.195834251,0.804165749
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,10,0.195855862,0.804144138
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,10,0.19587998,0.80412002
9,9,2.8125,0.05,200,128,128,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,10,0.195885343,0.804114657
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,10,0.195906661,0.804093339
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,10,0.195922733,0.804077267
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,10,0.195923462,0.804076538
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,10,0.195935005,0.804064995
5,5,1.5625,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,10,0.195959795,0.804040205
7,7,2.1875,0.05,200,32,32,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,10,0.1959627,0.8040373
5,5,1.5625,0.1,100,32,32,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,10,0.195969804,0.804030196
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,10,0.196059154,0.803940846
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,10,0.196059257,0.803940743
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,10,0.196084891,0.803915109
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.196096275,0.803903725
9,9,2.8125,0.05,200,128,128,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,10,0.196109933,0.803890067
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,10,0.196125204,0.803874796
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,10,0.196125958,0.803874042
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,10,0.196161977,0.803838023
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,10,0.196189554,0.803810446
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,10,0.196201213,0.803798787
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,10,0.196210352,0.803789648
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,10,0.19622293,0.80377707
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,10,0.196237671,0.803762329
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,10,0.196269522,0.803730478
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,10,0.196273918,0.803726082
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,10,0.196286369,0.803713631
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.196286762,0.803713238
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,10,0.196317328,0.803682672
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,10,0.196326481,0.803673519
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,10,0.196334096,0.803665904
9,9,2.8125,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,10,0.196340786,0.803659214
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,10,0.196371512,0.803628488
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,10,0.196377622,0.803622378
5,5,1.5625,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,10,0.196395913,0.803604087
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,10,0.196419104,0.803580896
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,10,0.196454999,0.803545001
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,10,0.196472403,0.803527597
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,10,0.196488822,0.803511178
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.196494729,0.803505271
7,7,2.1875,0.1,100,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.196501608,0.803498392
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,10,0.19650273,0.80349727
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,10,0.196505721,0.803494279
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,10,0.196569939,0.803430061
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,10,0.196579956,0.803420044
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,10,0.196581723,0.803418277
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,10,0.196614985,0.803385015
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.196616111,0.803383889
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,10,0.196620276,0.803379724
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,10,0.196622079,0.803377921
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,10,0.196674932,0.803325068
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,10,0.196702023,0.803297977
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.1,100,10,0.196713015,0.803286985
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,10,0.196744962,0.803255038
5,5,1.5625,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,10,0.196745774,0.803254226
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.196755011,0.803244989
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,10,0.196756529,0.803243471
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,10,0.196821906,0.803178094
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,10,0.196844278,0.803155722
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,10,0.196850164,0.803149836
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,10,0.196862221,0.803137779
5,5,1.5625,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.196864112,0.803135888
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.196873198,0.803126802
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,10,0.196885929,0.803114071
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.196895209,0.803104791
5,5,1.5625,0.1,100,32,32,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,10,0.19690174,0.80309826
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,10,0.196902446,0.803097554
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,10,0.196920744,0.803079256
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,1,1,0.05,200,10,0.196927641,0.803072359
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,10,0.196934765,0.803065235
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,10,0.196954656,0.803045344
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,10,0.196961865,0.803038135
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,10,0.196984256,0.803015744
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,10,0.197019605,0.802980395
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,10,0.197037555,0.802962445
5,5,1.5625,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,10,0.197044648,0.802955352
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,10,0.197056244,0.802943756
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,10,0.197092349,0.802907651
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,10,0.197096418,0.802903582
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,10,0.197140497,0.802859503
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,10,0.197159474,0.802840526
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,10,0.197194252,0.802805748
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,10,0.197194674,0.802805326
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.197241624,0.802758376
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,10,0.197253239,0.802746761
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,10,0.197288672,0.802711328
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,10,0.197295176,0.802704824
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,10,0.197295872,0.802704128
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,10,0.197358273,0.802641727
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,10,0.197391603,0.802608397
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,10,0.197407604,0.802592396
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,10,0.197489459,0.802510541
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.197575265,0.802424735
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,10,0.197578933,0.802421067
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,10,0.197587236,0.802412764
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,10,0.197607971,0.802392029
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,10,0.197620278,0.802379722
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,10,0.197630897,0.802369103
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,10,0.197648969,0.802351031
5,5,1.5625,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,10,0.197649285,0.802350715
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,10,0.197671558,0.802328442
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,10,0.197679222,0.802320778
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.1,100,10,0.197679852,0.802320148
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,10,0.197706531,0.802293469
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,10,0.197717946,0.802282054
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,10,0.19772748,0.80227252
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,10,0.19774295,0.80225705
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,10,0.197756433,0.802243567
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.197757222,0.802242778
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,10,0.197781265,0.802218735
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,10,0.197795212,0.802204788
9,9,2.8125,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,10,0.197815601,0.802184399
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,10,0.197832127,0.802167873
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,10,0.197843779,0.802156221
9,9,2.8125,0.05,200,64,64,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,10,0.197872074,0.802127926
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,10,0.197880193,0.802119807
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,10,0.197893775,0.802106225
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,10,0.197902356,0.802097644
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,10,0.19790686,0.80209314
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,10,0.197944241,0.802055759
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.197973672,0.802026328
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,10,0.198061564,0.801938436
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,10,0.198105576,0.801894424
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,10,0.198110623,0.801889377
7,7,2.1875,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,10,0.198164278,0.801835722
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,10,0.198169357,0.801830643
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,10,0.198174314,0.801825686
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,10,0.198178365,0.801821635
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,10,0.198192467,0.801807533
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,10,0.198204137,0.801795863
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,10,0.198228208,0.801771792
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,10,0.198228253,0.801771747
5,5,1.5625,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,10,0.198231085,0.801768915
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,10,0.198231929,0.801768071
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.198236354,0.801763646
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,10,0.198248243,0.801751757
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,10,0.198256618,0.801743382
9,9,2.8125,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,10,0.198273732,0.801726268
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,10,0.198297575,0.801702425
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,10,0.198300884,0.801699116
7,7,2.1875,0.05,200,64,64,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,10,0.198304983,0.801695017
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,10,0.198319046,0.801680954
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,10,0.198394646,0.801605354
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,10,0.198395195,0.801604805
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,10,0.198405112,0.801594888
