min_samples_split_randomc,n_estimators_randomr,n_estimators_randomc,max_depth_randomr,max_depth_randomc,min_samples_split_randomr,max_features_randomr,max_samples_randomr,max_features_randomc,max_samples_randomc,min_samples_leaf_randomr,min_samples_leaf_randomc,degree,mse,r2
80,100,50,5,5,80,0.7,0.7,0.7,0.7,5,5,10,0.23904224984874697,0.760957750151253
80,50,100,5,5,80,0.7,0.7,0.7,0.7,5,5,10,0.2393234205190015,0.7606765794809985
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,10,0.23947768496639643,0.7605223150336036
80,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,10,0.23953280716959316,0.7604671928304069
48,100,50,5,5,80,0.7,0.7,0.7,0.7,5,5,10,0.23961375516356984,0.7603862448364301
48,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,10,0.23983265664015002,0.7601673433598499
80,50,100,5,5,80,0.7,0.7,0.7,0.7,3,3,10,0.2398544204334454,0.7601455795665546
16,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,10,0.24006795521016594,0.7599320447898341
80,100,50,5,5,80,0.7,0.7,0.7,0.7,9,9,10,0.24064143749909325,0.7593585625009067
80,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,10,0.24067010904106056,0.7593298909589394
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,10,0.24073460544336248,0.7592653945566376
80,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,10,0.24074846636809646,0.7592515336319036
80,50,100,5,5,80,0.7,0.7,0.7,0.7,1,1,10,0.24077720133728348,0.7592227986627165
80,50,100,5,5,80,0.7,0.7,0.7,0.7,7,7,10,0.2408272358897965,0.7591727641102035
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,10,0.24096736444257022,0.7590326355574297
48,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,10,0.24118388842385916,0.7588161115761408
48,100,50,5,5,80,0.7,0.7,0.7,0.7,3,3,10,0.24125912413910058,0.7587408758608994
48,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,10,0.24132110785414398,0.758678892145856
16,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,10,0.2413238934446534,0.7586761065553466
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,10,0.2416098166654574,0.7583901833345426
80,50,100,5,5,80,0.7,0.7,0.7,0.7,9,9,10,0.24171461145205558,0.7582853885479444
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,10,0.2419577477902063,0.7580422522097937
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,10,0.24223961215912246,0.7577603878408775
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,10,0.2423076848817941,0.7576923151182059
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,10,0.24251997364459035,0.7574800263554097
16,100,50,5,5,80,0.7,0.7,0.7,0.7,9,9,10,0.24252010005886324,0.7574798999411367
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,10,0.24299538129433737,0.7570046187056626
48,100,50,5,5,80,0.7,0.7,0.7,0.7,1,1,10,0.2433941352183909,0.7566058647816091
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,10,0.24362099943021076,0.7563790005697892
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,10,0.24362532958058622,0.7563746704194138
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,10,0.2436544817592133,0.7563455182407867
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,10,0.24378573763056038,0.7562142623694397
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,10,0.2442501292794269,0.7557498707205731
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,10,0.24426669776068427,0.7557333022393158
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,10,0.24503237765363822,0.7549676223463617
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,10,0.2463120301502764,0.7536879698497236
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,10,0.24658315340820164,0.7534168465917983
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,10,0.24691563033689637,0.7530843696631037
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,10,0.24717637041122362,0.7528236295887764
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,10,0.2472322122920095,0.7527677877079905
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,10,0.24742936837309495,0.7525706316269051
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,10,0.24748910099610702,0.752510899003893
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,10,0.2482471836473812,0.7517528163526188
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,10,0.24872306790525553,0.7512769320947444
16,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.34717726213963657,0.6528227378603635
48,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.3477705590723745,0.6522294409276255
16,100,50,9,9,16,0.7,0.7,0.7,0.7,7,7,5,0.3493120523749119,0.6506879476250881
16,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.3495896466901564,0.6504103533098435
16,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3499324167646233,0.6500675832353767
48,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.35011160257466434,0.6498883974253357
16,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.35035537735212785,0.6496446226478721
48,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.3504763065303903,0.6495236934696097
16,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.3509836511287555,0.6490163488712445
48,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.35112933578578454,0.6488706642142155
16,100,50,9,9,16,0.7,0.7,0.7,0.7,5,5,5,0.35126309296696867,0.6487369070330313
48,100,50,9,9,16,0.7,0.7,0.7,0.7,7,7,5,0.35164561713600306,0.6483543828639969
16,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.35188791812532333,0.6481120818746766
80,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.35200563034642635,0.6479943696535737
80,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.3520246238807173,0.6479753761192827
80,100,50,9,9,16,0.7,0.7,0.7,0.7,7,7,5,0.3526823276139773,0.6473176723860228
48,100,50,9,9,16,0.7,0.7,0.7,0.7,5,5,5,0.3526927724831641,0.6473072275168359
48,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3528728274150327,0.6471271725849673
80,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.35316962034380983,0.6468303796561902
48,50,100,9,9,16,0.7,0.7,0.7,0.7,3,3,5,0.3532379587806865,0.6467620412193136
48,100,50,9,9,16,0.7,0.7,0.7,0.7,9,9,5,0.3532729922807163,0.6467270077192837
16,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.35358019484420516,0.6464198051557948
48,50,100,9,9,16,0.7,0.7,0.7,0.7,9,9,5,0.3536199321724395,0.6463800678275605
16,50,100,9,9,16,0.7,0.7,0.7,0.7,5,5,5,0.35382705195495645,0.6461729480450435
16,50,100,9,9,16,0.7,0.7,0.7,0.7,7,7,5,0.3539192041094068,0.6460807958905932
16,50,100,9,9,16,0.7,0.7,0.7,0.7,3,3,5,0.3539547365508538,0.6460452634491463
48,50,100,9,9,16,0.7,0.7,0.7,0.7,7,7,5,0.35395888381866636,0.6460411161813336
48,50,100,9,9,16,0.7,0.7,0.7,0.7,5,5,5,0.35401171523578556,0.6459882847642144
48,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.35420238473916166,0.6457976152608383
16,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.35435310543054804,0.645646894569452
80,100,50,9,9,16,0.7,0.7,0.7,0.7,5,5,5,0.3543657608373396,0.6456342391626604
80,50,100,9,9,16,0.7,0.7,0.7,0.7,7,7,5,0.3544462256558264,0.6455537743441736
80,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.35445863829366725,0.6455413617063328
48,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.3548313295363681,0.6451686704636319
48,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.35486733577402885,0.6451326642259712
48,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.3550323523885439,0.6449676476114561
16,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.3552215100373367,0.6447784899626633
48,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.3553048414406296,0.6446951585593703
80,50,100,9,9,16,0.7,0.7,0.7,0.7,5,5,5,0.3556960970419238,0.6443039029580762
16,100,50,9,9,16,0.7,0.7,0.7,0.7,3,3,5,0.3558022395746855,0.6441977604253145
80,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.3559465681634893,0.6440534318365108
80,50,100,9,9,16,0.7,0.7,0.7,0.7,9,9,5,0.35597565730566066,0.6440243426943393
16,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.35600934111472604,0.643990658885274
48,100,50,9,9,16,0.7,0.7,0.7,0.7,3,3,5,0.3560215258802535,0.6439784741197465
16,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.3561911464179698,0.6438088535820302
16,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.35619372003298067,0.6438062799670193
80,100,50,9,9,16,0.7,0.7,0.7,0.7,9,9,5,0.3562465302388185,0.6437534697611815
16,50,100,9,9,16,0.7,0.7,0.7,0.7,9,9,5,0.3565411520913151,0.6434588479086849
16,100,50,9,9,16,0.7,0.7,0.7,0.7,9,9,5,0.35655176855070675,0.6434482314492933
16,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3565914649488883,0.6434085350511116
48,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.35662439241425864,0.6433756075857413
80,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.35664513335261394,0.6433548666473861
16,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.35673728772935404,0.643262712270646
16,50,100,9,9,16,0.7,0.7,0.7,0.7,1,1,5,0.356849028435895,0.6431509715641051
80,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.3569483660972942,0.6430516339027058
48,50,100,9,9,16,0.7,0.7,0.7,0.7,1,1,5,0.3570462877834188,0.6429537122165812
16,50,100,7,7,48,0.7,0.7,0.7,0.7,9,9,5,0.3571547960910325,0.6428452039089675
48,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.35720663896129234,0.6427933610387077
80,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.3572318490469281,0.6427681509530718
80,50,100,9,9,16,0.7,0.7,0.7,0.7,3,3,5,0.35743911681482404,0.6425608831851759
48,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3575641654867048,0.6424358345132952
48,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.3576590653312768,0.6423409346687232
16,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.35768636488505917,0.6423136351149408
48,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.358041363756657,0.6419586362433429
16,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.358073578313801,0.6419264216861991
16,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.35821081148709133,0.6417891885129087
80,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.35844733438601156,0.6415526656139885
80,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.3585414329453513,0.6414585670546487
80,100,50,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.35864557967909394,0.6413544203209061
80,100,50,9,9,16,0.7,0.7,0.7,0.7,3,3,5,0.35876461692970785,0.6412353830702922
80,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3588153573896271,0.6411846426103729
48,100,50,9,9,16,0.7,0.7,0.7,0.7,1,1,5,0.358847426535954,0.641152573464046
48,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3588546307258677,0.6411453692741322
48,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.35890001377265535,0.6410999862273447
16,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.35894682169110337,0.6410531783088966
16,100,50,9,9,16,0.7,0.7,0.7,0.7,1,1,5,0.3590329278328295,0.6409670721671705
48,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.3590365248266368,0.6409634751733633
48,50,100,7,7,48,0.7,0.7,0.7,0.7,9,9,5,0.35916709079326076,0.6408329092067393
16,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3591678685322355,0.6408321314677645
16,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3592232766303894,0.6407767233696107
16,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.3592809356099595,0.6407190643900404
16,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.35965660725788046,0.6403433927421196
48,100,50,7,7,48,0.7,0.7,0.7,0.7,9,9,5,0.35966778534885696,0.640332214651143
16,50,100,7,7,48,0.7,0.7,0.7,0.7,1,1,5,0.35979719088021767,0.6402028091197823
48,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3598001374412018,0.6401998625587981
16,50,100,7,7,48,0.7,0.7,0.7,0.7,3,3,5,0.35990346680703883,0.6400965331929611
16,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.35992031172170996,0.64007968827829
48,50,100,7,7,48,0.7,0.7,0.7,0.7,7,7,5,0.3599996548109565,0.6400003451890435
16,100,50,7,7,48,0.7,0.7,0.7,0.7,9,9,5,0.360085959227102,0.639914040772898
80,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.3600889134705259,0.6399110865294741
16,100,50,7,7,48,0.7,0.7,0.7,0.7,7,7,5,0.36023826709926693,0.639761732900733
16,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.3602653085656647,0.6397346914343354
48,100,50,7,7,48,0.7,0.7,0.7,0.7,5,5,5,0.3604605954898801,0.6395394045101199
48,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.36059644400205343,0.6394035559979465
16,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.3606094415615785,0.6393905584384215
80,50,100,9,9,16,0.7,0.7,0.7,0.7,1,1,5,0.36062085364527874,0.6393791463547213
16,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.36063935670258296,0.639360643297417
48,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.36075572255265637,0.6392442774473437
16,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.360767784683874,0.6392322153161261
48,100,50,7,7,48,0.7,0.7,0.7,0.7,7,7,5,0.36084975866635677,0.6391502413336432
80,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.36090434898132745,0.6390956510186725
80,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.3610038153085779,0.638996184691422
80,50,100,9,9,16,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.3611171125762225,0.6388828874237775
48,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3611522742816721,0.6388477257183278
48,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3611785272012497,0.6388214727987502
48,50,100,7,7,48,0.7,0.7,0.7,0.7,5,5,5,0.3612587658890744,0.6387412341109255
16,100,50,7,7,48,0.7,0.7,0.7,0.7,1,1,5,0.36134638650900774,0.6386536134909923
48,100,50,7,7,48,0.7,0.7,0.7,0.7,3,3,5,0.36138939392562053,0.6386106060743795
48,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.36148863063561204,0.638511369364388
16,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.3614945959133362,0.6385054040866638
48,50,100,7,7,48,0.7,0.7,0.7,0.7,3,3,5,0.36150179381868186,0.6384982061813181
80,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.36154894379206065,0.6384510562079393
80,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.36171263808904464,0.6382873619109554
80,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3617476087974639,0.6382523912025361
16,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.3618009538048376,0.6381990461951623
80,100,50,7,7,48,0.7,0.7,0.7,0.7,9,9,5,0.3618133585057813,0.6381866414942188
80,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3619413667296466,0.6380586332703534
48,100,50,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.3620420298729471,0.6379579701270529
80,50,100,7,7,48,0.7,0.7,0.7,0.7,9,9,5,0.3621399762491711,0.637860023750829
80,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.36219486506999027,0.6378051349300098
48,50,100,7,7,48,0.7,0.7,0.7,0.7,1,1,5,0.36234936207988705,0.637650637920113
16,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3623591010531727,0.6376408989468273
16,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3623663678189379,0.6376336321810621
80,50,100,9,9,16,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3624075855131329,0.6375924144868671
16,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.3625704952270345,0.6374295047729654
48,100,50,7,7,48,0.7,0.7,0.7,0.7,1,1,5,0.36263386801679265,0.6373661319832074
48,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.3627211698304608,0.6372788301695391
16,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.36304069590433174,0.6369593040956683
16,100,50,7,7,48,0.7,0.7,0.7,0.7,5,5,5,0.3631196653151999,0.6368803346848001
80,100,50,9,9,16,0.7,0.7,0.7,0.7,1,1,5,0.36324661187162444,0.6367533881283756
80,50,100,7,7,48,0.7,0.7,0.7,0.7,7,7,5,0.3632953165701311,0.6367046834298689
48,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.36335962616042133,0.6366403738395787
48,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.36335965963799755,0.6366403403620025
16,100,50,7,7,48,0.7,0.7,0.7,0.7,3,3,5,0.3634284249111364,0.6365715750888636
80,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.36343231316516633,0.6365676868348337
80,100,50,7,7,48,0.7,0.7,0.7,0.7,7,7,5,0.3635932541750919,0.6364067458249081
16,50,100,7,7,48,0.7,0.7,0.7,0.7,7,7,5,0.3636967963673092,0.6363032036326908
16,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3637245590281218,0.6362754409718783
16,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.3638137970509636,0.6361862029490364
80,50,100,7,7,48,0.7,0.7,0.7,0.7,5,5,5,0.3640015678970946,0.6359984321029054
16,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.3643846328709334,0.6356153671290665
48,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.36443832267308934,0.6355616773269106
48,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.36446927074005786,0.6355307292599421
48,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3645080733446342,0.6354919266553658
80,100,50,7,7,48,0.7,0.7,0.7,0.7,5,5,5,0.36458718744875895,0.635412812551241
80,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3651592881471876,0.6348407118528123
48,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.3651708160649352,0.6348291839350648
16,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.3652797460469948,0.6347202539530052
80,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.3653749056322087,0.6346250943677914
80,100,50,7,7,48,0.7,0.7,0.7,0.7,3,3,5,0.3654389429022849,0.6345610570977152
80,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.3654444828259749,0.6345555171740251
80,50,100,7,7,48,0.7,0.7,0.7,0.7,3,3,5,0.3654723167202641,0.634527683279736
80,50,100,7,7,48,0.7,0.7,0.7,0.7,1,1,5,0.36551349366483443,0.6344865063351656
48,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.36565202342156067,0.6343479765784393
16,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.36589818055755496,0.634101819442445
80,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.36603657154274416,0.6339634284572558
16,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.36626137699571043,0.6337386230042896
80,100,50,7,7,48,0.7,0.7,0.7,0.7,1,1,5,0.36628070668321266,0.6337192933167873
80,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3665366942690481,0.6334633057309519
80,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.3666323323773904,0.6333676676226097
80,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.36664154554426226,0.6333584544557378
16,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3669290948819897,0.6330709051180103
80,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3669742822676498,0.6330257177323502
80,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3670342764613044,0.6329657235386956
80,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.36723511663809205,0.632764883361908
80,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.36726494846632607,0.6327350515336739
80,50,100,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.3677723763891269,0.632227623610873
48,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.36785809006274,0.63214190993726
80,100,50,7,7,48,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.36791651593094565,0.6320834840690543
48,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.36855431887090634,0.6314456811290936
16,50,100,7,7,48,0.7,0.7,0.7,0.7,5,5,5,0.3686743104015956,0.6313256895984044
48,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.36931631100779727,0.6306836889922027
48,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.36955491146465336,0.6304450885353466
80,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.3697115524844865,0.6302884475155135
80,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.37004413330331565,0.6299558666966844
48,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.37141713277837135,0.6285828672216287
48,50,100,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.37143732584628963,0.6285626741537104
48,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3728527043026988,0.6271472956973012
48,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.3729536819615496,0.6270463180384505
16,100,50,5,5,80,0.7,0.7,0.7,0.7,1,1,5,0.3730402158143063,0.6269597841856938
16,100,50,5,5,80,0.7,0.7,0.7,0.7,5,5,5,0.37348318299199834,0.6265168170080017
16,50,100,5,5,80,0.7,0.7,0.7,0.7,7,7,5,0.373499716307362,0.626500283692638
80,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.37358592674829355,0.6264140732517065
16,50,100,5,5,80,0.7,0.7,0.7,0.7,5,5,5,0.3736207174365368,0.6263792825634632
16,50,100,5,5,80,0.7,0.7,0.7,0.7,1,1,5,0.37373893114571644,0.6262610688542836
80,100,50,7,7,48,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3740788504139943,0.6259211495860058
48,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.37442965063984895,0.625570349360151
16,100,50,5,5,80,0.7,0.7,0.7,0.7,3,3,5,0.3745470010173103,0.6254529989826897
16,50,100,5,5,80,0.7,0.7,0.7,0.7,3,3,5,0.37455157605070805,0.6254484239492919
16,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.3749748717051653,0.6250251282948347
16,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.37508806421189106,0.624911935788109
16,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3753721437927173,0.6246278562072827
16,100,50,5,5,80,0.7,0.7,0.7,0.7,7,7,5,0.3755574345376693,0.6244425654623307
