min_child_samples_LGBC,num_leaves_LGBC,reg_lambda_LGBC,learning_rate_LGBR,num_iterations_LGBR,num_leaves_LGBR,min_child_samples_LGBR,reg_lambda_LGBR,subsample_LGBR,colsample_bytree_LGBR,subsample_LGBC,colsample_bytree_LGBC,max_bin_LGBR,max_bin_LGBC,max_depth_LGBR,max_depth_LGBC,reg_alpha_LGBR,reg_alpha_LGBC,learning_rate_LGBC,num_iterations_LGBC,degree,mse,r2,mse_y,auc_t
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.1,100,5,0.316646794,0.683353206,1.11689096,0.52279079
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.05,200,5,0.316659037,0.683340963,1.068049474,0.525815312
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.1,100,5,0.31670346,0.68329654,1.0713375,0.50350011
32,32,2.1875,0.2,100,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.05,200,5,0.316703792,0.683296208,1.071305919,0.523672497
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,5,0.316720648,0.683279352,1.09356414,0.523429359
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,5,0.316727847,0.683272153,1.070616475,0.513960361
16,16,1.5625,0.1,200,128,128,20,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.1,100,5,0.316749332,0.683250668,1.072415065,0.500021375
48,48,2.8125,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.1,100,5,0.316751474,0.683248526,1.095063238,0.5152375
32,32,2.1875,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,5,0.316771714,0.683228286,1.09356414,0.519127698
32,32,2.1875,0.1,200,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,5,0.316774155,0.683225845,1.095772046,0.530512405
16,16,1.5625,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,5,0.316780344,0.683219656,1.078405789,0.499895798
48,48,2.8125,0.2,100,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.1,100,5,0.316788443,0.683211557,1.105493452,0.521866333
16,16,1.5625,0.1,200,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.1,100,5,0.3168086,0.6831914,1.080025481,0.509952602
32,32,2.1875,0.2,100,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,5,0.316827324,0.683172676,1.071058628,0.516405094
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.1,100,5,0.316840236,0.683159764,1.108950116,0.519429616
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.05,200,5,0.316843155,0.683156845,1.096807026,0.525874092
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.1,100,5,0.316876501,0.683123499,1.082710087,0.513153465
32,32,2.1875,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.1,100,5,0.316893699,0.683106301,1.114716846,0.526622207
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,5,0.316909648,0.683090352,1.083466021,0.518959372
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,5,0.31691975,0.68308025,1.068154925,0.52831081
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.05,200,5,0.316920619,0.683079381,1.070163508,0.511876326
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,5,0.316942864,0.683057136,1.077826926,0.518959372
16,16,1.5625,0.1,200,96,96,15,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,5,0.31695381,0.68304619,1.074839177,0.51866547
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,5,0.316969871,0.683030129,1.106917309,0.526857329
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,5,0.316974312,0.683025688,1.107855448,0.515464606
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.05,200,5,0.316986945,0.683013055,1.099948254,0.514254263
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.05,200,5,0.316990849,0.683009151,1.086949004,0.514254263
16,16,1.5625,0.1,200,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,5,0.316994603,0.683005397,1.068154925,0.516405094
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.05,200,5,0.316999157,0.683000843,1.077413085,0.523319814
48,48,2.8125,0.1,200,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.05,200,5,0.316999788,0.683000212,1.070299905,0.515590183
48,48,2.8125,0.1,200,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,5,0.317010302,0.682989698,1.131177981,0.511288521
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.1,100,5,0.317010714,0.682989286,1.07921316,0.512389319
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,5,0.317012448,0.682987552,1.078132416,0.521975879
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,5,0.317037265,0.682962735,1.082351792,0.503970353
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,5,0.317041356,0.682958644,1.123154173,0.527210012
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,5,0.317042456,0.682957544,1.085919102,0.512087401
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,5,0.317049565,0.682950435,1.108072921,0.515464606
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.05,200,5,0.317057749,0.682942251,1.07921316,0.510885074
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,5,0.317062818,0.682937182,1.075292175,0.508969365
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,5,0.317074169,0.682925831,1.070459934,0.521983894
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,5,0.317078593,0.682921407,1.074839177,0.52906694
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,5,0.317085171,0.682914829,1.090254083,0.508667447
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,5,0.317097226,0.682902774,1.07707585,0.523429359
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,5,0.317098347,0.682901653,1.082710087,0.51599363
32,32,2.1875,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,5,0.31710131,0.68289869,1.107231878,0.519942609
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,5,0.317113206,0.682886794,1.107855448,0.511574408
48,48,2.8125,0.1,200,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,5,0.317138109,0.682861891,1.06861138,0.521983894
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.05,200,5,0.317154881,0.682845119,1.11689096,0.528016907
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,5,0.317157019,0.682842981,1.124626757,0.520236511
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,5,0.317166358,0.682833642,1.095063238,0.520639959
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,5,0.317171577,0.682828423,1.078031108,0.515413841
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.05,200,5,0.317199935,0.682800065,1.078132416,0.509599919
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.05,200,5,0.317206322,0.682793678,1.075068904,0.508675462
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,5,0.317223251,0.682776749,1.108072921,0.511574408
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,5,0.31724596,0.68275404,1.075328251,0.509557169
16,16,1.5625,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,5,0.317248179,0.682751821,1.098623097,0.515464606
32,32,2.1875,0.2,100,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.05,200,5,0.317248594,0.682751406,1.113272245,0.510532391
32,32,2.1875,0.1,200,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.05,200,5,0.317250674,0.682749326,1.075354281,0.525815312
16,16,1.5625,0.1,200,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.05,200,5,0.317250877,0.682749123,1.077543947,0.493333761
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,5,0.317258956,0.682741044,1.075328251,0.498458349
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,5,0.317263161,0.682736839,1.072555139,0.510305284
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,5,0.317265291,0.682734709,1.075308964,0.512103432
48,48,2.8125,0.1,200,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,5,0.31727127,0.68272873,1.070616475,0.502113425
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.05,200,5,0.317286838,0.682713162,1.083614741,0.495551387
32,32,2.1875,0.1,200,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.1,100,5,0.317305075,0.682694925,1.076722133,0.518430348
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,5,0.317309734,0.682690266,1.082059132,0.503449345
48,48,2.8125,0.1,200,96,96,15,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,5,0.317317832,0.682682168,1.074839177,0.507398323
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,5,0.317323981,0.682676019,1.070163508,0.518152477
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.1,100,5,0.317351759,0.682648241,1.073633949,0.507390308
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.05,200,5,0.317361192,0.682638808,1.108950116,0.517153209
32,32,2.1875,0.2,100,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.1,100,5,0.317370904,0.682629096,1.070426484,0.505709721
32,32,2.1875,0.1,200,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.05,200,5,0.317371964,0.682628036,1.110785047,0.507398323
16,16,1.5625,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,5,0.317402052,0.682597948,1.098623097,0.511574408
48,48,2.8125,0.2,100,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,5,0.317422345,0.682577655,1.071058628,0.528545932
16,16,1.5625,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,5,0.317436566,0.682563434,1.082351792,0.516984883
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,5,0.317437365,0.682562635,1.083595182,0.52906694
16,16,1.5625,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,5,0.317438577,0.682561423,1.074476173,0.519597942
48,48,2.8125,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,5,0.317443027,0.682556973,1.083614741,0.511817545
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,5,0.317447761,0.682552239,1.075292175,0.498458349
48,48,2.8125,0.2,100,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.05,200,5,0.317447768,0.682552232,1.091609992,0.515061158
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.1,100,5,0.317460378,0.682539622,1.069325465,0.525588205
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.1,100,5,0.317466424,0.682533576,1.080580672,0.512514896
32,32,2.1875,0.1,200,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,5,0.317466804,0.682533196,1.095772046,0.52424427
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.05,200,5,0.317468415,0.682531585,1.073633949,0.512111448
48,48,2.8125,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,5,0.317483496,0.682516504,1.096807026,0.514481369
48,48,2.8125,0.1,200,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.05,200,5,0.317499442,0.682500558,1.110785047,0.512683221
16,16,1.5625,0.1,200,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,5,0.317505362,0.682494638,1.075354281,0.518152477
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,5,0.317506016,0.682493984,1.123044212,0.518833796
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,5,0.317508427,0.682491573,1.0713375,0.510885074
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,5,0.317516822,0.682483178,1.107231878,0.5194216
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,5,0.317518224,0.682481776,1.068989346,0.525059181
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,5,0.317527451,0.682472549,1.07032943,0.528545932
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,5,0.317553066,0.682446934,1.077100585,0.514657711
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.05,200,5,0.317553889,0.682446111,1.079932292,0.508087658
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.05,200,5,0.317555445,0.682444555,1.099321632,0.495551387
32,32,2.1875,0.1,200,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,5,0.317576744,0.682423256,1.070616475,0.50565094
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,5,0.317579989,0.682420011,1.072401406,0.516405094
48,48,2.8125,0.1,200,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.05,200,5,0.317583476,0.682416524,1.074505576,0.517051679
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.05,200,5,0.317594833,0.682405167,1.133692382,0.509599919
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.1,100,5,0.317601749,0.682398251,1.075068904,0.507574665
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.05,200,5,0.317601949,0.682398051,1.070007496,0.520244527
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,5,0.317615665,0.682384335,1.07032943,0.518152477
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,5,0.317620627,0.682379373,1.11351764,0.518833796
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,5,0.317622392,0.682377608,1.070578831,0.516405094
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.1,100,5,0.317638849,0.682361151,1.082710087,0.521866333
16,16,1.5625,0.1,200,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,5,0.317639038,0.682360962,1.09549221,0.517674217
48,48,2.8125,0.1,200,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,5,0.317654004,0.682345996,1.085258997,0.52906694
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,5,0.317660451,0.682339549,1.072106547,0.506524632
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.1,100,5,0.317671678,0.682328322,1.071270122,0.509431593
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,5,0.317673642,0.682326358,1.073874276,0.513094685
32,32,2.1875,0.2,100,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,5,0.317679274,0.682320726,1.07707585,0.519127698
48,48,2.8125,0.1,200,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,5,0.317683031,0.682316969,1.068154925,0.523143472
16,16,1.5625,0.1,200,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,5,0.317685301,0.682314699,1.080016498,0.516984883
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,5,0.317694243,0.682305757,1.074031036,0.531217771
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.05,200,5,0.317706915,0.682293085,1.134201763,0.500374058
48,48,2.8125,0.1,200,64,64,10,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.1,100,5,0.317707738,0.682292262,1.077158008,0.525588205
32,32,2.1875,0.1,200,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,5,0.317728669,0.682271331,1.136518782,0.506994875
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.05,200,5,0.317743169,0.682256831,1.108950116,0.504323036
32,32,2.1875,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,5,0.317754972,0.682245028,1.074476173,0.52424427
48,48,2.8125,0.2,100,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,5,0.317789708,0.682210292,1.105493452,0.51599363
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.05,200,5,0.317797595,0.682202405,1.078733932,0.507398323
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.1,100,5,0.317797759,0.682202241,1.077436109,0.519253274
16,16,1.5625,0.1,200,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.05,200,5,0.317802121,0.682197879,1.113165655,0.508087658
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.05,200,5,0.31780382,0.68219618,1.095170834,0.515472622
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,5,0.317806906,0.682193094,1.078405789,0.525866077
32,32,2.1875,0.2,100,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.1,100,5,0.31780994,0.68219006,1.082286769,0.507574665
48,48,2.8125,0.1,200,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.05,200,5,0.31781618,0.68218382,1.087104772,0.51738833
16,16,1.5625,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.05,200,5,0.317820978,0.682179022,1.07921316,0.514077922
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,5,0.317830738,0.682169262,1.072106547,0.509952602
48,48,2.8125,0.2,100,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.1,100,5,0.317835887,0.682164113,1.083268473,0.524471377
16,16,1.5625,0.2,100,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.05,200,5,0.317841969,0.682158031,1.082286769,0.508675462
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.05,200,5,0.31785581,0.68214419,1.070007496,0.520706755
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.05,200,5,0.317867734,0.682132266,1.075068904,0.513380571
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,5,0.317872705,0.682127295,1.074031036,0.51866547
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.1,100,5,0.317878528,0.682121472,1.097957153,0.52279079
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,5,0.317881351,0.682118649,1.115322981,0.498458349
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.1,100,5,0.317886128,0.682113872,1.077454792,0.520354072
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.05,200,5,0.317905106,0.682094894,1.070324945,0.525815312
32,32,2.1875,0.1,200,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,5,0.317905211,0.682094789,1.11351764,0.517262754
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.1,100,5,0.317905673,0.682094327,1.07921316,0.509431593
32,32,2.1875,0.1,200,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.1,100,5,0.317924044,0.682075956,1.093274962,0.526622207
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,5,0.317936702,0.682063298,1.11351764,0.499895798
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.05,200,5,0.317945202,0.682054798,1.074198684,0.514489385
16,16,1.5625,0.2,100,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,5,0.317950862,0.682049138,1.070459934,0.519312055
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,5,0.31795812,0.68204188,1.079931562,0.506297525
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.05,200,5,0.317964427,0.682035573,1.097957153,0.528016907
48,48,2.8125,0.1,200,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,5,0.317966149,0.682033851,1.136518782,0.519127698
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.1,100,5,0.317966587,0.682033413,1.073633949,0.519429616
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.05,200,5,0.317967982,0.682032018,1.071270122,0.514077922
32,32,2.1875,0.2,100,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,5,0.317984341,0.682015659,1.071295268,0.52831081
16,16,1.5625,0.2,100,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.1,100,5,0.317987217,0.682012783,1.071305919,0.512683221
16,16,1.5625,0.1,200,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.1,100,5,0.317995877,0.682004123,1.120634243,0.517505891
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,5,0.318006542,0.681993458,1.112631225,0.5194216
48,48,2.8125,0.2,100,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,5,0.318018496,0.681981504,1.070578831,0.525059181
32,32,2.1875,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,5,0.318029146,0.681970854,1.098623097,0.531327316
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,5,0.318037843,0.681962157,1.11558204,0.52906694
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.05,200,5,0.31805009,0.68194991,1.071270122,0.510885074
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.05,200,5,0.318050997,0.681949003,1.080436973,0.500374058
32,32,2.1875,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.1,100,5,0.318070809,0.681929191,1.085845723,0.499096918
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,5,0.318073737,0.681926263,1.101834373,0.512087401
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.1,100,5,0.318098349,0.681901651,1.073439336,0.520177731
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.1,100,5,0.318109018,0.681890982,1.071207185,0.525588205
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,5,0.318116322,0.681883678,1.115322981,0.498752251
