max_depth_XGBR,reg_lambda_XGBR,n_estimators_XGBR,learning_rate_XGBR,max_depth_XGBC,reg_lambda_XGBC,subsample_XGBR,colsample_bytree_XGBR,subsample_XGBC,colsample_bytree_XGBC,min_child_weight_XGBR,min_child_weight_XGBC,reg_alpha_XGBR,reg_alpha_XGBC,n_estimators_XGBC,learning_rate_XGBR,degree,mse,r2
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,64,64,0.1,0.1,100,0.1,10,0.251827546,0.748172454
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,0.1,0.1,200,0.05,10,0.251860253,0.748139747
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,80,80,1,1,200,0.05,10,0.251867611,0.748132389
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,0.1,0.1,200,0.05,10,0.251872478,0.748127522
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,80,80,1,1,100,0.1,10,0.251872508,0.748127492
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,200,0.05,10,0.25187515,0.74812485
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.01,0.01,200,0.05,10,0.251911094,0.748088906
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,80,80,1,1,100,0.1,10,0.251968979,0.748031021
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,0.1,0.1,200,0.05,10,0.251975385,0.748024615
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,0.01,0.01,200,0.05,10,0.251999817,0.748000183
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,80,80,1,1,200,0.05,10,0.252011969,0.747988031
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,0.1,0.1,200,0.05,10,0.252012327,0.747987673
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,100,0.1,10,0.252146603,0.747853397
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.01,0.01,200,0.05,10,0.252161338,0.747838662
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,32,32,1,1,200,0.05,10,0.252162885,0.747837115
9,9,100,0.1,32,32,0.7,0.7,0.7,0.7,32,32,1,1,200,0.05,10,0.252186631,0.747813369
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,16,16,0.01,0.01,200,0.05,10,0.25221688,0.74778312
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,200,0.05,10,0.252304858,0.747695142
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,32,32,1,1,200,0.05,10,0.252385302,0.747614698
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,16,16,0.01,0.01,200,0.05,10,0.252421396,0.747578604
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,200,0.05,10,0.252426249,0.747573751
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,32,32,1,1,200,0.05,10,0.25247282,0.74752718
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,16,16,0.01,0.01,200,0.05,10,0.252478117,0.747521883
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,64,64,0.1,0.1,100,0.1,10,0.252587526,0.747412474
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,0.1,0.1,200,0.05,10,0.25259312,0.74740688
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,100,0.1,10,0.252608418,0.747391582
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.1,0.1,200,0.05,10,0.252611817,0.747388183
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.1,0.1,200,0.05,10,0.252648737,0.747351263
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,100,0.1,10,0.252696229,0.747303771
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.1,0.1,200,0.05,10,0.252763891,0.747236109
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,0.1,0.1,200,0.05,10,0.252780582,0.747219418
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.01,0.01,200,0.05,10,0.252852667,0.747147333
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.01,0.01,200,0.05,10,0.252902473,0.747097527
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,64,64,1,1,200,0.05,10,0.252933729,0.747066271
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,64,64,0.1,0.1,100,0.1,10,0.252957462,0.747042538
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,0.1,0.1,200,0.05,10,0.252976981,0.747023019
5,5,100,0.1,32,32,0.7,0.7,0.7,0.7,80,80,1,1,200,0.05,10,0.252978117,0.747021883
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.01,0.01,200,0.05,10,0.253029187,0.746970813
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,0.01,0.01,100,0.1,10,0.25304378,0.74695622
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,64,64,1,1,200,0.05,10,0.253113511,0.746886489
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,0.01,0.01,100,0.1,10,0.253205899,0.746794101
5,5,100,0.1,32,32,0.7,0.7,0.7,0.7,32,32,1,1,100,0.1,10,0.253269362,0.746730638
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,64,64,0.1,0.1,100,0.1,10,0.253285149,0.746714851
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,64,64,1,1,200,0.05,10,0.253526064,0.746473936
7,7,100,0.1,32,32,0.7,0.7,0.7,0.7,80,80,1,1,200,0.05,10,0.253536431,0.746463569
7,7,100,0.1,32,32,0.7,0.7,0.7,0.7,32,32,1,1,100,0.1,10,0.253667782,0.746332218
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,0.01,0.01,100,0.1,10,0.253704038,0.746295962
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,64,64,0.01,0.01,100,0.1,10,0.253779757,0.746220243
9,9,100,0.1,32,32,0.7,0.7,0.7,0.7,80,80,1,1,200,0.05,10,0.253853518,0.746146482
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,64,64,0.01,0.01,100,0.1,10,0.253901157,0.746098843
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,64,64,0.01,0.01,100,0.1,10,0.254044941,0.745955059
5,5,100,0.1,32,32,0.7,0.7,0.7,0.7,16,16,1,1,100,0.1,10,0.254053772,0.745946228
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,200,0.05,10,0.2541672,0.7458328
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,200,0.05,10,0.254207716,0.745792284
9,9,100,0.1,32,32,0.7,0.7,0.7,0.7,32,32,1,1,100,0.1,10,0.254217198,0.745782802
5,5,100,0.1,32,32,0.7,0.7,0.7,0.7,32,32,0.1,0.1,100,0.1,10,0.254236924,0.745763076
7,7,100,0.1,32,32,0.7,0.7,0.7,0.7,16,16,1,1,100,0.1,10,0.254342636,0.745657364
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,16,16,1,1,200,0.05,10,0.254601993,0.745398007
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,200,0.05,10,0.254713125,0.745286875
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,16,16,1,1,200,0.05,10,0.254758065,0.745241935
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,80,80,0.1,0.1,100,0.1,10,0.254825316,0.745174684
9,9,100,0.1,32,32,0.7,0.7,0.7,0.7,16,16,1,1,100,0.1,10,0.254852192,0.745147808
7,7,100,0.1,32,32,0.7,0.7,0.7,0.7,32,32,0.1,0.1,100,0.1,10,0.254909578,0.745090422
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,0.01,0.01,100,0.1,10,0.254986938,0.745013062
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,16,16,1,1,200,0.05,10,0.255023728,0.744976272
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,80,80,0.1,0.1,100,0.1,10,0.25505005,0.74494995
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,1,1,100,0.1,10,0.255156223,0.744843777
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,80,80,0.1,0.1,100,0.1,10,0.25522661,0.74477339
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,80,80,1,1,100,0.1,10,0.255229944,0.744770056
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,0.01,0.01,100,0.1,10,0.255248666,0.744751334
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,1,1,100,0.1,10,0.255253393,0.744746607
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,0.1,0.1,200,0.05,10,0.25526936,0.74473064
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,200,0.05,10,0.25534667,0.74465333
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,0.01,0.01,100,0.1,10,0.255412776,0.744587224
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,0.1,0.1,200,0.05,10,0.255470036,0.744529964
9,9,100,0.1,32,32,0.7,0.7,0.7,0.7,32,32,0.1,0.1,100,0.1,10,0.255478504,0.744521496
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,200,0.05,10,0.255573198,0.744426802
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,1,1,100,0.1,10,0.255589673,0.744410327
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,80,80,1,1,100,0.1,10,0.255593644,0.744406356
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,64,64,1,1,200,0.05,10,0.255599224,0.744400776
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,0.1,0.1,200,0.05,10,0.255619039,0.744380961
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,80,80,1,1,100,0.1,10,0.255699042,0.744300958
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,200,0.05,10,0.255736065,0.744263935
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,100,0.1,10,0.255918685,0.744081315
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,1,1,200,0.05,10,0.255979053,0.744020947
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,100,0.1,10,0.256152986,0.743847014
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,64,64,1,1,200,0.05,10,0.256200522,0.743799478
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,1,1,200,0.05,10,0.256208176,0.743791824
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,0.01,0.01,100,0.1,10,0.256303833,0.743696167
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,64,64,1,1,200,0.05,10,0.256309402,0.743690598
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,1,1,100,0.1,10,0.256609483,0.743390517
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,1,1,200,0.05,10,0.25673357,0.74326643
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.01,0.01,100,0.1,10,0.256863341,0.743136659
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,1,1,100,0.1,10,0.25696336,0.74303664
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,1,1,100,0.1,10,0.256980409,0.743019591
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.01,0.01,100,0.1,10,0.257117561,0.742882439
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,1,1,200,0.05,10,0.257230934,0.742769066
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.01,0.01,100,0.1,10,0.257354048,0.742645952
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,32,32,1,1,200,0.05,10,0.257468513,0.742531487
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,32,32,1,1,200,0.05,10,0.257573494,0.742426506
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,64,64,0.1,0.1,100,0.1,10,0.257626454,0.742373546
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,1,1,200,0.05,10,0.257629384,0.742370616
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,64,64,0.1,0.1,100,0.1,10,0.257704671,0.742295329
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,64,64,0.1,0.1,100,0.1,10,0.257745069,0.742254931
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,1,1,200,0.05,10,0.257761038,0.742238962
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,32,32,1,1,200,0.05,10,0.257906715,0.742093285
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,1,1,200,0.05,10,0.257998441,0.742001559
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,32,32,1,1,200,0.05,10,0.258009206,0.741990794
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,200,0.05,10,0.258023806,0.741976194
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,1,1,200,0.05,10,0.258127609,0.741872391
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,64,64,1,1,200,0.05,10,0.258208912,0.741791088
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,200,0.05,10,0.25824371,0.74175629
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,64,64,1,1,200,0.05,10,0.258308438,0.741691562
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,200,0.05,10,0.258493527,0.741506473
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,64,64,1,1,200,0.05,10,0.258684357,0.741315643
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,80,80,0.01,0.01,200,0.05,10,0.258789631,0.741210369
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,80,80,0.01,0.01,200,0.05,10,0.258860322,0.741139678
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,80,80,0.01,0.01,200,0.05,10,0.259052758,0.740947242
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,64,64,1,1,200,0.05,10,0.25938646,0.74061354
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,1,1,200,0.05,10,0.259456434,0.740543566
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,1,1,200,0.05,10,0.259564511,0.740435489
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,32,32,1,1,100,0.1,10,0.259640476,0.740359524
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,32,32,1,1,200,0.05,10,0.25965608,0.74034392
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,80,80,0.1,0.1,200,0.05,10,0.259685189,0.740314811
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,80,80,0.1,0.1,200,0.05,10,0.259719544,0.740280456
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,32,32,1,1,100,0.1,10,0.259754377,0.740245623
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,64,64,1,1,200,0.05,10,0.259787981,0.740212019
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,32,32,1,1,200,0.05,10,0.259818006,0.740181994
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,32,32,1,1,200,0.05,10,0.259855983,0.740144017
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,80,80,1,1,200,0.05,10,0.259886034,0.740113966
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,64,64,1,1,200,0.05,10,0.259922835,0.740077165
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,80,80,0.1,0.1,200,0.05,10,0.259975601,0.740024399
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,16,16,0.1,0.1,100,0.1,10,0.260095397,0.739904603
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,16,16,0.1,0.1,100,0.1,10,0.26012136,0.73987864
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,32,32,1,1,100,0.1,10,0.260124095,0.739875905
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,16,16,0.1,0.1,100,0.1,10,0.260218734,0.739781266
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,1,1,100,0.1,10,0.260368001,0.739631999
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,16,16,1,1,100,0.1,10,0.260540852,0.739459148
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,16,16,1,1,100,0.1,10,0.260687302,0.739312698
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,1,1,100,0.1,10,0.260693523,0.739306477
5,5,200,0.05,32,32,0.7,0.7,0.7,0.7,32,32,0.1,0.1,100,0.1,10,0.260735134,0.739264866
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.01,0.01,100,0.1,10,0.260763182,0.739236818
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.01,0.01,100,0.1,10,0.260785749,0.739214251
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,1,1,100,0.1,10,0.260840543,0.739159457
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.01,0.01,100,0.1,10,0.260894795,0.739105205
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,16,16,1,1,100,0.1,10,0.260971037,0.739028963
7,7,200,0.05,32,32,0.7,0.7,0.7,0.7,32,32,0.1,0.1,100,0.1,10,0.260987489,0.739012511
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,100,0.1,10,0.261256182,0.738743818
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,1,1,200,0.05,10,0.261306429,0.738693571
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,1,1,100,0.1,10,0.261317827,0.738682173
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,100,0.1,10,0.261341206,0.738658794
9,9,200,0.05,32,32,0.7,0.7,0.7,0.7,32,32,0.1,0.1,100,0.1,10,0.261362241,0.738637759
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,1,1,200,0.05,10,0.261418996,0.738581004
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,1,1,200,0.05,10,0.261585776,0.738414224
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,1,1,200,0.05,10,0.261732943,0.738267057
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,1,1,100,0.1,10,0.261811446,0.738188554
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,100,0.1,10,0.261853421,0.738146579
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,32,32,1,1,200,0.05,10,0.261882897,0.738117103
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,1,1,200,0.05,10,0.26194567,0.73805433
5,5,100,0.1,48,48,0.5,0.5,0.9,0.9,64,64,1,1,100,0.1,10,0.262036006,0.737963994
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,16,16,1,1,100,0.1,10,0.262052336,0.737947664
7,7,100,0.1,48,48,0.5,0.5,0.9,0.9,64,64,1,1,100,0.1,10,0.262573744,0.737426256
9,9,100,0.1,48,48,0.5,0.5,0.9,0.9,64,64,1,1,100,0.1,10,0.262643847,0.737356153
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,32,32,0.01,0.01,100,0.1,10,0.263064653,0.736935347
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,32,32,0.01,0.01,100,0.1,10,0.263284154,0.736715846
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,80,80,1,1,200,0.05,10,0.263362391,0.736637609
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,32,32,0.01,0.01,100,0.1,10,0.26342383,0.73657617
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,80,80,1,1,200,0.05,10,0.263454871,0.736545129
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,16,16,0.01,0.01,100,0.1,10,0.263630404,0.736369596
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,16,16,0.01,0.01,100,0.1,10,0.263689526,0.736310474
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,80,80,1,1,200,0.05,10,0.263754773,0.736245227
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,16,16,0.01,0.01,100,0.1,10,0.263764491,0.736235509
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.1,0.1,100,0.1,10,0.26469019,0.73530981
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.1,0.1,100,0.1,10,0.264768603,0.735231397
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,0.1,0.1,100,0.1,10,0.264778485,0.735221515
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,100,0.1,10,0.26528866,0.73471134
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,1,1,100,0.1,10,0.265438387,0.734561613
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,100,0.1,10,0.265514677,0.734485323
5,5,100,0.1,64,64,0.5,0.5,0.9,0.9,32,32,0.1,0.1,100,0.1,10,0.265647132,0.734352868
5,5,200,0.05,48,48,0.5,0.5,0.9,0.9,64,64,1,1,100,0.1,10,0.265673373,0.734326627
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,1,1,100,0.1,10,0.26570677,0.73429323
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,0.1,0.1,100,0.1,10,0.26578748,0.73421252
7,7,100,0.1,64,64,0.5,0.5,0.9,0.9,32,32,0.1,0.1,100,0.1,10,0.266006373,0.733993627
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,16,16,1,1,100,0.1,10,0.266022384,0.733977616
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,1,1,200,0.05,10,0.26604011,0.73395989
7,7,200,0.05,48,48,0.5,0.5,0.9,0.9,64,64,1,1,100,0.1,10,0.266045201,0.733954799
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,1,1,200,0.05,10,0.266048321,0.733951679
9,9,200,0.05,48,48,0.5,0.5,0.9,0.9,64,64,1,1,100,0.1,10,0.266171291,0.733828709
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,64,64,1,1,200,0.05,10,0.266202768,0.733797232
9,9,100,0.1,64,64,0.5,0.5,0.9,0.9,32,32,0.1,0.1,100,0.1,10,0.26621933,0.73378067
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,0.1,0.1,100,0.1,10,0.267386144,0.732613856
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,0.1,0.1,100,0.1,10,0.267445846,0.732554154
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,16,16,0.1,0.1,100,0.1,10,0.267525166,0.732474834
5,5,100,0.1,48,48,0.7,0.7,0.7,0.7,64,64,0.01,0.01,100,0.1,10,0.267560843,0.732439157
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,80,80,0.1,0.1,100,0.1,10,0.267673585,0.732326415
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,16,16,0.1,0.1,100,0.1,10,0.267701985,0.732298015
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,16,16,0.1,0.1,100,0.1,10,0.267791462,0.732208538
5,5,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.01,0.01,100,0.1,10,0.268198237,0.731801763
5,5,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.01,0.01,200,0.05,10,0.268398474,0.731601526
7,7,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.01,0.01,100,0.1,10,0.268549596,0.731450404
7,7,100,0.1,48,48,0.7,0.7,0.7,0.7,64,64,0.01,0.01,100,0.1,10,0.268653282,0.731346718
7,7,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.01,0.01,200,0.05,10,0.268661984,0.731338016
9,9,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.01,0.01,100,0.1,10,0.269067695,0.730932305
7,7,100,0.1,16,16,0.9,0.9,0.5,0.5,32,32,0.1,0.1,100,0.1,10,0.269169373,0.730830627
5,5,100,0.1,64,64,0.5,0.5,0.9,0.9,64,64,1,1,100,0.1,10,0.269228127,0.730771873
9,9,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.01,0.01,200,0.05,10,0.269257791,0.730742209
5,5,100,0.1,64,64,0.5,0.5,0.9,0.9,64,64,0.1,0.1,100,0.1,10,0.269271108,0.730728892
5,5,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.1,0.1,100,0.1,10,0.269401808,0.730598192
5,5,100,0.1,16,16,0.9,0.9,0.5,0.5,32,32,0.1,0.1,100,0.1,10,0.269460452,0.730539548
9,9,100,0.1,16,16,0.9,0.9,0.5,0.5,32,32,0.1,0.1,100,0.1,10,0.269470466,0.730529534
9,9,100,0.1,48,48,0.7,0.7,0.7,0.7,64,64,0.01,0.01,100,0.1,10,0.269513353,0.730486647
7,7,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.1,0.1,100,0.1,10,0.269641897,0.730358103
5,5,100,0.1,64,64,0.5,0.5,0.9,0.9,64,64,0.01,0.01,100,0.1,10,0.269681458,0.730318542
5,5,200,0.05,64,64,0.5,0.5,0.9,0.9,32,32,0.1,0.1,100,0.1,10,0.269684327,0.730315673
7,7,100,0.1,64,64,0.5,0.5,0.9,0.9,64,64,1,1,100,0.1,10,0.269823521,0.730176479
7,7,100,0.1,64,64,0.5,0.5,0.9,0.9,64,64,0.1,0.1,100,0.1,10,0.269833989,0.730166011
9,9,100,0.1,64,64,0.5,0.5,0.9,0.9,64,64,1,1,100,0.1,10,0.269873329,0.730126671
7,7,200,0.05,64,64,0.5,0.5,0.9,0.9,32,32,0.1,0.1,100,0.1,10,0.269942483,0.730057517
5,5,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.1,0.1,200,0.05,10,0.27000219,0.72999781
9,9,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.1,0.1,100,0.1,10,0.270078057,0.729921943
9,9,100,0.1,64,64,0.5,0.5,0.9,0.9,64,64,0.1,0.1,100,0.1,10,0.270082669,0.729917331
9,9,200,0.05,64,64,0.5,0.5,0.9,0.9,32,32,0.1,0.1,100,0.1,10,0.27013363,0.72986637
7,7,100,0.1,64,64,0.5,0.5,0.9,0.9,80,80,0.1,0.1,200,0.05,10,0.270233596,0.729766404
7,7,100,0.1,64,64,0.5,0.5,0.9,0.9,64,64,0.01,0.01,100,0.1,10,0.270302148,0.729697852
7,7,200,0.05,16,16,0.9,0.9,0.5,0.5,32,32,0.01,0.01,100,0.1,10,0.270350738,0.729649262
9,9,100,0.1,64,64,0.5,0.5,0.9,0.9,64,64,0.01,0.01,100,0.1,10,0.270469245,0.729530755
9,9,200,0.05,16,16,0.9,0.9,0.5,0.5,32,32,0.01,0.01,100,0.1,10,0.270581041,0.729418959
5,5,200,0.05,16,16,0.9,0.9,0.5,0.5,32,32,0.01,0.01,100,0.1,10,0.270634089,0.729365911
