max_depth_XGB,reg_lambda_XGB,num_iterations_LGB,n_estimators_XGB,learning_rate_LGB,learning_rate_XGB,num_leaves_LGB,min_child_samples_LGB,reg_lambda_LGB,subsample_LGB,colsample_bytree_LGB,subsample_XGB,colsample_bytree_XGB,min_child_weight_XGB,max_bin_LGB,max_depth_LGB,reg_alpha_LGB,reg_alpha_XGB,degree,mse,r2
7,7,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,80,144,11,1,1,10,0.125517562,0.874482438
7,7,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.125574456,0.874425544
5,5,100,100,0.2,0.2,128,128,20,0.7,0.7,0.7,0.7,48,80,7,1,1,10,0.12561052,0.87438948
7,7,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,80,144,11,0.01,0.01,10,0.125660015,0.874339985
9,9,200,200,0.1,0.1,64,64,10,0.9,0.9,0.5,0.5,16,16,3,1,1,10,0.125673719,0.874326281
7,7,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,48,80,7,0.01,0.01,10,0.125680083,0.874319917
7,7,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,16,16,3,1,1,10,0.12570796,0.87429204
7,7,200,200,0.1,0.1,96,96,15,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.125709314,0.874290686
9,9,100,100,0.2,0.2,128,128,20,0.7,0.7,0.7,0.7,80,144,11,1,1,10,0.125714413,0.874285587
9,9,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,16,16,3,1,1,10,0.125726103,0.874273897
7,7,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,64,112,9,0.1,0.1,10,0.125733421,0.874266579
9,9,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,80,144,11,0.01,0.01,10,0.125737747,0.874262253
5,5,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,64,112,9,0.1,0.1,10,0.125774282,0.874225718
5,5,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,32,48,5,0.1,0.1,10,0.125812124,0.874187876
9,9,100,100,0.2,0.2,96,96,15,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.125827239,0.874172761
7,7,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,64,112,9,0.1,0.1,10,0.125891593,0.874108407
5,5,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,64,112,9,0.1,0.1,10,0.125896202,0.874103798
9,9,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,64,112,9,0.1,0.1,10,0.125916903,0.874083097
9,9,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,80,144,11,1,1,10,0.125981051,0.874018949
7,7,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.126022418,0.873977582
7,7,200,200,0.1,0.1,128,128,20,0.9,0.9,0.5,0.5,48,80,7,0.1,0.1,10,0.126040427,0.873959573
5,5,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,80,144,11,0.1,0.1,10,0.12604263,0.87395737
9,9,100,100,0.2,0.2,128,128,20,0.5,0.5,0.9,0.9,48,80,7,1,1,10,0.126053851,0.873946149
7,7,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,80,144,11,0.1,0.1,10,0.126083067,0.873916933
7,7,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,64,112,9,0.1,0.1,10,0.126121371,0.873878629
7,7,100,100,0.2,0.2,96,96,15,0.5,0.5,0.9,0.9,80,144,11,0.1,0.1,10,0.126207691,0.873792309
7,7,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,80,144,11,0.1,0.1,10,0.12621004,0.87378996
9,9,100,100,0.2,0.2,96,96,15,0.9,0.9,0.5,0.5,32,48,5,0.01,0.01,10,0.126228373,0.873771627
9,9,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,48,80,7,1,1,10,0.126280076,0.873719924
5,5,100,100,0.2,0.2,64,64,10,0.9,0.9,0.5,0.5,48,80,7,1,1,10,0.126286586,0.873713414
5,5,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,32,48,5,1,1,10,0.126304529,0.873695471
9,9,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,32,48,5,0.1,0.1,10,0.126306321,0.873693679
9,9,200,200,0.1,0.1,32,32,5,0.9,0.9,0.5,0.5,48,80,7,1,1,10,0.126313849,0.873686151
5,5,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,80,144,11,0.01,0.01,10,0.126324927,0.873675073
5,5,200,200,0.1,0.1,96,96,15,0.9,0.9,0.5,0.5,48,80,7,0.01,0.01,10,0.126329158,0.873670842
9,9,100,100,0.2,0.2,128,128,20,0.7,0.7,0.7,0.7,48,80,7,0.1,0.1,10,0.126329329,0.873670671
5,5,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,80,144,11,0.1,0.1,10,0.126342421,0.873657579
5,5,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,48,80,7,0.01,0.01,10,0.126359401,0.873640599
9,9,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.126369766,0.873630234
9,9,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.126413184,0.873586816
7,7,100,100,0.2,0.2,96,96,15,0.5,0.5,0.9,0.9,32,48,5,0.1,0.1,10,0.126416936,0.873583064
5,5,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,64,112,9,1,1,10,0.126456593,0.873543407
5,5,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,32,48,5,0.1,0.1,10,0.126469326,0.873530674
9,9,200,200,0.1,0.1,128,128,20,0.9,0.9,0.5,0.5,32,48,5,0.01,0.01,10,0.126483866,0.873516134
9,9,100,100,0.2,0.2,128,128,20,0.5,0.5,0.9,0.9,80,144,11,0.01,0.01,10,0.126493847,0.873506153
7,7,200,200,0.1,0.1,128,128,20,0.9,0.9,0.5,0.5,32,48,5,0.01,0.01,10,0.126522078,0.873477922
9,9,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.12655839,0.87344161
7,7,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,48,80,7,0.1,0.1,10,0.126593308,0.873406692
7,7,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,16,16,3,1,1,10,0.126607597,0.873392403
7,7,100,100,0.2,0.2,64,64,10,0.9,0.9,0.5,0.5,48,80,7,0.01,0.01,10,0.126619219,0.873380781
5,5,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,32,48,5,0.01,0.01,10,0.126651856,0.873348144
7,7,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,80,144,11,0.1,0.1,10,0.126670646,0.873329354
7,7,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,80,144,11,0.01,0.01,10,0.126716778,0.873283222
5,5,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,32,48,5,0.1,0.1,10,0.126720027,0.873279973
9,9,200,200,0.1,0.1,64,64,10,0.7,0.7,0.7,0.7,48,80,7,0.1,0.1,10,0.126723829,0.873276171
9,9,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.126729575,0.873270425
9,9,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,64,112,9,0.01,0.01,10,0.126740904,0.873259096
7,7,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,80,144,11,0.1,0.1,10,0.126784244,0.873215756
7,7,200,200,0.1,0.1,96,96,15,0.9,0.9,0.5,0.5,48,80,7,0.01,0.01,10,0.126828407,0.873171593
9,9,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,64,112,9,1,1,10,0.126830913,0.873169087
5,5,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,48,80,7,0.01,0.01,10,0.126889679,0.873110321
7,7,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.126899102,0.873100898
9,9,200,200,0.1,0.1,32,32,5,0.9,0.9,0.5,0.5,16,16,3,0.01,0.01,10,0.126939567,0.873060433
7,7,200,200,0.1,0.1,32,32,5,0.9,0.9,0.5,0.5,16,16,3,1,1,10,0.126984601,0.873015399
5,5,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,48,80,7,0.1,0.1,10,0.126993367,0.873006633
9,9,200,200,0.1,0.1,64,64,10,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.12702034,0.87297966
5,5,200,200,0.1,0.1,32,32,5,0.7,0.7,0.7,0.7,80,144,11,0.1,0.1,10,0.127024255,0.872975745
9,9,200,200,0.1,0.1,96,96,15,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.127024468,0.872975532
9,9,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,64,112,9,0.01,0.01,10,0.127042062,0.872957938
5,5,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,48,80,7,1,1,10,0.127082215,0.872917785
7,7,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,32,48,5,0.01,0.01,10,0.127117905,0.872882095
5,5,100,100,0.2,0.2,96,96,15,0.5,0.5,0.9,0.9,48,80,7,1,1,10,0.127125843,0.872874157
9,9,100,100,0.2,0.2,64,64,10,0.9,0.9,0.5,0.5,32,48,5,0.01,0.01,10,0.12714176,0.87285824
5,5,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,64,112,9,1,1,10,0.12714399,0.87285601
5,5,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,64,112,9,0.01,0.01,10,0.127262491,0.872737509
9,9,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,32,48,5,0.01,0.01,10,0.127304091,0.872695909
5,5,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,16,16,3,1,1,10,0.127307062,0.872692938
5,5,100,100,0.2,0.2,96,96,15,0.5,0.5,0.9,0.9,80,144,11,0.01,0.01,10,0.127310061,0.872689939
7,7,200,200,0.1,0.1,64,64,10,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.127399947,0.872600053
9,9,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.127400756,0.872599244
5,5,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.127411928,0.872588072
5,5,200,200,0.1,0.1,128,128,20,0.9,0.9,0.5,0.5,64,112,9,0.1,0.1,10,0.127463369,0.872536631
9,9,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.12748623,0.87251377
5,5,200,200,0.1,0.1,128,128,20,0.9,0.9,0.5,0.5,48,80,7,0.01,0.01,10,0.127534235,0.872465765
7,7,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,80,144,11,0.01,0.01,10,0.127549126,0.872450874
5,5,100,100,0.2,0.2,64,64,10,0.9,0.9,0.5,0.5,48,80,7,0.01,0.01,10,0.127560969,0.872439031
9,9,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,32,48,5,0.01,0.01,10,0.127568264,0.872431736
9,9,200,200,0.1,0.1,32,32,5,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.127645285,0.872354715
9,9,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,64,112,9,0.1,0.1,10,0.127657685,0.872342315
7,7,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,80,144,11,1,1,10,0.127661962,0.872338038
5,5,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.127664845,0.872335155
5,5,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,80,144,11,0.1,0.1,10,0.127694436,0.872305564
9,9,100,100,0.2,0.2,96,96,15,0.9,0.9,0.5,0.5,32,48,5,1,1,10,0.127716459,0.872283541
5,5,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,64,112,9,0.01,0.01,10,0.127792649,0.872207351
7,7,100,100,0.2,0.2,96,96,15,0.9,0.9,0.5,0.5,48,80,7,0.01,0.01,10,0.127817175,0.872182825
7,7,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,48,80,7,1,1,10,0.127830623,0.872169377
9,9,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,64,112,9,0.01,0.01,10,0.127832792,0.872167208
7,7,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,32,48,5,0.01,0.01,10,0.12787854,0.87212146
7,7,200,200,0.1,0.1,32,32,5,0.7,0.7,0.7,0.7,16,16,3,0.1,0.1,10,0.127879774,0.872120226
5,5,200,200,0.1,0.1,32,32,5,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.127885894,0.872114106
7,7,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.127899672,0.872100328
7,7,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.128050745,0.871949255
7,7,100,100,0.2,0.2,96,96,15,0.9,0.9,0.5,0.5,32,48,5,1,1,10,0.128145778,0.871854222
5,5,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,32,48,5,0.01,0.01,10,0.128148878,0.871851122
5,5,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,80,144,11,0.1,0.1,10,0.128162961,0.871837039
7,7,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,48,80,7,1,1,10,0.128169389,0.871830611
5,5,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,32,48,5,0.01,0.01,10,0.128242029,0.871757971
5,5,100,100,0.2,0.2,64,64,10,0.9,0.9,0.5,0.5,32,48,5,1,1,10,0.128272687,0.871727313
5,5,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.128290822,0.871709178
5,5,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.128341041,0.871658959
7,7,100,100,0.2,0.2,32,32,5,0.9,0.9,0.5,0.5,48,80,7,0.1,0.1,10,0.12836651,0.87163349
9,9,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,48,80,7,1,1,10,0.128372783,0.871627217
9,9,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,32,48,5,0.1,0.1,10,0.128473569,0.871526431
7,7,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,32,48,5,0.1,0.1,10,0.128481164,0.871518836
7,7,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,16,16,3,1,1,10,0.128491967,0.871508033
5,5,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,64,112,9,1,1,10,0.128508076,0.871491924
5,5,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,64,112,9,0.1,0.1,10,0.128539219,0.871460781
5,5,200,200,0.1,0.1,64,64,10,0.7,0.7,0.7,0.7,48,80,7,0.1,0.1,10,0.128547263,0.871452737
9,9,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,16,16,3,0.1,0.1,10,0.128585274,0.871414726
5,5,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,64,112,9,0.1,0.1,10,0.128638777,0.871361223
7,7,100,100,0.2,0.2,96,96,15,0.5,0.5,0.9,0.9,64,112,9,1,1,10,0.128693806,0.871306194
5,5,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,64,112,9,0.1,0.1,10,0.128698559,0.871301441
7,7,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,32,48,5,0.1,0.1,10,0.128744508,0.871255492
7,7,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,32,48,5,0.1,0.1,10,0.128818331,0.871181669
7,7,100,100,0.2,0.2,128,128,20,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.128880649,0.871119351
5,5,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,80,144,11,1,1,10,0.12889337,0.87110663
5,5,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.128923607,0.871076393
5,5,100,100,0.2,0.2,96,96,15,0.5,0.5,0.9,0.9,80,144,11,0.1,0.1,10,0.129036379,0.870963621
5,5,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,32,48,5,0.01,0.01,10,0.129040945,0.870959055
9,9,100,100,0.2,0.2,128,128,20,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.129062217,0.870937783
5,5,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,16,16,3,0.1,0.1,10,0.129063722,0.870936278
9,9,200,200,0.1,0.1,64,64,10,0.9,0.9,0.5,0.5,16,16,3,0.1,0.1,10,0.129092423,0.870907577
7,7,200,200,0.1,0.1,64,64,10,0.7,0.7,0.7,0.7,32,48,5,0.1,0.1,10,0.129109859,0.870890141
5,5,200,200,0.1,0.1,128,128,20,0.9,0.9,0.5,0.5,32,48,5,0.01,0.01,10,0.129122671,0.870877329
5,5,200,200,0.1,0.1,96,96,15,0.9,0.9,0.5,0.5,16,16,3,1,1,10,0.129188399,0.870811601
5,5,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,32,48,5,0.1,0.1,10,0.129195143,0.870804857
9,9,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,64,112,9,0.1,0.1,10,0.129198821,0.870801179
9,9,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,80,144,11,0.01,0.01,10,0.129249374,0.870750626
9,9,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,48,80,7,1,1,10,0.129345549,0.870654451
9,9,100,100,0.2,0.2,128,128,20,0.5,0.5,0.9,0.9,32,48,5,0.1,0.1,10,0.129377338,0.870622662
5,5,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.129379662,0.870620338
5,5,200,200,0.1,0.1,96,96,15,0.7,0.7,0.7,0.7,32,48,5,0.01,0.01,10,0.129420925,0.870579075
5,5,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,32,48,5,1,1,10,0.129436958,0.870563042
5,5,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,48,80,7,1,1,10,0.129461772,0.870538228
9,9,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,80,144,11,0.1,0.1,10,0.129467291,0.870532709
7,7,200,200,0.1,0.1,128,128,20,0.9,0.9,0.5,0.5,48,80,7,0.01,0.01,10,0.129481706,0.870518294
5,5,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,32,48,5,1,1,10,0.129536704,0.870463296
5,5,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,16,16,3,0.1,0.1,10,0.129546568,0.870453432
9,9,200,200,0.1,0.1,32,32,5,0.7,0.7,0.7,0.7,16,16,3,0.1,0.1,10,0.129553198,0.870446802
9,9,200,200,0.1,0.1,64,64,10,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.12962251,0.87037749
5,5,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.129624225,0.870375775
7,7,200,200,0.1,0.1,64,64,10,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.129656963,0.870343037
9,9,100,100,0.2,0.2,96,96,15,0.9,0.9,0.5,0.5,32,48,5,0.1,0.1,10,0.12965719,0.87034281
9,9,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,48,80,7,0.1,0.1,10,0.129667106,0.870332894
7,7,100,100,0.2,0.2,128,128,20,0.7,0.7,0.7,0.7,64,112,9,0.01,0.01,10,0.129711855,0.870288145
9,9,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,16,16,3,0.1,0.1,10,0.129721244,0.870278756
7,7,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,64,112,9,0.01,0.01,10,0.129740284,0.870259716
7,7,200,200,0.1,0.1,64,64,10,0.7,0.7,0.7,0.7,16,16,3,0.1,0.1,10,0.129748835,0.870251165
9,9,100,100,0.2,0.2,128,128,20,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.129749017,0.870250983
7,7,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,64,112,9,0.01,0.01,10,0.129772967,0.870227033
9,9,100,100,0.2,0.2,64,64,10,0.9,0.9,0.5,0.5,16,16,3,1,1,10,0.129789176,0.870210824
9,9,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,48,80,7,1,1,10,0.129790835,0.870209165
5,5,100,100,0.2,0.2,128,128,20,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.129794771,0.870205229
9,9,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,32,48,5,1,1,10,0.129802662,0.870197338
7,7,200,200,0.1,0.1,96,96,15,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.129827788,0.870172212
5,5,200,200,0.1,0.1,128,128,20,0.9,0.9,0.5,0.5,16,16,3,1,1,10,0.129877543,0.870122457
5,5,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,48,80,7,1,1,10,0.129920975,0.870079025
5,5,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,80,144,11,0.01,0.01,10,0.129931237,0.870068763
9,9,100,100,0.2,0.2,128,128,20,0.5,0.5,0.9,0.9,16,16,3,1,1,10,0.129935066,0.870064934
5,5,200,200,0.1,0.1,64,64,10,0.9,0.9,0.5,0.5,16,16,3,0.1,0.1,10,0.129935881,0.870064119
9,9,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,48,80,7,1,1,10,0.129946034,0.870053966
7,7,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,64,112,9,0.1,0.1,10,0.13005035,0.86994965
7,7,100,100,0.2,0.2,128,128,20,0.7,0.7,0.7,0.7,64,112,9,0.1,0.1,10,0.130108575,0.869891425
7,7,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,32,48,5,0.1,0.1,10,0.130143394,0.869856606
5,5,100,100,0.2,0.2,96,96,15,0.9,0.9,0.5,0.5,48,80,7,0.01,0.01,10,0.130250855,0.869749145
7,7,100,100,0.2,0.2,128,128,20,0.9,0.9,0.5,0.5,32,48,5,1,1,10,0.130276507,0.869723493
9,9,100,100,0.2,0.2,128,128,20,0.7,0.7,0.7,0.7,32,48,5,1,1,10,0.130335533,0.869664467
9,9,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,80,144,11,0.1,0.1,10,0.130363263,0.869636737
7,7,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.130391058,0.869608942
7,7,100,100,0.2,0.2,32,32,5,0.9,0.9,0.5,0.5,48,80,7,0.01,0.01,10,0.130401984,0.869598016
7,7,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,64,112,9,0.1,0.1,10,0.130561937,0.869438063
9,9,100,100,0.2,0.2,128,128,20,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.130569326,0.869430674
5,5,200,200,0.1,0.1,96,96,15,0.5,0.5,0.9,0.9,48,80,7,0.1,0.1,10,0.130584004,0.869415996
9,9,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,80,144,11,0.1,0.1,10,0.130605226,0.869394774
9,9,200,200,0.1,0.1,64,64,10,0.9,0.9,0.5,0.5,16,16,3,0.01,0.01,10,0.130628785,0.869371215
9,9,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,32,48,5,1,1,10,0.130674696,0.869325304
9,9,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,32,48,5,0.01,0.01,10,0.130677679,0.869322321
7,7,100,100,0.2,0.2,96,96,15,0.9,0.9,0.5,0.5,32,48,5,0.1,0.1,10,0.130690141,0.869309859
7,7,100,100,0.2,0.2,64,64,10,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.130693525,0.869306475
5,5,200,200,0.1,0.1,64,64,10,0.5,0.5,0.9,0.9,64,112,9,0.1,0.1,10,0.13074324,0.86925676
7,7,200,200,0.1,0.1,32,32,5,0.7,0.7,0.7,0.7,32,48,5,0.1,0.1,10,0.130743459,0.869256541
9,9,100,100,0.2,0.2,96,96,15,0.5,0.5,0.9,0.9,48,80,7,0.01,0.01,10,0.130841661,0.869158339
7,7,100,100,0.2,0.2,96,96,15,0.5,0.5,0.9,0.9,32,48,5,1,1,10,0.130884844,0.869115156
7,7,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,32,48,5,0.01,0.01,10,0.130908127,0.869091873
9,9,100,100,0.2,0.2,96,96,15,0.7,0.7,0.7,0.7,64,112,9,0.1,0.1,10,0.130988195,0.869011805
7,7,100,100,0.2,0.2,64,64,10,0.5,0.5,0.9,0.9,64,112,9,1,1,10,0.130996809,0.869003191
9,9,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,32,48,5,0.01,0.01,10,0.131082893,0.868917107
7,7,200,200,0.1,0.1,32,32,5,0.9,0.9,0.5,0.5,16,16,3,0.1,0.1,10,0.131116519,0.868883481
7,7,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,48,80,7,0.01,0.01,10,0.131124328,0.868875672
7,7,200,200,0.1,0.1,32,32,5,0.9,0.9,0.5,0.5,16,16,3,0.01,0.01,10,0.131241602,0.868758398
5,5,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.131272007,0.868727993
9,9,100,100,0.2,0.2,32,32,5,0.9,0.9,0.5,0.5,32,48,5,0.01,0.01,10,0.131291104,0.868708896
5,5,200,200,0.1,0.1,32,32,5,0.5,0.5,0.9,0.9,64,112,9,0.01,0.01,10,0.131347706,0.868652294
5,5,200,200,0.1,0.1,96,96,15,0.7,0.7,0.7,0.7,16,16,3,0.01,0.01,10,0.131432336,0.868567664
5,5,200,200,0.1,0.1,32,32,5,0.9,0.9,0.5,0.5,16,16,3,0.01,0.01,10,0.131435305,0.868564695
9,9,200,200,0.1,0.1,64,64,10,0.7,0.7,0.7,0.7,16,16,3,0.1,0.1,10,0.131491176,0.868508824
7,7,200,200,0.1,0.1,128,128,20,0.7,0.7,0.7,0.7,48,80,7,1,1,10,0.131528022,0.868471978
5,5,200,200,0.1,0.1,128,128,20,0.5,0.5,0.9,0.9,80,144,11,0.01,0.01,10,0.131560534,0.868439466
5,5,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,48,80,7,1,1,10,0.131577329,0.868422671
7,7,200,200,0.1,0.1,64,64,10,0.9,0.9,0.5,0.5,16,16,3,1,1,10,0.131596844,0.868403156
9,9,100,100,0.2,0.2,32,32,5,0.5,0.5,0.9,0.9,80,144,11,0.1,0.1,10,0.131610853,0.868389147
9,9,200,200,0.1,0.1,96,96,15,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.131627364,0.868372636
7,7,100,100,0.2,0.2,32,32,5,0.7,0.7,0.7,0.7,16,16,3,1,1,10,0.131643542,0.868356458
