max_depth_LGB,n_estimators_random,learning_rate_LGB,num_iterations_LGB,min_samples_split_random,num_leaves_LGB,min_child_samples_LGB,reg_lambda_LGB,subsample_LGB,colsample_bytree_LGB,max_features_random,max_samples_random,max_depth_random,max_bin_LGB,min_samples_leaf_random,reg_alpha,degree,mse,r2,mse_y,auc_t
5,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,9,144,9,0.01,10,0.089303748,0.910696252,1.08875204,0.508573932
9,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.089331188,0.910668812,1.097687833,0.517361612
5,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.089403632,0.910596368,1.086283333,0.511109508
5,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,1,10,0.089425236,0.910574764,1.07504216,0.511852279
7,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.089458067,0.910541933,1.091398844,0.511109508
5,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,9,144,9,1,10,0.089471509,0.910528491,1.076585526,0.504910841
7,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.08948159,0.91051841,1.078750015,0.52767224
9,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.08948159,0.91051841,1.078826939,0.52767224
9,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.089491704,0.910508296,1.084986273,0.52767224
9,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,1,10,0.089499958,0.910500042,1.11558204,0.517361612
5,100,0.1,200,32,64,64,10,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.089500616,0.910499384,1.091904471,0.511852279
9,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.089503111,0.910496889,1.083489315,0.512237024
9,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.089536266,0.910463734,1.087104772,0.515590183
9,100,0.1,200,32,64,64,10,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.089565278,0.910434722,1.113165655,0.518833796
9,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.089581438,0.910418562,1.080888866,0.515069174
9,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.089585124,0.910414876,1.132213126,0.510783544
5,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.089591332,0.910408668,1.075519756,0.511852279
9,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,1,10,0.089618194,0.910381806,1.081319836,0.515069174
9,100,0.1,200,32,64,64,10,0.9,0.9,0.5,0.5,5,80,5,1,10,0.089633357,0.910366643,1.108999719,0.511852279
5,100,0.1,200,32,64,64,10,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.0896392,0.9103608,1.086670357,0.504910841
5,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.089749084,0.910250916,1.080925894,0.505683002
5,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,7,112,7,1,10,0.089785471,0.910214529,1.085815584,0.52767224
7,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,9,144,9,0.01,10,0.089827228,0.910172772,1.094286824,0.508573932
7,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,9,144,9,1,10,0.08990133,0.91009867,1.088378766,0.518833796
9,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.0899133,0.9100867,1.097957153,0.517361612
7,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.089941231,0.910058769,1.088433312,0.518833796
7,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.089942779,0.910057221,1.089531588,0.519809017
7,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.089955757,0.910044243,1.081166259,0.510783544
7,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.089979118,0.910020882,1.079697642,0.512514896
9,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.089983577,0.910016423,1.08296777,0.512514896
9,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,1,10,0.090081658,0.909918342,1.136518782,0.518833796
7,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,1,10,0.090101399,0.909898601,1.079763232,0.511456847
9,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,9,144,9,1,10,0.090108017,0.909891983,1.117035652,0.511109508
5,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.090114956,0.909885044,1.089800643,0.508573932
5,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.090120611,0.909879389,1.078297394,0.510783544
9,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.090138701,0.909861299,1.139678346,0.511852279
7,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.090169016,0.909830984,1.081213614,0.52767224
5,100,0.1,200,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,1,10,0.090195283,0.909804717,1.085919102,0.515069174
5,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.09027924,0.90972076,1.11273142,0.511852279
9,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,9,144,9,1,10,0.090311565,0.909688435,1.090254083,0.518833796
9,100,0.1,200,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.090319746,0.909680254,1.101422598,0.515069174
7,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.090327454,0.909672546,1.105958938,0.519370835
5,100,0.1,200,32,64,64,10,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.090364821,0.909635179,1.086427348,0.504910841
5,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.090371841,0.909628159,1.077681091,0.517361612
5,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,5,80,5,1,10,0.090411664,0.909588336,1.086949004,0.511531659
5,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.090418962,0.909581038,1.07805789,0.512237024
9,100,0.1,200,32,64,64,10,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.090460193,0.909539807,1.096572888,0.504910841
7,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.090512016,0.909487984,1.076656757,0.515590183
9,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.090512016,0.909487984,1.078135101,0.515590183
9,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,1,10,0.090527845,0.909472155,1.083142906,0.511531659
5,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.09053744,0.90946256,1.077714375,0.519370835
5,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.090623338,0.909376662,1.091665784,0.511531659
5,100,0.1,200,32,64,64,10,0.7,0.7,0.7,0.7,9,144,9,1,10,0.090693329,0.909306671,1.081519255,0.515590183
9,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.090708705,0.909291295,1.122109047,0.508531183
9,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.090768277,0.909231723,1.131146307,0.518833796
7,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,1,10,0.09081105,0.90918895,1.078610938,0.517361612
9,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,1,10,0.09081105,0.90918895,1.074476173,0.517361612
5,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,0.01,10,0.090877964,0.909122036,1.100401486,0.515590183
9,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.090879138,0.909120862,1.140811162,0.511109508
5,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.090890778,0.909109222,1.076174557,0.511852279
5,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.090918131,0.909081869,1.077543947,0.519370835
9,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.090960176,0.909039824,1.082776588,0.52767224
5,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,1,10,0.090970786,0.909029214,1.075687863,0.52767224
5,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,9,144,9,1,10,0.090998771,0.909001229,1.075811691,0.515590183
5,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.09100301,0.90899699,1.075645121,0.511456847
7,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.091025541,0.908974459,1.131177981,0.519809017
7,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,9,144,9,1,10,0.091028686,0.908971314,1.083281468,0.508573932
9,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,1,10,0.09104247,0.90895753,1.081956083,0.512514896
9,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.091066336,0.908933664,1.081535376,0.515069174
9,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.091084836,0.908915164,1.116288115,0.508531183
7,100,0.1,200,32,64,64,10,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.09127308,0.90872692,1.101225742,0.518833796
9,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.091277678,0.908722322,1.088058974,0.512514896
9,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,1,10,0.091332632,0.908667368,1.077160034,0.511852279
7,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,1,10,0.091332632,0.908667368,1.078540304,0.511852279
7,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.091418034,0.908581966,1.098492201,0.510783544
5,100,0.1,200,32,64,64,10,0.9,0.9,0.5,0.5,9,144,9,1,10,0.091439174,0.908560826,1.090887154,0.518833796
7,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.091439368,0.908560632,1.087026768,0.508531183
9,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,1,10,0.091481461,0.908518539,1.138230573,0.511852279
7,100,0.1,200,32,64,64,10,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.091493569,0.908506431,1.095123782,0.519370835
7,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.091627533,0.908372467,1.131844967,0.508531183
9,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,1,10,0.091639813,0.908360187,1.085547089,0.512237024
7,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.091646652,0.908353348,1.081457239,0.518833796
9,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.091646652,0.908353348,1.079932292,0.518833796
7,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,1,10,0.091666659,0.908333341,1.078954004,0.512514896
7,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,5,80,5,1,10,0.091694774,0.908305226,1.104462892,0.519370835
7,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.091699969,0.908300031,1.120450676,0.518833796
7,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.091714894,0.908285106,1.113081763,0.508531183
5,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,1,10,0.091715382,0.908284618,1.077471038,0.52767224
9,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.091750877,0.908249123,1.123853588,0.515069174
9,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.091754455,0.908245545,1.148437993,0.505683002
9,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,1,10,0.091840225,0.908159775,1.14611765,0.519809017
7,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.09186955,0.90813045,1.127029207,0.510783544
9,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.091933435,0.908066565,1.118945136,0.504910841
7,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.091996936,0.908003064,1.111365069,0.517361612
9,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,1,10,0.09200385,0.90799615,1.075515877,0.510783544
5,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.092004466,0.907995534,1.073038018,0.504910841
9,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.09200691,0.90799309,1.103386702,0.511531659
7,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,1,10,0.092007251,0.907992749,1.107231878,0.511456847
7,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,9,144,9,1,10,0.092078987,0.907921013,1.093614695,0.517361612
9,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.092104226,0.907895774,1.100868987,0.52767224
9,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.092161198,0.907838802,1.084714528,0.517361612
5,100,0.1,200,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.092230475,0.907769525,1.083614741,0.515069174
7,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,1,10,0.092237369,0.907762631,1.118203528,0.515590183
7,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,1,10,0.09225304,0.90774696,1.079685925,0.52767224
9,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,0.01,10,0.092266908,0.907733092,1.082710087,0.515590183
7,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,0.01,10,0.092266908,0.907733092,1.076862373,0.515590183
5,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.092325444,0.907674556,1.099941778,0.512514896
5,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,1,10,0.092346283,0.907653717,1.074449268,0.515590183
7,100,0.1,200,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.09240022,0.90759978,1.094275301,0.515069174
5,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,1,10,0.092449132,0.907550868,1.099056486,0.515069174
7,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,1,10,0.092463641,0.907536359,1.082885723,0.511531659
7,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.092477101,0.907522899,1.093382437,0.511109508
9,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.092499172,0.907500828,1.114564541,0.511456847
5,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.092525185,0.907474815,1.08534553,0.52767224
7,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.092599984,0.907400016,1.081776875,0.519370835
5,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,1,10,0.0926571,0.9073429,1.076317748,0.511456847
7,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.092660452,0.907339548,1.079589897,0.519370835
9,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.092660452,0.907339548,1.076557328,0.519370835
7,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.092677903,0.907322097,1.123923253,0.519809017
5,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.092691731,0.907308269,1.078615501,0.512237024
7,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.0926962,0.9073038,1.083586666,0.511852279
9,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.092715291,0.907284709,1.140047932,0.519809017
7,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.09277427,0.90722573,1.082907714,0.517361612
5,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,1,10,0.092815811,0.907184189,1.078103931,0.511531659
7,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.092828401,0.907171599,1.124599648,0.518833796
5,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,1,10,0.092862331,0.907137669,1.075544657,0.511456847
9,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,0.01,10,0.092864154,0.907135846,1.14458476,0.508573932
7,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,1,10,0.092971525,0.907028475,1.077877883,0.510783544
7,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.092988397,0.907011603,1.143321039,0.511109508
7,100,0.1,200,32,64,64,10,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.092994037,0.907005963,1.092153038,0.504910841
5,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.093026728,0.906973272,1.075424387,0.510783544
5,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.093038541,0.906961459,1.109953582,0.519809017
5,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.093099085,0.906900915,1.078934601,0.519809017
5,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.093113366,0.906886634,1.075068904,0.511852279
5,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.093153281,0.906846719,1.105387784,0.511852279
7,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.093175273,0.906824727,1.083505507,0.511456847
7,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,1,10,0.093180879,0.906819121,1.125624754,0.518833796
9,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.093265598,0.906734402,1.077454792,0.504910841
7,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.093265598,0.906734402,1.076543511,0.504910841
9,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,1,10,0.093310367,0.906689633,1.081870824,0.518833796
7,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,1,10,0.093310367,0.906689633,1.080827275,0.518833796
7,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,1,10,0.09332842,0.90667158,1.127899725,0.505683002
9,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.09341816,0.90658184,1.087948124,0.508531183
5,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,1,10,0.093435106,0.906564894,1.073464929,0.504910841
9,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.093441079,0.906558921,1.113272245,0.511109508
9,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.093472444,0.906527556,1.084191037,0.517361612
5,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.093510736,0.906489264,1.077634062,0.512514896
7,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.093516068,0.906483932,1.117196936,0.512514896
9,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,1,10,0.093552256,0.906447744,1.087603289,0.508531183
5,100,0.1,200,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.093567041,0.906432959,1.085845723,0.515069174
5,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.093629811,0.906370189,1.095506614,0.511456847
7,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.093639964,0.906360036,1.106358935,0.504910841
9,100,0.1,200,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.093654839,0.906345161,1.102983064,0.515069174
5,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.093660355,0.906339645,1.115322981,0.508531183
5,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.093684215,0.906315785,1.084432217,0.512237024
9,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.093687153,0.906312847,1.094078813,0.505683002
5,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,1,10,0.093699892,0.906300108,1.07357069,0.512237024
5,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.0937072,0.9062928,1.099321632,0.510783544
5,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.093717515,0.906282485,1.077666119,0.52767224
9,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.093745004,0.906254996,1.144120376,0.505683002
7,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.093787232,0.906212768,1.085149697,0.505683002
7,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,1,10,0.093892391,0.906107609,1.082266524,0.519370835
9,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.093899254,0.906100746,1.088874493,0.511852279
5,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.093906178,0.906093822,1.090793142,0.505683002
5,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.093906732,0.906093268,1.095025333,0.511456847
9,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,1,10,0.093909747,0.906090253,1.075266995,0.519370835
7,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,1,10,0.093909747,0.906090253,1.077107304,0.519370835
7,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.093915738,0.906084262,1.124058785,0.511852279
7,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.093920276,0.906079724,1.088747416,0.508531183
5,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,1,10,0.093944738,0.906055262,1.081330837,0.510783544
7,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.093948534,0.906051466,1.073874276,0.512237024
9,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.093948534,0.906051466,1.077892133,0.512237024
5,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,1,10,0.093948661,0.906051339,1.074839177,0.515069174
7,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.093987406,0.906012594,1.119750286,0.511531659
7,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,1,10,0.094102491,0.905897509,1.125564917,0.512514896
7,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.094106365,0.905893635,1.07863238,0.518833796
9,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.094106365,0.905893635,1.078733932,0.518833796
7,100,0.1,200,32,64,64,10,0.5,0.5,0.9,0.9,9,144,9,1,10,0.094128787,0.905871213,1.090431952,0.504910841
7,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,1,10,0.094150557,0.905849443,1.076773457,0.512514896
9,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,1,10,0.094150557,0.905849443,1.077879242,0.512514896
5,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.09415099,0.90584901,1.07701345,0.508531183
5,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.094155034,0.905844966,1.082286769,0.508531183
7,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,1,10,0.094198448,0.905801552,1.100247502,0.510783544
7,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.094266418,0.905733582,1.109415803,0.511109508
9,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.094287929,0.905712071,1.130671068,0.52767224
5,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.094301885,0.905698115,1.081403482,0.505683002
9,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.094353088,0.905646912,1.084314392,0.512237024
9,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.094360987,0.905639013,1.139273733,0.508531183
5,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,9,144,9,1,10,0.094368651,0.905631349,1.078519661,0.517361612
7,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.094372823,0.905627177,1.082038027,0.512514896
5,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.094407951,0.905592049,1.108520263,0.519809017
7,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,1,10,0.094470991,0.905529009,1.07707585,0.52767224
9,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,1,10,0.094470991,0.905529009,1.073345921,0.52767224
9,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,1,10,0.094472565,0.905527435,1.147383855,0.508531183
9,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.094487742,0.905512258,1.078405789,0.504910841
7,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.094487742,0.905512258,1.077364523,0.504910841
5,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.094497108,0.905502892,1.073336164,0.515069174
7,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.094515466,0.905484534,1.078031108,0.511456847
9,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.094515466,0.905484534,1.076273782,0.511456847
