max_depth_LGB,n_estimators_random,learning_rate_LGB,num_iterations_LGB,min_samples_split_random,num_leaves_LGB,min_child_samples_LGB,reg_lambda_LGB,subsample_LGB,colsample_bytree_LGB,max_features_random,max_samples_random,max_depth_random,max_bin_LGB,min_samples_leaf_random,reg_alpha,degree,mse,r2,mse_y,auc_t
9,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.094583143,0.905416857,1.11351764,0.504910841
9,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,1,10,0.094653837,0.905346163,1.084072175,0.519370835
9,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.094671967,0.905328033,1.084496445,0.510783544
5,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.094685458,0.905314542,1.076897841,0.518833796
7,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,1,10,0.094773501,0.905226499,1.076091062,0.511531659
7,100,0.1,200,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.094788587,0.905211413,1.078654803,0.515069174
5,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,9,144,9,1,10,0.094803402,0.905196598,1.085100486,0.511109508
5,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.094804325,0.905195675,1.072415065,0.519370835
7,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.094901592,0.905098408,1.122660416,0.511852279
7,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.094930623,0.905069377,1.108254665,0.511109508
5,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.094938678,0.905061322,1.099143693,0.512237024
7,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,9,144,9,1,10,0.095003646,0.904996354,1.084155348,0.517361612
7,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,1,10,0.095033551,0.904966449,1.077826926,0.512237024
9,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,1,10,0.095033551,0.904966449,1.076193744,0.512237024
5,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.095072277,0.904927723,1.105246039,0.508573932
5,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.095089274,0.904910726,1.100041685,0.515590183
5,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,5,80,5,1,10,0.095097564,0.904902436,1.099948254,0.511531659
7,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.095102915,0.904897085,1.100430253,0.508573932
5,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.095108952,0.904891048,1.079619747,0.511531659
7,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.095121232,0.904878768,1.115101458,0.515590183
5,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.095127924,0.904872076,1.10684047,0.518833796
7,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,5,80,5,1,10,0.095134892,0.904865108,1.098665659,0.511531659
5,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.095135842,0.904864158,1.074058121,0.517361612
5,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.09517831,0.90482169,1.087472046,0.510783544
7,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.095194013,0.904805987,1.098623097,0.52767224
9,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.095371078,0.904628922,1.077794087,0.519370835
7,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.095371078,0.904628922,1.0789552,0.519370835
7,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,1,10,0.095376136,0.904623864,1.076665181,0.504910841
9,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,1,10,0.095376136,0.904623864,1.076757058,0.504910841
9,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.095408309,0.904591691,1.140780554,0.511109508
9,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.095417169,0.904582831,1.11689096,0.517361612
7,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,1,10,0.095426785,0.904573215,1.085834215,0.508531183
7,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.095453272,0.904546728,1.096807026,0.512237024
9,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.095539947,0.904460053,1.107890587,0.511531659
5,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.095572073,0.904427927,1.076091583,0.52767224
7,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.095600665,0.904399335,1.080770289,0.511456847
9,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,1,10,0.09560204,0.90439796,1.077436109,0.515590183
7,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,1,10,0.09560204,0.90439796,1.077607771,0.515590183
9,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.095609768,0.904390232,1.120329968,0.511456847
5,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,1,10,0.095656279,0.904343721,1.075150941,0.517361612
9,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,1,10,0.095659172,0.904340828,1.111353511,0.504910841
7,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.095659449,0.904340551,1.077088974,0.511852279
9,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.095659449,0.904340551,1.081560656,0.511852279
7,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.095665675,0.904334325,1.100705668,0.511531659
9,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.095692859,0.904307141,1.089143286,0.508531183
7,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,0.01,10,0.095719152,0.904280848,1.118582723,0.515590183
7,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.095751553,0.904248447,1.078613503,0.52767224
9,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.095751553,0.904248447,1.07728976,0.52767224
9,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,1,10,0.095769893,0.904230107,1.076335145,0.511531659
7,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.095805793,0.904194207,1.095063238,0.512237024
5,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,9,144,9,1,10,0.095806165,0.904193835,1.08661849,0.517361612
5,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.095867173,0.904132827,1.075328251,0.508531183
5,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,1,10,0.095911948,0.904088052,1.074031036,0.510783544
9,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,1,10,0.095913539,0.904086461,1.13756838,0.515590183
5,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.095935814,0.904064186,1.075553263,0.512237024
5,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,1,10,0.095958198,0.904041802,1.09040313,0.511456847
9,50,0.2,100,32,64,64,10,0.5,0.5,0.9,0.9,7,112,7,1,10,0.096028997,0.903971003,1.097293563,0.52767224
7,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.096066991,0.903933009,1.121702735,0.511109508
5,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,1,10,0.09609695,0.90390305,1.104303655,0.512237024
5,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,1,10,0.096102627,0.903897373,1.073439336,0.519370835
5,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.096107102,0.903892898,1.108651875,0.511109508
7,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.09617259,0.90382741,1.102560732,0.510783544
7,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.096195207,0.903804793,1.076065562,0.512514896
9,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.096195207,0.903804793,1.077440299,0.512514896
7,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,1,10,0.09621007,0.90378993,1.078666593,0.508531183
9,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,1,10,0.09621007,0.90378993,1.081026064,0.508531183
7,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,1,10,0.096246707,0.903753293,1.079931562,0.505683002
9,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,1,10,0.096246707,0.903753293,1.082467036,0.505683002
5,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,1,10,0.096247021,0.903752979,1.107490761,0.505683002
5,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.096247666,0.903752334,1.107563957,0.508531183
5,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.096256268,0.903743732,1.074367431,0.504910841
5,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,1,10,0.096284383,0.903715617,1.079227402,0.518833796
9,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,1,10,0.096316991,0.903683009,1.082992949,0.52767224
5,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.096339209,0.903660791,1.075317828,0.512514896
7,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.096394626,0.903605374,1.134201763,0.505683002
5,50,0.2,100,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,1,10,0.09645894,0.90354106,1.078663784,0.508531183
5,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.096550911,0.903449089,1.078292984,0.518833796
5,50,0.2,100,48,96,96,15,0.7,0.7,0.7,0.7,5,80,5,1,10,0.09662964,0.90337036,1.07474942,0.510783544
7,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,1,10,0.096636772,0.903363228,1.117136245,0.510783544
7,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.096641103,0.903358897,1.075216132,0.512514896
9,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.096641103,0.903358897,1.077789088,0.512514896
7,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,1,10,0.096641676,0.903358324,1.102630633,0.504910841
5,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,1,10,0.096702488,0.903297512,1.101834373,0.510783544
7,100,0.1,200,48,96,96,15,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.096727159,0.903272841,1.083323348,0.511852279
9,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.096748393,0.903251607,1.078406793,0.517361612
7,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.096748393,0.903251607,1.075991926,0.517361612
7,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,1,10,0.096837236,0.903162764,1.126200462,0.519809017
5,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,0.01,10,0.096854187,0.903145813,1.074013234,0.515590183
5,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.096923595,0.903076405,1.096187335,0.505683002
5,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,1,10,0.096925931,0.903074069,1.076270942,0.512514896
5,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.09694181,0.90305819,1.11019029,0.505683002
5,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.09698276,0.90301724,1.073633949,0.510783544
5,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.097066896,0.902933104,1.110099527,0.505683002
5,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,1,10,0.097090224,0.902909776,1.113361085,0.508531183
7,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.097115478,0.902884522,1.104820986,0.504910841
9,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.097160786,0.902839214,1.081353263,0.512237024
7,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.097160786,0.902839214,1.075308964,0.512237024
9,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,1,10,0.097176729,0.902823271,1.1390776,0.508573932
5,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.01,10,0.09726182,0.90273818,1.106927862,0.518833796
7,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.097328176,0.902671824,1.077409133,0.510783544
9,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.097328176,0.902671824,1.079599118,0.510783544
5,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,1,10,0.097353769,0.902646231,1.10181798,0.515590183
5,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.097388728,0.902611272,1.0734735,0.511456847
5,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.097412273,0.902587727,1.074513385,0.511456847
9,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,1,10,0.097456527,0.902543473,1.075900423,0.511456847
7,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,1,10,0.097456527,0.902543473,1.074772224,0.511456847
5,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.097465333,0.902534667,1.102708861,0.515069174
5,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.097577824,0.902422176,1.078060134,0.52767224
9,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.09759149,0.90240851,1.107774448,0.510783544
5,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.097658885,0.902341115,1.074920378,0.515590183
9,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.097731404,0.902268596,1.140730717,0.519809017
7,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,1,10,0.097822986,0.902177014,1.1116673,0.517361612
5,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,5,80,5,1,10,0.097844813,0.902155187,1.092994064,0.519370835
7,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.097874315,0.902125685,1.124626757,0.512237024
5,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.097954572,0.902045428,1.108950116,0.510783544
7,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,0.1,10,0.097985521,0.902014479,1.118975545,0.508573932
9,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.098028701,0.901971299,1.081134935,0.517361612
7,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.098028701,0.901971299,1.076925613,0.517361612
5,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,1,10,0.098053571,0.901946429,1.101333087,0.508573932
9,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,1,10,0.098062593,0.901937407,1.074255706,0.515069174
7,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,1,10,0.098062593,0.901937407,1.073460301,0.515069174
5,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.098069331,0.901930669,1.106438693,0.511109508
7,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.098089605,0.901910395,1.076590387,0.511456847
9,100,0.1,200,64,128,128,20,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.098089605,0.901910395,1.075576667,0.511456847
7,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.098093423,0.901906577,1.120962277,0.515069174
5,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.098178539,0.901821461,1.074529258,0.517361612
9,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.098283367,0.901716633,1.139506848,0.511852279
5,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.098371057,0.901628943,1.095725341,0.504910841
7,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.098433852,0.901566148,1.080436973,0.519809017
9,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.098433852,0.901566148,1.079220047,0.519809017
5,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.098473097,0.901526903,1.075292175,0.511852279
5,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.098478045,0.901521955,1.1018443,0.512514896
9,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.09849267,0.90150733,1.08122191,0.511531659
7,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.09849267,0.90150733,1.080460285,0.511531659
5,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.098519337,0.901480663,1.097137162,0.504910841
5,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,1,10,0.098635012,0.901364988,1.074198684,0.511852279
5,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,0.01,10,0.098913896,0.901086104,1.072555139,0.510783544
5,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.098944515,0.901055485,1.096254489,0.52767224
5,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,1,10,0.098967171,0.901032829,1.072058224,0.515069174
5,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,1,10,0.099047926,0.900952074,1.077443282,0.511109508
5,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,1,10,0.0991097,0.9008903,1.078026757,0.519809017
9,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.099123189,0.900876811,1.085146334,0.511531659
7,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.099190762,0.900809238,1.112893003,0.517361612
7,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,1,10,0.099306667,0.900693333,1.130749297,0.508531183
5,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.099318201,0.900681799,1.075269576,0.511531659
5,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.099320539,0.900679461,1.076993164,0.508531183
5,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.1,10,0.099321177,0.900678823,1.103159287,0.517361612
9,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.099370837,0.900629163,1.139145047,0.512237024
7,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.099394661,0.900605339,1.080215702,0.508531183
9,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.099394661,0.900605339,1.080878258,0.508531183
9,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.099413932,0.900586068,1.141805707,0.510783544
7,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.099507672,0.900492328,1.114716846,0.52767224
5,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,9,144,9,0.01,10,0.099541784,0.900458216,1.102185916,0.508573932
9,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.099612796,0.900387204,1.119186134,0.519370835
7,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,7,112,7,0.1,10,0.099694065,0.900305935,1.107855448,0.511456847
7,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,9,144,9,1,10,0.099708448,0.900291552,1.10683824,0.511109508
7,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.099717385,0.900282615,1.077157629,0.510783544
9,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.099717385,0.900282615,1.079160293,0.510783544
9,100,0.1,200,48,96,96,15,0.5,0.5,0.9,0.9,7,112,7,0.01,10,0.099754333,0.900245667,1.084272492,0.511456847
9,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,1,10,0.099795996,0.900204004,1.078098406,0.510783544
7,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,1,10,0.099795996,0.900204004,1.076662309,0.510783544
5,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,1,10,0.099921611,0.900078389,1.100721445,0.512514896
5,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.099935788,0.900064212,1.078494014,0.505683002
9,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.100024343,0.899975657,1.078068161,0.511852279
7,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.01,10,0.100024343,0.899975657,1.078964086,0.511852279
9,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,1,10,0.100059644,0.899940356,1.075903022,0.508573932
7,50,0.2,100,64,128,128,20,0.7,0.7,0.7,0.7,9,144,9,1,10,0.100059644,0.899940356,1.0747567,0.508573932
5,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,1,10,0.100209671,0.899790329,1.077046691,0.505683002
5,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,7,112,7,1,10,0.100265716,0.899734284,1.10513826,0.519809017
5,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,1,10,0.100285742,0.899714258,1.107124366,0.511852279
9,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.1002888,0.8997112,1.088040839,0.511531659
5,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,1,10,0.100380703,0.899619297,1.109135364,0.511109508
9,50,0.2,100,32,64,64,10,0.7,0.7,0.7,0.7,7,112,7,0.1,10,0.100435948,0.899564052,1.107383691,0.512237024
7,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.100449222,0.899550778,1.082831299,0.508531183
9,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,0.1,10,0.100449222,0.899550778,1.081126582,0.508531183
9,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,1,10,0.100556011,0.899443989,1.081141446,0.519809017
7,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,1,10,0.100556011,0.899443989,1.078473835,0.519809017
9,50,0.2,100,32,64,64,10,0.9,0.9,0.5,0.5,9,144,9,0.1,10,0.10074071,0.89925929,1.118566847,0.511109508
7,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,1,10,0.100759605,0.899240395,1.115863304,0.515069174
9,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.100759654,0.899240346,1.076521985,0.511531659
7,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.100759654,0.899240346,1.082534166,0.511531659
9,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,1,10,0.100771324,0.899228676,1.13214142,0.512514896
9,100,0.1,200,16,32,32,5,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.100837731,0.899162269,1.118998635,0.519370835
5,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.100850272,0.899149728,1.112119418,0.512237024
5,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,0.1,10,0.100923762,0.899076238,1.077299251,0.511531659
5,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,5,80,5,1,10,0.101001765,0.898998235,1.077102046,0.508531183
5,50,0.2,100,16,32,32,5,0.5,0.5,0.9,0.9,9,144,9,0.01,10,0.10112508,0.89887492,1.098695858,0.517361612
5,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,0.01,10,0.101173717,0.898826283,1.078256841,0.519809017
7,50,0.2,100,48,96,96,15,0.5,0.5,0.9,0.9,5,80,5,0.01,10,0.10118428,0.89881572,1.087620656,0.511531659
9,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,1,10,0.101239776,0.898760224,1.082059132,0.511109508
7,50,0.2,100,64,128,128,20,0.9,0.9,0.5,0.5,9,144,9,1,10,0.101239776,0.898760224,1.080650094,0.511109508
9,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,1,10,0.101253352,0.898746648,1.131067592,0.515069174
5,50,0.2,100,64,128,128,20,0.5,0.5,0.9,0.9,5,80,5,1,10,0.101289969,0.898710031,1.071800651,0.511531659
5,100,0.1,200,64,128,128,20,0.9,0.9,0.5,0.5,7,112,7,0.1,10,0.101409629,0.898590371,1.077974463,0.519809017
5,100,0.1,200,64,128,128,20,0.7,0.7,0.7,0.7,5,80,5,0.1,10,0.101534589,0.898465411,1.073072909,0.515069174
9,50,0.2,100,16,32,32,5,0.7,0.7,0.7,0.7,5,80,5,1,10,0.101536038,0.898463962,1.136445362,0.510783544
7,100,0.1,200,16,32,32,5,0.9,0.9,0.5,0.5,5,80,5,1,10,0.101681977,0.898318023,1.124351321,0.511852279
9,100,0.1,200,16,32,32,5,0.7,0.7,0.7,0.7,7,112,7,0.01,10,0.101690299,0.898309701,1.1278818,0.512514896
9,50,0.2,100,16,32,32,5,0.9,0.9,0.5,0.5,9,144,9,1,10,0.10191052,0.89808948,1.141751521,0.511109508
