eps_lasso,n_alphas_lasso,n_estimators_random,min_samples_split_random,max_features_random,max_samples_random,max_depth_random,min_samples_leaf_random,degree,mse,r2
0.01,350,50,32,0.9,0.9,5,5,5,0.329039138,0.670960862
0.0001,450,100,48,0.9,0.9,3,3,5,0.329086302,0.670913698
0.0001,450,100,32,0.9,0.9,3,3,5,0.329086302,0.670913698
0.0001,450,100,64,0.9,0.9,3,3,5,0.329086302,0.670913698
0.0001,450,100,16,0.9,0.9,3,3,5,0.329086302,0.670913698
0.01,350,100,64,0.9,0.9,3,3,5,0.329209531,0.670790469
0.01,350,100,32,0.9,0.9,3,3,5,0.329209531,0.670790469
0.01,350,100,16,0.9,0.9,3,3,5,0.329209531,0.670790469
0.01,350,100,48,0.9,0.9,3,3,5,0.329209531,0.670790469
0.01,350,50,64,0.9,0.9,3,3,5,0.329627395,0.670372605
0.01,350,50,16,0.9,0.9,3,3,5,0.329627395,0.670372605
0.01,350,50,48,0.9,0.9,3,3,5,0.329627395,0.670372605
0.01,350,50,32,0.9,0.9,3,3,5,0.329627395,0.670372605
1,250,50,32,0.9,0.9,5,5,10,0.474926042,0.525073958
1,250,50,16,0.9,0.9,5,5,10,0.474926042,0.525073958
1,250,50,64,0.9,0.9,5,5,10,0.474926042,0.525073958
1,250,50,48,0.9,0.9,5,5,10,0.474926042,0.525073958
1,250,100,48,0.9,0.9,5,5,10,0.491145235,0.508854765
1,250,100,16,0.9,0.9,5,5,10,0.491145235,0.508854765
1,250,100,64,0.9,0.9,5,5,10,0.491145235,0.508854765
1,250,100,32,0.9,0.9,5,5,10,0.491145235,0.508854765
1,250,100,64,0.7,0.7,5,5,10,0.524368201,0.475631799
1,250,100,48,0.7,0.7,5,5,10,0.524368201,0.475631799
1,250,100,16,0.7,0.7,5,5,10,0.524368201,0.475631799
1,250,100,32,0.7,0.7,5,5,10,0.524368201,0.475631799
1,250,50,48,0.9,0.9,5,5,5,0.526133891,0.473866109
1,250,50,64,0.9,0.9,5,5,5,0.526133891,0.473866109
1,250,50,32,0.9,0.9,5,5,5,0.526133891,0.473866109
1,250,50,48,0.7,0.7,5,5,10,0.531081475,0.468918525
1,250,50,32,0.7,0.7,5,5,10,0.531081475,0.468918525
1,250,50,16,0.7,0.7,5,5,10,0.531081475,0.468918525
1,250,50,64,0.7,0.7,5,5,10,0.531081475,0.468918525
1,250,100,32,0.9,0.9,5,5,5,0.53470944,0.46529056
1,250,100,48,0.9,0.9,5,5,5,0.53470944,0.46529056
1,250,100,16,0.9,0.9,5,5,5,0.53470944,0.46529056
1,250,100,64,0.9,0.9,5,5,5,0.53470944,0.46529056
1,250,50,48,0.9,0.9,7,7,10,0.542195763,0.457804237
1,250,50,64,0.9,0.9,7,7,10,0.542195763,0.457804237
1,250,50,32,0.9,0.9,7,7,10,0.542195763,0.457804237
1,250,50,16,0.9,0.9,7,7,10,0.542195763,0.457804237
1,250,100,48,0.9,0.9,7,7,10,0.54331108,0.45668892
1,250,100,32,0.9,0.9,7,7,10,0.54331108,0.45668892
1,250,100,16,0.9,0.9,7,7,10,0.54331108,0.45668892
1,250,100,64,0.9,0.9,7,7,10,0.54331108,0.45668892
1,250,100,48,0.9,0.9,3,3,10,0.549954586,0.450045414
1,250,100,64,0.9,0.9,3,3,10,0.549954586,0.450045414
1,250,100,16,0.9,0.9,3,3,10,0.549954586,0.450045414
1,250,100,32,0.9,0.9,3,3,10,0.549954586,0.450045414
1,250,50,32,0.9,0.9,3,3,10,0.552756561,0.447243439
1,250,50,16,0.9,0.9,3,3,10,0.552756561,0.447243439
1,250,50,48,0.9,0.9,3,3,10,0.552756561,0.447243439
1,250,50,64,0.9,0.9,3,3,10,0.552756561,0.447243439
1,250,100,48,0.7,0.7,5,5,5,0.562805762,0.437194238
1,250,100,32,0.7,0.7,5,5,5,0.562805762,0.437194238
1,250,100,64,0.7,0.7,5,5,5,0.562805762,0.437194238
1,250,100,16,0.7,0.7,5,5,5,0.562805762,0.437194238
1,250,100,48,0.7,0.7,3,3,10,0.566813883,0.433186117
1,250,100,16,0.7,0.7,3,3,10,0.566813883,0.433186117
1,250,100,64,0.7,0.7,3,3,10,0.566813883,0.433186117
1,250,100,32,0.7,0.7,3,3,10,0.566813883,0.433186117
1,250,50,64,0.7,0.7,5,5,5,0.566910412,0.433089588
1,250,50,48,0.7,0.7,5,5,5,0.566910412,0.433089588
1,250,50,32,0.7,0.7,5,5,5,0.566910412,0.433089588
1,250,50,16,0.7,0.7,3,3,10,0.572594938,0.427405062
1,250,50,48,0.7,0.7,3,3,10,0.572594938,0.427405062
1,250,50,64,0.7,0.7,3,3,10,0.572594938,0.427405062
1,250,50,32,0.7,0.7,3,3,10,0.572594938,0.427405062
1,250,50,48,0.9,0.9,7,7,5,0.580673597,0.419326403
1,250,50,64,0.9,0.9,7,7,5,0.580673597,0.419326403
1,250,50,32,0.9,0.9,7,7,5,0.580673597,0.419326403
1,250,100,32,0.9,0.9,7,7,5,0.580954846,0.419045154
1,250,100,16,0.9,0.9,7,7,5,0.580954846,0.419045154
1,250,100,48,0.9,0.9,7,7,5,0.580954846,0.419045154
1,250,100,64,0.9,0.9,7,7,5,0.580954846,0.419045154
1,250,100,32,0.9,0.9,3,3,5,0.583065156,0.416934844
1,250,100,16,0.9,0.9,3,3,5,0.583065156,0.416934844
1,250,100,64,0.9,0.9,3,3,5,0.583065156,0.416934844
1,250,100,48,0.9,0.9,3,3,5,0.583065156,0.416934844
1,250,50,64,0.9,0.9,3,3,5,0.58752293,0.41247707
1,250,50,32,0.9,0.9,3,3,5,0.58752293,0.41247707
1,250,50,48,0.9,0.9,3,3,5,0.58752293,0.41247707
1,250,100,16,0.7,0.7,7,7,10,0.591038757,0.408961243
1,250,100,48,0.7,0.7,7,7,10,0.591038757,0.408961243
1,250,100,64,0.7,0.7,7,7,10,0.591038757,0.408961243
1,250,100,32,0.7,0.7,7,7,10,0.591038757,0.408961243
1,250,50,16,0.5,0.5,5,5,10,0.592376013,0.407623987
1,250,50,32,0.5,0.5,5,5,10,0.592376013,0.407623987
1,250,50,64,0.5,0.5,5,5,10,0.592376013,0.407623987
1,250,50,48,0.5,0.5,5,5,10,0.592376013,0.407623987
1,250,100,16,0.7,0.7,3,3,5,0.595528695,0.404471305
1,250,100,64,0.7,0.7,3,3,5,0.595528695,0.404471305
1,250,100,48,0.7,0.7,3,3,5,0.595528695,0.404471305
1,250,100,32,0.7,0.7,3,3,5,0.595528695,0.404471305
1,250,50,16,0.7,0.7,7,7,10,0.596964759,0.403035241
1,250,50,48,0.7,0.7,7,7,10,0.596964759,0.403035241
1,250,50,64,0.7,0.7,7,7,10,0.596964759,0.403035241
1,250,50,32,0.7,0.7,7,7,10,0.596964759,0.403035241
1,250,100,48,0.5,0.5,5,5,10,0.597838182,0.402161818
1,250,100,64,0.5,0.5,5,5,10,0.597838182,0.402161818
1,250,100,16,0.5,0.5,5,5,10,0.597838182,0.402161818
1,250,100,32,0.5,0.5,5,5,10,0.597838182,0.402161818
1,250,50,32,0.9,0.9,9,9,10,0.598573309,0.401426691
1,250,50,16,0.9,0.9,9,9,10,0.598573309,0.401426691
1,250,50,64,0.9,0.9,9,9,10,0.598573309,0.401426691
1,250,50,48,0.9,0.9,9,9,10,0.598573309,0.401426691
1,250,50,32,0.7,0.7,3,3,5,0.602367489,0.397632511
1,250,50,48,0.7,0.7,3,3,5,0.602367489,0.397632511
1,250,50,64,0.7,0.7,3,3,5,0.602367489,0.397632511
1,250,100,16,0.9,0.9,9,9,10,0.603004497,0.396995503
1,250,100,64,0.9,0.9,9,9,10,0.603004497,0.396995503
1,250,100,32,0.9,0.9,9,9,10,0.603004497,0.396995503
1,250,100,48,0.9,0.9,9,9,10,0.603004497,0.396995503
1,250,100,16,0.7,0.7,7,7,5,0.618459003,0.381540997
1,250,100,32,0.7,0.7,7,7,5,0.618459003,0.381540997
1,250,100,48,0.7,0.7,7,7,5,0.618459003,0.381540997
1,250,100,64,0.7,0.7,7,7,5,0.618459003,0.381540997
1,250,100,32,0.5,0.5,3,3,10,0.620078995,0.379921005
1,250,100,64,0.5,0.5,3,3,10,0.620078995,0.379921005
1,250,100,48,0.5,0.5,3,3,10,0.620078995,0.379921005
1,250,100,16,0.5,0.5,3,3,10,0.620078995,0.379921005
1,250,50,64,0.5,0.5,5,5,5,0.620898279,0.379101721
1,250,50,32,0.5,0.5,5,5,5,0.620898279,0.379101721
1,250,50,48,0.5,0.5,5,5,5,0.620898279,0.379101721
1,250,100,64,0.5,0.5,5,5,5,0.621806012,0.378193988
1,250,100,48,0.5,0.5,5,5,5,0.621806012,0.378193988
1,250,100,16,0.5,0.5,5,5,5,0.621806012,0.378193988
1,250,100,32,0.5,0.5,5,5,5,0.621806012,0.378193988
1,250,50,64,0.5,0.5,3,3,10,0.622378504,0.377621496
1,250,50,32,0.5,0.5,3,3,10,0.622378504,0.377621496
1,250,50,16,0.5,0.5,3,3,10,0.622378504,0.377621496
1,250,50,48,0.5,0.5,3,3,10,0.622378504,0.377621496
1,250,50,48,0.7,0.7,7,7,5,0.622786956,0.377213044
1,250,50,32,0.7,0.7,7,7,5,0.622786956,0.377213044
1,250,50,64,0.7,0.7,7,7,5,0.622786956,0.377213044
1,250,50,64,0.9,0.9,9,9,5,0.626413207,0.373586793
1,250,50,32,0.9,0.9,9,9,5,0.626413207,0.373586793
1,250,50,48,0.9,0.9,9,9,5,0.626413207,0.373586793
1,250,100,48,0.9,0.9,9,9,5,0.628931907,0.371068093
1,250,100,16,0.9,0.9,9,9,5,0.628931907,0.371068093
1,250,100,64,0.9,0.9,9,9,5,0.628931907,0.371068093
1,250,100,32,0.9,0.9,9,9,5,0.628931907,0.371068093
1,250,100,16,0.5,0.5,3,3,5,0.640330329,0.359669671
1,250,100,64,0.5,0.5,3,3,5,0.640330329,0.359669671
1,250,100,48,0.5,0.5,3,3,5,0.640330329,0.359669671
1,250,100,32,0.5,0.5,3,3,5,0.640330329,0.359669671
1,250,50,64,0.5,0.5,3,3,5,0.64178117,0.35821883
1,250,50,32,0.5,0.5,3,3,5,0.64178117,0.35821883
1,250,50,48,0.5,0.5,3,3,5,0.64178117,0.35821883
1,250,100,64,0.7,0.7,9,9,10,0.674566153,0.325433847
1,250,100,48,0.7,0.7,9,9,10,0.674566153,0.325433847
1,250,100,16,0.7,0.7,9,9,10,0.674566153,0.325433847
1,250,100,32,0.7,0.7,9,9,10,0.674566153,0.325433847
1,250,50,48,0.7,0.7,9,9,10,0.678495763,0.321504237
1,250,50,16,0.7,0.7,9,9,10,0.678495763,0.321504237
1,250,50,32,0.7,0.7,9,9,10,0.678495763,0.321504237
1,250,50,64,0.7,0.7,9,9,10,0.678495763,0.321504237
1,250,100,48,0.7,0.7,9,9,5,0.684069138,0.315930862
1,250,100,64,0.7,0.7,9,9,5,0.684069138,0.315930862
1,250,100,32,0.7,0.7,9,9,5,0.684069138,0.315930862
1,250,100,16,0.7,0.7,9,9,5,0.684069138,0.315930862
1,250,50,64,0.7,0.7,9,9,5,0.687355585,0.312644415
1,250,50,48,0.7,0.7,9,9,5,0.687355585,0.312644415
1,250,50,32,0.7,0.7,9,9,5,0.687355585,0.312644415
1,250,100,48,0.5,0.5,7,7,10,0.688532609,0.311467391
1,250,100,32,0.5,0.5,7,7,10,0.688532609,0.311467391
1,250,100,64,0.5,0.5,7,7,10,0.688532609,0.311467391
1,250,100,16,0.5,0.5,7,7,10,0.688532609,0.311467391
1,250,100,16,0.5,0.5,7,7,5,0.693229459,0.306770541
1,250,100,32,0.5,0.5,7,7,5,0.693229459,0.306770541
1,250,100,48,0.5,0.5,7,7,5,0.693229459,0.306770541
1,250,100,64,0.5,0.5,7,7,5,0.693229459,0.306770541
1,250,50,32,0.5,0.5,7,7,10,0.694039246,0.305960754
1,250,50,64,0.5,0.5,7,7,10,0.694039246,0.305960754
1,250,50,16,0.5,0.5,7,7,10,0.694039246,0.305960754
1,250,50,48,0.5,0.5,7,7,10,0.694039246,0.305960754
1,250,50,48,0.5,0.5,7,7,5,0.696916208,0.303083792
1,250,50,64,0.5,0.5,7,7,5,0.696916208,0.303083792
1,250,50,32,0.5,0.5,7,7,5,0.696916208,0.303083792
1,250,100,48,0.5,0.5,9,9,5,0.751884335,0.248115665
1,250,100,32,0.5,0.5,9,9,5,0.751884335,0.248115665
1,250,100,16,0.5,0.5,9,9,5,0.751884335,0.248115665
1,250,100,64,0.5,0.5,9,9,5,0.751884335,0.248115665
1,250,100,48,0.5,0.5,9,9,10,0.757208987,0.242791013
1,250,100,32,0.5,0.5,9,9,10,0.757208987,0.242791013
1,250,100,64,0.5,0.5,9,9,10,0.757208987,0.242791013
1,250,100,16,0.5,0.5,9,9,10,0.757208987,0.242791013
1,250,50,48,0.5,0.5,9,9,5,0.758190338,0.241809662
1,250,50,32,0.5,0.5,9,9,5,0.758190338,0.241809662
1,250,50,64,0.5,0.5,9,9,5,0.758190338,0.241809662
1,250,50,48,0.5,0.5,9,9,10,0.763632593,0.236367407
1,250,50,32,0.5,0.5,9,9,10,0.763632593,0.236367407
1,250,50,64,0.5,0.5,9,9,10,0.763632593,0.236367407
1,250,50,16,0.5,0.5,9,9,10,0.763632593,0.236367407
