eps_lasso,n_alphas_lasso,num_iterations_LGB,learning_rate_LGB,reg_lambda_LGB,min_child_samples_LGB,num_leaves_LGB,colsample_bytree_LGB,subsample_LGB,max_depth_LGB,max_bin_LGB,reg_alpha_LGB,degree,mse,r2
0.01,350,200,0.1,7,80,80,0.7,0.7,7,112,1.0,10,0.14860280185220603,0.8513971981477939
0.0001,450,200,0.1,7,80,80,0.7,0.7,7,112,1.0,10,0.14861531959959512,0.8513846804004048
0.01,350,100,0.2,9,112,112,0.5,0.5,9,144,1.0,10,0.14868942534725132,0.8513105746527487
0.0001,450,100,0.2,9,112,112,0.5,0.5,9,144,1.0,10,0.14871331939981547,0.8512866806001845
0.01,350,200,0.1,7,80,80,0.5,0.5,9,144,0.1,10,0.14876494604965823,0.8512350539503417
0.0001,450,200,0.1,7,80,80,0.5,0.5,9,144,0.1,10,0.1487829605248726,0.8512170394751274
0.01,350,100,0.2,7,80,80,0.7,0.7,9,144,1.0,10,0.14895962842237762,0.8510403715776224
0.01,350,100,0.2,7,80,80,0.5,0.5,9,144,1.0,10,0.1489666774982094,0.8510333225017905
0.0001,450,100,0.2,7,80,80,0.7,0.7,9,144,1.0,10,0.14897890873772657,0.8510210912622734
0.0001,450,100,0.2,7,80,80,0.5,0.5,9,144,1.0,10,0.1489842454109463,0.8510157545890538
0.01,350,200,0.1,7,80,80,0.5,0.5,7,112,0.01,10,0.14900496503156788,0.8509950349684321
0.01,350,200,0.1,5,48,48,0.7,0.7,5,80,1.0,10,0.14901484501024326,0.8509851549897567
0.01,350,100,0.2,3,16,16,0.7,0.7,3,48,0.1,10,0.1490176436213624,0.8509823563786376
0.0001,450,200,0.1,5,48,48,0.7,0.7,5,80,1.0,10,0.14902107928354416,0.8509789207164559
0.0001,450,200,0.1,7,80,80,0.5,0.5,7,112,0.01,10,0.14902928795384637,0.8509707120461536
0.0001,450,100,0.2,3,16,16,0.7,0.7,3,48,0.1,10,0.1490383935442408,0.8509616064557592
0.01,350,100,0.2,3,16,16,0.5,0.5,3,48,1.0,10,0.1491310983667857,0.8508689016332143
0.0001,450,100,0.2,3,16,16,0.5,0.5,3,48,1.0,10,0.1491406124621874,0.8508593875378125
0.01,350,200,0.1,3,16,16,0.9,0.9,3,48,1.0,10,0.1491861297955212,0.8508138702044787
0.0001,450,200,0.1,3,16,16,0.9,0.9,3,48,1.0,10,0.14920830080294362,0.8507916991970563
0.01,350,200,0.1,9,112,112,0.9,0.9,9,144,0.01,10,0.1494817987115773,0.8505182012884227
0.0001,450,200,0.1,9,112,112,0.9,0.9,9,144,0.01,10,0.14949755882438237,0.8505024411756177
0.01,350,100,0.2,5,48,48,0.5,0.5,3,48,0.1,10,0.14953071927022088,0.8504692807297791
0.0001,450,100,0.2,5,48,48,0.5,0.5,3,48,0.1,10,0.1495531175908098,0.8504468824091902
0.01,350,200,0.1,3,16,16,0.7,0.7,3,48,1.0,10,0.14972477082993138,0.8502752291700686
0.0001,450,200,0.1,3,16,16,0.7,0.7,3,48,1.0,10,0.1497484941206975,0.8502515058793025
0.01,350,100,0.2,9,112,112,0.7,0.7,9,144,1.0,10,0.14980633653001796,0.850193663469982
0.01,350,200,0.1,3,16,16,0.7,0.7,3,48,0.01,10,0.14981543848809176,0.8501845615119082
0.0001,450,100,0.2,9,112,112,0.7,0.7,9,144,1.0,10,0.14982154128972602,0.850178458710274
0.0001,450,200,0.1,3,16,16,0.7,0.7,3,48,0.01,10,0.14983560230468926,0.8501643976953107
0.01,350,200,0.1,7,80,80,0.5,0.5,9,144,1.0,10,0.1499035660031361,0.850096433996864
0.0001,450,200,0.1,7,80,80,0.5,0.5,9,144,1.0,10,0.14991898518939134,0.8500810148106086
0.01,350,200,0.1,5,48,48,0.5,0.5,5,80,0.1,10,0.1499268401087483,0.8500731598912517
0.0001,450,200,0.1,5,48,48,0.5,0.5,5,80,0.1,10,0.14994780589344114,0.8500521941065589
0.01,350,200,0.1,5,48,48,0.7,0.7,3,48,0.01,10,0.14995907448848625,0.8500409255115138
0.01,350,100,0.2,3,16,16,0.9,0.9,3,48,0.1,10,0.14996587791222551,0.8500341220877745
0.0001,450,100,0.2,3,16,16,0.9,0.9,3,48,0.1,10,0.14998114412895328,0.8500188558710468
0.0001,450,200,0.1,5,48,48,0.7,0.7,3,48,0.01,10,0.1499839429218204,0.8500160570781796
0.01,350,200,0.1,7,80,80,0.7,0.7,9,144,1.0,10,0.1500615109299208,0.8499384890700792
0.0001,450,200,0.1,7,80,80,0.7,0.7,9,144,1.0,10,0.1500813445149542,0.8499186554850457
0.01,350,100,0.2,5,48,48,0.7,0.7,5,80,1.0,10,0.15011684816914422,0.8498831518308558
0.0001,450,100,0.2,5,48,48,0.7,0.7,5,80,1.0,10,0.15013496326683493,0.849865036733165
0.01,350,200,0.1,7,80,80,0.5,0.5,7,112,0.1,10,0.15021787632968764,0.8497821236703124
0.01,350,200,0.1,9,112,112,0.7,0.7,9,144,0.1,10,0.1502332237831411,0.8497667762168589
0.0001,450,200,0.1,7,80,80,0.5,0.5,7,112,0.1,10,0.15023568465765028,0.8497643153423498
0.0001,450,200,0.1,9,112,112,0.7,0.7,9,144,0.1,10,0.15024814449855428,0.8497518555014457
0.01,350,100,0.2,7,80,80,0.5,0.5,7,112,1.0,10,0.15035827261746695,0.8496417273825331
0.01,350,200,0.1,7,80,80,0.7,0.7,5,80,0.1,10,0.15036451695019776,0.8496354830498023
0.0001,450,100,0.2,7,80,80,0.5,0.5,7,112,1.0,10,0.15037322230661646,0.8496267776933836
0.0001,450,200,0.1,7,80,80,0.7,0.7,5,80,0.1,10,0.15038416694537782,0.8496158330546222
0.01,350,100,0.2,5,48,48,0.7,0.7,3,48,0.01,10,0.15057201152314478,0.8494279884768552
0.0001,450,100,0.2,5,48,48,0.7,0.7,3,48,0.01,10,0.1505926256113527,0.8494073743886473
0.01,350,100,0.2,7,80,80,0.7,0.7,5,80,0.1,10,0.15065706559184774,0.8493429344081522
0.0001,450,100,0.2,7,80,80,0.7,0.7,5,80,0.1,10,0.15067314051322714,0.8493268594867729
0.01,350,100,0.2,9,112,112,0.9,0.9,7,112,0.01,10,0.15073939133566266,0.8492606086643373
0.0001,450,100,0.2,9,112,112,0.9,0.9,7,112,0.01,10,0.15075901964829208,0.8492409803517079
0.01,350,200,0.1,7,80,80,0.9,0.9,7,112,0.1,10,0.15107113864821087,0.8489288613517891
0.0001,450,200,0.1,7,80,80,0.9,0.9,7,112,0.1,10,0.15109458903643214,0.8489054109635679
0.01,350,200,0.1,3,16,16,0.7,0.7,3,48,0.1,10,0.151132092623035,0.8488679073769649
0.0001,450,200,0.1,3,16,16,0.7,0.7,3,48,0.1,10,0.15114977363498439,0.8488502263650156
0.01,350,200,0.1,7,80,80,0.9,0.9,5,80,0.1,10,0.15117115704839734,0.8488288429516027
0.0001,450,200,0.1,7,80,80,0.9,0.9,5,80,0.1,10,0.15118935491890453,0.8488106450810955
0.01,350,100,0.2,3,16,16,0.9,0.9,3,48,0.01,10,0.1514140738889976,0.8485859261110024
0.0001,450,100,0.2,3,16,16,0.9,0.9,3,48,0.01,10,0.1514317173892019,0.8485682826107981
0.01,350,100,0.2,9,112,112,0.9,0.9,9,144,1.0,10,0.15151910459764514,0.8484808954023548
0.0001,450,100,0.2,9,112,112,0.9,0.9,9,144,1.0,10,0.1515335722142936,0.8484664277857064
0.01,350,200,0.1,7,80,80,0.9,0.9,7,112,0.01,10,0.15160296634245057,0.8483970336575495
0.0001,450,200,0.1,7,80,80,0.9,0.9,7,112,0.01,10,0.15162175417815826,0.8483782458218417
0.01,350,200,0.1,7,80,80,0.7,0.7,7,112,0.1,10,0.1517755631841791,0.8482244368158209
0.0001,450,200,0.1,7,80,80,0.7,0.7,7,112,0.1,10,0.15179653696177803,0.848203463038222
0.01,350,100,0.2,3,16,16,0.7,0.7,3,48,1.0,10,0.15194468537126402,0.848055314628736
0.0001,450,100,0.2,3,16,16,0.7,0.7,3,48,1.0,10,0.1519609936897121,0.8480390063102878
0.01,350,100,0.2,9,112,112,0.7,0.7,7,112,0.01,10,0.15268619703310707,0.847313802966893
0.01,350,100,0.2,7,80,80,0.9,0.9,7,112,1.0,10,0.15268722195592568,0.8473127780440743
0.01,350,100,0.2,5,48,48,0.5,0.5,9,144,1.0,10,0.15269377743232326,0.8473062225676767
0.0001,450,100,0.2,7,80,80,0.9,0.9,7,112,1.0,10,0.15269584527154473,0.8473041547284552
0.01,350,100,0.2,9,112,112,0.9,0.9,7,112,0.1,10,0.15269886397730398,0.8473011360226961
0.0001,450,100,0.2,9,112,112,0.7,0.7,7,112,0.01,10,0.1527066736903345,0.8472933263096655
0.0001,450,100,0.2,5,48,48,0.5,0.5,9,144,1.0,10,0.1527145100139017,0.8472854899860983
0.0001,450,100,0.2,9,112,112,0.9,0.9,7,112,0.1,10,0.1527165456725563,0.8472834543274437
0.01,350,100,0.2,7,80,80,0.5,0.5,5,80,0.1,10,0.15302977969803438,0.8469702203019656
0.0001,450,100,0.2,7,80,80,0.5,0.5,5,80,0.1,10,0.15304873816241854,0.8469512618375814
0.01,350,100,0.2,3,16,16,0.5,0.5,3,48,0.01,10,0.15354031543872876,0.8464596845612713
0.0001,450,100,0.2,3,16,16,0.5,0.5,3,48,0.01,10,0.153558629971558,0.846441370028442
0.01,350,100,0.2,7,80,80,0.5,0.5,7,112,0.01,10,0.15434290512786647,0.8456570948721336
0.0001,450,100,0.2,7,80,80,0.5,0.5,7,112,0.01,10,0.15436868077830088,0.8456313192216991
0.01,350,200,0.1,5,48,48,0.9,0.9,5,80,1.0,10,0.1544816169975627,0.8455183830024373
0.0001,450,200,0.1,5,48,48,0.9,0.9,5,80,1.0,10,0.1544955233260597,0.8455044766739404
0.01,350,200,0.1,5,48,48,0.5,0.5,7,112,0.1,10,0.1548099751037371,0.8451900248962629
0.0001,450,200,0.1,5,48,48,0.5,0.5,7,112,0.1,10,0.1548258899850378,0.8451741100149622
0.01,350,200,0.1,7,80,80,0.7,0.7,9,144,0.1,10,0.15492870102634407,0.845071298973656
0.0001,450,200,0.1,7,80,80,0.7,0.7,9,144,0.1,10,0.15494176329380802,0.845058236706192
0.01,350,200,0.1,7,80,80,0.5,0.5,9,144,0.01,10,0.15504583397192584,0.8449541660280742
0.0001,450,200,0.1,7,80,80,0.5,0.5,9,144,0.01,10,0.15505940925737943,0.8449405907426206
0.01,350,200,0.1,9,112,112,0.9,0.9,9,144,0.1,10,0.1551852572523226,0.8448147427476774
0.0001,450,200,0.1,9,112,112,0.9,0.9,9,144,0.1,10,0.1552013195649627,0.8447986804350374
0.01,350,100,0.2,5,48,48,0.5,0.5,5,80,0.01,10,0.1555608854619877,0.8444391145380123
0.0001,450,100,0.2,5,48,48,0.5,0.5,5,80,0.01,10,0.15557568153395832,0.8444243184660417
0.01,350,100,0.2,7,80,80,0.9,0.9,9,144,1.0,10,0.15564069184253682,0.8443593081574632
0.0001,450,100,0.2,7,80,80,0.9,0.9,9,144,1.0,10,0.15565745826895716,0.8443425417310428
0.01,350,100,0.2,7,80,80,0.5,0.5,9,144,0.01,10,0.15578996191172184,0.8442100380882782
0.01,350,100,0.2,7,80,80,0.9,0.9,9,144,0.1,10,0.15579099243027683,0.8442090075697232
0.0001,450,100,0.2,7,80,80,0.9,0.9,9,144,0.1,10,0.15580011368247335,0.8441998863175266
0.0001,450,100,0.2,7,80,80,0.5,0.5,9,144,0.01,10,0.15580238449176215,0.8441976155082378
0.01,350,200,0.1,5,48,48,0.5,0.5,9,144,1.0,10,0.1558197242814968,0.8441802757185032
0.0001,450,200,0.1,5,48,48,0.5,0.5,9,144,1.0,10,0.15584237710965418,0.8441576228903458
0.01,350,100,0.2,5,48,48,0.9,0.9,5,80,0.01,10,0.15615625311433654,0.8438437468856634
0.0001,450,100,0.2,5,48,48,0.9,0.9,5,80,0.01,10,0.15617263817040467,0.8438273618295953
0.01,350,200,0.1,3,16,16,0.5,0.5,5,80,0.1,10,0.15640862457020005,0.8435913754297999
0.01,350,100,0.2,7,80,80,0.7,0.7,7,112,0.1,10,0.1564293402277914,0.8435706597722086
0.0001,450,200,0.1,3,16,16,0.5,0.5,5,80,0.1,10,0.15643040011954168,0.8435695998804583
0.01,350,200,0.1,7,80,80,0.9,0.9,9,144,0.01,10,0.15644077873557263,0.8435592212644274
0.0001,450,100,0.2,7,80,80,0.7,0.7,7,112,0.1,10,0.1564500211213083,0.8435499788786918
0.0001,450,200,0.1,7,80,80,0.9,0.9,9,144,0.01,10,0.15645184149848743,0.8435481585015125
0.01,350,100,0.2,9,112,112,0.9,0.9,9,144,0.01,10,0.15646822831062415,0.8435317716893759
0.0001,450,100,0.2,9,112,112,0.9,0.9,9,144,0.01,10,0.15649393524567853,0.8435060647543214
0.01,350,200,0.1,5,48,48,0.7,0.7,7,112,1.0,10,0.1572205246230187,0.8427794753769813
0.0001,450,200,0.1,5,48,48,0.7,0.7,7,112,1.0,10,0.15723237691865793,0.8427676230813421
0.01,350,200,0.1,7,80,80,0.9,0.9,5,80,0.01,10,0.15750677254569667,0.8424932274543033
0.0001,450,200,0.1,7,80,80,0.9,0.9,5,80,0.01,10,0.15752231695384508,0.8424776830461549
0.01,350,200,0.1,5,48,48,0.7,0.7,9,144,1.0,10,0.15761333514805273,0.8423866648519472
0.0001,450,200,0.1,5,48,48,0.7,0.7,9,144,1.0,10,0.15763168829480995,0.8423683117051901
0.01,350,100,0.2,7,80,80,0.9,0.9,7,112,0.01,10,0.1577554936775424,0.8422445063224576
0.0001,450,100,0.2,7,80,80,0.9,0.9,7,112,0.01,10,0.15778167127433249,0.8422183287256675
0.01,350,100,0.2,7,80,80,0.7,0.7,7,112,0.01,10,0.15778672086584355,0.8422132791341564
0.0001,450,100,0.2,7,80,80,0.7,0.7,7,112,0.01,10,0.157803105324079,0.842196894675921
0.01,350,100,0.2,7,80,80,0.9,0.9,5,80,0.01,10,0.1578969993952044,0.8421030006047956
0.0001,450,100,0.2,7,80,80,0.9,0.9,5,80,0.01,10,0.15790818771775536,0.8420918122822446
0.01,350,200,0.1,5,48,48,0.7,0.7,5,80,0.1,10,0.1579634520570713,0.8420365479429287
0.0001,450,200,0.1,5,48,48,0.7,0.7,5,80,0.1,10,0.15798160471561482,0.8420183952843852
0.01,350,100,0.2,5,48,48,0.5,0.5,5,80,0.1,10,0.15799827102951738,0.8420017289704826
0.0001,450,100,0.2,5,48,48,0.5,0.5,5,80,0.1,10,0.15801195531754342,0.8419880446824566
0.01,350,200,0.1,3,16,16,0.5,0.5,5,80,1.0,10,0.15817031285003913,0.8418296871499609
0.01,350,100,0.2,3,16,16,0.7,0.7,9,144,1.0,10,0.1581799188618405,0.8418200811381595
0.0001,450,200,0.1,3,16,16,0.5,0.5,5,80,1.0,10,0.15818480736769785,0.8418151926323021
0.0001,450,100,0.2,3,16,16,0.7,0.7,9,144,1.0,10,0.15819738531967265,0.8418026146803274
0.01,350,100,0.2,3,16,16,0.5,0.5,5,80,1.0,10,0.15838019219940558,0.8416198078005944
0.0001,450,100,0.2,3,16,16,0.5,0.5,5,80,1.0,10,0.15839147162796166,0.8416085283720384
0.01,350,100,0.2,7,80,80,0.5,0.5,9,144,0.1,10,0.15865765536889176,0.8413423446311082
0.0001,450,100,0.2,7,80,80,0.5,0.5,9,144,0.1,10,0.15867721269394572,0.8413227873060543
0.01,350,200,0.1,5,48,48,0.9,0.9,5,80,0.01,10,0.1587333380396297,0.8412666619603704
0.01,350,200,0.1,5,48,48,0.9,0.9,7,112,0.01,10,0.15873356523492707,0.8412664347650729
0.0001,450,200,0.1,5,48,48,0.9,0.9,7,112,0.01,10,0.15874545428538717,0.8412545457146128
0.0001,450,200,0.1,5,48,48,0.9,0.9,5,80,0.01,10,0.15874694271628648,0.8412530572837136
0.01,350,100,0.2,3,16,16,0.5,0.5,5,80,0.01,10,0.1587707093362306,0.8412292906637694
0.0001,450,100,0.2,3,16,16,0.5,0.5,5,80,0.01,10,0.15878263064178802,0.841217369358212
0.01,350,100,0.2,5,48,48,0.5,0.5,7,112,1.0,10,0.1591091058220683,0.8408908941779317
0.01,350,200,0.1,3,16,16,0.5,0.5,7,112,1.0,10,0.1591191414302593,0.8408808585697407
0.0001,450,200,0.1,3,16,16,0.5,0.5,7,112,1.0,10,0.15913071758074263,0.8408692824192574
0.0001,450,100,0.2,5,48,48,0.5,0.5,7,112,1.0,10,0.15913097667639786,0.8408690233236021
0.01,350,200,0.1,5,48,48,0.9,0.9,7,112,1.0,10,0.1591628876502487,0.8408371123497513
0.0001,450,200,0.1,5,48,48,0.9,0.9,7,112,1.0,10,0.15916987747004618,0.8408301225299538
0.01,350,200,0.1,7,80,80,0.7,0.7,9,144,0.01,10,0.15951327760360529,0.8404867223963948
0.0001,450,200,0.1,7,80,80,0.7,0.7,9,144,0.01,10,0.15953123796363516,0.8404687620363649
0.01,350,200,0.1,5,48,48,0.5,0.5,7,112,1.0,10,0.15958791998286728,0.8404120800171327
0.0001,450,200,0.1,5,48,48,0.5,0.5,7,112,1.0,10,0.15959908108355997,0.8404009189164401
0.01,350,100,0.2,5,48,48,0.7,0.7,5,80,0.1,10,0.15991426081229895,0.840085739187701
0.0001,450,100,0.2,5,48,48,0.7,0.7,5,80,0.1,10,0.15992455728509136,0.8400754427149086
0.01,350,200,0.1,5,48,48,0.5,0.5,7,112,0.01,10,0.1599703413430133,0.8400296586569866
0.0001,450,200,0.1,5,48,48,0.5,0.5,7,112,0.01,10,0.1599961624122116,0.8400038375877884
0.01,350,200,0.1,7,80,80,0.9,0.9,9,144,0.1,10,0.1604117137347082,0.8395882862652918
0.0001,450,200,0.1,7,80,80,0.9,0.9,9,144,0.1,10,0.16042590200221646,0.8395740979977835
0.01,350,100,0.2,5,48,48,0.9,0.9,7,112,1.0,10,0.16072841591474307,0.8392715840852569
0.0001,450,100,0.2,5,48,48,0.9,0.9,7,112,1.0,10,0.16074271674147,0.83925728325853
0.01,350,100,0.2,5,48,48,0.9,0.9,5,80,1.0,10,0.16099276160681897,0.839007238393181
0.0001,450,100,0.2,5,48,48,0.9,0.9,5,80,1.0,10,0.1610102943900431,0.8389897056099569
0.01,350,100,0.2,5,48,48,0.7,0.7,7,112,1.0,10,0.1614445742581335,0.8385554257418665
0.0001,450,100,0.2,5,48,48,0.7,0.7,7,112,1.0,10,0.16145780547703398,0.8385421945229661
0.01,350,200,0.1,5,48,48,0.9,0.9,5,80,0.1,10,0.16166902128818983,0.8383309787118102
0.0001,450,200,0.1,5,48,48,0.9,0.9,5,80,0.1,10,0.16169042125555924,0.8383095787444408
0.01,350,200,0.1,5,48,48,0.5,0.5,9,144,0.01,10,0.16179345327782516,0.8382065467221749
0.01,350,100,0.2,7,80,80,0.9,0.9,7,112,0.1,10,0.16180370014532267,0.8381962998546774
0.0001,450,200,0.1,5,48,48,0.5,0.5,9,144,0.01,10,0.1618159244069239,0.8381840755930761
0.0001,450,100,0.2,7,80,80,0.9,0.9,7,112,0.1,10,0.16182002196706904,0.838179978032931
0.01,350,200,0.1,3,16,16,0.5,0.5,9,144,1.0,10,0.16195802995816652,0.8380419700418335
0.0001,450,200,0.1,3,16,16,0.5,0.5,9,144,1.0,10,0.16197883105072655,0.8380211689492735
0.01,350,200,0.1,5,48,48,0.7,0.7,5,80,0.01,10,0.16203726016560885,0.8379627398343912
0.0001,450,200,0.1,5,48,48,0.7,0.7,5,80,0.01,10,0.16205316123466526,0.8379468387653347
0.01,350,100,0.2,3,16,16,0.7,0.7,5,80,1.0,10,0.1621177510695335,0.8378822489304665
0.01,350,100,0.2,5,48,48,0.7,0.7,5,80,0.01,10,0.16212873692720794,0.837871263072792
0.0001,450,100,0.2,3,16,16,0.7,0.7,5,80,1.0,10,0.1621333469442342,0.8378666530557658
0.0001,450,100,0.2,5,48,48,0.7,0.7,5,80,0.01,10,0.16214343827661212,0.8378565617233878
0.01,350,100,0.2,5,48,48,0.9,0.9,5,80,0.1,10,0.16237994900592306,0.837620050994077
0.0001,450,100,0.2,5,48,48,0.9,0.9,5,80,0.1,10,0.16240374233334512,0.8375962576666549
0.01,350,100,0.2,5,48,48,0.5,0.5,7,112,0.1,10,0.1626601499146195,0.8373398500853805
0.0001,450,100,0.2,5,48,48,0.5,0.5,7,112,0.1,10,0.16267991561906506,0.837320084380935
0.01,350,200,0.1,5,48,48,0.9,0.9,7,112,0.1,10,0.16302761298754026,0.8369723870124597
0.0001,450,200,0.1,5,48,48,0.9,0.9,7,112,0.1,10,0.16305051606929905,0.836949483930701
0.01,350,200,0.1,5,48,48,0.7,0.7,7,112,0.01,10,0.1632713628598602,0.8367286371401398
0.0001,450,200,0.1,5,48,48,0.7,0.7,7,112,0.01,10,0.16328113739718855,0.8367188626028115
0.01,350,200,0.1,3,16,16,0.5,0.5,9,144,0.1,10,0.1633365623654546,0.8366634376345454
0.0001,450,200,0.1,3,16,16,0.5,0.5,9,144,0.1,10,0.1633562625730956,0.8366437374269045
0.01,350,100,0.2,3,16,16,0.5,0.5,7,112,1.0,10,0.16341444956369836,0.8365855504363017
0.0001,450,100,0.2,3,16,16,0.5,0.5,7,112,1.0,10,0.1634305180623745,0.8365694819376255
0.01,350,200,0.1,3,16,16,0.7,0.7,9,144,1.0,10,0.1635417910400573,0.8364582089599427
0.0001,450,200,0.1,3,16,16,0.7,0.7,9,144,1.0,10,0.16355672755401443,0.8364432724459856
0.01,350,100,0.2,7,80,80,0.7,0.7,9,144,0.1,10,0.16376282206490564,0.8362371779350943
0.0001,450,100,0.2,7,80,80,0.7,0.7,9,144,0.1,10,0.16378528736214604,0.836214712637854
0.01,350,100,0.2,3,16,16,0.5,0.5,9,144,1.0,10,0.16395778310680692,0.8360422168931931
0.0001,450,100,0.2,3,16,16,0.5,0.5,9,144,1.0,10,0.1639871012804254,0.8360128987195746
0.01,350,200,0.1,3,16,16,0.5,0.5,5,80,0.01,10,0.16411423753151247,0.8358857624684876
0.0001,450,200,0.1,3,16,16,0.5,0.5,5,80,0.01,10,0.16412829078855334,0.8358717092114467
0.01,350,100,0.2,7,80,80,0.9,0.9,9,144,0.01,10,0.1642367887470529,0.8357632112529472
0.0001,450,100,0.2,7,80,80,0.9,0.9,9,144,0.01,10,0.1642594141063471,0.8357405858936529
0.01,350,200,0.1,3,16,16,0.5,0.5,7,112,0.01,10,0.16432802122223497,0.835671978777765
0.01,350,100,0.2,5,48,48,0.5,0.5,9,144,0.1,10,0.1643307787124074,0.8356692212875926
0.01,350,100,0.2,5,48,48,0.7,0.7,7,112,0.01,10,0.16433120290527198,0.8356687970947281
0.0001,450,200,0.1,3,16,16,0.5,0.5,7,112,0.01,10,0.16434351211100584,0.8356564878889942
0.0001,450,100,0.2,5,48,48,0.5,0.5,9,144,0.1,10,0.1643486397249498,0.8356513602750502
0.0001,450,100,0.2,5,48,48,0.7,0.7,7,112,0.01,10,0.16434894666553984,0.8356510533344601
0.01,350,100,0.2,7,80,80,0.5,0.5,7,112,0.1,10,0.16438781642952674,0.8356121835704733
0.0001,450,100,0.2,7,80,80,0.5,0.5,7,112,0.1,10,0.16440810566934158,0.8355918943306584
0.01,350,200,0.1,5,48,48,0.5,0.5,9,144,0.1,10,0.16472622256131847,0.8352737774386816
0.0001,450,200,0.1,5,48,48,0.5,0.5,9,144,0.1,10,0.1647358452144794,0.8352641547855206
0.01,350,200,0.1,5,48,48,0.9,0.9,9,144,0.1,10,0.16473969793502807,0.8352603020649719
0.0001,450,200,0.1,5,48,48,0.9,0.9,9,144,0.1,10,0.16475943746993785,0.8352405625300622
0.01,350,100,0.2,5,48,48,0.5,0.5,7,112,0.01,10,0.1649230632622911,0.8350769367377089
0.0001,450,100,0.2,5,48,48,0.5,0.5,7,112,0.01,10,0.16494166761088816,0.8350583323891119
0.01,350,100,0.2,3,16,16,0.9,0.9,5,80,1.0,10,0.16511687389594676,0.8348831261040532
0.0001,450,100,0.2,3,16,16,0.9,0.9,5,80,1.0,10,0.16514201145555563,0.8348579885444444
0.01,350,100,0.2,5,48,48,0.5,0.5,9,144,0.01,10,0.16522444695039282,0.8347755530496072
0.0001,450,100,0.2,5,48,48,0.5,0.5,9,144,0.01,10,0.1652444640547393,0.8347555359452608
0.01,350,100,0.2,5,48,48,0.7,0.7,9,144,0.1,10,0.1658184458045317,0.8341815541954682
0.0001,450,100,0.2,5,48,48,0.7,0.7,9,144,0.1,10,0.16582819922950065,0.8341718007704993
0.01,350,200,0.1,3,16,16,0.7,0.7,7,112,0.1,10,0.16602783029746804,0.833972169702532
0.0001,450,200,0.1,3,16,16,0.7,0.7,7,112,0.1,10,0.16603780593501827,0.8339621940649817
0.01,350,200,0.1,3,16,16,0.7,0.7,5,80,1.0,10,0.16654172685451024,0.8334582731454898
0.0001,450,200,0.1,3,16,16,0.7,0.7,5,80,1.0,10,0.16655684350599642,0.8334431564940036
0.01,350,200,0.1,5,48,48,0.7,0.7,7,112,0.1,10,0.16659362998798316,0.8334063700120169
0.0001,450,200,0.1,5,48,48,0.7,0.7,7,112,0.1,10,0.16661389051658593,0.8333861094834141
0.01,350,200,0.1,3,16,16,0.7,0.7,7,112,1.0,10,0.16694907391213598,0.833050926087864
0.0001,450,200,0.1,3,16,16,0.7,0.7,7,112,1.0,10,0.16696045612518157,0.8330395438748184
0.01,350,100,0.2,3,16,16,0.5,0.5,5,80,0.1,10,0.16707115429680833,0.8329288457031917
0.0001,450,100,0.2,3,16,16,0.5,0.5,5,80,0.1,10,0.16709149847995874,0.8329085015200413
0.01,350,100,0.2,5,48,48,0.7,0.7,9,144,1.0,10,0.16721692009619926,0.8327830799038007
0.0001,450,100,0.2,5,48,48,0.7,0.7,9,144,1.0,10,0.16722558372248908,0.8327744162775109
0.01,350,200,0.1,3,16,16,0.7,0.7,5,80,0.1,10,0.16732895811901485,0.8326710418809852
0.0001,450,200,0.1,3,16,16,0.7,0.7,5,80,0.1,10,0.1673405092898835,0.8326594907101165
0.01,350,100,0.2,5,48,48,0.7,0.7,7,112,0.1,10,0.1673806894668961,0.8326193105331039
0.0001,450,100,0.2,5,48,48,0.7,0.7,7,112,0.1,10,0.16739258006495086,0.8326074199350492
0.01,350,200,0.1,3,16,16,0.9,0.9,5,80,1.0,10,0.16757556227172113,0.8324244377282789
0.0001,450,200,0.1,3,16,16,0.9,0.9,5,80,1.0,10,0.16759338576072252,0.8324066142392774
0.01,350,100,0.2,5,48,48,0.9,0.9,9,144,0.1,10,0.16768015691425367,0.8323198430857464
0.0001,450,100,0.2,5,48,48,0.9,0.9,9,144,0.1,10,0.16769659098207562,0.8323034090179244
0.01,350,100,0.2,5,48,48,0.9,0.9,7,112,0.01,10,0.16801261118919214,0.8319873888108078
0.0001,450,100,0.2,5,48,48,0.9,0.9,7,112,0.01,10,0.16802433117750143,0.8319756688224986
0.01,350,200,0.1,3,16,16,0.9,0.9,7,112,1.0,10,0.1681079933982771,0.8318920066017229
0.0001,450,200,0.1,3,16,16,0.9,0.9,7,112,1.0,10,0.16812583471684245,0.8318741652831576
0.01,350,200,0.1,5,48,48,0.7,0.7,9,144,0.1,10,0.16857145680422495,0.8314285431957751
0.0001,450,200,0.1,5,48,48,0.7,0.7,9,144,0.1,10,0.16859099612548475,0.8314090038745152
0.01,350,200,0.1,5,48,48,0.9,0.9,9,144,1.0,10,0.16860335767669563,0.8313966423233043
0.0001,450,200,0.1,5,48,48,0.9,0.9,9,144,1.0,10,0.16862493149103228,0.8313750685089677
0.01,350,200,0.1,3,16,16,0.7,0.7,5,80,0.01,10,0.1688737840162726,0.8311262159837274
0.0001,450,200,0.1,3,16,16,0.7,0.7,5,80,0.01,10,0.1688864391178457,0.8311135608821543
0.01,350,100,0.2,3,16,16,0.7,0.7,7,112,1.0,10,0.16948003061823347,0.8305199693817665
