eps_lasso,n_alphas_lasso,num_iterations_LGB,learning_rate_LGB,reg_lambda_LGB,min_child_samples_LGB,num_leaves_LGB,colsample_bytree_LGB,subsample_LGB,max_depth_LGB,max_bin_LGB,reg_alpha_LGB,degree,mse,r2
0.0001,450,100,0.2,3,16,16,0.7,0.7,7,112,1.0,10,0.16949525920857847,0.8305047407914216
0.01,350,200,0.1,3,16,16,0.5,0.5,7,112,0.1,10,0.1697791277962477,0.8302208722037523
0.0001,450,200,0.1,3,16,16,0.5,0.5,7,112,0.1,10,0.16979658381295215,0.8302034161870478
0.01,350,200,0.1,3,16,16,0.9,0.9,5,80,0.1,10,0.17014795846017206,0.829852041539828
0.0001,450,200,0.1,3,16,16,0.9,0.9,5,80,0.1,10,0.1701658030344809,0.8298341969655191
0.01,350,200,0.1,3,16,16,0.7,0.7,9,144,0.01,10,0.1701998884940272,0.8298001115059728
0.0001,450,200,0.1,3,16,16,0.7,0.7,9,144,0.01,10,0.1702091932439586,0.8297908067560413
0.01,350,100,0.2,5,48,48,0.9,0.9,9,144,0.01,10,0.17054187775555063,0.8294581222444494
0.0001,450,100,0.2,5,48,48,0.9,0.9,9,144,0.01,10,0.1705554429963893,0.8294445570036106
0.01,350,100,0.2,5,48,48,0.7,0.7,9,144,0.01,10,0.1705822583181168,0.8294177416818832
0.0001,450,100,0.2,5,48,48,0.7,0.7,9,144,0.01,10,0.17059937702172207,0.829400622978278
0.01,350,100,0.2,3,16,16,0.5,0.5,9,144,0.01,10,0.17127340090077967,0.8287265990992203
0.0001,450,100,0.2,3,16,16,0.5,0.5,9,144,0.01,10,0.1712900806601383,0.8287099193398617
0.01,350,100,0.2,3,16,16,0.9,0.9,5,80,0.01,10,0.17146926447053062,0.8285307355294693
0.0001,450,100,0.2,3,16,16,0.9,0.9,5,80,0.01,10,0.17147730701763134,0.8285226929823687
0.01,350,200,0.1,5,48,48,0.7,0.7,9,144,0.01,10,0.1718038621390952,0.8281961378609048
0.0001,450,200,0.1,5,48,48,0.7,0.7,9,144,0.01,10,0.17181934934630924,0.8281806506536907
0.01,350,200,0.1,3,16,16,0.5,0.5,9,144,0.01,10,0.17254642940691678,0.8274535705930832
0.0001,450,200,0.1,3,16,16,0.5,0.5,9,144,0.01,10,0.17256871299550755,0.8274312870044924
0.01,350,100,0.2,3,16,16,0.9,0.9,5,80,0.1,10,0.17257273160989836,0.8274272683901016
0.0001,450,100,0.2,3,16,16,0.9,0.9,5,80,0.1,10,0.17258867577952813,0.8274113242204719
0.01,350,100,0.2,3,16,16,0.5,0.5,9,144,0.1,10,0.17277621235183596,0.8272237876481641
0.0001,450,100,0.2,3,16,16,0.5,0.5,9,144,0.1,10,0.17278786741398533,0.8272121325860147
0.01,350,200,0.1,3,16,16,0.9,0.9,7,112,0.01,10,0.17322438009588112,0.8267756199041189
0.0001,450,200,0.1,3,16,16,0.9,0.9,7,112,0.01,10,0.17323655019099343,0.8267634498090066
0.01,350,200,0.1,3,16,16,0.9,0.9,9,144,1.0,10,0.17375334758122676,0.8262466524187733
0.0001,450,200,0.1,3,16,16,0.9,0.9,9,144,1.0,10,0.17376553658612964,0.8262344634138703
0.01,350,100,0.2,3,16,16,0.7,0.7,5,80,0.01,10,0.17414575243511365,0.8258542475648863
0.0001,450,100,0.2,3,16,16,0.7,0.7,5,80,0.01,10,0.17417085462436221,0.8258291453756378
0.01,350,200,0.1,3,16,16,0.9,0.9,5,80,0.01,10,0.1742771519381031,0.8257228480618969
0.0001,450,200,0.1,3,16,16,0.9,0.9,5,80,0.01,10,0.17429440936337884,0.8257055906366212
0.01,350,100,0.2,3,16,16,0.7,0.7,7,112,0.1,10,0.1745022332456939,0.8254977667543061
0.0001,450,100,0.2,3,16,16,0.7,0.7,7,112,0.1,10,0.17451449994430981,0.8254855000556902
0.01,350,100,0.2,3,16,16,0.5,0.5,7,112,0.1,10,0.17458250460811764,0.8254174953918824
0.0001,450,100,0.2,3,16,16,0.5,0.5,7,112,0.1,10,0.1746013021276923,0.8253986978723077
0.01,350,100,0.2,5,48,48,0.9,0.9,9,144,1.0,10,0.17484259402710237,0.8251574059728977
0.0001,450,100,0.2,5,48,48,0.9,0.9,9,144,1.0,10,0.1748586786001158,0.8251413213998842
0.01,350,200,0.1,3,16,16,0.9,0.9,7,112,0.1,10,0.17502183947880212,0.8249781605211979
0.0001,450,200,0.1,3,16,16,0.9,0.9,7,112,0.1,10,0.17503396705514554,0.8249660329448545
0.01,350,100,0.2,3,16,16,0.9,0.9,7,112,0.1,10,0.17556784624063446,0.8244321537593655
0.0001,450,100,0.2,3,16,16,0.9,0.9,7,112,0.1,10,0.17558274724107234,0.8244172527589276
0.01,350,200,0.1,3,16,16,0.7,0.7,9,144,0.1,10,0.17593765116057664,0.8240623488394234
0.0001,450,200,0.1,3,16,16,0.7,0.7,9,144,0.1,10,0.17595276257413214,0.8240472374258678
1.0,250,100,0.2,3,16,16,0.5,0.5,5,80,0.01,10,0.17612303088141978,0.8238769691185802
0.01,350,100,0.2,3,16,16,0.7,0.7,5,80,0.1,10,0.17694111687846142,0.8230588831215386
0.0001,450,100,0.2,3,16,16,0.7,0.7,5,80,0.1,10,0.17695912000838965,0.8230408799916104
1.0,250,100,0.2,9,112,112,0.7,0.7,9,144,0.01,10,0.17712960483831208,0.8228703951616879
0.01,350,100,0.2,3,16,16,0.7,0.7,7,112,0.01,10,0.17713501375714683,0.8228649862428532
0.0001,450,100,0.2,3,16,16,0.7,0.7,7,112,0.01,10,0.17714929503899532,0.8228507049610047
0.01,350,100,0.2,5,48,48,0.9,0.9,7,112,0.1,10,0.17721179402729062,0.8227882059727094
0.0001,450,100,0.2,5,48,48,0.9,0.9,7,112,0.1,10,0.17723972976958782,0.8227602702304122
0.01,350,200,0.1,3,16,16,0.9,0.9,9,144,0.01,10,0.1781461800807483,0.8218538199192517
0.0001,450,200,0.1,3,16,16,0.9,0.9,9,144,0.01,10,0.1781590979604279,0.821840902039572
0.01,350,100,0.2,3,16,16,0.9,0.9,7,112,1.0,10,0.17816532066273585,0.8218346793372642
0.0001,450,100,0.2,3,16,16,0.9,0.9,7,112,1.0,10,0.17817967604819326,0.8218203239518067
0.01,350,100,0.2,3,16,16,0.5,0.5,7,112,0.01,10,0.17854740664351584,0.8214525933564841
0.0001,450,100,0.2,3,16,16,0.5,0.5,7,112,0.01,10,0.17855829121459635,0.8214417087854037
0.01,350,100,0.2,3,16,16,0.7,0.7,9,144,0.01,10,0.17957081287791626,0.8204291871220837
0.0001,450,100,0.2,3,16,16,0.7,0.7,9,144,0.01,10,0.17958161747154258,0.8204183825284574
0.01,350,200,0.1,3,16,16,0.7,0.7,7,112,0.01,10,0.1799799205357599,0.82002007946424
0.0001,450,200,0.1,3,16,16,0.7,0.7,7,112,0.01,10,0.17999188608620117,0.8200081139137988
0.01,350,100,0.2,3,16,16,0.7,0.7,9,144,0.1,10,0.18146200427643017,0.8185379957235699
0.0001,450,100,0.2,3,16,16,0.7,0.7,9,144,0.1,10,0.18147106428328694,0.818528935716713
0.01,350,200,0.1,3,16,16,0.9,0.9,9,144,0.1,10,0.1814938452489421,0.8185061547510579
0.0001,450,200,0.1,3,16,16,0.9,0.9,9,144,0.1,10,0.18149950275697976,0.8185004972430202
0.01,350,100,0.2,3,16,16,0.9,0.9,7,112,0.01,10,0.18182979151335302,0.818170208486647
0.0001,450,100,0.2,3,16,16,0.9,0.9,7,112,0.01,10,0.18183929678277433,0.8181607032172257
0.01,350,100,0.2,3,16,16,0.9,0.9,9,144,1.0,10,0.1819565159253909,0.8180434840746091
0.0001,450,100,0.2,3,16,16,0.9,0.9,9,144,1.0,10,0.18197417928393667,0.8180258207160633
1.0,250,100,0.2,3,16,16,0.5,0.5,5,80,1.0,10,0.18229521520743233,0.8177047847925677
0.01,350,100,0.2,3,16,16,0.9,0.9,9,144,0.1,10,0.18281032246973722,0.8171896775302627
0.0001,450,100,0.2,3,16,16,0.9,0.9,9,144,0.1,10,0.1828268933788299,0.81717310662117
0.01,350,200,0.1,5,48,48,0.9,0.9,9,144,0.01,10,0.18289597603206584,0.8171040239679341
0.0001,450,200,0.1,5,48,48,0.9,0.9,9,144,0.01,10,0.18292809978076532,0.8170719002192347
1.0,250,100,0.2,5,48,48,0.9,0.9,5,80,0.01,10,0.18365806857691352,0.8163419314230864
0.01,350,100,0.2,3,16,16,0.9,0.9,9,144,0.01,10,0.18428426267816553,0.8157157373218344
0.0001,450,100,0.2,3,16,16,0.9,0.9,9,144,0.01,10,0.1842940142143369,0.8157059857856631
1.0,250,100,0.2,9,112,112,0.7,0.7,5,80,1.0,10,0.18527363873707525,0.8147263612629247
1.0,250,200,0.1,9,112,112,0.5,0.5,9,144,0.01,10,0.1857833181943084,0.8142166818056916
1.0,250,100,0.2,5,48,48,0.7,0.7,7,112,0.01,10,0.18597438193473648,0.8140256180652635
1.0,250,200,0.1,9,112,112,0.7,0.7,3,48,0.01,10,0.1859927842553861,0.8140072157446139
1.0,250,200,0.1,9,112,112,0.7,0.7,5,80,0.1,10,0.18619600738641925,0.8138039926135807
1.0,250,100,0.2,3,16,16,0.9,0.9,5,80,1.0,10,0.18623279060685016,0.8137672093931498
1.0,250,100,0.2,9,112,112,0.9,0.9,7,112,0.01,10,0.18680124436787598,0.8131987556321241
1.0,250,100,0.2,3,16,16,0.7,0.7,9,144,1.0,10,0.18743932397679464,0.8125606760232054
1.0,250,100,0.2,9,112,112,0.9,0.9,5,80,0.01,10,0.18744075827979054,0.8125592417202094
1.0,250,100,0.2,5,48,48,0.7,0.7,3,48,0.1,10,0.1875992643577838,0.8124007356422163
1.0,250,200,0.1,3,16,16,0.5,0.5,5,80,0.1,10,0.18767378074700983,0.8123262192529902
1.0,250,200,0.1,9,112,112,0.7,0.7,5,80,1.0,10,0.18847744278465334,0.8115225572153466
1.0,250,100,0.2,9,112,112,0.9,0.9,5,80,1.0,10,0.18854252247982656,0.8114574775201735
1.0,250,100,0.2,9,112,112,0.9,0.9,9,144,0.1,10,0.1891792755683338,0.8108207244316662
1.0,250,200,0.1,7,80,80,0.9,0.9,5,80,0.1,10,0.18940518067314924,0.8105948193268507
1.0,250,200,0.1,7,80,80,0.9,0.9,7,112,1.0,10,0.18997492055686985,0.8100250794431302
1.0,250,200,0.1,7,80,80,0.5,0.5,5,80,1.0,10,0.19010375174698327,0.8098962482530168
1.0,250,100,0.2,9,112,112,0.9,0.9,5,80,0.1,10,0.1901271537000996,0.8098728462999004
1.0,250,100,0.2,5,48,48,0.7,0.7,3,48,0.01,10,0.1901733374417142,0.8098266625582858
1.0,250,100,0.2,7,80,80,0.5,0.5,5,80,0.1,10,0.1915608601281999,0.8084391398718
1.0,250,200,0.1,3,16,16,0.5,0.5,5,80,1.0,10,0.19163614188606803,0.808363858113932
1.0,250,100,0.2,3,16,16,0.5,0.5,3,48,1.0,10,0.19166382434915347,0.8083361756508465
1.0,250,100,0.2,9,112,112,0.5,0.5,7,112,0.01,10,0.1916818327287635,0.8083181672712365
1.0,250,100,0.2,7,80,80,0.5,0.5,3,48,1.0,10,0.19168654601106308,0.808313453988937
1.0,250,200,0.1,3,16,16,0.5,0.5,5,80,0.01,10,0.19169804339469299,0.808301956605307
1.0,250,200,0.1,9,112,112,0.7,0.7,9,144,1.0,10,0.19179865617124733,0.8082013438287526
1.0,250,200,0.1,7,80,80,0.5,0.5,5,80,0.1,10,0.1918397487240745,0.8081602512759255
1.0,250,200,0.1,7,80,80,0.5,0.5,5,80,0.01,10,0.19186808234162708,0.8081319176583729
1.0,250,200,0.1,5,48,48,0.5,0.5,5,80,1.0,10,0.19225394831864454,0.8077460516813555
1.0,250,100,0.2,3,16,16,0.7,0.7,7,112,1.0,10,0.19241496056319374,0.8075850394368063
1.0,250,200,0.1,5,48,48,0.7,0.7,5,80,1.0,10,0.1926103503069214,0.8073896496930786
1.0,250,200,0.1,7,80,80,0.7,0.7,5,80,1.0,10,0.19275158858695363,0.8072484114130464
1.0,250,100,0.2,3,16,16,0.5,0.5,5,80,0.1,10,0.192898092950614,0.807101907049386
1.0,250,200,0.1,7,80,80,0.9,0.9,5,80,1.0,10,0.19290724281630833,0.8070927571836917
1.0,250,200,0.1,9,112,112,0.9,0.9,5,80,1.0,10,0.19321655820472264,0.8067834417952774
1.0,250,200,0.1,9,112,112,0.7,0.7,9,144,0.01,10,0.1932201095638289,0.8067798904361712
1.0,250,100,0.2,7,80,80,0.9,0.9,5,80,0.1,10,0.19329727351867496,0.806702726481325
1.0,250,200,0.1,9,112,112,0.7,0.7,5,80,0.01,10,0.19330783661013212,0.8066921633898678
1.0,250,100,0.2,3,16,16,0.5,0.5,9,144,1.0,10,0.19339052332864537,0.8066094766713546
1.0,250,100,0.2,5,48,48,0.9,0.9,7,112,1.0,10,0.1936602950186923,0.8063397049813077
1.0,250,100,0.2,7,80,80,0.5,0.5,5,80,0.01,10,0.1937340203571771,0.8062659796428229
1.0,250,200,0.1,5,48,48,0.9,0.9,5,80,0.01,10,0.19374503620538666,0.8062549637946134
1.0,250,100,0.2,9,112,112,0.7,0.7,9,144,0.1,10,0.19386316061013986,0.8061368393898601
1.0,250,100,0.2,7,80,80,0.9,0.9,3,48,0.1,10,0.19391026908644213,0.8060897309135578
1.0,250,200,0.1,9,112,112,0.5,0.5,7,112,0.01,10,0.19419529194134214,0.8058047080586579
1.0,250,100,0.2,3,16,16,0.5,0.5,9,144,0.1,10,0.19437595898966128,0.8056240410103387
1.0,250,100,0.2,7,80,80,0.7,0.7,5,80,0.01,10,0.19457338590827045,0.8054266140917296
1.0,250,200,0.1,5,48,48,0.9,0.9,5,80,1.0,10,0.1946421134315565,0.8053578865684435
1.0,250,200,0.1,9,112,112,0.5,0.5,9,144,1.0,10,0.19466616338851456,0.8053338366114855
1.0,250,200,0.1,3,16,16,0.7,0.7,7,112,1.0,10,0.19471340425730227,0.8052865957426978
1.0,250,200,0.1,3,16,16,0.7,0.7,9,144,1.0,10,0.19481324992566815,0.8051867500743318
1.0,250,100,0.2,7,80,80,0.5,0.5,5,80,1.0,10,0.19481904442412384,0.8051809555758762
1.0,250,100,0.2,5,48,48,0.7,0.7,7,112,0.1,10,0.19486231873902277,0.8051376812609772
1.0,250,200,0.1,7,80,80,0.5,0.5,3,48,0.01,10,0.19526977805431822,0.8047302219456818
1.0,250,100,0.2,7,80,80,0.7,0.7,9,144,0.01,10,0.1957129921809554,0.8042870078190446
1.0,250,200,0.1,7,80,80,0.5,0.5,9,144,1.0,10,0.19582098328417002,0.80417901671583
1.0,250,200,0.1,9,112,112,0.7,0.7,3,48,0.1,10,0.19596700154815266,0.8040329984518473
1.0,250,100,0.2,9,112,112,0.5,0.5,3,48,0.1,10,0.19602125608840715,0.8039787439115929
1.0,250,100,0.2,9,112,112,0.9,0.9,9,144,1.0,10,0.19603840476594384,0.8039615952340562
1.0,250,100,0.2,9,112,112,0.5,0.5,3,48,0.01,10,0.196248593852507,0.803751406147493
1.0,250,100,0.2,3,16,16,0.7,0.7,5,80,0.01,10,0.19643380195196192,0.8035661980480381
1.0,250,200,0.1,7,80,80,0.5,0.5,7,112,1.0,10,0.19665644126045637,0.8033435587395437
1.0,250,200,0.1,7,80,80,0.9,0.9,7,112,0.01,10,0.1966984889781642,0.8033015110218358
1.0,250,100,0.2,9,112,112,0.9,0.9,3,48,0.1,10,0.19678734042086213,0.8032126595791379
1.0,250,100,0.2,7,80,80,0.5,0.5,3,48,0.01,10,0.19709968954526477,0.8029003104547352
1.0,250,100,0.2,9,112,112,0.5,0.5,9,144,0.01,10,0.1971942861306962,0.8028057138693038
1.0,250,200,0.1,7,80,80,0.5,0.5,9,144,0.1,10,0.19722260662721097,0.8027773933727891
1.0,250,200,0.1,3,16,16,0.7,0.7,5,80,1.0,10,0.19727319610904495,0.8027268038909551
1.0,250,200,0.1,7,80,80,0.7,0.7,5,80,0.1,10,0.19730217420691898,0.802697825793081
1.0,250,100,0.2,9,112,112,0.5,0.5,5,80,0.01,10,0.19759202236744314,0.8024079776325569
1.0,250,200,0.1,5,48,48,0.7,0.7,7,112,0.01,10,0.19764495281983266,0.8023550471801674
1.0,250,200,0.1,7,80,80,0.9,0.9,9,144,0.01,10,0.1976570972897966,0.8023429027102034
1.0,250,100,0.2,9,112,112,0.5,0.5,9,144,0.1,10,0.19788335783842237,0.8021166421615776
1.0,250,200,0.1,7,80,80,0.5,0.5,7,112,0.1,10,0.19803816014017772,0.8019618398598223
1.0,250,200,0.1,3,16,16,0.5,0.5,9,144,1.0,10,0.1981493737006839,0.8018506262993161
1.0,250,200,0.1,3,16,16,0.9,0.9,5,80,0.01,10,0.19840474159351668,0.8015952584064834
1.0,250,200,0.1,3,16,16,0.9,0.9,3,48,1.0,10,0.19852858455740774,0.8014714154425923
1.0,250,100,0.2,5,48,48,0.5,0.5,9,144,0.1,10,0.1985568175488558,0.8014431824511442
1.0,250,100,0.2,5,48,48,0.5,0.5,5,80,0.1,10,0.1986227295613068,0.8013772704386932
1.0,250,100,0.2,9,112,112,0.5,0.5,5,80,0.1,10,0.19874136285423954,0.8012586371457604
1.0,250,100,0.2,5,48,48,0.5,0.5,3,48,0.1,10,0.19882027156644438,0.8011797284335556
1.0,250,100,0.2,5,48,48,0.5,0.5,5,80,0.01,10,0.19887904756426383,0.8011209524357361
1.0,250,200,0.1,5,48,48,0.9,0.9,7,112,0.01,10,0.19909055125889358,0.8009094487411064
1.0,250,200,0.1,5,48,48,0.7,0.7,7,112,1.0,10,0.19913898265810925,0.8008610173418907
1.0,250,200,0.1,5,48,48,0.5,0.5,3,48,0.1,10,0.19915167828872238,0.8008483217112776
1.0,250,200,0.1,7,80,80,0.5,0.5,3,48,1.0,10,0.19930181206507885,0.8006981879349211
1.0,250,100,0.2,5,48,48,0.5,0.5,7,112,0.01,10,0.199322311102971,0.8006776888970291
1.0,250,200,0.1,5,48,48,0.7,0.7,7,112,0.1,10,0.19934740629503056,0.8006525937049694
1.0,250,200,0.1,3,16,16,0.9,0.9,5,80,1.0,10,0.19936793771118544,0.8006320622888146
1.0,250,200,0.1,7,80,80,0.7,0.7,5,80,0.01,10,0.19939460615559434,0.8006053938444057
1.0,250,100,0.2,7,80,80,0.9,0.9,5,80,1.0,10,0.19963844057363872,0.8003615594263613
1.0,250,100,0.2,5,48,48,0.5,0.5,3,48,1.0,10,0.19964251295065083,0.8003574870493492
1.0,250,200,0.1,9,112,112,0.7,0.7,7,112,0.1,10,0.19967039755324192,0.8003296024467581
1.0,250,100,0.2,5,48,48,0.7,0.7,9,144,0.01,10,0.19967648536902047,0.8003235146309795
1.0,250,100,0.2,3,16,16,0.9,0.9,7,112,0.1,10,0.1996907410080779,0.8003092589919221
1.0,250,100,0.2,3,16,16,0.7,0.7,7,112,0.01,10,0.19973184687559248,0.8002681531244076
1.0,250,100,0.2,5,48,48,0.7,0.7,5,80,0.1,10,0.19993480004203174,0.8000651999579682
1.0,250,100,0.2,3,16,16,0.7,0.7,3,48,0.01,10,0.20007888802940166,0.7999211119705983
1.0,250,100,0.2,7,80,80,0.5,0.5,9,144,1.0,10,0.200262373650895,0.799737626349105
1.0,250,100,0.2,9,112,112,0.7,0.7,3,48,1.0,10,0.20055192155969143,0.7994480784403086
1.0,250,100,0.2,3,16,16,0.7,0.7,5,80,1.0,10,0.20060844351994342,0.7993915564800566
1.0,250,200,0.1,9,112,112,0.9,0.9,3,48,1.0,10,0.20066117859870944,0.7993388214012905
1.0,250,200,0.1,5,48,48,0.5,0.5,7,112,0.01,10,0.2008339611116384,0.7991660388883616
1.0,250,200,0.1,9,112,112,0.7,0.7,7,112,0.01,10,0.20095143458455642,0.7990485654154436
1.0,250,200,0.1,5,48,48,0.5,0.5,3,48,0.01,10,0.2010950512747244,0.7989049487252756
1.0,250,200,0.1,7,80,80,0.9,0.9,5,80,0.01,10,0.201137309065788,0.798862690934212
1.0,250,200,0.1,9,112,112,0.7,0.7,7,112,1.0,10,0.20116010964304473,0.7988398903569552
1.0,250,200,0.1,3,16,16,0.5,0.5,9,144,0.1,10,0.20118064918336312,0.7988193508166369
1.0,250,200,0.1,7,80,80,0.5,0.5,3,48,0.1,10,0.20128391872664392,0.798716081273356
1.0,250,100,0.2,5,48,48,0.5,0.5,9,144,0.01,10,0.20129676642840588,0.7987032335715941
1.0,250,200,0.1,5,48,48,0.9,0.9,3,48,0.1,10,0.2013042105909893,0.7986957894090108
1.0,250,100,0.2,7,80,80,0.7,0.7,3,48,0.01,10,0.20133573552540585,0.7986642644745942
1.0,250,100,0.2,5,48,48,0.9,0.9,5,80,1.0,10,0.20142330608528985,0.7985766939147101
1.0,250,200,0.1,5,48,48,0.9,0.9,5,80,0.1,10,0.20144402157059033,0.7985559784294096
1.0,250,100,0.2,9,112,112,0.9,0.9,7,112,0.1,10,0.2014441652580867,0.7985558347419133
1.0,250,200,0.1,3,16,16,0.5,0.5,3,48,1.0,10,0.2015957876980696,0.7984042123019304
1.0,250,200,0.1,7,80,80,0.9,0.9,7,112,0.1,10,0.20164359025497863,0.7983564097450213
1.0,250,200,0.1,7,80,80,0.9,0.9,9,144,1.0,10,0.20172467915081416,0.7982753208491858
1.0,250,200,0.1,5,48,48,0.9,0.9,9,144,0.1,10,0.20178918313008906,0.7982108168699109
1.0,250,100,0.2,7,80,80,0.7,0.7,5,80,1.0,10,0.20183597458397404,0.7981640254160259
1.0,250,100,0.2,7,80,80,0.7,0.7,3,48,0.1,10,0.2019825630505377,0.7980174369494624
1.0,250,100,0.2,7,80,80,0.7,0.7,9,144,0.1,10,0.20240036298521605,0.797599637014784
1.0,250,100,0.2,7,80,80,0.9,0.9,5,80,0.01,10,0.20261138157955527,0.7973886184204447
1.0,250,200,0.1,5,48,48,0.5,0.5,9,144,0.1,10,0.2027197580536158,0.7972802419463842
1.0,250,200,0.1,9,112,112,0.9,0.9,9,144,1.0,10,0.20296992008094697,0.7970300799190531
1.0,250,200,0.1,3,16,16,0.9,0.9,3,48,0.01,10,0.20300457801770294,0.796995421982297
1.0,250,200,0.1,5,48,48,0.7,0.7,5,80,0.1,10,0.20305707965501196,0.796942920344988
1.0,250,100,0.2,5,48,48,0.5,0.5,5,80,1.0,10,0.20305964177636115,0.7969403582236388
1.0,250,200,0.1,5,48,48,0.5,0.5,5,80,0.01,10,0.2032278844405211,0.7967721155594789
1.0,250,200,0.1,7,80,80,0.7,0.7,9,144,0.1,10,0.203269480511715,0.796730519488285
1.0,250,100,0.2,9,112,112,0.7,0.7,9,144,1.0,10,0.2033969443549075,0.7966030556450925
1.0,250,100,0.2,5,48,48,0.9,0.9,3,48,0.01,10,0.20345113830405323,0.7965488616959467
1.0,250,100,0.2,7,80,80,0.5,0.5,9,144,0.01,10,0.20348149578891886,0.7965185042110812
1.0,250,100,0.2,5,48,48,0.9,0.9,9,144,0.1,10,0.20372843212771055,0.7962715678722895
1.0,250,200,0.1,7,80,80,0.7,0.7,9,144,1.0,10,0.20374823394512456,0.7962517660548755
1.0,250,100,0.2,3,16,16,0.9,0.9,5,80,0.01,10,0.20377460750658338,0.7962253924934166
1.0,250,100,0.2,9,112,112,0.5,0.5,9,144,1.0,10,0.20382521907632936,0.7961747809236707
1.0,250,100,0.2,9,112,112,0.9,0.9,3,48,1.0,10,0.2038856768679437,0.7961143231320563
1.0,250,100,0.2,7,80,80,0.9,0.9,3,48,0.01,10,0.20399227206095308,0.796007727939047
1.0,250,200,0.1,3,16,16,0.7,0.7,5,80,0.1,10,0.20401332871684663,0.7959866712831534
1.0,250,200,0.1,5,48,48,0.5,0.5,9,144,1.0,10,0.20406899576724458,0.7959310042327554
1.0,250,200,0.1,3,16,16,0.9,0.9,3,48,0.1,10,0.20427273093909307,0.795727269060907
1.0,250,100,0.2,9,112,112,0.7,0.7,3,48,0.1,10,0.20444699971272548,0.7955530002872745
1.0,250,200,0.1,7,80,80,0.9,0.9,3,48,1.0,10,0.2045452713577174,0.7954547286422826
1.0,250,200,0.1,3,16,16,0.7,0.7,5,80,0.01,10,0.20455592430934938,0.7954440756906507
1.0,250,200,0.1,9,112,112,0.9,0.9,3,48,0.01,10,0.20463198999684398,0.795368010003156
1.0,250,200,0.1,3,16,16,0.5,0.5,3,48,0.01,10,0.20485360974079822,0.7951463902592018
1.0,250,100,0.2,3,16,16,0.5,0.5,7,112,1.0,10,0.20493082002995205,0.795069179970048
1.0,250,200,0.1,9,112,112,0.7,0.7,9,144,0.1,10,0.20505645988427462,0.7949435401157254
1.0,250,200,0.1,5,48,48,0.7,0.7,9,144,1.0,10,0.2051082912900909,0.7948917087099091
1.0,250,100,0.2,9,112,112,0.9,0.9,3,48,0.01,10,0.2054083291300412,0.7945916708699587
1.0,250,100,0.2,9,112,112,0.5,0.5,5,80,1.0,10,0.20541972232526864,0.7945802776747314
1.0,250,200,0.1,5,48,48,0.9,0.9,3,48,0.01,10,0.205695090331712,0.794304909668288
1.0,250,100,0.2,7,80,80,0.9,0.9,9,144,0.1,10,0.2057671553983058,0.7942328446016942
1.0,250,200,0.1,5,48,48,0.9,0.9,7,112,0.1,10,0.2058617777174991,0.7941382222825009
1.0,250,100,0.2,3,16,16,0.9,0.9,3,48,1.0,10,0.20586715428527266,0.7941328457147273
1.0,250,100,0.2,3,16,16,0.5,0.5,3,48,0.1,10,0.20596965835684164,0.7940303416431583
1.0,250,200,0.1,3,16,16,0.9,0.9,5,80,0.1,10,0.2059980077448087,0.7940019922551913
1.0,250,100,0.2,7,80,80,0.7,0.7,9,144,1.0,10,0.20607021986125393,0.793929780138746
1.0,250,100,0.2,3,16,16,0.5,0.5,7,112,0.1,10,0.20615316210991594,0.793846837890084
1.0,250,100,0.2,5,48,48,0.7,0.7,5,80,0.01,10,0.20636798945787677,0.7936320105421233
1.0,250,100,0.2,9,112,112,0.5,0.5,7,112,0.1,10,0.20637015868565367,0.7936298413143463
1.0,250,200,0.1,7,80,80,0.7,0.7,3,48,0.01,10,0.20645034465983045,0.7935496553401695
1.0,250,200,0.1,5,48,48,0.7,0.7,3,48,0.01,10,0.20658187486219123,0.7934181251378087
1.0,250,100,0.2,9,112,112,0.7,0.7,7,112,0.1,10,0.20660586254159344,0.7933941374584066
1.0,250,200,0.1,7,80,80,0.7,0.7,7,112,0.1,10,0.20675754513782924,0.7932424548621708
1.0,250,100,0.2,7,80,80,0.9,0.9,7,112,0.01,10,0.20679064534478372,0.7932093546552162
1.0,250,100,0.2,7,80,80,0.7,0.7,7,112,1.0,10,0.20682939991887084,0.7931706000811292
1.0,250,100,0.2,5,48,48,0.9,0.9,5,80,0.1,10,0.20701246090671588,0.7929875390932841
1.0,250,200,0.1,3,16,16,0.5,0.5,7,112,0.01,10,0.20714503474176793,0.7928549652582321
1.0,250,200,0.1,7,80,80,0.7,0.7,3,48,1.0,10,0.20716037524273148,0.7928396247572685
1.0,250,100,0.2,7,80,80,0.9,0.9,7,112,1.0,10,0.207314755148623,0.792685244851377
1.0,250,200,0.1,7,80,80,0.9,0.9,3,48,0.1,10,0.20748606294498537,0.7925139370550146
1.0,250,100,0.2,9,112,112,0.7,0.7,5,80,0.1,10,0.20758828821287026,0.7924117117871298
1.0,250,200,0.1,5,48,48,0.5,0.5,5,80,0.1,10,0.20761273362469204,0.792387266375308
1.0,250,200,0.1,7,80,80,0.9,0.9,9,144,0.1,10,0.2076752691921327,0.7923247308078674
1.0,250,100,0.2,9,112,112,0.9,0.9,7,112,1.0,10,0.20781720233798895,0.792182797662011
1.0,250,200,0.1,5,48,48,0.5,0.5,3,48,1.0,10,0.20781974233169137,0.7921802576683086
1.0,250,200,0.1,5,48,48,0.7,0.7,9,144,0.1,10,0.20795474661797525,0.7920452533820248
