eps_lasso,n_alphas_lasso,n_estimators_XGB,learning_rate_XGB,max_depth_XGB,reg_lambda_XGB,subsample_XGB,colsample_bytree_XGB,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2
0.0001,450,200,0.1,5,5,0.5,0.5,112,0.01,10,0.12769544801984395,0.872304551980156
0.0001,450,200,0.1,5,5,0.5,0.5,112,0.1,10,0.12770062376516925,0.8722993762348308
0.0001,450,200,0.1,7,7,0.5,0.5,112,0.01,10,0.1277010987272415,0.8722989012727584
0.0001,450,200,0.1,7,7,0.5,0.5,112,0.1,10,0.12770640294742203,0.872293597052578
0.0001,450,200,0.1,9,9,0.5,0.5,112,0.01,10,0.12770655781849644,0.8722934421815036
0.0001,450,200,0.1,9,9,0.5,0.5,112,0.1,10,0.12771200104782293,0.872287998952177
0.01,350,200,0.1,3,3,0.5,0.5,112,1.0,10,0.12773134925070675,0.8722686507492933
0.01,350,200,0.1,5,5,0.5,0.5,112,1.0,10,0.12773541467444025,0.8722645853255597
0.01,350,200,0.1,7,7,0.5,0.5,112,1.0,10,0.127739290355899,0.872260709644101
0.01,350,200,0.1,9,9,0.5,0.5,112,1.0,10,0.12774296957346595,0.872257030426534
0.0001,450,200,0.1,3,3,0.5,0.5,112,1.0,10,0.12775477997536933,0.8722452200246307
0.0001,450,200,0.1,5,5,0.5,0.5,112,1.0,10,0.1277591714251406,0.8722408285748594
0.0001,450,200,0.1,7,7,0.5,0.5,112,1.0,10,0.12776346688011467,0.8722365331198854
0.0001,450,200,0.1,9,9,0.5,0.5,112,1.0,10,0.12776751164589328,0.8722324883541067
0.01,350,100,0.2,5,5,0.7,0.7,48,0.1,10,0.1277914534175852,0.8722085465824148
0.0001,450,100,0.2,5,5,0.7,0.7,48,0.1,10,0.1278098063262019,0.8721901936737981
0.01,350,200,0.1,3,3,0.7,0.7,112,0.01,10,0.127819854748764,0.872180145251236
0.01,350,200,0.1,5,5,0.7,0.7,112,0.01,10,0.1278229812856814,0.8721770187143186
0.01,350,200,0.1,7,7,0.7,0.7,112,0.01,10,0.12782603011477692,0.8721739698852231
0.01,350,200,0.1,9,9,0.7,0.7,112,0.01,10,0.12782903829640468,0.8721709617035953
0.01,350,200,0.1,3,3,0.7,0.7,112,0.1,10,0.12783164541858616,0.8721683545814138
0.01,350,200,0.1,5,5,0.7,0.7,112,0.1,10,0.1278347660102214,0.8721652339897786
0.01,350,200,0.1,7,7,0.7,0.7,112,0.1,10,0.12783780392101618,0.8721621960789838
0.01,350,200,0.1,9,9,0.7,0.7,112,0.1,10,0.12784078958618228,0.8721592104138177
0.0001,450,200,0.1,3,3,0.7,0.7,112,0.01,10,0.12784286847129306,0.8721571315287069
0.0001,450,200,0.1,5,5,0.7,0.7,112,0.01,10,0.12784599358530352,0.8721540064146964
0.0001,450,200,0.1,7,7,0.7,0.7,112,0.01,10,0.12784904202122935,0.8721509579787706
0.0001,450,200,0.1,9,9,0.7,0.7,112,0.01,10,0.12785205014390338,0.8721479498560967
0.0001,450,200,0.1,3,3,0.7,0.7,112,0.1,10,0.12785465873628216,0.8721453412637179
0.0001,450,200,0.1,5,5,0.7,0.7,112,0.1,10,0.12785777954281746,0.8721422204571825
0.0001,450,200,0.1,7,7,0.7,0.7,112,0.1,10,0.1278608184306697,0.8721391815693302
0.0001,450,200,0.1,9,9,0.7,0.7,112,0.1,10,0.1278638051073328,0.8721361948926671
0.01,350,100,0.2,5,5,0.7,0.7,48,1.0,10,0.12792890721672373,0.8720710927832762
0.01,350,200,0.1,3,3,0.7,0.7,112,1.0,10,0.12795009795424203,0.8720499020457579
0.0001,450,100,0.2,5,5,0.7,0.7,48,1.0,10,0.12795097781864842,0.8720490221813516
0.01,350,200,0.1,5,5,0.7,0.7,112,1.0,10,0.12795192478511547,0.8720480752148845
0.01,350,200,0.1,7,7,0.7,0.7,112,1.0,10,0.12795370580473128,0.8720462941952687
0.01,350,200,0.1,9,9,0.7,0.7,112,1.0,10,0.1279554360411671,0.8720445639588329
0.0001,450,200,0.1,3,3,0.7,0.7,112,1.0,10,0.1279732095021408,0.8720267904978591
0.0001,450,200,0.1,5,5,0.7,0.7,112,1.0,10,0.1279751389471617,0.8720248610528383
0.0001,450,200,0.1,7,7,0.7,0.7,112,1.0,10,0.1279770194716305,0.8720229805283695
0.0001,450,200,0.1,9,9,0.7,0.7,112,1.0,10,0.12797884704864912,0.8720211529513509
0.01,350,200,0.1,9,9,0.9,0.9,48,0.01,10,0.1280476796947645,0.8719523203052355
0.0001,450,200,0.1,9,9,0.9,0.9,48,0.01,10,0.12807057201880934,0.8719294279811907
0.01,350,100,0.2,9,9,0.5,0.5,16,0.01,10,0.12833337807594203,0.871666621924058
0.0001,450,100,0.2,9,9,0.5,0.5,16,0.01,10,0.1283430610444082,0.8716569389555918
0.01,350,200,0.1,9,9,0.9,0.9,48,1.0,10,0.12834660019421715,0.8716533998057828
0.01,350,100,0.2,9,9,0.7,0.7,112,1.0,10,0.12835749851381675,0.8716425014861833
0.0001,450,200,0.1,9,9,0.9,0.9,48,1.0,10,0.1283638286286252,0.8716361713713748
0.01,350,100,0.2,7,7,0.7,0.7,112,1.0,10,0.12836827956165353,0.8716317204383465
0.01,350,100,0.2,9,9,0.7,0.7,112,0.1,10,0.12837535951972628,0.8716246404802737
0.01,350,100,0.2,9,9,0.7,0.7,112,0.01,10,0.1283770163049002,0.8716229836950998
0.01,350,100,0.2,5,5,0.7,0.7,112,1.0,10,0.12837933066319315,0.8716206693368068
0.0001,450,100,0.2,9,9,0.7,0.7,112,1.0,10,0.12838228352241507,0.8716177164775849
0.01,350,100,0.2,7,7,0.7,0.7,112,0.1,10,0.12838732734749822,0.8716126726525018
0.01,350,100,0.2,7,7,0.7,0.7,112,0.01,10,0.12838904413276703,0.8716109558672329
0.01,350,100,0.2,3,3,0.7,0.7,112,1.0,10,0.1283906225925445,0.8716093774074555
0.0001,450,100,0.2,7,7,0.7,0.7,112,1.0,10,0.12839311275714493,0.8716068872428551
0.0001,450,100,0.2,9,9,0.7,0.7,112,0.1,10,0.12839947855962397,0.871600521440376
0.01,350,100,0.2,5,5,0.7,0.7,112,0.1,10,0.12839956424203783,0.8716004357579622
0.0001,450,100,0.2,9,9,0.7,0.7,112,0.01,10,0.12840103945071193,0.8715989605492881
0.01,350,100,0.2,5,5,0.7,0.7,112,0.01,10,0.12840136316351922,0.8715986368364808
0.0001,450,100,0.2,5,5,0.7,0.7,112,1.0,10,0.12840421075844546,0.8715957892415546
0.01,350,200,0.1,7,7,0.7,0.7,48,0.01,10,0.1284087497662354,0.8715912502337646
0.0001,450,100,0.2,7,7,0.7,0.7,112,0.1,10,0.1284114646628808,0.8715885353371192
0.01,350,100,0.2,3,3,0.7,0.7,112,0.1,10,0.128412132716158,0.871587867283842
0.0001,450,100,0.2,7,7,0.7,0.7,112,0.01,10,0.12841308353922068,0.8715869164607793
0.01,350,100,0.2,3,3,0.7,0.7,112,0.01,10,0.12841399872029266,0.8715860012797073
0.0001,450,100,0.2,3,3,0.7,0.7,112,1.0,10,0.12841555419112272,0.8715844458088773
0.01,350,100,0.2,9,9,0.5,0.5,80,1.0,10,0.12842196374155457,0.8715780362584454
0.0001,450,100,0.2,5,5,0.7,0.7,112,0.1,10,0.12842372076281694,0.8715762792371831
0.0001,450,100,0.2,5,5,0.7,0.7,112,0.01,10,0.12842541816292702,0.871574581837073
0.0001,450,200,0.1,7,7,0.7,0.7,48,0.01,10,0.1284297831392387,0.8715702168607613
0.0001,450,100,0.2,3,3,0.7,0.7,112,0.1,10,0.12843630783201745,0.8715636921679826
0.0001,450,100,0.2,3,3,0.7,0.7,112,0.01,10,0.12843806817021788,0.8715619318297821
0.0001,450,100,0.2,9,9,0.5,0.5,80,1.0,10,0.12844541736026574,0.8715545826397343
0.01,350,100,0.2,7,7,0.5,0.5,80,1.0,10,0.1284750613510142,0.8715249386489858
0.0001,450,100,0.2,7,7,0.5,0.5,80,1.0,10,0.12849887640235258,0.8715011235976474
0.01,350,100,0.2,5,5,0.5,0.5,80,1.0,10,0.1285288048866731,0.8714711951133269
0.01,350,200,0.1,5,5,0.7,0.7,48,0.1,10,0.12853853174062796,0.871461468259372
0.01,350,100,0.2,7,7,0.9,0.9,48,1.0,10,0.1285503542239408,0.8714496457760592
0.01,350,100,0.2,9,9,0.5,0.5,80,0.1,10,0.1285512829891059,0.8714487170108941
0.0001,450,100,0.2,5,5,0.5,0.5,80,1.0,10,0.1285546571423484,0.8714453428576516
0.0001,450,200,0.1,5,5,0.7,0.7,48,0.1,10,0.1285585061180466,0.8714414938819535
0.01,350,100,0.2,9,9,0.5,0.5,80,0.01,10,0.12856463454333714,0.8714353654566629
0.0001,450,100,0.2,7,7,0.9,0.9,48,1.0,10,0.12857373627751034,0.8714262637224897
0.0001,450,100,0.2,9,9,0.5,0.5,80,0.1,10,0.12857468915293044,0.8714253108470695
0.01,350,100,0.2,3,3,0.5,0.5,80,1.0,10,0.1285861751063048,0.8714138248936952
0.0001,450,100,0.2,9,9,0.5,0.5,80,0.01,10,0.12858833850247808,0.8714116614975219
0.01,350,100,0.2,7,7,0.5,0.5,80,0.1,10,0.1286052968808384,0.8713947031191616
0.0001,450,100,0.2,3,3,0.5,0.5,80,1.0,10,0.12861053943626438,0.8713894605637356
0.01,350,100,0.2,7,7,0.5,0.5,80,0.01,10,0.12861914796582338,0.8713808520341766
0.0001,450,100,0.2,7,7,0.5,0.5,80,0.1,10,0.12863110640768913,0.8713688935923108
0.01,350,100,0.2,5,5,0.9,0.9,48,1.0,10,0.12863951399923657,0.8713604860007634
0.0001,450,100,0.2,7,7,0.5,0.5,80,0.01,10,0.1286446043541763,0.8713553956458238
0.01,350,100,0.2,9,9,0.5,0.5,112,1.0,10,0.12865375498859052,0.8713462450114094
0.0001,450,100,0.2,5,5,0.9,0.9,48,1.0,10,0.1286613078667187,0.8713386921332813
0.01,350,100,0.2,5,5,0.5,0.5,80,0.1,10,0.1286626385707362,0.8713373614292638
0.01,350,100,0.2,7,7,0.5,0.5,112,1.0,10,0.12867354241248513,0.8713264575875148
0.0001,450,100,0.2,9,9,0.5,0.5,112,1.0,10,0.1286770340730644,0.8713229659269356
0.01,350,100,0.2,5,5,0.5,0.5,80,0.01,10,0.12867749671561554,0.8713225032843844
0.0001,450,100,0.2,5,5,0.5,0.5,80,0.1,10,0.128687353397357,0.871312646602643
0.01,350,100,0.2,5,5,0.5,0.5,112,1.0,10,0.1286934183077342,0.8713065816922658
0.0001,450,100,0.2,7,7,0.5,0.5,112,1.0,10,0.12869682429835583,0.8713031757016442
0.0001,450,100,0.2,5,5,0.5,0.5,80,0.01,10,0.1287017525585105,0.8712982474414895
0.01,350,100,0.2,3,3,0.5,0.5,112,1.0,10,0.12871374596030213,0.8712862540396978
0.0001,450,100,0.2,5,5,0.5,0.5,112,1.0,10,0.12871669468048347,0.8712833053195166
0.01,350,100,0.2,9,9,0.5,0.5,112,0.1,10,0.12872020723246375,0.8712797927675362
0.01,350,100,0.2,9,9,0.5,0.5,112,0.01,10,0.12872454011082213,0.8712754598891779
0.01,350,100,0.2,3,3,0.5,0.5,80,0.1,10,0.12872704241599542,0.8712729575840046
0.0001,450,100,0.2,3,3,0.5,0.5,112,1.0,10,0.12873701459748077,0.8712629854025192
0.01,350,100,0.2,7,7,0.5,0.5,112,0.1,10,0.12873994591543048,0.8712600540845695
0.01,350,100,0.2,3,3,0.5,0.5,80,0.01,10,0.12874229324026443,0.8712577067597356
0.0001,450,100,0.2,9,9,0.5,0.5,112,0.1,10,0.1287434773022668,0.8712565226977332
0.01,350,100,0.2,7,7,0.5,0.5,112,0.01,10,0.12874462206019963,0.8712553779398003
0.0001,450,100,0.2,9,9,0.5,0.5,112,0.01,10,0.12874780900361452,0.8712521909963855
0.0001,450,100,0.2,3,3,0.5,0.5,80,0.1,10,0.12875084607369622,0.8712491539263038
0.01,350,100,0.2,5,5,0.5,0.5,112,0.1,10,0.12876029564565156,0.8712397043543485
0.0001,450,100,0.2,7,7,0.5,0.5,112,0.1,10,0.12876321577628497,0.871236784223715
0.01,350,100,0.2,5,5,0.5,0.5,112,0.01,10,0.1287651392845576,0.8712348607154424
0.0001,450,100,0.2,3,3,0.5,0.5,80,0.01,10,0.1287660791883097,0.8712339208116903
0.0001,450,100,0.2,7,7,0.5,0.5,112,0.01,10,0.12876789163440508,0.871232108365595
0.01,350,100,0.2,3,3,0.5,0.5,112,0.1,10,0.12878116684032753,0.8712188331596724
0.0001,450,100,0.2,5,5,0.5,0.5,112,0.1,10,0.12878357016549727,0.8712164298345028
0.01,350,100,0.2,3,3,0.5,0.5,112,0.01,10,0.12878606057593062,0.8712139394240694
0.0001,450,100,0.2,5,5,0.5,0.5,112,0.01,10,0.1287884146686676,0.8712115853313324
0.0001,450,100,0.2,3,3,0.5,0.5,112,0.1,10,0.12880443933505828,0.8711955606649417
0.0001,450,100,0.2,3,3,0.5,0.5,112,0.01,10,0.12880933461331742,0.8711906653866826
0.01,350,100,0.2,7,7,0.9,0.9,48,0.1,10,0.1288356763053609,0.8711643236946391
0.0001,450,100,0.2,7,7,0.9,0.9,48,0.1,10,0.1288589884269067,0.8711410115730933
0.01,350,200,0.1,3,3,0.9,0.9,48,0.1,10,0.12891110484191534,0.8710888951580846
0.0001,450,200,0.1,3,3,0.9,0.9,48,0.1,10,0.1289300224901877,0.8710699775098123
0.01,350,100,0.2,3,3,0.7,0.7,48,1.0,10,0.1291930191782251,0.8708069808217749
0.0001,450,100,0.2,3,3,0.7,0.7,48,1.0,10,0.12920999505608965,0.8707900049439103
0.01,350,200,0.1,9,9,0.5,0.5,16,1.0,10,0.1294318094401347,0.8705681905598653
0.01,350,100,0.2,9,9,0.9,0.9,48,0.01,10,0.1294444079859099,0.8705555920140902
0.01,350,100,0.2,3,3,0.7,0.7,48,0.01,10,0.12944932519665606,0.8705506748033439
0.0001,450,200,0.1,9,9,0.5,0.5,16,1.0,10,0.12945027728616498,0.870549722713835
0.0001,450,100,0.2,9,9,0.9,0.9,48,0.01,10,0.12946516434126618,0.8705348356587338
0.0001,450,100,0.2,3,3,0.7,0.7,48,0.01,10,0.12946794446242652,0.8705320555375735
0.01,350,100,0.2,9,9,0.9,0.9,48,1.0,10,0.12963357744568796,0.8703664225543121
0.0001,450,100,0.2,9,9,0.9,0.9,48,1.0,10,0.12965794977631045,0.8703420502236896
0.01,350,200,0.1,5,5,0.9,0.9,48,0.01,10,0.12966277267343412,0.8703372273265659
0.01,350,100,0.2,5,5,0.7,0.7,48,0.01,10,0.12967676588327226,0.8703232341167277
0.0001,450,200,0.1,5,5,0.9,0.9,48,0.01,10,0.1296868660295352,0.8703131339704648
0.0001,450,100,0.2,5,5,0.7,0.7,48,0.01,10,0.12969619628094303,0.8703038037190569
0.01,350,200,0.1,3,3,0.9,0.9,48,1.0,10,0.12996735416517785,0.8700326458348222
0.0001,450,200,0.1,3,3,0.9,0.9,48,1.0,10,0.12998649802718276,0.8700135019728172
0.01,350,200,0.1,5,5,0.9,0.9,48,1.0,10,0.13023486855507582,0.8697651314449242
0.0001,450,200,0.1,5,5,0.9,0.9,48,1.0,10,0.13025279711887322,0.8697472028811268
0.01,350,100,0.2,7,7,0.9,0.9,48,0.01,10,0.13038322938418362,0.8696167706158164
0.01,350,100,0.2,9,9,0.9,0.9,48,0.1,10,0.13039824183681561,0.8696017581631844
0.0001,450,100,0.2,7,7,0.9,0.9,48,0.01,10,0.13040182195206576,0.8695981780479343
0.0001,450,100,0.2,9,9,0.9,0.9,48,0.1,10,0.13041555190915635,0.8695844480908437
0.01,350,100,0.2,3,3,0.7,0.7,48,0.1,10,0.13062376597658848,0.8693762340234115
0.0001,450,100,0.2,3,3,0.7,0.7,48,0.1,10,0.13064079935610565,0.8693592006438944
0.01,350,200,0.1,7,7,0.9,0.9,48,0.1,10,0.1307097448860686,0.8692902551139314
0.0001,450,200,0.1,7,7,0.9,0.9,48,0.1,10,0.13073393174463765,0.8692660682553623
0.01,350,200,0.1,5,5,0.9,0.9,48,0.1,10,0.13076555375183913,0.8692344462481609
0.0001,450,200,0.1,5,5,0.9,0.9,48,0.1,10,0.1307839990276475,0.8692160009723525
0.01,350,200,0.1,9,9,0.5,0.5,16,0.1,10,0.13155875574454878,0.8684412442554512
0.0001,450,200,0.1,9,9,0.5,0.5,16,0.1,10,0.13157887295682402,0.868421127043176
0.01,350,100,0.2,9,9,0.5,0.5,16,1.0,10,0.13165755447886876,0.8683424455211313
0.0001,450,100,0.2,9,9,0.5,0.5,16,1.0,10,0.13167377797020127,0.8683262220297987
0.01,350,100,0.2,3,3,0.9,0.9,48,0.01,10,0.13184171668014244,0.8681582833198576
0.0001,450,100,0.2,3,3,0.9,0.9,48,0.01,10,0.13186732015599653,0.8681326798440034
0.01,350,200,0.1,7,7,0.5,0.5,16,0.1,10,0.13194796372972567,0.8680520362702744
0.0001,450,200,0.1,7,7,0.5,0.5,16,0.1,10,0.13197028816875078,0.8680297118312492
0.01,350,200,0.1,7,7,0.9,0.9,48,0.01,10,0.1320129879652399,0.8679870120347601
0.0001,450,200,0.1,7,7,0.9,0.9,48,0.01,10,0.13203612083990346,0.8679638791600965
0.01,350,100,0.2,3,3,0.9,0.9,48,1.0,10,0.13291184788927818,0.8670881521107219
0.0001,450,100,0.2,3,3,0.9,0.9,48,1.0,10,0.13293338525495138,0.8670666147450486
0.01,350,200,0.1,3,3,0.5,0.5,16,1.0,10,0.1334189717799593,0.8665810282200407
0.0001,450,200,0.1,3,3,0.5,0.5,16,1.0,10,0.133429390472205,0.866570609527795
0.01,350,100,0.2,3,3,0.9,0.9,48,0.1,10,0.13402795956192715,0.8659720404380729
0.0001,450,100,0.2,3,3,0.9,0.9,48,0.1,10,0.1340530357058794,0.8659469642941207
0.01,350,100,0.2,5,5,0.9,0.9,48,0.1,10,0.1342693377427943,0.8657306622572057
0.0001,450,100,0.2,5,5,0.9,0.9,48,0.1,10,0.13429360982576188,0.8657063901742381
0.01,350,200,0.1,7,7,0.5,0.5,16,1.0,10,0.13520477927151373,0.8647952207284862
0.0001,450,200,0.1,7,7,0.5,0.5,16,1.0,10,0.13522288815055694,0.8647771118494431
0.01,350,200,0.1,7,7,0.5,0.5,16,0.01,10,0.135437234275004,0.864562765724996
0.01,350,100,0.2,7,7,0.5,0.5,16,0.01,10,0.13545494936898966,0.8645450506310104
0.0001,450,200,0.1,7,7,0.5,0.5,16,0.01,10,0.13545528796623238,0.8645447120337676
0.0001,450,100,0.2,7,7,0.5,0.5,16,0.01,10,0.1354700562108782,0.8645299437891218
0.01,350,100,0.2,5,5,0.9,0.9,48,0.01,10,0.13554351278089807,0.864456487219102
0.0001,450,100,0.2,5,5,0.9,0.9,48,0.01,10,0.13556742210114006,0.86443257789886
0.01,350,100,0.2,5,5,0.5,0.5,16,1.0,10,0.13578051649354847,0.8642194835064515
0.0001,450,100,0.2,5,5,0.5,0.5,16,1.0,10,0.13579633626345114,0.8642036637365489
0.01,350,200,0.1,9,9,0.5,0.5,16,0.01,10,0.1360705124203098,0.8639294875796902
0.0001,450,200,0.1,9,9,0.5,0.5,16,0.01,10,0.136092577477725,0.863907422522275
0.01,350,200,0.1,3,3,0.5,0.5,16,0.01,10,0.1361746092588917,0.8638253907411083
0.0001,450,200,0.1,3,3,0.5,0.5,16,0.01,10,0.1361891920328081,0.8638108079671919
0.01,350,100,0.2,9,9,0.5,0.5,16,0.1,10,0.1376979838044309,0.8623020161955691
0.0001,450,100,0.2,9,9,0.5,0.5,16,0.1,10,0.13771556236800028,0.8622844376319997
0.01,350,200,0.1,3,3,0.5,0.5,16,0.1,10,0.13797043899827202,0.862029561001728
0.0001,450,200,0.1,3,3,0.5,0.5,16,0.1,10,0.1379870473815771,0.8620129526184229
0.01,350,100,0.2,7,7,0.5,0.5,16,0.1,10,0.1383377404200786,0.8616622595799214
0.0001,450,100,0.2,7,7,0.5,0.5,16,0.1,10,0.13835636725047812,0.8616436327495218
0.01,350,100,0.2,5,5,0.5,0.5,16,0.01,10,0.13844474075436783,0.8615552592456321
0.0001,450,100,0.2,5,5,0.5,0.5,16,0.01,10,0.13846391141358588,0.8615360885864141
0.01,350,200,0.1,5,5,0.5,0.5,16,1.0,10,0.13898994336664558,0.8610100566333544
0.0001,450,200,0.1,5,5,0.5,0.5,16,1.0,10,0.13900279679916833,0.8609972032008317
0.01,350,100,0.2,7,7,0.5,0.5,16,1.0,10,0.1391559066070616,0.8608440933929384
0.0001,450,100,0.2,7,7,0.5,0.5,16,1.0,10,0.13917297238631904,0.8608270276136809
0.01,350,200,0.1,5,5,0.5,0.5,16,0.1,10,0.13919218180538256,0.8608078181946175
0.0001,450,200,0.1,5,5,0.5,0.5,16,0.1,10,0.13920997713917937,0.8607900228608206
0.01,350,100,0.2,5,5,0.7,0.7,16,0.01,10,0.13977999390724422,0.8602200060927558
0.0001,450,100,0.2,5,5,0.7,0.7,16,0.01,10,0.13979766746030434,0.8602023325396957
0.01,350,100,0.2,5,5,0.5,0.5,16,0.1,10,0.14081129911001689,0.8591887008899831
0.0001,450,100,0.2,5,5,0.5,0.5,16,0.1,10,0.14083264435074913,0.8591673556492508
0.01,350,100,0.2,3,3,0.5,0.5,16,0.01,10,0.1410469104222473,0.8589530895777527
0.0001,450,100,0.2,3,3,0.5,0.5,16,0.01,10,0.14106628677575375,0.8589337132242463
0.01,350,200,0.1,3,3,0.9,0.9,16,0.1,10,0.14124721156918207,0.8587527884308179
0.0001,450,200,0.1,3,3,0.9,0.9,16,0.1,10,0.14126469151808044,0.8587353084819196
0.01,350,200,0.1,9,9,0.7,0.7,16,1.0,10,0.14150897324402428,0.8584910267559758
0.0001,450,200,0.1,9,9,0.7,0.7,16,1.0,10,0.14151914820003447,0.8584808517999656
0.01,350,100,0.2,7,7,0.7,0.7,16,1.0,10,0.14161366604319425,0.8583863339568057
0.0001,450,100,0.2,7,7,0.7,0.7,16,1.0,10,0.1416267142986924,0.8583732857013076
0.01,350,100,0.2,3,3,0.5,0.5,16,1.0,10,0.14196202158369775,0.8580379784163022
0.0001,450,100,0.2,3,3,0.5,0.5,16,1.0,10,0.14197963403924455,0.8580203659607555
0.01,350,100,0.2,3,3,0.5,0.5,16,0.1,10,0.14358591496440617,0.8564140850355938
0.0001,450,100,0.2,3,3,0.5,0.5,16,0.1,10,0.14359723369080493,0.8564027663091951
0.01,350,200,0.1,7,7,0.7,0.7,16,1.0,10,0.1438297212159641,0.856170278784036
0.0001,450,200,0.1,7,7,0.7,0.7,16,1.0,10,0.14384457245208365,0.8561554275479164
0.01,350,100,0.2,9,9,0.7,0.7,16,1.0,10,0.1440598485716274,0.8559401514283727
0.0001,450,100,0.2,9,9,0.7,0.7,16,1.0,10,0.14407328245299605,0.855926717547004
0.01,350,100,0.2,7,7,0.7,0.7,16,0.1,10,0.14482433686703902,0.855175663132961
0.0001,450,100,0.2,7,7,0.7,0.7,16,0.1,10,0.1448323326810288,0.8551676673189712
0.01,350,200,0.1,5,5,0.5,0.5,16,0.01,10,0.144848142687598,0.855151857312402
0.0001,450,200,0.1,5,5,0.5,0.5,16,0.01,10,0.14486260223563593,0.855137397764364
0.01,350,200,0.1,7,7,0.9,0.9,16,0.1,10,0.14495101655126313,0.8550489834487369
0.0001,450,200,0.1,7,7,0.9,0.9,16,0.1,10,0.1449652594789188,0.8550347405210812
0.01,350,200,0.1,3,3,0.9,0.9,16,1.0,10,0.14514020047349477,0.8548597995265053
0.0001,450,200,0.1,3,3,0.9,0.9,16,1.0,10,0.1451526644530867,0.8548473355469133
0.01,350,200,0.1,5,5,0.7,0.7,16,1.0,10,0.14516176472628448,0.8548382352737155
0.0001,450,200,0.1,5,5,0.7,0.7,16,1.0,10,0.14517984990089955,0.8548201500991004
0.01,350,200,0.1,3,3,0.9,0.9,16,0.01,10,0.14519558623015474,0.8548044137698453
0.0001,450,200,0.1,3,3,0.9,0.9,16,0.01,10,0.145214232137721,0.854785767862279
0.01,350,100,0.2,3,3,0.7,0.7,16,0.1,10,0.1456720832328338,0.8543279167671662
0.0001,450,100,0.2,3,3,0.7,0.7,16,0.1,10,0.14569278512233824,0.8543072148776618
0.01,350,200,0.1,9,9,0.9,0.9,16,1.0,10,0.14575138950067826,0.8542486104993218
0.0001,450,200,0.1,9,9,0.9,0.9,16,1.0,10,0.1457683075409733,0.8542316924590267
0.01,350,200,0.1,9,9,0.7,0.7,16,0.01,10,0.1462576400628362,0.8537423599371639
0.0001,450,200,0.1,9,9,0.7,0.7,16,0.01,10,0.1462724071669687,0.8537275928330312
0.01,350,200,0.1,7,7,0.9,0.9,16,1.0,10,0.14651214746701058,0.8534878525329894
0.0001,450,200,0.1,7,7,0.9,0.9,16,1.0,10,0.1465308715108943,0.8534691284891057
0.01,350,200,0.1,5,5,0.9,0.9,16,1.0,10,0.14665311547157994,0.85334688452842
0.0001,450,200,0.1,5,5,0.9,0.9,16,1.0,10,0.14666764238695051,0.8533323576130495
0.01,350,100,0.2,3,3,0.9,0.9,16,0.1,10,0.1467104420019731,0.8532895579980269
0.0001,450,100,0.2,3,3,0.9,0.9,16,0.1,10,0.14672767471898693,0.853272325281013
0.01,350,200,0.1,9,9,0.7,0.7,16,0.1,10,0.14681846102132579,0.8531815389786742
0.0001,450,200,0.1,9,9,0.7,0.7,16,0.1,10,0.14683387254010813,0.8531661274598918
0.01,350,200,0.1,3,3,0.7,0.7,16,0.01,10,0.14703123033073487,0.8529687696692652
0.0001,450,200,0.1,3,3,0.7,0.7,16,0.01,10,0.14705075560942715,0.8529492443905728
0.01,350,100,0.2,3,3,0.9,0.9,16,0.01,10,0.14721647742689783,0.8527835225731022
0.0001,450,100,0.2,3,3,0.9,0.9,16,0.01,10,0.14723314783241168,0.8527668521675883
0.01,350,100,0.2,5,5,0.7,0.7,16,1.0,10,0.14734504675746837,0.8526549532425316
0.0001,450,100,0.2,5,5,0.7,0.7,16,1.0,10,0.14735732493997988,0.8526426750600201
0.01,350,200,0.1,3,3,0.7,0.7,16,0.1,10,0.1494269802898798,0.8505730197101202
0.0001,450,200,0.1,3,3,0.7,0.7,16,0.1,10,0.14944684167888014,0.8505531583211199
0.01,350,200,0.1,5,5,0.9,0.9,16,0.01,10,0.149461791209157,0.850538208790843
0.0001,450,200,0.1,5,5,0.9,0.9,16,0.01,10,0.14947687859002662,0.8505231214099733
0.01,350,100,0.2,3,3,0.7,0.7,16,0.01,10,0.14958271039310306,0.8504172896068969
0.0001,450,100,0.2,3,3,0.7,0.7,16,0.01,10,0.1495958289190736,0.8504041710809264
0.01,350,200,0.1,7,7,0.7,0.7,16,0.1,10,0.14963545766790204,0.850364542332098
0.0001,450,200,0.1,7,7,0.7,0.7,16,0.1,10,0.14964938580459394,0.850350614195406
0.01,350,100,0.2,7,7,0.9,0.9,16,0.1,10,0.1497191105391786,0.8502808894608214
0.0001,450,100,0.2,7,7,0.9,0.9,16,0.1,10,0.14973251721284392,0.8502674827871561
0.01,350,200,0.1,3,3,0.7,0.7,16,1.0,10,0.14988322953710545,0.8501167704628946
0.0001,450,200,0.1,3,3,0.7,0.7,16,1.0,10,0.14990054250647775,0.8500994574935222
0.01,350,100,0.2,3,3,0.9,0.9,16,1.0,10,0.1502729628813248,0.8497270371186751
0.0001,450,100,0.2,3,3,0.9,0.9,16,1.0,10,0.15028738739530603,0.849712612604694
0.01,350,100,0.2,5,5,0.9,0.9,16,0.1,10,0.1507551683342055,0.8492448316657946
0.0001,450,100,0.2,5,5,0.9,0.9,16,0.1,10,0.1507721984292008,0.8492278015707992
0.01,350,200,0.1,9,9,0.9,0.9,16,0.01,10,0.15172536965203984,0.8482746303479601
