max_depth_XGB,reg_lambda_XGB,n_estimators_random,n_estimators_XGB,learning_rate_XGB,min_samples_split_random,max_features_random,max_samples_random,subsample_XGB,colsample_bytree_XGB,min_samples_leaf_random,max_depth_random,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2,mse_y,auc_t
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.181040556,0.818959444,1.0637368,0.521623196
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.181042265,0.818957735,1.065455196,0.520455602
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.181100721,0.818899279,1.064390255,0.511406082
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,1,10,0.181106039,0.818893961,1.060013578,0.519891844
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.181134739,0.818865261,1.060013578,0.509549154
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.181160615,0.818839385,1.060684712,0.526790533
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.18126492,0.81873508,1.061602583,0.523143472
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,1,10,0.181286835,0.818713165,1.060761373,0.521580446
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.181316313,0.818683687,1.064517036,0.511406082
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.181344552,0.818655448,1.064897931,0.5194216
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,1,10,0.18137685,0.81862315,1.058761048,0.517623452
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.181435081,0.818564919,1.060890533,0.502172205
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,1,10,0.181435832,0.818564168,1.063291027,0.511985871
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,1,10,0.181474407,0.818525593,1.063179316,0.511985871
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.181498866,0.818501134,1.059172452,0.515598198
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,1,10,0.181540246,0.818459754,1.058197617,0.521580446
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.1815921,0.8184079,1.063885226,0.508272015
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,1,10,0.181689933,0.818310067,1.058570782,0.522908351
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.181741438,0.818258562,1.059695653,0.517741013
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.181762085,0.818237915,1.063420975,0.503508125
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,1,10,0.181764711,0.818235289,1.064511723,0.53452818
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,3,3,3,1,10,0.181771771,0.818228229,1.064384026,0.504667703
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.181857438,0.818142562,1.065035804,0.515656979
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,1,10,0.182056426,0.817943574,1.059300487,0.512330539
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.182059875,0.817940125,1.063179316,0.519245259
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,1,10,0.182065002,0.817934998,1.060542961,0.516749761
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,3,3,3,1,10,0.182130641,0.817869359,1.0637368,0.504667703
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.182219851,0.817780149,1.064384026,0.504146695
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,1,10,0.182289624,0.817710376,1.063853748,0.511985871
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.182309897,0.817690103,1.063736897,0.5194216
9,9,100,200,0.1,16,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.182351612,0.817648388,1.0637368,0.504146695
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.182599853,0.817400147,1.05836974,0.50774299
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.182610301,0.817389699,1.05588901,0.516228752
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,7,7,7,1,10,0.182690071,0.817309929,1.065035804,0.528193249
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,1,10,0.182749131,0.817250869,1.060761373,0.505768501
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,7,7,7,1,10,0.182895596,0.817104404,1.061602583,0.528193249
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.182932132,0.817067868,1.058465914,0.512632456
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.182962512,0.817037488,1.060986552,0.501004612
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.183057598,0.816942402,1.064390255,0.521623196
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,9,9,9,1,10,0.183136208,0.816863792,1.059172452,0.522211
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.183137216,0.816862784,1.064517036,0.521623196
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.183199551,0.816800449,1.058736237,0.50774299
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,5,5,5,1,10,0.1832907,0.8167093,1.059069066,0.519891844
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.183293812,0.816706188,1.059172452,0.524596953
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.183508709,0.816491291,1.064511723,0.524596953
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,1,10,0.183533055,0.816466945,1.060684712,0.5089186
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.183648896,0.816351104,1.058570782,0.52348814
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.18377118,0.81622882,1.06464177,0.5194216
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.183829464,0.816170536,1.060643407,0.515178719
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,1,10,0.183878313,0.816121687,1.058197617,0.505768501
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.183891639,0.816108361,1.061977489,0.503508125
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,3,3,3,1,10,0.184097785,0.815902215,1.064390255,0.504667703
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.184155056,0.815844944,1.060890533,0.517741013
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.184277482,0.815722518,1.058662647,0.512632456
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,1,10,0.184309032,0.815690968,1.060761373,0.514371824
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,7,7,7,1,10,0.184472443,0.815527557,1.058676495,0.528193249
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.184533013,0.815466987,1.064517036,0.504146695
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.18453863,0.81546137,1.063365688,0.510171692
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,1,10,0.184560773,0.815439227,1.060542961,0.521858318
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.184561741,0.815438259,1.059300487,0.505474599
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.184644048,0.815355952,1.063291027,0.514951613
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.184672888,0.815327112,1.059300487,0.50768421
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,1,10,0.184680535,0.815319465,1.060170482,0.517850559
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.184748664,0.815251336,1.064390255,0.504146695
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.184770709,0.815229291,1.059172452,0.521278529
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.184842893,0.815157107,1.060167492,0.520455602
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.184912897,0.815087103,1.058736237,0.512632456
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.185080529,0.814919471,1.061602583,0.518320802
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,1,10,0.18515121,0.81484879,1.060013578,0.503037881
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,9,9,9,1,10,0.185191908,0.814808092,1.059172452,0.53452818
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.185230371,0.814769629,1.05836974,0.512632456
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.185256876,0.814743124,1.060170482,0.532898358
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.185585721,0.814414279,1.060412989,0.515010393
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.185598278,0.814401722,1.062327326,0.514136702
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,7,7,7,1,10,0.185757417,0.814242583,1.061602583,0.517110459
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.185806264,0.814193736,1.059300487,0.517094428
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.185841874,0.814158126,1.059069066,0.516228752
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.186120997,0.813879003,1.062496179,0.499735488
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.186225304,0.813774696,1.061602583,0.516934118
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.186417842,0.813582158,1.065455196,0.510171692
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,1,10,0.18643118,0.81356882,1.058788064,0.5089186
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.186472371,0.813527629,1.063291027,0.519245259
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.186548772,0.813451228,1.061602583,0.515656979
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,1,10,0.186676367,0.813323633,1.058197617,0.514371824
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.186892594,0.813107406,1.060170482,0.520455602
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.187073142,0.812926858,1.06363759,0.510708732
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,7,7,7,1,10,0.187128021,0.812871979,1.061602583,0.530520421
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.187179389,0.812820611,1.06363759,0.503508125
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.187388798,0.812611202,1.063179316,0.508272015
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.187414585,0.812585415,1.058788064,0.526790533
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.18742254,0.81257746,1.060013578,0.515245515
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.187525793,0.812474207,1.05804539,0.525756531
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,1,10,0.187572619,0.812427381,1.058761048,0.5089186
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.187615565,0.812384435,1.064511723,0.524773294
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.187746494,0.812253506,1.058676495,0.523143472
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.187903184,0.812096816,1.063179316,0.511229741
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.187923116,0.812076884,1.060829592,0.514716491
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.188104115,0.811895885,1.059069066,0.501239733
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.188304289,0.811695711,1.061977489,0.510708732
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.188393797,0.811606203,1.059069066,0.515245515
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.188677901,0.811322099,1.063885226,0.511229741
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.188867095,0.811132905,1.062516602,0.525756531
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.188875346,0.811124654,1.063543928,0.510708732
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,5,5,5,1,10,0.188946747,0.811053253,1.05588901,0.503037881
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.189031622,0.810968378,1.061970418,0.514716491
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.189202323,0.810797677,1.063420975,0.510708732
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.189374042,0.810625958,1.060013578,0.501239733
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.189950254,0.810049746,1.063853748,0.511229741
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,7,7,7,1,10,0.190137469,0.809862531,1.058676495,0.530520421
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,7,7,7,1,10,0.190215259,0.809784741,1.058676495,0.517110459
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.190703082,0.809296918,1.060170482,0.526680988
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.19093319,0.80906681,1.0587664,0.495257485
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.191134429,0.808865571,1.063853748,0.510070163
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,7,7,7,1,10,0.191157133,0.808842867,1.062327326,0.523429359
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.191217276,0.808782724,1.059172452,0.525345068
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,1,10,0.191226183,0.808773817,1.060412989,0.513556913
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.191242339,0.808757661,1.060013578,0.515010393
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.191565318,0.808434682,1.063543928,0.503508125
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,3,3,3,1,10,0.191566994,0.808433006,1.063420975,0.512977124
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.191651008,0.808348992,1.059069066,0.515178719
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.191675039,0.808324961,1.063885226,0.510070163
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.191779889,0.808220111,1.063291027,0.511229741
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.191790272,0.808209728,1.05896781,0.495257485
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,5,5,5,1,10,0.191843459,0.808156541,1.05588901,0.519891844
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.19217847,0.80782153,1.058676495,0.515656979
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.192226665,0.807773335,1.063291027,0.508272015
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.192245879,0.807754121,1.058425584,0.495257485
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.192257147,0.807742853,1.058695717,0.495257485
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.192381749,0.807618251,1.060167492,0.510171692
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.192430957,0.807569043,1.063853748,0.508272015
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.192486945,0.807513055,1.059069066,0.509549154
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.192611927,0.807388073,1.05588901,0.515245515
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.192854995,0.807145005,1.063543928,0.512279774
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.192988623,0.807011377,1.060283911,0.514716491
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,1,10,0.193237285,0.806762715,1.063885226,0.511817545
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.19323736,0.80676264,1.058676495,0.518320802
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.193390269,0.806609731,1.0587664,0.511229741
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.193458634,0.806541366,1.060643407,0.52145487
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.193718726,0.806281274,1.058214754,0.514716491
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,5,5,5,1,10,0.193856346,0.806143654,1.059069066,0.503037881
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.193911169,0.806088831,1.060643407,0.525756531
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.193917977,0.806082023,1.06363759,0.512279774
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.193975664,0.806024336,1.063179316,0.510070163
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.193999117,0.806000883,1.063420975,0.512279774
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.194053152,0.805946848,1.05588901,0.515178719
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.194147002,0.805852998,1.058676495,0.516934118
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.194241732,0.805758268,1.05588901,0.501239733
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.194335964,0.805664036,1.05896781,0.511229741
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.194337155,0.805662845,1.058425584,0.511229741
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.194373042,0.805626958,1.059172452,0.533940375
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.194519056,0.805480944,1.058695717,0.502289766
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.194915823,0.805084177,1.058695717,0.511229741
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.195168948,0.804831052,1.060761373,0.51936282
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.195250586,0.804749414,1.061977489,0.512279774
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,1,10,0.195252687,0.804747313,1.063179316,0.511817545
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,3,3,3,1,10,0.195255624,0.804744376,1.063420975,0.518657454
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,3,3,3,1,10,0.195431517,0.804568483,1.058695717,0.516111191
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.195515084,0.804484916,1.059172452,0.524773294
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,1,10,0.19568487,0.80431513,1.063853748,0.511817545
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,5,5,5,1,10,0.19581083,0.80418917,1.05588901,0.513556913
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.195822158,0.804177842,1.058761048,0.526790533
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.195887295,0.804112705,1.064897931,0.519656722
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,1,10,0.196058779,0.803941221,1.060013578,0.513556913
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,3,3,3,1,10,0.197091638,0.802908362,1.05896781,0.516111191
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.197121565,0.802878435,1.060852509,0.525756531
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,3,3,3,1,10,0.197368756,0.802631244,1.058425584,0.516111191
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.19815654,0.80184346,1.0587664,0.502289766
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.198179779,0.801820221,1.05892616,0.514136702
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.198578936,0.801421064,1.060013578,0.515178719
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.198582862,0.801417138,1.063736897,0.519656722
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.198593749,0.801406251,1.059069066,0.515010393
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.198627302,0.801372698,1.058197617,0.51936282
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.198699129,0.801300871,1.06464177,0.519656722
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.199002058,0.800997942,1.058695717,0.514313043
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,3,3,3,1,10,0.199230606,0.800769394,1.0587664,0.516111191
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,3,3,3,1,10,0.199801077,0.800198923,1.061977489,0.5180269
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.200079308,0.799920692,1.05896781,0.502289766
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.200225419,0.799774581,1.058425584,0.502289766
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,3,3,3,1,10,0.200395233,0.799604767,1.063543928,0.518657454
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,3,3,3,1,10,0.200518784,0.799481216,1.058695717,0.519488396
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.200676388,0.799323612,1.05588901,0.515010393
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.20142446,0.79857554,1.060986552,0.506869299
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,3,3,3,1,10,0.201948945,0.798051055,1.05896781,0.519488396
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.202316951,0.797683049,1.063852479,0.519656722
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,3,3,3,1,10,0.202335337,0.797664663,1.058425584,0.519488396
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,1,10,0.202662266,0.797337734,1.063179316,0.513271026
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.202833779,0.797166221,1.061977489,0.509666715
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,3,3,3,1,10,0.202870623,0.797129377,1.063420975,0.5180269
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,3,3,3,1,10,0.203009878,0.796990122,1.061977489,0.518657454
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.203323084,0.796676916,1.063291027,0.510070163
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.203818107,0.796181893,1.058425584,0.507927347
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,5,5,5,1,10,0.203993368,0.796006632,1.059069066,0.513556913
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.204170941,0.795829059,1.058695717,0.507927347
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,3,3,3,1,10,0.204339992,0.795660008,1.06363759,0.5180269
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,1,10,0.204851494,0.795148506,1.05804539,0.521043407
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.205116208,0.794883792,1.060170482,0.510171692
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,3,3,3,1,10,0.205178539,0.794821461,1.0587664,0.519488396
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.205901569,0.794098431,1.060986552,0.516749761
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,3,3,3,1,10,0.206051402,0.793948598,1.058695717,0.523084692
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,1,10,0.206054615,0.793945385,1.063885226,0.513271026
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.206067128,0.793932872,1.063420975,0.501533636
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.206130023,0.793869977,1.063853748,0.520639959
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.206481205,0.793518795,1.063543928,0.509666715
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.206532877,0.793467123,1.05896781,0.514313043
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.206539579,0.793460421,1.0587664,0.514313043
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,3,3,3,1,10,0.206661276,0.793338724,1.0587664,0.523084692
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.206940116,0.793059884,1.0587664,0.507927347
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.206970466,0.793029534,1.058425584,0.514313043
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.20719791,0.79280209,1.063420975,0.509666715
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.207311003,0.792688997,1.06363759,0.509666715
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.207369362,0.792630638,1.058695717,0.497349535
