max_depth_XGB,reg_lambda_XGB,n_estimators_random,n_estimators_XGB,learning_rate_XGB,min_samples_split_random,max_features_random,max_samples_random,subsample_XGB,colsample_bytree_XGB,min_samples_leaf_random,max_depth_random,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2,mse_y,auc_t
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.161385763,0.838614237,1.061489007,0.498450333
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.161402318,0.838597682,1.059980001,0.510128943
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.161449882,0.838550118,1.068622406,0.525345068
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,1,10,0.161539301,0.838460699,1.059561836,0.511927091
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,1,10,0.161605663,0.838394337,1.060437542,0.517623452
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,7,7,7,1,10,0.161626367,0.838373633,1.065848158,0.530520421
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.161683556,0.838316444,1.065455196,0.521681976
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,7,7,7,1,10,0.161712181,0.838287819,1.060986552,0.515876069
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.161836619,0.838163381,1.061970418,0.532722016
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.16205493,0.83794507,1.05804539,0.510364065
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.162146337,0.837853663,1.058247333,0.510356049
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.162166602,0.837833398,1.062516602,0.510364065
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.162188395,0.837811605,1.062516602,0.513674474
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.162279336,0.837720664,1.060313217,0.513086669
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.16230628,0.83769372,1.061027046,0.515707744
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.162312181,0.837687819,1.059695653,0.507229997
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,1,10,0.162376631,0.837623369,1.061359697,0.511927091
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,1,10,0.162388017,0.837611983,1.059120179,0.516455859
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.162469176,0.837530824,1.063365688,0.521681976
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,7,7,7,1,10,0.162521411,0.837478589,1.060226135,0.514884817
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.162563194,0.837436806,1.061867373,0.517623452
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,1,10,0.162745452,0.837254548,1.058247333,0.514884817
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.162746959,0.837253041,1.060684712,0.511053399
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.162772887,0.837227113,1.060090165,0.519656722
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.162823441,0.837176559,1.060852509,0.52145487
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,1,10,0.162907324,0.837092676,1.060684712,0.516044395
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,1,10,0.162994381,0.837005619,1.058112755,0.523194237
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.163046482,0.836953518,1.059705611,0.507229997
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,1,10,0.163046883,0.836953117,1.063736897,0.515363076
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.163058141,0.836941859,1.061602583,0.526101199
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.163123538,0.836876462,1.063736897,0.51256566
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.163149651,0.836850349,1.059765484,0.509893821
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.163232336,0.836767664,1.059838065,0.522320546
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.16327732,0.83672268,1.065035804,0.526101199
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.163291016,0.836708984,1.059561836,0.513086669
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,1,10,0.163298275,0.836701725,1.060283911,0.521917098
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.163332419,0.836667581,1.061009853,0.521631211
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,1,10,0.163376745,0.836623255,1.06464177,0.515363076
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.163507053,0.836492947,1.060090165,0.508036893
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.163516419,0.836483581,1.063365688,0.526680988
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.163613087,0.836386913,1.059643086,0.509893821
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,1,10,0.163620096,0.836379904,1.064494312,0.53452818
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,1,10,0.163665671,0.836334329,1.062496179,0.516455859
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.163821475,0.836178525,1.059980001,0.520287276
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.16390599,0.83609401,1.068622406,0.521278529
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.163960618,0.836039382,1.06464177,0.51256566
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,1,10,0.163971083,0.836028917,1.059120179,0.521858318
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,1,10,0.16397366,0.83602634,1.060437542,0.516044395
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.164007661,0.835992339,1.061032594,0.502172205
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.164017149,0.835982851,1.059838065,0.514144718
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.164215152,0.835784848,1.062516602,0.52145487
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,1,10,0.164368889,0.835631111,1.064897931,0.515363076
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.164391969,0.835608031,1.068622406,0.524596953
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,9,9,9,1,10,0.164411103,0.835588897,1.060661105,0.516455859
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,1,10,0.164491864,0.835508136,1.064494312,0.522211
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.164647888,0.835352112,1.062165477,0.5166322
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,1,10,0.164665193,0.835334807,1.060283911,0.530394844
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.164679253,0.835320747,1.059862553,0.517623452
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,1,10,0.164761088,0.835238912,1.061970418,0.531671984
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,9,9,9,1,10,0.164770517,0.835229483,1.060661105,0.521858318
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.16477675,0.83522325,1.059980001,0.509314032
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.164860177,0.835139823,1.060661105,0.510422845
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,1,10,0.164888189,0.835111811,1.063852479,0.515363076
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,1,10,0.164922861,0.835077139,1.059705611,0.522211
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.164970752,0.835029248,1.05892616,0.498450333
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.165007593,0.834992407,1.059561836,0.515002378
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.165015378,0.834984622,1.061359697,0.513086669
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.165023622,0.834976378,1.060026046,0.502172205
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.165092377,0.834907623,1.059980001,0.502172205
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.165123844,0.834876156,1.062496179,0.506062403
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,1,10,0.165326472,0.834673528,1.060283911,0.531671984
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.16534058,0.83465942,1.059120179,0.506062403
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,1,10,0.165345612,0.834654388,1.060090165,0.498223227
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.165421935,0.834578065,1.068622406,0.533940375
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.165476042,0.834523958,1.060986552,0.498450333
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.165485434,0.834514566,1.061009853,0.514313043
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,1,10,0.165490883,0.834509117,1.059705611,0.517455126
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.165594982,0.834405018,1.068622406,0.524773294
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.165686532,0.834313468,1.060890533,0.507229997
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.165780055,0.834219945,1.058347788,0.523311798
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.165842968,0.834157032,1.068622406,0.515598198
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,1,10,0.16590043,0.83409957,1.058788064,0.516044395
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,1,10,0.165999318,0.834000682,1.060090165,0.51738833
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.16600703,0.83399297,1.061009853,0.523311798
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.166130449,0.833869551,1.060852509,0.513674474
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,1,10,0.166140052,0.833859948,1.060090165,0.508793023
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.166153226,0.833846774,1.062496179,0.516749761
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.166202929,0.833797071,1.062327326,0.501004612
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.166338379,0.833661621,1.061032594,0.510649952
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,1,10,0.166387648,0.833612352,1.058214754,0.531671984
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.166561871,0.833438129,1.065455196,0.526680988
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.166563555,0.833436445,1.05804539,0.513674474
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.166618573,0.833381427,1.061009853,0.520698739
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.166735022,0.833264978,1.060437542,0.526512662
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.166763968,0.833236032,1.064494312,0.525345068
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,1,10,0.166777905,0.833222095,1.059300487,0.514834052
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,1,10,0.166823127,0.833176873,1.058112755,0.516455859
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,1,10,0.166831758,0.833168242,1.060542961,0.516455859
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.166893614,0.833106386,1.058112755,0.524471377
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.166920249,0.833079751,1.058676495,0.526101199
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,1,10,0.16701918,0.83298082,1.058214754,0.521917098
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,5,5,5,1,10,0.167072209,0.832927791,1.062820654,0.514371824
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.167130517,0.832869483,1.059695653,0.523664481
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.167219392,0.832780608,1.061970418,0.513035904
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.167350919,0.832649081,1.060283911,0.513035904
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.167367222,0.832632778,1.060684712,0.519531146
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.16743119,0.83256881,1.058662647,0.519942609
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.167478573,0.832521427,1.061833626,0.520530414
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.167537539,0.832462461,1.060852509,0.510364065
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.167719025,0.832280975,1.062496179,0.513321791
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.167732268,0.832267732,1.059980001,0.519648707
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,1,10,0.167826926,0.832173074,1.064494312,0.52621876
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,1,10,0.167983289,0.832016711,1.059980001,0.514077922
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.167984489,0.832015511,1.059980001,0.510649952
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.168000067,0.831999933,1.058347788,0.521631211
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.168071124,0.831928876,1.059643086,0.51727077
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.168077946,0.831922054,1.060661105,0.513321791
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.168091959,0.831908041,1.058788064,0.519531146
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.168127733,0.831872267,1.063365688,0.532898358
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.168251372,0.831748628,1.060542961,0.513321791
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,1,10,0.168272885,0.831727115,1.058570782,0.521396089
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,1,10,0.168328272,0.831671728,1.058214754,0.530394844
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.168386154,0.831613846,1.065848158,0.516934118
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.168483806,0.831516194,1.060829592,0.515061158
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.168505566,0.831494434,1.061009853,0.518320802
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.168528521,0.831471479,1.059120179,0.513321791
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.168642374,0.831357626,1.063852479,0.51256566
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.168734611,0.831265389,1.062165477,0.508213234
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,1,10,0.168774058,0.831225942,1.059862553,0.521396089
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.168777047,0.831222953,1.062820654,0.519891844
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,1,10,0.168792508,0.831207492,1.064511723,0.52621876
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,1,10,0.168798306,0.831201694,1.060412989,0.519891844
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.168894569,0.831105431,1.058347788,0.518320802
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.168969043,0.831030957,1.059300487,0.512271758
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.169054123,0.830945877,1.058347788,0.514313043
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.169066296,0.830933704,1.060437542,0.511053399
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.16910694,0.83089306,1.062327326,0.526395101
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,1,10,0.169118383,0.830881617,1.060890533,0.512044652
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.169175964,0.830824036,1.059838065,0.50774299
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,5,5,5,1,10,0.169342714,0.830657286,1.059838065,0.514371824
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.169372262,0.830627738,1.059765484,0.5166322
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.169399884,0.830600116,1.061970418,0.515061158
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.169417342,0.830582658,1.064511723,0.515598198
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,1,10,0.169422451,0.830577549,1.059643086,0.521396089
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.169507569,0.830492431,1.060684712,0.526512662
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.169552718,0.830447282,1.061027046,0.523664481
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.169585867,0.830414133,1.064897931,0.51256566
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.169684506,0.830315494,1.058347788,0.520698739
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.169689364,0.830310636,1.065848158,0.515656979
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.169737075,0.830262925,1.059824322,0.520530414
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.169777917,0.830222083,1.064494312,0.515598198
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.17001452,0.82998548,1.059695653,0.515707744
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.170035609,0.829964391,1.059705611,0.523664481
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.170078006,0.829921994,1.061970418,0.520346057
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.170206805,0.829793195,1.065035804,0.518320802
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.170350842,0.829649158,1.060684712,0.517850559
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.170361842,0.829638158,1.058761048,0.519531146
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.170432885,0.829567115,1.063852479,0.50682655
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,7,7,7,1,10,0.170463649,0.829536351,1.065848158,0.517110459
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.170477238,0.829522762,1.059120179,0.510422845
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,1,10,0.17054522,0.82945478,1.060167492,0.516573419
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.170571668,0.829428332,1.059705611,0.515707744
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,1,10,0.170608326,0.829391674,1.060890533,0.522211
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.170647957,0.829352043,1.060170482,0.521681976
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,1,10,0.170794077,0.829205923,1.060170482,0.515758508
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.170803264,0.829196736,1.058247333,0.517094428
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,1,10,0.170850451,0.829149549,1.059695653,0.517455126
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.170860747,0.829139253,1.064494312,0.524596953
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.170874342,0.829125658,1.060090165,0.520530414
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.17090812,0.82909188,1.059838065,0.519891844
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.170988939,0.829011061,1.05804539,0.52145487
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,1,10,0.170993263,0.829006737,1.058465914,0.509372812
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.171038738,0.828961262,1.062820654,0.50774299
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.171060732,0.828939268,1.063736897,0.50682655
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.171152412,0.828847588,1.058214754,0.513035904
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.171164483,0.828835517,1.060437542,0.519531146
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.171189217,0.828810783,1.064494312,0.521278529
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.17121869,0.82878131,1.05836974,0.505079167
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.171235864,0.828764136,1.064384026,0.511927091
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.171432037,0.828567963,1.060829592,0.523832807
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.171482911,0.828517089,1.059765484,0.508213234
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.171527853,0.828472147,1.058465914,0.512742002
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.171642287,0.828357713,1.0637368,0.511927091
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.171645552,0.828354448,1.05892616,0.501004612
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.171657635,0.828342365,1.064517036,0.513380571
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.171736188,0.828263812,1.059705611,0.515304296
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,3,3,3,1,10,0.171748437,0.828251563,1.06363759,0.512977124
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,1,10,0.171770753,0.828229247,1.058465914,0.518841811
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,7,7,7,1,10,0.17182596,0.82817404,1.065035804,0.530520421
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,1,10,0.17184878,0.82815122,1.05836974,0.509372812
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.17192542,0.82807458,1.061489007,0.506869299
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,1,10,0.171937241,0.828062759,1.063736897,0.510951869
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.17199305,0.82800695,1.060167492,0.521681976
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,9,9,9,1,10,0.172056632,0.827943368,1.062516602,0.521227764
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,5,5,5,1,10,0.172084797,0.827915203,1.059838065,0.505768501
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,5,5,5,1,10,0.17209542,0.82790458,1.062820654,0.505768501
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,1,10,0.172106168,0.827893832,1.058761048,0.516044395
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,1,10,0.172137776,0.827862224,1.058736237,0.509372812
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.172163549,0.827836451,1.064384026,0.513380571
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,1,10,0.172207679,0.827792321,1.063365688,0.517850559
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.172228467,0.827771533,1.064511723,0.521278529
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.172230412,0.827769588,1.063852479,0.516867322
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.172267526,0.827732474,1.06464177,0.50682655
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,9,9,9,1,10,0.172305239,0.827694761,1.062516602,0.521043407
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.172358599,0.827641401,1.063365688,0.524118694
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.172359163,0.827640837,1.064390255,0.511927091
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.172404354,0.827595646,1.061027046,0.515304296
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,1,10,0.172406184,0.827593816,1.062496179,0.521858318
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.17240839,0.82759161,1.058465914,0.505079167
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.172496045,0.827503955,1.0637368,0.513380571
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.172498438,0.827501562,1.064390255,0.513380571
